罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,現金以外の主な被害品
窃盗,部品ねらい,高島平,成増駅前交番,131199,東京都,板橋区,成増４丁目,2022/9/16,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,高島平,新河岸交番,131199,東京都,板橋区,新河岸１丁目,2022/6/16,8,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,高島平,西台駅前交番,131199,東京都,板橋区,高島平１丁目,2021/6/1,不明,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,高島平,西台駅前交番,131199,東京都,板橋区,高島平１丁目,2022/4/17,18,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,高島平,西台駅前交番,131199,東京都,板橋区,高島平１丁目,2022/10/22,20,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,高島平,西台駅前交番,131199,東京都,板橋区,高島平９丁目,2022/10/26,18,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,高島平,高島平駅前交番,131199,東京都,板橋区,高島平２丁目,2022/2/14,18,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,高島平,高島平駅前交番,131199,東京都,板橋区,高島平２丁目,2022/3/10,11,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,高島平,高島平駅前交番,131199,東京都,板橋区,高島平２丁目,2022/4/7,12,４階建て以上共同住宅,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,高島平,高島平駅前交番,131199,東京都,板橋区,高島平２丁目,2022/8/25,16,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,光が丘,光が丘三丁目交番,131202,東京都,練馬区,田柄３丁目,2022/10/2,15,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,光が丘,光が丘三丁目交番,131202,東京都,練馬区,田柄３丁目,2022/10/2,19,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,光が丘,光が丘三丁目交番,131202,東京都,練馬区,光が丘２丁目,2022/3/15,21,４階建て以上共同住宅,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,光が丘,光が丘三丁目交番,131202,東京都,練馬区,光が丘２丁目,2022/4/16,20,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,光が丘,光が丘三丁目交番,131202,東京都,練馬区,光が丘３丁目,2022/3/19,10,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,光が丘,光が丘三丁目交番,131202,東京都,練馬区,光が丘３丁目,2022/8/8,21,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,光が丘,光が丘三丁目交番,131202,東京都,練馬区,光が丘３丁目,2022/9/18,22,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,光が丘,光が丘三丁目交番,131202,東京都,練馬区,光が丘７丁目,2022/5/23,19,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,光が丘,北町交番,131202,東京都,練馬区,北町１丁目,2022/1/27,18,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,光が丘,北町交番,131202,東京都,練馬区,北町２丁目,2022/5/15,19,４階建て以上共同住宅,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,光が丘,北町交番,131202,東京都,練馬区,錦２丁目,2021/12/29,15,４階建て以上共同住宅,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,光が丘,北町交番,131202,東京都,練馬区,錦２丁目,2022/10/6,18,その他,駐車（輪）場,その他
窃盗,部品ねらい,光が丘,土支田交番,131202,東京都,練馬区,土支田４丁目,2022/7/4,21,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,光が丘,田柄交番,131202,東京都,練馬区,田柄２丁目,2022/5/25,12,道路上,その他,タイヤ・ホイール
窃盗,部品ねらい,光が丘,田柄交番,131202,東京都,練馬区,田柄３丁目,2022/10/4,14,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,光が丘,練馬高野台駅前交番,131202,東京都,練馬区,富士見台２丁目,2022/3/9,17,道路上,その他,タイヤ・ホイール
窃盗,部品ねらい,上野,上野駅前交番,131067,東京都,台東区,上野７丁目,2022/4/17,18,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,上野,公園前交番,131067,東京都,台東区,上野２丁目,2022/11/11,12,その他,その他,ナンバープレート
窃盗,部品ねらい,上野,公園前交番,131067,東京都,台東区,上野３丁目,2022/12/19,10,その他,駐車（輪）場,その他
窃盗,部品ねらい,上野,公園前交番,131067,東京都,台東区,上野６丁目,2022/4/16,12,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,上野,台東交番,131067,東京都,台東区,上野５丁目,2022/9/5,19,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,上野,台東交番,131067,東京都,台東区,上野５丁目,2022/9/25,1,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,上野,御徒町交番,131067,東京都,台東区,上野５丁目,2022/11/17,9,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,上野,御徒町交番,131067,東京都,台東区,東上野２丁目,2022/10/21,21,道路上,その他,その他
窃盗,部品ねらい,上野,稲荷町交番,131067,東京都,台東区,東上野４丁目,2022/1/28,1,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,下谷,三ノ輪交番,131067,東京都,台東区,竜泉１丁目,2022/8/8,18,４階建て以上共同住宅,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,下谷,入谷東交番,131067,東京都,台東区,入谷１丁目,2022/4/18,12,一戸建住宅,駐車（輪）場,その他
窃盗,部品ねらい,下谷,入谷東交番,131067,東京都,台東区,入谷１丁目,2022/9/25,21,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,下谷,入谷西交番,131067,東京都,台東区,下谷１丁目,2022/5/1,19,道路上,その他,その他
窃盗,部品ねらい,下谷,入谷西交番,131067,東京都,台東区,根岸１丁目,2022/4/17,18,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,下谷,鶯谷駅前交番,131067,東京都,台東区,根岸１丁目,2022/1/27,21,道路上,その他,その他
窃盗,部品ねらい,下谷,鶯谷駅前交番,131067,東京都,台東区,根岸１丁目,2022/4/17,13,道路上,その他,その他
窃盗,部品ねらい,下谷,鶯谷駅前交番,131067,東京都,台東区,根岸１丁目,2022/4/17,16,道路上,その他,その他
窃盗,部品ねらい,下谷,鶯谷駅前交番,131067,東京都,台東区,根岸１丁目,2022/4/17,17,道路上,その他,その他
窃盗,部品ねらい,下谷,鶯谷駅前交番,131067,東京都,台東区,根岸３丁目,2022/4/15,18,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,下谷,鶯谷駅前交番,131067,東京都,台東区,根岸３丁目,2022/4/17,11,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,下谷,鶯谷駅前交番,131067,東京都,台東区,根岸３丁目,2022/4/17,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,下谷,鶯谷駅前交番,131067,東京都,台東区,根岸３丁目,2022/6/12,18,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,浅草,公園六区交番,131067,東京都,台東区,浅草１丁目,2016/6/1,不明,道路上,その他,ナンバープレート
窃盗,部品ねらい,浅草,公園六区交番,131067,東京都,台東区,西浅草３丁目,2022/11/12,18,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,浅草,東浅草交番,131067,東京都,台東区,浅草５丁目,2022/1/2,10,道路上,その他,その他
窃盗,部品ねらい,浅草,聖天町交番,131067,東京都,台東区,浅草６丁目,2022/6/26,9,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,浅草,花川戸交番,131067,東京都,台東区,花川戸１丁目,2022/7/4,13,その他,駐車（輪）場,その他
窃盗,部品ねらい,浅草,西浅草三丁目交番,131067,東京都,台東区,浅草３丁目,2022/5/26,18,道路上,その他,その他
窃盗,部品ねらい,浅草,西浅草三丁目交番,131067,東京都,台東区,浅草３丁目,2022/12/2,18,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,蔵前,小島二丁目交番,131067,東京都,台東区,三筋１丁目,2022/4/9,14,４階建て以上共同住宅,その他,その他
窃盗,部品ねらい,蔵前,田原町交番,131067,東京都,台東区,西浅草１丁目,2022/6/4,11,一戸建住宅,その他,その他
窃盗,部品ねらい,尾久,西尾久交番,131181,東京都,荒川区,西尾久４丁目,2022/7/8,13,一戸建住宅,駐車（輪）場,その他
窃盗,部品ねらい,尾久,西尾久交番,131181,東京都,荒川区,東尾久５丁目,2022/3/22,15,一戸建住宅,駐車（輪）場,その他
窃盗,部品ねらい,南千住,南千住三丁目交番,131181,東京都,荒川区,南千住２丁目,2022/10/18,16,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,南千住,南千住八丁目交番,131181,東京都,荒川区,南千住７丁目,2022/5/1,10,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,南千住,南千住駅東口交番,131181,東京都,荒川区,南千住４丁目,2022/4/16,12,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,南千住,南千住駅東口交番,131181,東京都,荒川区,南千住５丁目,2022/12/25,18,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,荒川,三河島駅前交番,131181,東京都,荒川区,荒川３丁目,2021/12/26,13,道路上,その他,その他
窃盗,部品ねらい,荒川,三河島駅前交番,131181,東京都,荒川区,荒川３丁目,2022/2/27,20,道路上,その他,その他
窃盗,部品ねらい,荒川,三河島駅前交番,131181,東京都,荒川区,東日暮里６丁目,2022/5/28,16,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,荒川,日暮里駅前交番,131181,東京都,荒川区,西日暮里２丁目,2022/9/28,13,道路上,その他,その他
窃盗,部品ねらい,荒川,荒川五丁目交番,131181,東京都,荒川区,荒川４丁目,2022/3/15,17,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,荒川,荒川五丁目交番,131181,東京都,荒川区,荒川４丁目,2022/7/24,15,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,荒川,荒川五丁目交番,131181,東京都,荒川区,荒川７丁目,2022/7/17,14,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,荒川,西日暮里駅前交番,131181,東京都,荒川区,西日暮里５丁目,2022/8/2,9,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,千住,北千住駅東口交番,131211,東京都,足立区,千住旭町,2022/10/22,18,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,千住,北千住駅東口交番,131211,東京都,足立区,千住旭町,2022/11/14,2,道路上,その他,ナンバープレート
窃盗,部品ねらい,千住,北千住駅西口交番,131211,東京都,足立区,千住２丁目,2022/3/4,8,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,千住,千住四丁目交番,131211,東京都,足立区,千住４丁目,2022/8/17,15,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,千住,千住四丁目交番,131211,東京都,足立区,千住５丁目,2022/6/26,13,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,千住,千住四丁目交番,131211,東京都,足立区,千住大川町,2022/9/26,5,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,千住,千住四丁目交番,131211,東京都,足立区,千住寿町,2022/4/28,20,道路上,その他,その他
窃盗,部品ねらい,千住,旭町交番,131211,東京都,足立区,千住東２丁目,2022/1/8,14,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,千住,桜木町交番,131211,東京都,足立区,千住宮元町,2021/7/31,23,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,西新井,大師前交番,131211,東京都,足立区,栗原３丁目,2022/10/24,14,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,西新井,大師前交番,131211,東京都,足立区,西新井１丁目,2022/9/5,23,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,西新井,大師前交番,131211,東京都,足立区,西新井本町２丁目,2022/7/6,13,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,西新井,島根交番,131211,東京都,足立区,島根４丁目,2022/6/17,20,一戸建住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,西新井,扇交番,131211,東京都,足立区,扇１丁目,2021/12/26,23,４階建て以上共同住宅,その他,ナンバープレート
窃盗,部品ねらい,西新井,扇交番,131211,東京都,足立区,扇１丁目,2022/10/12,16,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,西新井,本木交番,131211,東京都,足立区,興野２丁目,2022/1/27,9,その他,駐車（輪）場,その他
窃盗,部品ねらい,西新井,梅田七丁目交番,131211,東京都,足立区,梅田５丁目,2022/7/3,0,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,西新井,梅田七丁目交番,131211,東京都,足立区,梅田８丁目,2022/7/13,1,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,西新井,梅田七丁目交番,131211,東京都,足立区,梅田８丁目,2022/11/21,16,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,西新井,江北交番,131211,東京都,足立区,江北１丁目,2022/1/7,17,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,西新井,江北交番,131211,東京都,足立区,江北４丁目,2022/10/8,23,４階建て以上共同住宅,駐車（輪）場,その他
