罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,施錠関係,盗難防止装置の有無,現金以外の主な被害品
窃盗,オートバイ盗,府中,本宿交番,132063,東京都,府中市,日新町３丁目,2022/7/20,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,府中,本宿交番,132063,東京都,府中市,本宿町１丁目,2020/8/1,0,駐車（輪）場,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,府中,栄町交番,132063,東京都,府中市,栄町３丁目,2022/9/24,22,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,府中,美好町交番,132063,東京都,府中市,片町１丁目,2022/6/3,7,駐車（輪）場,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,小金井,国分寺駅北口交番,132144,東京都,国分寺市,東恋ヶ窪２丁目,2022/10/20,18,その他,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,小金井,本多交番,132101,東京都,小金井市,貫井北町４丁目,2022/4/8,12,道路上,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,小金井,西国分寺駅前交番,132101,東京都,小金井市,本町６丁目,2022/1/4,22,道路上,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,小金井,西国分寺駅前交番,132144,東京都,国分寺市,西恋ヶ窪３丁目,2022/11/7,19,４階建て以上共同住宅,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,小金井,西町交番,132144,東京都,国分寺市,西町５丁目,2022/9/15,19,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,田無,ひばりが丘団地交番,132225,東京都,東久留米市,南町４丁目,2022/12/24,19,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,田無,ひばりが丘駅前交番,132292,東京都,西東京市,ひばりが丘３丁目,2022/9/21,17,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,田無,ひばりが丘駅前交番,132292,東京都,西東京市,ひばりが丘北４丁目,2022/12/15,20,その他,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,田無,ひばりが丘駅前交番,132292,東京都,西東京市,谷戸町１丁目,2022/12/16,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,田無,上の原交番,132225,東京都,東久留米市,上の原２丁目,2022/2/14,13,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,田無,下里駐在所,132225,東京都,東久留米市,下里４丁目,2021/4/10,7,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,田無,下里駐在所,132225,東京都,東久留米市,下里４丁目,2022/1/19,20,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,田無,保谷駅前交番,132292,東京都,西東京市,東町２丁目,2022/11/13,17,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,田無,前沢交番,132225,東京都,東久留米市,前沢３丁目,2022/7/29,1,その他,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,田無,前沢交番,132225,東京都,東久留米市,南沢４丁目,2022/12/24,11,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,田無,南沢交番,132225,東京都,東久留米市,幸町１丁目,2022/6/13,11,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,田無,東久留米駅前交番,132225,東京都,東久留米市,浅間町２丁目,2022/2/12,10,一戸建住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,田無,東久留米駅前交番,132225,東京都,東久留米市,中央町３丁目,2022/2/12,0,その他,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,田無,東久留米駅前交番,132225,東京都,東久留米市,本町１丁目,2022/3/16,7,駐車（輪）場,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,田無,東伏見交番,132292,東京都,西東京市,東町３丁目,2022/8/26,8,その他,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,田無,東伏見交番,132292,東京都,西東京市,富士町１丁目,2022/6/25,18,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,田無,滝山交番,132225,東京都,東久留米市,滝山６丁目,2018/7/10,21,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,田無,滝山交番,132225,東京都,東久留米市,滝山６丁目,2022/12/17,16,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,田無,滝山交番,132225,東京都,東久留米市,前沢２丁目,2022/1/28,15,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,田無,滝山交番,132225,東京都,東久留米市,前沢４丁目,2022/9/11,19,その他,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,田無,田無駅前交番,132292,東京都,西東京市,芝久保町２丁目,2022/11/30,4,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,田無,田無駅前交番,132292,東京都,西東京市,芝久保町５丁目,2022/8/31,16,一戸建住宅,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,田無,田無駅前交番,132292,東京都,西東京市,田無町７丁目,2022/11/5,16,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,東村山,久米川駅前交番,132136,東京都,東村山市,栄町２丁目,2022/2/6,11,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,東村山,久米川駐在所,132136,東京都,東村山市,久米川町３丁目,2022/11/11,8,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,東村山,久米川駐在所,132136,東京都,東村山市,久米川町４丁目,2022/8/22,17,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,東村山,廻田駐在所,132136,東京都,東村山市,多摩湖町４丁目,2022/4/7,1,一戸建住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,東村山,旭が丘交番,132217,東京都,清瀬市,旭が丘３丁目,2022/5/5,19,一戸建住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,東村山,東村山駅前交番,132136,東京都,東村山市,恩多町３丁目,2022/1/6,20,その他の住宅（３階建て以下共同住宅等）,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,東村山,東村山駅前交番,132136,東京都,東村山市,諏訪町１丁目,2022/12/6,20,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,東村山,東村山駅前交番,132136,東京都,東村山市,本町２丁目,2022/11/14,0,道路上,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,東村山,清瀬駅前交番,132217,東京都,清瀬市,松山１丁目,2022/7/24,19,道路上,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,東村山,清瀬駅前交番,132217,東京都,清瀬市,元町１丁目,2022/10/2,11,駐車（輪）場,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,東村山,清瀬駅前交番,132217,東京都,清瀬市,元町１丁目,2022/11/14,20,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,東村山,清瀬駅前交番,132217,東京都,清瀬市,元町１丁目,2022/12/1,6,その他,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,東村山,秋津三丁目交番,132136,東京都,東村山市,久米川町１丁目,2022/10/31,13,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,東村山,秋津三丁目交番,132136,東京都,東村山市,久米川町１丁目,2022/10/31,13,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,東村山,秋津三丁目交番,132136,東京都,東村山市,久米川町１丁目,2022/12/24,20,一戸建住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,武蔵野,三鷹駅北口交番,132039,東京都,武蔵野市,中町１丁目,2022/11/6,12,道路上,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,武蔵野,吉祥寺駅西口交番,132039,東京都,武蔵野市,吉祥寺本町２丁目,2022/2/26,20,道路上,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,武蔵野,吉祥寺駅西口交番,132039,東京都,武蔵野市,吉祥寺南町１丁目,2022/12/11,10,その他,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,武蔵野,桜堤交番,132039,東京都,武蔵野市,桜堤３丁目,2022/2/12,19,その他,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,武蔵野,武蔵境駅前交番,132039,東京都,武蔵野市,境南町３丁目,2022/11/6,14,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,武蔵野,緑町交番,132039,東京都,武蔵野市,吉祥寺北町４丁目,2020/4/1,不明,その他の住宅（３階建て以下共同住宅等）,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,武蔵野,関前駐在所,132039,東京都,武蔵野市,関前５丁目,2022/4/16,15,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,三鷹,三鷹駅前交番,132047,東京都,三鷹市,下連雀３丁目,2022/12/23,17,道路上,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,三鷹,上連雀交番,132047,東京都,三鷹市,上連雀６丁目,2022/11/24,18,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,三鷹,大沢交番,132047,東京都,三鷹市,大沢２丁目,2022/9/13,16,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,三鷹,大沢交番,132047,東京都,三鷹市,大沢３丁目,2022/12/4,2,一戸建住宅,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,三鷹,野崎交番,132047,東京都,三鷹市,野崎２丁目,2022/2/23,20,道路上,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,調布,つつじケ丘駅前交番,132080,東京都,調布市,西つつじケ丘４丁目,2022/12/4,16,４階建て以上共同住宅,駐車（輪）場,キーあり,あり,自動二輪（50cc超）
窃盗,オートバイ盗,調布,中和泉交番,132195,東京都,狛江市,和泉本町４丁目,2022/6/14,17,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,調布,仙川交番,132080,東京都,調布市,国領町３丁目,2022/5/18,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,調布,仙川交番,132080,東京都,調布市,仙川町１丁目,2022/2/2,21,道路上,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,調布,和泉多摩川交番,132195,東京都,狛江市,猪方３丁目,2022/2/23,23,その他の住宅（３階建て以下共同住宅等）,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,調布,和泉多摩川交番,132195,東京都,狛江市,猪方４丁目,2022/9/26,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,調布,国領交番,132080,東京都,調布市,国領町３丁目,2022/12/15,12,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,調布,国領交番,132080,東京都,調布市,国領町４丁目,2022/12/13,18,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,調布,多摩川住宅交番,132080,東京都,調布市,染地３丁目,2022/4/23,16,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,調布,多摩川住宅交番,132080,東京都,調布市,染地３丁目,2022/9/25,16,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,調布,多摩川住宅交番,132080,東京都,調布市,染地３丁目,2022/11/28,22,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,調布,多摩川住宅交番,132195,東京都,狛江市,西和泉１丁目,2022/9/17,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,調布,多摩川住宅交番,132195,東京都,狛江市,西和泉１丁目,2022/9/20,20,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,調布,布田交番,132080,東京都,調布市,柴崎１丁目,2022/10/28,21,道路上,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,調布,狛江交番,132195,東京都,狛江市,和泉本町３丁目,2022/3/6,17,その他,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,調布,猪方交番,132195,東京都,狛江市,西和泉２丁目,2022/10/13,23,４階建て以上共同住宅,駐車（輪）場,キーあり,あり,自動二輪（50cc超）
窃盗,オートバイ盗,調布,菊野台交番,132080,東京都,調布市,佐須町４丁目,2022/11/25,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,調布,菊野台交番,132080,東京都,調布市,柴崎１丁目,2022/4/29,8,その他の住宅（３階建て以下共同住宅等）,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,調布,菊野台交番,132080,東京都,調布市,西つつじケ丘１丁目,2022/4/19,12,駐車（輪）場,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,調布,菊野台交番,132080,東京都,調布市,西つつじケ丘１丁目,2022/11/3,17,その他,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,調布,調布駅前交番,132080,東京都,調布市,西つつじケ丘３丁目,2022/9/2,1,道路上,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,調布,調布駅前交番,132080,東京都,調布市,布田２丁目,2022/2/17,13,一戸建住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,小平,喜平橋駐在所,132110,東京都,小平市,御幸町,2022/9/6,7,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,小平,小平駅前交番,132110,東京都,小平市,天神町２丁目,2022/3/14,18,道路上,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,小平,花小金井駅前交番,132110,東京都,小平市,花小金井３丁目,2017/3/1,0,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,小平,花小金井駅前交番,132110,東京都,小平市,花小金井６丁目,2022/11/30,20,その他,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,小平,鷹の台駅前交番,132110,東京都,小平市,津田町３丁目,2022/8/20,20,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
