サービス名,問い合わせ先名称,問い合わせ先電話番号,問い合わせ先FAX番号,サービス詳細webサイト,掲載順,目次,大分類,中分類,小分類,サービス備考,問い合わせ先備考,標準地域コード
食品衛生,保健所衛生課食品保健係,03-5273-3827,03-3209-1441,https://www.city.shinjuku.lg.jp/kenkou/index03_04.html,303,健康・衛生,衛生,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
結核,保健予防課予防係,03-5273-3859,03-5273-3820,https://www.city.shinjuku.lg.jp/fukushi/yobo01_001149.html,304,健康・衛生,医療費助成,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
B型・C型ウイルス肝炎治療,各保健センター,"","",https://www.city.shinjuku.lg.jp/kenkou/yobo01_000127.html,305,健康・衛生,医療費助成,"","","",http://www.city.shinjuku.lg.jp/soshiki/hc_index.html,http://statdb.nstac.go.jp/lod/sac/C13104
B型・C型肝炎ウイルスによる肝がん・重度肝硬変,各保健センター,"","",https://www.city.shinjuku.lg.jp/kenkou/yobo01_002269.html,306,健康・衛生,医療費助成,"","","",http://www.city.shinjuku.lg.jp/soshiki/hc_index.html,http://statdb.nstac.go.jp/lod/sac/C13104
難病（医療費等助成）,各保健センター,"","",https://www.city.shinjuku.lg.jp/fukushi/yobo01_001018.html,307,健康・衛生,医療費助成,"","","",http://www.city.shinjuku.lg.jp/soshiki/hc_index.html,http://statdb.nstac.go.jp/lod/sac/C13104
自立支援医療（精神通院）,各保健センター,"","",https://www.city.shinjuku.lg.jp/kenkou/yobo01_001021.html,308,健康・衛生,医療費助成,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
小児精神障害者入院医療費,各保健センター,"","",https://www.city.shinjuku.lg.jp/fukushi/yobo01_001022.html,309,健康・衛生,医療費助成,"","","",http://www.city.shinjuku.lg.jp/soshiki/hc_index.html,http://statdb.nstac.go.jp/lod/sac/C13104
原子爆弾被爆者等の援護,各保健センター,"","","",310,健康・衛生,医療費助成,"","","",http://www.city.shinjuku.lg.jp/soshiki/hc_index.html,http://statdb.nstac.go.jp/lod/sac/C13104
公害健康被害補償,健康政策課公害保健係,03-5273-3048,03-5273-3876,https://www.city.shinjuku.lg.jp/fukushi/file02_03_00003.html,311,健康・衛生,公害保健,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
公害保健福祉事業,健康政策課公害保健係,03-5273-3048,03-5273-3876,"",312,健康・衛生,公害保健,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
大気汚染による気管支ぜん息等医療費助成,健康政策課公害保健係,03-5273-3048,03-5273-3876,https://www.city.shinjuku.lg.jp/fukushi/file02_03_00020.html,313,健康・衛生,公害保健,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
呼吸器講演会,健康政策課公害保健係,03-5273-3048,03-5273-3876,https://www.city.shinjuku.lg.jp/fukushi/index02_03_03.html,314,健康・衛生,公害保健,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
石綿（アスベスト）による健康被害の救済,健康政策課公害保健係,03-5273-3048,03-5273-3876,https://www.city.shinjuku.lg.jp/seikatsu/file10_11_00001.html,315,健康・衛生,公害保健,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
石綿（アスベスト）による健康被害の救済,独立行政法人環境再生保全機構,0120-389-931,044-520-2193,https://www.city.shinjuku.lg.jp/seikatsu/file10_11_00001.html,316,健康・衛生,公害保健,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
元気館,元気館,03-3202-6291,03-3202-6292,https://www.city.shinjuku.lg.jp/shisetsu/map7-4.html,317,健康・衛生,施設,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
四谷保健センター内の集会施設の利用,四谷保健センター業務係（集会室専用）,03-3351-5164,"",https://www.city.shinjuku.lg.jp/kusei/yotsuya-h01_001042.html,318,健康・衛生,施設,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
資源・ごみの分け方と出し方,新宿清掃事務所,03-3950-2923,03-3950-2932,https://www.city.shinjuku.lg.jp/seikatsu/index09_01s.html,319,ごみ/環境/リサイクル,資源・ごみの分け方と出し方,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
資源・ごみ集積所のカラス・猫被害,新宿清掃事務所,03-3950-2923,03-3950-2932,https://www.city.shinjuku.lg.jp/seikatsu/file09_04_00003.html,320,ごみ/環境/リサイクル,資源・ごみの分け方と出し方,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
資源集団回収,新宿清掃事務所事業係,03-3950-2962,03-3950-2932,https://www.city.shinjuku.lg.jp/seikatsu/file09_01_00017.html,321,ごみ/環境/リサイクル,資源・ごみの分け方と出し方,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
路上喫煙・ポイ捨て禁止,ごみ減量リサイクル課まち美化係,03-5273-4267,03-5273-4070,https://www.city.shinjuku.lg.jp/seikatsu/kurashi00_100028.html,322,ごみ/環境/リサイクル,環境/リサイクル,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
新宿リサイクル活動センター,新宿リサイクル活動センター,03-5330-5374,03-5330-5371,https://www.city.shinjuku.lg.jp/seikatsu/file10_06_00001.html,323,ごみ/環境/リサイクル,環境/リサイクル,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
西早稲田リサイクル活動センター,西早稲田リサイクル活動センター,03-5272-5374,03-5272-5384,https://www.city.shinjuku.lg.jp/seikatsu/kankyo01_000103.html,324,ごみ/環境/リサイクル,環境/リサイクル,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
環境学習情報センター,エコギャラリー新宿,03-3348-6277,03-3344-4434,https://www.city.shinjuku.lg.jp/seikatsu/file10_06_00003.html,325,ごみ/環境/リサイクル,環境/リサイクル,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
環境・公害についての相談,環境対策課公害対策係,03-5273-3764,03-5273-4070,https://www.city.shinjuku.lg.jp/seikatsu/file10_07_00004.html,326,ごみ/環境/リサイクル,環境/リサイクル,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
環境・公害についての相談,環境対策課環境計画係,03-5273-3763,03-5273-4070,https://www.city.shinjuku.lg.jp/seikatsu/index10_05.html,327,ごみ/環境/リサイクル,環境/リサイクル,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
環境保全,環境対策課環境計画係,03-5273-3763,03-5273-4070,https://www.city.shinjuku.lg.jp/seikatsu/index10.html,328,ごみ/環境/リサイクル,環境/リサイクル,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
東京都大気汚染情報（テレホンサービス）,東京都大気汚染テレホンサービス,03-5640-6880,"","",329,ごみ/環境/リサイクル,環境/リサイクル,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
ワットモニター（電気使用量測定器）の貸し出し,環境対策課環境計画係,03-5273-3763,03-5273-4070,https://www.city.shinjuku.lg.jp/seikatsu/file10_06_00004.html,330,ごみ/環境/リサイクル,環境/リサイクル,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
水道の相談（引っ越しや契約の変更）,東京都水道局お客さまセンター,03-5326-1100,03-3344-2531,"",331,生活環境,上下水道,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
水道の相談（料金、漏水修繕 、その他のご用件）,東京都水道局お客さまセンター,03-5326-1101,"","",332,生活環境,上下水道,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
排水の悪いとき,東京都下水道局西部第一下水道事務所新宿出張所,03-3363-9931,03-3360-8098,"",333,生活環境,上下水道,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
犬の登録・狂犬病予防注射・死亡,保健所衛生課管理係,03-5273-3148,03-3209-1441,https://www.city.shinjuku.lg.jp/seikatsu/eisei01_000101.html,334,生活環境,動物,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
猫の去勢・不妊手術費の助成,保健所衛生課管理係,03-5273-3148,03-3209-1441,https://www.city.shinjuku.lg.jp/kenkou/eisei01_000001_00011.html,335,生活環境,動物,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
自分の犬がいなくなったときは,東京都動物愛護相談センター,03-3302-3507,03-3329-2647,https://www.city.shinjuku.lg.jp/kenkou/file08_01_00001.html,336,生活環境,動物,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
犬や猫がどうしても飼えなくなったときは,東京都動物愛護相談センター,03-3302-3507,03-3329-2647,"",337,生活環境,動物,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
野犬や放し飼いの犬を見つけたら,東京都動物愛護相談センター,03-3302-3507,03-3329-2647,"",338,生活環境,動物,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
動物（犬・猫など）の死体処理,新宿清掃事務所,03-3950-2923,03-3950-2932,https://www.city.shinjuku.lg.jp/kenkou/file08_01_00001.html,339,生活環境,動物,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
カラスに威嚇や攻撃をされたら,環境対策課公害対策係,03-5273-3764,03-5273-4070,https://www.city.shinjuku.lg.jp/seikatsu/file08_02_00001.html,340,生活環境,動物,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
ハクビシン・アライグマに棲（す）みつかれたら,環境対策課公害対策係,03-5273-3764,03-5273-4070,https://www.city.shinjuku.lg.jp/seikatsu/seikankyo02_001007.html,341,生活環境,動物,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
ハチ・ネズミ・衛生害虫の駆除相談,保健所衛生課環境衛生係,03-5273-3841,03-3209-1441,https://www.city.shinjuku.lg.jp/kenkou/file03_03_00004.html,342,生活環境,動物,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
道路についての相談,"","","",https://www.city.shinjuku.lg.jp/seikatsu/index16_01.html,343,生活環境,公園/道路/みどり,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
区立公園・児童遊園の紹介,みどり公園課公園管理係,03-5273-3914,03-3209-5595,https://www.city.shinjuku.lg.jp/seikatsu/index15_03.html,344,生活環境,公園/道路/みどり,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
区道との境界,土木管理課用地係,03-5273-3848,03-3209-5595,https://www.city.shinjuku.lg.jp/seikatsu/file16_04_00001.html,345,生活環境,公園/道路/みどり,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
区道の認定,土木管理課用地係,03-5273-3848,03-3209-5595,"",346,生活環境,公園/道路/みどり,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
道路の不法占用/不法投棄物件等について：区道,交通対策課監察指導係,03-5273-3847,03-3209-5595,"",347,生活環境,公園/道路/みどり,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
道路の不法占用/不法投棄物件等について：都道,東京都第三建設事務所,03-3387-5144,"","",348,生活環境,公園/道路/みどり,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
道路の不法占用/不法投棄物件等について：国道,東京国道事務所代々木出張所,03-3374-9451,03-3299-8386,"",349,生活環境,公園/道路/みどり,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
看板・日除け・工事用足場等で道路を使用するとき（道路占用）：区道,土木管理課占用係,03-5273-3574,03-3209-5595,https://www.city.shinjuku.lg.jp/seikatsu/index16_06.html,350,生活環境,公園/道路/みどり,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
看板・日除け・工事用足場等で道路を使用するとき（道路占用）：都道,東京都第三建設事務所,03-3387-5104,"","",351,生活環境,公園/道路/みどり,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
看板・日除け・工事用足場等で道路を使用するとき（道路占用）：国道,東京国道事務所代々木出張所,03-3374-9451,03-3299-8386,"",352,生活環境,公園/道路/みどり,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
細街路拡幅整備事業,建築調整課,03-5273-3733,03-3209-9227,https://www.city.shinjuku.lg.jp/seikatsu/index18_03.html,353,生活環境,公園/道路/みどり,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
私道をつくるとき（道路位置指定申請）,建築調整課,03-5273-4268,03-3209-9227,https://www.city.shinjuku.lg.jp/seikatsu/file18_03_00009.html,354,生活環境,公園/道路/みどり,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
屋外広告物,土木管理課占用係,03-5273-3574,03-3209-5595,https://www.city.shinjuku.lg.jp/seikatsu/index16_05.html,355,生活環境,公園/道路/みどり,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
屋外広告物（景観まちづくり）,景観・まちづくり課,03-5273-3831,03-3209-9227,https://www.city.shinjuku.lg.jp/kusei/index13_14.html,356,生活環境,公園/道路/みどり,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
敷地に車庫を設け自動車を乗り入れるとき（自費工事）：区道,土木管理課占用係,03-5273-3574,03-3209-5595,https://www.city.shinjuku.lg.jp/seikatsu/index16_09.html,357,生活環境,公園/道路/みどり,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
敷地に車庫を設け自動車を乗り入れるとき（自費工事）：都道,東京都第三建設事務所,03-3387-5104,"","",358,生活環境,公園/道路/みどり,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
敷地に車庫を設け自動車を乗り入れるとき（自費工事）：国道,東京国道事務所代々木出張所,03-3374-9451,03-3299-8386,"",359,生活環境,公園/道路/みどり,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
私道の舗装・排水設備（下水）の助成,道路課工事調整係,03-5273-3579,03-3209-5595,https://www.city.shinjuku.lg.jp/seikatsu/file16_11_00002.html,360,生活環境,公園/道路/みどり,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
みどり公園基金,みどり公園課公園管理係,03-5273-3914,03-3209-5595,https://www.city.shinjuku.lg.jp/seikatsu/midori01_002197.html,361,生活環境,公園/道路/みどり,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
樹木の手入れに必要な器具の貸し出し,みどり公園課みどりの係,03-5273-3924,03-3209-5595,https://www.city.shinjuku.lg.jp/seikatsu/index14_12.html,362,生活環境,公園/道路/みどり,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
みどりに関する相談,みどり公園課みどりの係,03-5273-3924,03-3209-5595,https://www.city.shinjuku.lg.jp/seikatsu/index14_12.html,363,生活環境,公園/道路/みどり,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
みどりの文化財（保護樹木等）の助成,みどり公園課みどりの係,03-5273-3924,03-3209-5595,https://www.city.shinjuku.lg.jp/seikatsu/file14_06_00001.html,364,生活環境,公園/道路/みどり,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
みどりの協定（地域緑化の支援）,みどり公園課みどりの係,03-5273-3924,03-3209-5595,https://www.city.shinjuku.lg.jp/seikatsu/index14_08.html,"",生活環境,公園/道路/みどり,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
接道部緑化の助成,みどり公園課みどりの係,03-5273-3924,03-3209-5595,https://www.city.shinjuku.lg.jp/seikatsu/file14_06_00002.html,"",生活環境,公園/道路/みどり,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
屋上、壁面緑化の助成,みどり公園課みどりの係,03-5273-3924,03-3209-5595,https://www.city.shinjuku.lg.jp/seikatsu/file14_06_00006.html,"",生活環境,公園/道路/みどり,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
自転車等駐輪場,交通対策課自転車対策係,03-5273-4144,03-3209-5595,https://www.city.shinjuku.lg.jp/seikatsu/file17_01_00001.html,365,生活環境,自転車/自動車,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
