名称,名称(英語),カテゴリ,ジャンル,所在地,持ち主,認定1,認定日1,認定2,認定日2,緯度,経度,説明(日本語),説明(英語),画像URL,サムネイル画像URL,ホームページアドレス
喜久井町　戦災者供養観音像,"",地域文化財,平和,東京都新宿区喜久井町17（早稲田大学喜久井町キャンパス）,"早稲田大学
","",2013-03-25,"","",35.70491,139.72133,昭和20年（1945）5月25日、米空軍による空襲があり、山手地区が焦土と化した。早稲田大学理工学研究所も被害にあい、同敷地地下に作られた防空壕には、学生数名と近隣の人々あわせて300余名が避難したが、火焔と煙に包まれて尊い命が失われた。昭和30年5月罹災十周年を迎え、これらの人々の霊を慰め、永遠の平和を祈願する本観音像を建立した。観音像の制作は二紀会の永野隆業による。碑文は昭和58年3月に早稲田大学理工学研究所が設置した。,"","","",""
白糸塚,"",地域文化財,文化・芸術、歴史,東京都新宿区新宿二丁目15-18 成覚寺,成覚寺,"",2014-03-20,"","",35.69101,139.70885,"嘉永５年（1852）二代目坂東志うかが、「鈴木主水と内藤新宿橋本屋の遊女白糸との情死」話に取材した芝居が大当たりした御礼として成覚寺に参詣した際に、白糸の供養として自作の句を刻銘した慰霊碑である。
鈴木主水と白糸の心中事件が史実かは不明であるが、当時の世相を反映し、また新宿を舞台にした狂言作品として流行した「鈴木主水物」を顕在化した石碑として、文化的な意義をもつ。高さ40㎝×幅67㎝×厚さ25㎝。","","","",""
獅子吼会の山門,"",地域文化財,歴史,東京都新宿区中井二丁目14-1 獅子吼会,獅子吼会,"",2014-03-20,"","",35.71717,139.68559,昭和4〜6年(1929〜31)の獅子吼会大本堂の建設に伴い建立された。『会祖日現聖人伝記』によると、関東・東北各地から大工や石工が集められ、大本堂の建設に高賃金で携わったとされる。他とは異なる独特の手法・意匠が各所にみられ、豊かな彫刻的表現を実現している。平成4年（1992）3月に敷地内で移築を行い、現在地に移された。その際改修が行われているが、古写真と比較して外観に大差なく、当初の姿をよく残している。江戸時代以前から続く伝統的な大工による表現・技術の集大成ともいえる作品であり、昭和初期の新しい感覚を取り入れた近代の伝統的様式建築として高く評価できる。,"","","",""
田島森碑,"",地域文化財,歴史,東京都新宿区早稲田鶴巻町568 元赤城神社,赤城神社、鶴巻東町会,"",2014-03-20,"","",35.70813,139.72626,赤城神社の由来と「田島の森」と呼ばれた当地の歴史を伝える記念碑である。当地は、牛込早稲田村の「田島の森」と呼ばれる沼地であったところへ、正安2年（1300）上野国赤城山の麓から牛込に移り住んだ大胡氏（後に牛込氏に改姓）が故郷の赤城明神を祀ったと伝えられる。碑文には、赤城神社が寛正元年（1460）太田道灌によって牛込に移され、弘治元年（1555）に現在地へ遷座した後も、元赤城神社として崇敬者の手によって維持されてきたことが刻まれている。高さ116㎝×幅72.5㎝×厚さ11.5㎝。(※実際に大胡氏が牛込に移り住んだのは15世紀末頃と推定されている。),"","","",""
忠魂碑,"",地域文化財,平和,東京都新宿区新宿五丁目17-3 花園神社,花園神社,"",2014-03-20,"","",35.69283,139.70569,明治40年(1907)に日露戦争の戦死者を慰霊して内藤新宿奨兵会が忠魂碑を建立したが、関東大震災により倒壊したため、昭和３年(1928)に再建した。碑の揮毫は東郷平八郎による。内藤新宿奨兵会の詳細は不明だが、震災後再建されていることから、活動は昭和戦前期まで継続していたことがうかがわれる。地域から出征していく兵士や家族の心情、紐帯等を物語り、昭和戦前期における戦争と地域・市民との関わりを示す文化資源である。高さ289.8㎝×幅183㎝×厚さ20㎝。,"","","",""
祭馬碑,"",地域文化財,平和,東京都新宿区市谷左内町11 長泰寺,長泰寺,"",2014-03-20,"","",35.69488,139.73357,"陸軍士官学校馬術教官部の教官と馬丁らが、飼育していた軍馬の供養のために大正11年（1922）に建立したもので、土中には馬のたてがみを埋葬したと伝えられる。
長泰寺に近い防衛省は、江戸時代は尾張徳川家上屋敷であり、明治以降は陸軍士官学校、陸軍省、参謀本部、大本営陸軍部等の陸軍施設が継続して置かれた場所であった。寺の門前の左内坂では、士官学校生が馬で急坂を駆け上がる訓練をしたと伝えられる。戦前、陸軍施設が集中していた新宿の歴史を示す供養碑である。高さ210㎝×幅53㎝×厚さ10.3㎝。","","","",""
渡辺玉花旧居,"",地域文化財,文化・芸術、都市・産業,東京都新宿区中落合三丁目18-8,個人,"",2014-03-20,"","",35.72153,139.68832,日本画家渡辺玉花(1901〜1996)の旧居兼アトリエ。玉花は川合玉堂門下で、山内多門から日本画を、吉村忠夫から大和絵を学び、源氏物語を題材にした一連の作品を残した。代表作は「源氏物語五十四帖」。この家は、目白文化村(第二文化村）の分譲の際に土地を購入し、建設されたものと考えられる。はじめは平屋建てであったが、昭和10年(1935)頃二階を増築しアトリエに使用していた。大幅な改修はあるが、平面構成や一部の構造部材は建築当初のものである。,"","","",""
花園アパート跡,"",地域文化財,都市・産業、文化・芸術、歴史,東京都新宿区新宿一丁目27-7 トヨタモビリティ東京 新宿靖国通り店,トヨタモビリティ東京株式会社,"",2014-11-17,"","",35.69086,139.71397,装幀家・美術評論家青山二郎（1901〜1979）が昭和8年（1942）から昭和17年（1942）頃までの約８年間を過ごしたアパートの跡。評論家小林秀雄や詩人中原中也も居住した。                                                                                                                                                                                                      青山の部屋には、他に三好達治・大岡昇平・河上徹太郎・永井龍男らも集い、通称「青山学院」と呼ばれた。花園アパートは、文学者や芸術家が多数集った昭和初期の新宿の文化や歴史を特徴づける文芸サロンであった。  なお、花園アパートには管理事務所や取次の電話、食堂や風呂などもあったと伝えられる。                                                                            ,"","","",""
美濃国高須藩主　松平家上屋敷跡,"",地域文化財,都市・産業、歴史,東京都新宿区荒木町10(策の池・荒木町弁財天),解脱会,"",2014-11-17,"","",35.69012,139.7225,美濃国高須藩主松平家の上屋敷跡。屋敷内には池泉回遊式庭園が造営され、湧水や玉川上水から取水した大池や滝があった。当地には徳川家康が鷹狩りの帰途、泉水で策を洗ったという「策の井」伝承(『紫の一本』)があることから、「策の池」と呼ばれ、現在もその一部が残っている。池の周囲は景勝地として明治以降一般に開放され、花街として発展した。現在の荒木町の飲食店街はこれに端を発する。                                                                                                                                                                                                            四谷地区のあり様や、荒木町のまちの成り立ち、変遷を物語る史跡である。                                                                                                                                                                                                                                               ,"","","",""
水準点Ⅱ号,"",地域文化財,都市・産業、歴史,東京都新宿区西新宿八丁目14-10 成子天神社,成子天神社,"",2014-11-17,"","",35.69624,139.69225,明治24年(1891)に日本水準原点が設置された時、同時にその変動監視のために設置された5ヶ所ある一等水準点の2番目で、成子天神社の参道脇にある。                                                                                                                                                                                       当時の標高は36.2248m (明治25年測量) であった。刻字は西面に「水準點」、東面に「Ⅱ」とあり、上面南側には欠損が見られる。国土地理院により既に廃点とされ、地形図等にも記載されていないが、東京都は現在もこの水準点の測量を毎年実施している。                                                                                                                                                ,"","","",""
