施設ID,施設名,施設紹介,区市町村コード,都道府県,区市町村,エリア,郵便番号,住所,アクセス,電話番号,URL,月曜日 営業開始時間,月曜日 営業終了時間,火曜日 営業開始時間,火曜日 営業終了時間,水曜日 営業開始時間,水曜日 営業終了時間,木曜日 営業開始時間,木曜日 営業終了時間,金曜日 営業開始時間,金曜日 営業終了時間,土曜日 営業開始時間,土曜日 営業終了時間,日曜日 営業開始時間,日曜日 営業終了時間,営業時間補足,定休日,最大利用規模,料金,施設種別,設備,事前の会員登録,事前の法人契約,入室方法,更新日,作成日
1043,東小金井事業創造センター　KO-TO（コート）,"小金井市が設置した公共の創業支援施設です。シェアスペース（コワーキングスペース）があり、開館時間内での出入りは自由です。
（小金井市外に在住の方もご利用いただけます。）住所の利用や法人登記、会議室の利用が可能です。
また、企業にお勤めの方のテレワーク場所としてもご利用いただけます。
多様な業種の起業家が集まっており、個別創業相談、毎年開講している創業スクール、セミナー、交流会などを通して、市内の創業支援を行っています。",132101,東京都,小金井市,多摩,184-0002,東京都小金井市梶野町1-2-36,JR中央線東小金井駅より徒歩5分,0422-31-2040,http://ko-to.info/,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,,,,,,土日祝、年末年始,30名,"1日利用：1,000円　事前申込不要
  月利用：8,000円　登記可、ポスト有（+500円）

東小金井事業創造センターでは、シェアスペースの他、「個室」「ブース」区画もございます。
随時募集を行っておりますので、最新の情報はKO-TOのHPをご確認ください。

＜個室＞
広さ：約6㎡
利用料金：35,000円

＜ブース＞
広さ：約2㎡
利用料金：18,000円

その他：法人登記可能、商談室、個別ポスト、電源、Wi-Fi、複写機有り

※すべて税込
",公共施設,,不要,不要,-,2022/12/7,2019/11/15
1039,ivyCafe NEIGHBOR&WORK 府中（アイビーカフェ府中）,コーヒー1杯の料金で１日利用できるシェアオフィス＆コワーキングスペース。懐かしくもあたたかい、昭和レトロなテイストの溢れる場所「アイビーカフェ府中」。リモートワークや副業、読書や勉強、友人との集まりにご利用ください。近所で出会い、交流し、共に創る場所。電源・Wi-Fi・ドリンクバー無料。京王線府中駅、JR南武線、JR武蔵野線府中本町駅徒歩8分。京王線府中競馬場前駅徒歩４分。大國魂神社至近。,132063,東京都,府中市,多摩,183-0023,東京都府中市宮町3-12-8,"京王線 府中駅 徒歩8分
JR南武線 府中本町駅 徒歩8分
JR武蔵野線 府中本町駅 徒歩8分
京王線 府中競馬正門前 徒歩4分",070-4227-8944,https://www.ivycafe.jp,07:00,23:00,07:00,23:00,07:00,23:00,07:00,23:00,07:00,23:00,07:00,23:00,07:00,23:00,,年末年始,17名,入会金：0円、月額会員費：0円会員１日利用料：133円（税込146円）～490円（税込539円）ﾐｰﾃｨﾝｸﾞｼｰﾄ利用料：0円,共用サテライトオフィス,,要,要,-,2021/11/28,2019/11/14
1040,ivyCafe+（PLUS) 溝の口・遊家本店（アイビーカフェプラス溝の口・遊家本店）,コーヒー1杯の料金で１日利用できるシェアオフィス＆コワーキングスペース。「アイビーカフェ溝の口・遊家本店」インダストリアルデザインのスタイリッシュな空間。リモートワークや副業、読書や勉強、友人との集まりにご利用ください。近所で出会い、交流し、共に創る場所。電源・Wi-Fi・ドリンクバー無料。東急田園都市線、大井町線「溝の口」駅、JR南武線「武蔵溝ノ口」駅 徒歩3分,141305,神奈川県,川崎市,東京近郊,213-0001,神奈川県川崎市高津区溝口2-27-6,"東急田園都市線 溝の口駅 徒歩3分
東急大井町線 溝の口駅 徒歩3分
JR南武線 武蔵溝ノ口駅 徒歩3分",070-4227-8944,https://www.ivycafe.jp,06:00,23:00,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,月曜日（店舗休業日）（月曜日が休日の場合は火曜日）の営業時間は6：00～23：00,年末年始,20名,入会金：0円、月額会員費：0円、会員１日利用料：133円（税込146円）～490円（税込539円）,共用サテライトオフィス,,要,要,-,2021/11/28,2019/11/14
1038,ivyCafe NEIGHBOR&WORK 町屋（アイビーカフェ町屋）,コーヒー1杯の料金で１日利用できるシェアオフィス＆コワーキングスペース。築65年超の古民家を活用した、古民家カフェのような落ち着いた場所。「アイビーカフェ町屋」リモートワークや副業、読書や勉強、友人との集まりにご利用ください。近所で出会い、交流し、共に創る場所。電源・Wi-Fi・ドリンクバー無料。,131181,東京都,荒川区,台東・荒川・足立,116-0001,東京都荒川区町屋3-14-1,"東京メトロ千代田線 町屋駅 徒歩7分
都電荒川線 町屋駅前 徒歩7分
京成本線 町屋駅 徒歩8分",03-6807-6203,https://www.ivycafe.jp,07:00,23:00,07:00,23:00,07:00,23:00,07:00,23:00,07:00,23:00,07:00,23:00,07:00,23:00,,年末年始,35名,入会金：0円、月額会員費：0円、会員１日利用料：133円（税込146円）～490円（税込539円）、ﾐｰﾃｨﾝｸﾞｼｰﾄ利用料：0円、会議室利用料：500円（税込550円）～,共用サテライトオフィス,,要,要,-,2021/11/28,2019/11/14
963,KAITEKI CAFE,大手町駅直結のカフェになります。三菱ケミカルホールディングスグループが提唱する「KAITEKI」のコンセプトを元に体現できるカフェです。電源、Free Wi-Fi も完備しております。,131016,東京都,千代田区,千代田・中央・港,100-0004,東京都千代田区大手町1-6-1 大手町ビル１F,"東京メトロ丸ノ内線 大手町駅 直結
東京メトロ千代田線 大手町駅 直結
東京メトロ半蔵門線 大手町駅 直結
東京メトロ東西線 大手町駅",03-6212-8886,http://www.kaitekicafe.jp,11:30,21:00,11:30,21:00,11:30,21:00,11:30,21:00,11:30,21:00,,,,,,土・日・祝,124名,飲食代のみ,カフェ等,,不要、簡易利用の場合不要,不要,-,2021/11/23,2019/11/11
966,ARK HiLLS CAFE,３０年以上の歴史を誇る複合都市「アークヒルズ」をもっと楽しく人が集まる場所にするために森ビル（株）と連携しながら立ち上げたコミュニティーカフェです。古材を使った質感ある内装・家具と広々した空間で、ボリュームたっぷりのランチ、こだわりのハンドドリップコーヒーなどお召し上がりいただけます。,131032,東京都,港区,千代田・中央・港,106-0032,東京都港区六本木1-3-40,"東京メトロ南北線 六本木一丁目駅 徒歩2分
地下鉄銀座線・南北線 溜池山王駅 徒歩4分",03-6229-2666,http://arkhillscafe.com,11:30,21:00,11:30,21:00,11:30,21:00,11:30,21:00,11:30,21:00,10:00,21:00,11:30,21:00,,無休,136名,飲食代のみ,カフェ等,,不要、簡易利用の場合不要,不要,-,2021/11/23,2019/11/11
752,SoloTime三鷹,"SoloTime（ソロタイム）は交流型のシェアスペースではなく、あくまでもソロワークを一人一人が心地よくできることに焦点をあて設計したスペースです。一人当たりのスペース幅をゆったり確保しており、背後からPCを見られないようにした席配置の工夫や、女性専用席の設置など安心・快適な空間となるよう配慮しております。

▼無料トライアル等については随時ご相談を承っております。詳細は下記お問合せフォームよりご連絡ください。
https://solotime.jp/contact",132039,東京都,武蔵野市,多摩,180-0006,東京都武蔵野市中町1-13-3ホーメスト武蔵野ビル　8階,JR中央・総武線 三鷹駅 徒歩2分,0120-502-945,https://solotime.jp/,07:00,24:00:00,07:00,24:00:00,07:00,24:00:00,07:00,24:00:00,07:00,24:00:00,09:00,21:00,09:00,21:00,"平日7:00～24：00
土日祝：9:00～21:00",なし※年末年始は休み,22名,●従量課金プラン1時間あたり770円(税込)（ひとりにつき）※個室は1時間あたり330~550円(税込)加算※会議室は1時間あたり1650円(税込)加算（一部屋あたり）※ご契約は法人企業様のみが対象です。,共用サテライトオフィス,,要,要,会員証の提示,2023/2/16,2019/11/5
754,ゆずカフェ,戦前に建てられた古民家で懐かしい雰囲気をお楽しみください。和室と併設の洋館でおいしいコーヒーや食事、あんみつを提供しています。全席イス席です。階段を上がると２階に１室だけのレンタルスペースがあり完全個室です。,122041,千葉県,船橋市,東京近郊,274-0824,千葉県船橋市前原東３丁目５－１０,"JR総武線 津田沼駅 徒歩8分
新京成線 新津田沼駅 徒歩8分",090-9153-9057,https://yuzcafe.jimdo.com,,,,,07:00,17:00,07:00,17:00,07:00,17:00,10:00,17:00,10:00,17:00,,月曜日、火曜日、夏季休業、年末年始,24名,"カフェスペースはコーヒー税込440円時間制限なし、レンタルスペースは税込1,100円／時間",カフェ等,,不要、簡易利用の場合不要,不要,システム予約,2021/11/28,2019/11/5
750,SoloTime八王子,"SoloTime（ソロタイム）は交流型のシェアスペースではなく、あくまでもソロワークを一人一人が心地よくできることに焦点をあて設計したスペースです。一人当たりのスペース幅をゆったり確保しており、背後からPCを見られないようにした席配置の工夫や、女性専用席の設置など安心・快適な空間となるよう配慮しております。

▼無料トライアル等については随時ご相談を承っております。詳細は下記お問合せフォームよりご連絡ください。
https://solotime.jp/contact",132012,東京都,八王子市,多摩,192-0082,東京都八王子市東町8-10ヤマコビル　8階,"JR中央線 八王子駅 徒歩3分
京王線 京王八王子駅 徒歩6分",0120-502-945,https://solotime.jp/,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,10:00,18:00,10:00,18:00,"平日7:00～21：00
土日祝：10:00～18:00",なし※年末年始は休み,35名,従量課金プラン：1時間あたり770円(税込）(ひとりにつき）※個室は1時間あたり220円(税込)加算※ご契約は法人企業様のみが対象です,共用サテライトオフィス,,要,要,会員証の提示,2023/2/16,2019/11/5
753,SoloTime武蔵小杉,"SoloTime（ソロタイム）は交流型のシェアスペースではなく、あくまでもソロワークを一人一人が心地よくできることに焦点をあて設計したスペースです。一人当たりのスペース幅をゆったり確保しており、背後からPCを見られないようにした席配置の工夫や、女性専用席の設置など安心・快適な空間となるよう配慮しております。

▼無料トライアル等については随時ご相談を承っております。詳細は下記お問合せフォームよりご連絡ください。
https://solotime.jp/contact",141305,神奈川県,川崎市,東京近郊,211-0063,神奈川県川崎市中原区小杉町3丁目430-19KFBビルディング　6階・7階,"東急東横線・目黒線 武蔵小杉駅 徒歩2分
JR南武線 武蔵小杉駅 徒歩4分
JR横須賀線 武蔵小杉駅 徒歩6分",0120-502-945,https://solotime.jp/,07:00,24:00:00,07:00,24:00:00,07:00,24:00:00,07:00,24:00:00,07:00,24:00:00,09:00,21:00,09:00,21:00,"平日7:00～24：00
土日祝：9:00～21:00",なし※年末年始は休み,19名,従量課金プラン：1時間あたり770円(税込)（ひとりにつき）※個室は1時間あたり330~550円(税込)加算※ご契約は法人企業様のみが対象です,共用サテライトオフィス,,要,要,会員証の提示,2023/2/16,2019/11/5
