2022/1/1,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
17,0.51,3,0.25,3,SW,NW,10,NW,5.2,149,,
18,0.38,2.5,0.2,2.5,,W,8,NNW,7.4,175,,
19,0.5,2.5,0.25,2.6,NE,NNW,5,NNW,9.4,178,,
20,0.42,3,0.23,2.5,,NNW,9,NW,7.8,162,,
21,0.32,2,0.19,2.7,,N,5,NNW,5.7,142,,
22,0.33,6.5,0.21,2.8,,NNW,5,NW,6.6,119,,
23,0.46,3,0.22,2.6,,NNW,2,NW,7.5,93,,
24,0.38,2.5,0.23,2.2,,W,3,NW,9.5,72,,
最大,0.57,6.5,0.28,3.7,最多,平均,16,最多,9.9,平均,平均,
平均,0.41,3,0.22,2.8,NE,NW,5.4,NNW,6.7,114,,
2022/3/7,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.33,2.5,0.19,2.4,,NNE,2,NW,9.1,54,,
2,0.37,1.5,0.19,2.3,,W,6,WNW,8.5,53,,
3,0.33,2,0.2,2.4,,WNW,6,WNW,9.8,74,,
4,0.42,2,0.22,2.3,,WNW,10,WNW,9.6,109,,
5,0.43,3,0.22,2.7,,WSW,10,WNW,8.7,144,,
6,0.28,2.5,0.17,2.4,,WNW,14,WNW,6.4,171,,
7,0.44,3,0.2,3,,WNW,12,W,6.5,182,,
8,0.36,2,0.2,2.3,,W,8,WNW,5.8,177,,
9,0.41,2.5,0.21,2.5,,W,2,NW,8.8,154,,
10,0.29,2.5,0.16,2.6,,W,11,NNW,8.8,123,,
11,0.35,2.5,0.19,3.1,,W,4,NW,7.7,88,,
12,0.33,3,0.19,3,,NW,2,N,7.2,58,,
13,0.34,2.5,0.16,3,,WNW,6,N,5,36,,
14,0.28,2,0.16,2.8,,WSW,8,ENE,3,33,,
15,0.58,2,0.29,2.3,E,WSW,10,SE,7.7,50,,
16,0.59,3,0.28,2.5,NW,W,6,SSE,4.9,79,,
17,0.57,2.5,0.25,2.7,N,W,10,S,3.2,115,,
18,0.42,2.5,0.19,2.7,,W,8,S,3,146,,
19,0.27,3,0.14,2.8,,W,6,SSW,2.1,161,,
20,0.29,2,0.16,2.5,,SSW,4,ESE,4.9,160,,
21,0.43,4,0.24,2.3,,S,3,S,4,148,,
22,0.63,5.5,0.26,2.8,SSE,WNW,4,SE,4.2,129,,
23,0.32,2,0.18,2.5,,ESE,4,SE,1.5,106,,
24,0.23,2,0.11,2.3,,NNE,3,NNE,2.7,84,,
最大,0.63,5.5,0.29,3.1,最多,平均,14,最多,9.8,平均,平均,
平均,0.39,2.6,0.2,2.6,,W,5.5,WNW,6,110,,
2022/3/8,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.17,2,0.09,2.5,,ESE,3,N,4.1,68,,
2,0.12,1.5,0.08,2.3,,ESE,4,NNW,3.5,65,,
3,0.13,2.5,0.07,2.5,,ENE,1,N,4.3,76,,
4,0.2,3,0.09,2.3,,W,4,N,4.3,99,,
5,0.34,2.5,0.16,3.1,,WNW,7,N,4.8,129,,
6,0.29,2.5,0.13,2.6,,WNW,4,N,4,154,,
7,0.4,3.5,0.2,3.2,,WSW,2,N,5.3,166,,
8,0.33,3.5,0.17,3,,SE,3,N,5.8,168,,
9,0.48,2.5,0.18,3.1,,ESE,5,N,5.4,156,,
10,,,,,,,,N,5.2,129,,
11,,,,,,,,N,5.4,97,,
12,,,,,,,,N,4.7,69,,
13,,,,,,,,N,4.2,47,,
14,0.33,4,0.19,3,,NE,6,NNE,4.3,32,,
15,0.49,2.5,0.25,2.7,WSW,E,5,NE,5.1,35,,
16,0.41,2,0.23,2.5,,WSW,2,NE,5.5,56,,
17,0.51,3,0.28,2.7,SSE,WNW,1,ENE,5.4,87,,
18,0.5,3,0.29,2.8,NNE,SW,3,ENE,4.4,114,,
19,0.47,3,0.27,2.8,ESE,NE,7,ENE,4.1,136,,
20,0.44,2.5,0.24,2.6,,ESE,3,ENE,4.4,142,,
21,0.34,2.5,0.2,2.5,,E,5,NNE,3.3,138,,
22,0.35,2.5,0.19,2.4,,E,11,NE,3.9,125,,
23,0.35,2.5,0.2,2.4,,ESE,7,NNE,4.6,110,,
24,0.33,2,0.17,2.3,,ESE,4,NNE,2.8,97,,
最大,0.51,4,0.29,3.2,最多,平均,11,最多,5.8,平均,平均,
平均,0.35,2.7,0.18,2.7,,E,1.8,N,4.5,104,,
2022/3/9,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.31,2,0.16,2.4,,S,2,NNE,4.1,85,,
2,0.3,2.5,0.18,2.4,,NE,1,N,3.4,78,,
3,0.27,2,0.16,2.5,,NNW,7,NE,5,85,,
4,0.27,2,0.17,2.4,,NNW,4,NNE,3.7,100,,
5,0.42,3,0.19,2.8,,N,7,NNE,3.2,122,,
6,0.29,2.5,0.13,2.6,,SE,2,N,2.7,144,,
7,0.33,2.5,0.18,2.9,,S,2,N,3.1,160,,
8,0.35,2.5,0.16,2.8,,S,5,N,3,162,,
9,0.28,2,0.17,3.1,,S,1,NE,3.4,151,,
10,0.3,2.5,0.16,2.8,,NNW,1,NE,3.6,132,,
11,0.32,2,0.19,2.7,,SE,1,NNE,3,107,,
12,0.31,2,0.16,2.8,,N,1,NNE,2.6,83,,
13,0.23,3,0.14,2.7,,SSE,3,ENE,3.5,61,,
14,0.32,3,0.18,2.8,,SSE,3,ESE,3.2,48,,
15,0.45,3,0.2,2.8,,SSE,4,SE,2.4,40,,
16,0.36,2.5,0.2,2.9,,ESE,2,SSE,3.1,47,,
17,0.67,5,0.27,3.2,SE,N,1,E,1.8,65,,
18,0.42,3,0.2,2.6,,NW,5,E,5.2,88,,
19,0.58,2.5,0.28,2.4,S,NNW,5,ENE,6.8,107,,
20,0.58,2.5,0.35,2.8,E,E,2,ENE,5.5,121,,
21,0.58,2.5,0.3,2.8,E,S,2,NE,5.5,126,,
22,0.53,3,0.29,2.7,NNE,SE,3,NE,3.3,122,,
23,0.54,2.5,0.24,2.7,,E,5,N,2.3,116,,
24,0.42,2.5,0.22,2.7,,SE,2,N,3.2,106,,
最大,0.67,5,0.35,3.2,最多,平均,7,最多,6.8,平均,平均,
平均,0.39,2.6,0.2,2.7,E,E,0.5,N,3.6,102,,
2022/3/10,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.43,3,0.19,3,,S,1,NNE,2.8,98,,
2,0.25,2.5,0.12,2.5,,WSW,2,N,2.4,92,,
3,0.19,2,0.12,2.8,,SW,3,N,2.7,94,,
4,0.25,4,0.13,3.1,,WNW,2,N,3.2,103,,
5,0.3,3,0.14,3.1,,W,6,NNW,2.1,119,,
6,0.37,2.5,0.17,2.7,,WNW,8,N,1.2,134,,
7,0.38,3,0.21,3,,WNW,6,NNE,1.7,148,,
8,0.41,3,0.18,2.7,,WNW,4,N,2,154,,
9,0.27,2,0.16,2.9,,WNW,1,NNE,2.4,151,,
10,0.52,4,0.25,3.4,ESE,SE,2,NE,2.7,135,,
11,0.3,2.5,0.17,2.9,,SE,2,ENE,2.3,118,,
12,0.67,2.5,0.21,3.2,,ESE,7,E,1.2,98,,
13,0.26,2,0.16,2.8,,SE,6,ENE,1.9,77,,
14,,,,,,SE,5,E,0.8,62,,
15,0.28,3,0.16,3,,SE,1,ESE,2.6,51,,
16,0.28,3,0.16,2.7,,W,1,SSE,4.8,49,,
17,0.48,3,0.19,2.8,,NNW,3,SSE,3.8,56,,
18,0.41,3,0.2,2.8,,NNW,4,SE,4.8,68,,
19,0.47,2,0.26,2.2,SE,N,3,ESE,6.2,82,,
20,0.53,2.5,0.29,2.4,WNW,NE,4,ESE,5.9,97,,
21,0.45,2.5,0.25,2.4,ENE,ENE,5,ESE,4.9,108,,
22,0.33,2.5,0.2,2.1,,ESE,2,ESE,4.5,113,,
23,0.65,3,0.26,2.7,SSE,SE,3,E,3.8,111,,
24,0.33,2.5,0.19,2.6,,E,2,NE,3.9,110,,
最大,0.67,4,0.29,3.4,最多,平均,8,最多,6.2,平均,平均,
平均,0.38,2.7,0.19,2.8,,WNW,0.2,N,3.1,101,,
2022/3/11,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.29,2.5,0.14,2.3,,,0,NE,2.7,107,,
2,0.25,2,0.13,2.2,,WNW,2,N,2.1,106,,
3,0.23,3.5,0.12,2.6,,E,2,N,2.4,108,,
4,0.22,3,0.12,2.7,,WNW,3,N,2.5,114,,
5,0.55,3,0.16,3.2,,SW,4,N,2.5,117,,
6,0.33,2,0.12,2.7,,NNE,2,NNE,2.7,124,,
7,0.34,3,0.12,2.6,,NW,2,N,1.8,132,,
8,0.29,2.5,0.18,2.9,,NNW,2,N,1.2,140,,
9,0.31,2.5,0.18,3,,N,2,N,2.1,143,,
10,0.29,3,0.15,2.8,,SE,4,ENE,2.1,139,,
11,0.41,3,0.2,2.8,,ESE,4,ESE,2.3,126,,
12,0.37,3,0.16,2.8,,ESE,8,ESE,2.2,109,,
13,0.33,2,0.15,2.7,,SE,3,SSE,4.1,98,,
14,0.4,2,0.23,2.4,,SE,8,SSE,8.1,88,,
15,0.6,2.5,0.33,2.3,W,SW,4,S,11.1,80,,
16,0.62,2.5,0.34,2.5,SSW,S,2,S,11.2,74,,
17,0.73,3,0.38,2.7,ENE,W,3,S,9.9,70,,
18,0.63,1.5,0.32,2.8,SSE,NW,6,SSW,8.7,68,,
19,0.54,1.5,0.27,2.6,SE,WNW,8,SSW,7.8,72,,
20,0.49,2,0.3,2.3,ESE,WNW,6,SW,8.1,81,,
21,0.55,2,0.31,2.2,ENE,NW,4,SSW,10.5,97,,
22,0.54,2,0.29,2.2,WSW,NW,5,SW,7.4,111,,
23,0.34,3,0.21,2.6,,WNW,5,WSW,5.3,120,,
24,0.54,4,0.21,3.2,,W,3,WSW,4.2,124,,
最大,0.73,4,0.38,3.2,最多,平均,8,最多,11.2,平均,平均,
平均,0.42,2.5,0.21,2.6,ENE,W,1,N,5.1,106,,
2022/3/12,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.17,3,0.1,2.8,,WNW,4,WNW,2.2,126,,
2,0.32,3,0.11,3,,NNW,2,W,2.5,128,,
3,0.15,2.5,0.1,3,,WSW,4,W,1.6,131,,
4,0.16,2.5,0.1,2.6,,S,1,W,1,134,,
5,,,,,,SW,9,WNW,1.6,136,,
6,0.26,2.5,0.14,2.5,,WNW,6,W,0.6,135,,
7,0.26,2,0.15,2.4,,WNW,6,NNW,1.5,133,,
8,0.35,2.5,0.19,2.6,,W,4,SE,0.3,133,,
9,0.27,2.5,0.15,2.4,,WNW,4,ESE,1.3,135,,
10,0.36,2.5,0.15,2.9,,N,1,SE,2.3,137,,
11,0.43,3,0.17,2.6,,NNW,7,SE,2.9,133,,
12,0.32,3,0.17,2.8,,NNE,2,SSE,4,127,,
13,0.29,2.5,0.15,2.7,,,0,SSE,5.2,120,,
14,0.41,3,0.22,3.2,,NNE,1,SE,2.6,107,,
15,0.36,3,0.18,3.1,,SE,1,SE,3.5,96,,
16,0.42,2,0.21,2.8,,E,4,S,5.8,85,,
17,0.57,2.5,0.24,2.9,,SE,4,S,7.1,74,,
18,0.52,2.5,0.24,2.8,,SE,3,S,6.5,64,,
19,0.53,3.5,0.15,2.5,,E,1,SSW,5.1,58,,
20,0.38,4,0.19,3.6,,WSW,4,S,3.9,57,,
21,0.2,2,0.11,2.6,,WNW,5,S,2.5,67,,
22,,,,,,NW,7,E,0.6,81,,
23,0.24,3,0.11,2.9,,NNW,5,NE,2.9,95,,
24,0.22,4,0.11,3.3,,NNW,4,NE,2.3,107,,
最大,0.57,4,0.24,3.6,最多,平均,9,最多,7.1,平均,平均,
平均,0.33,2.8,0.16,2.8,,WNW,1.9,S,2.9,108,,
2022/3/13,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.26,3.5,0.11,2.5,,N,2,NNE,2.9,118,,
2,0.12,1.5,0.07,2.1,,WNW,2,NNW,3.2,127,,
3,0.27,3.5,0.1,2.3,,W,2,N,3,133,,
4,0.21,2,0.1,2.1,,N,1,N,3.4,136,,
5,0.34,2.5,0.15,2.8,,E,2,N,2.5,133,,
6,0.19,1.5,0.12,2.4,,SE,1,NNW,2.6,123,,
7,0.28,2.5,0.16,2.6,,ESE,5,N,1.3,120,,
8,0.3,2.5,0.17,2.6,,ESE,4,N,3,119,,
9,0.26,3,0.15,2.7,,SE,4,NNE,1.6,119,,
10,0.24,2.5,0.15,2.4,,SW,1,E,1.9,122,,
11,0.28,3,0.16,2.7,,E,3,ESE,2.1,127,,
12,0.45,3,0.21,2.9,,NNE,2,SE,4,130,,
13,0.31,5.5,0.18,3.3,,NNE,2,SE,2.6,127,,
14,0.29,2.5,0.18,2.9,,ENE,4,ESE,2,124,,
15,0.52,2.5,0.22,2.5,,ESE,4,S,6.1,117,,
16,0.41,2.5,0.23,2.7,,ESE,5,SSE,4.7,107,,
17,0.53,2.5,0.28,2.9,NE,SE,4,S,8.4,93,,
18,0.47,3.5,0.26,2.4,SE,S,3,S,8.8,77,,
19,0.55,2.5,0.28,2.3,SE,W,5,SSW,10.1,61,,
20,0.55,2.5,0.28,2.2,NE,WSW,5,SSW,9.5,53,,
21,0.57,2.5,0.35,2.2,ESE,WNW,3,SSW,9.6,51,,
22,0.55,2,0.37,2.3,ESE,W,8,SW,9.7,62,,
23,0.84,2,0.44,2.3,ESE,W,8,SW,12.4,82,,
24,0.62,2.5,0.38,2.4,SW,W,13,SW,9.5,107,,
最大,0.84,5.5,0.44,3.3,最多,平均,13,最多,12.4,平均,平均,
平均,0.39,2.7,0.21,2.5,ESE,SW,0.8,N,5.2,107,,
2022/3/14,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.62,2.5,0.41,2.5,ENE,W,10,SW,10.4,130,,
2,0.55,2.5,0.34,2.4,WSW,W,15,SSW,9.2,147,,
3,0.65,2.5,0.35,2.4,SSW,W,10,SSW,12.7,158,,
4,0.89,2.5,0.38,2.7,SE,W,8,SSW,11.6,161,,
5,0.58,4.5,0.31,2.6,ESE,W,10,SSW,10.3,157,,
6,0.74,2.5,0.36,2.8,SSE,W,9,SSW,9.5,147,,
7,0.63,3.5,0.32,3.1,SSW,W,10,SSW,8.6,139,,
8,0.5,2.5,0.28,3.1,NE,WNW,8,SW,4.5,125,,
9,0.33,3,0.2,3.1,,W,7,W,2.3,119,,
10,0.34,3,0.19,3.1,,W,5,SSE,3.8,120,,
11,0.32,3,0.18,2.6,,W,5,SSE,5.2,122,,
12,0.34,2,0.19,2.4,,WSW,6,SSE,7.1,130,,
13,0.33,2,0.21,2.3,,S,2,S,6.9,143,,
14,0.54,3.5,0.28,2.5,SE,SE,3,S,8.2,150,,
15,0.38,2,0.22,2.4,,ENE,2,SSE,6.5,149,,
16,0.32,3.5,0.17,2.6,,W,4,S,6.3,135,,
17,0.44,3,0.2,2.6,,W,3,S,6.3,115,,
18,0.41,2,0.21,2.4,,NNE,2,NE,6.6,92,,
19,0.64,2.5,0.33,2.9,ENE,NE,7,NE,9.9,66,,
20,0.78,3,0.42,3.1,E,NNE,5,NE,10.1,44,,
21,0.7,3,0.47,3.3,ENE,NNE,4,NE,9.1,32,,
22,0.8,3,0.41,3.2,E,ENE,2,NE,7.5,34,,
23,0.62,3,0.37,3,ESE,N,4,NNE,5.9,52,,
24,0.37,2,0.26,2.8,ESE,NE,4,NNE,4.2,78,,
最大,0.89,4.5,0.47,3.3,最多,平均,15,最多,12.7,平均,平均,
平均,0.53,2.8,0.29,2.7,ESE,WNW,3.8,SSW,7.6,114,,
2022/3/15,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.3,2.5,0.17,2.6,,NNE,4,NNE,4.9,106,,
2,0.26,2.5,0.15,2.6,,N,3,NNE,4,134,,
3,0.19,3,0.1,2.6,,N,5,NNE,2.9,151,,
4,0.23,3.5,0.12,2.8,,NNE,4,NE,4,163,,
5,0.46,3,0.18,2.6,,ESE,3,NE,3.7,162,,
6,,,,,,,,N,3.4,152,,
7,,,,,,,,NNW,4.2,135,,
8,,,,,,,,NE,2.3,118,,
9,,,,,,,,E,2.2,102,,
10,,,,,,,,E,2.1,98,,
11,,,,,,,,E,2.1,106,,
12,,,,,,,,E,3.4,126,,
13,,,,,,,,ENE,4,146,,
14,,,,,,,,ENE,3.7,157,,
15,,,,,,,,ENE,3.1,162,,
16,,,,,,,,ENE,3.3,158,,
17,,,,,,,,NNE,2,145,,
18,,,,,,,,NNE,3.3,119,,
19,,,,,,,,NNE,3,89,,
20,,,,,,,,ENE,2.8,58,,
21,,,,,,,,ENE,3.7,35,,
22,,,,,,,,ENE,2.9,26,,
23,,,,,,,,NNE,2,38,,
24,,,,,,,,NNW,2.1,65,,
最大,0.46,3.5,0.18,2.8,最多,平均,5,最多,4.9,平均,平均,
平均,0.29,2.9,0.14,2.6,,NNE,3.1,ENE,3.1,115,,
2022/3/16,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,,,,,,,,NE,1.2,101,,
2,,,,,,,,ENE,3.1,133,,
3,,,,,,,,NE,2.9,158,,
4,,,,,,,,NE,3.8,169,,
5,,,,,,,,ENE,5.1,169,,
6,,,,,,,,ENE,4,157,,
7,,,,,,,,ENE,4.5,142,,
8,,,,,,,,NNE,3,121,,
9,,,,,,,,NNE,2.8,100,,
10,,,,,,,,ENE,3.2,85,,
11,,,,,,,,NE,2.8,85,,
12,,,,,,,,NNE,1.4,101,,
13,,,,,,,,SSE,0.3,130,,
14,,,,,,,,SE,2.7,157,,
15,,,,,,,,SE,4.1,174,,
16,,,,,,,,SSE,7.4,176,,
17,,,,,,,,S,6.9,166,,
18,,,,,,,,ESE,3.8,144,,
19,,,,,,,,E,2.9,115,,
20,,,,,,,,NE,7,77,,
21,,,,,,,,NNE,4.3,41,,
22,,,,,,,,NNE,3.3,17,,
23,,,,,,,,NNE,3.1,16,,
24,,,,,,,,NE,2.4,37,,
最大,,,,,最多,平均,,最多,7.4,平均,平均,
平均,,,,,,,,NE,3.6,115,,
2022/3/17,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,,,,,,,,NNE,3.5,75,,
2,,,,,,,,ENE,2,119,,
3,,,,,,,,ENE,2.4,153,,
4,,,,,,,,NE,3.2,172,,
5,,,,,,,,NE,2.8,175,,
6,,,,,,,,E,1.7,164,,
7,,,,,,,,NNW,0.9,143,,
8,,,,,,,,NW,0.3,120,,
9,,,,,,,,E,0.7,95,,
10,,,,,,,,SSE,0.8,74,,
11,,,,,,,,,,62,,
12,,,,,,,,,,70,,
13,0.22,3,0.15,3.1,,W,10,ENE,3.3,99,,
14,0.34,3,0.17,3.1,,W,10,ENE,2.6,134,,
15,0.24,2.5,0.16,2.7,,WNW,9,ESE,2.6,164,,
16,,,,,,,,ESE,1.9,179,,
17,,,,,,,,E,2.6,177,,
18,,,,,,,,ESE,5.1,160,,
19,,,,,,,,ESE,3.9,129,,
20,,,,,,,,E,3.8,91,,
21,,,,,,,,ENE,9.3,53,,
22,,,,,,,,NE,7.3,19,,
23,,,,,,,,ENE,8.2,7,,
24,,,,,,,,ENE,7.5,15,,
最大,0.34,3,0.17,3.1,最多,平均,10,最多,9.3,平均,平均,
平均,0.27,2.8,0.16,3,,W,9.5,ENE,3.5,110,,
2022/3/18,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,,,,,,,,NE,7.3,45,,
2,,,,,,,,NNE,7.5,85,,
3,,,,,,,,NNE,6.9,128,,
4,,,,,,,,NNE,6.2,157,,
5,,,,,,,,NNE,7.2,175,,
6,,,,,,,,NNE,7.7,174,,
7,,,,,,,,NNE,7.3,154,,
8,,,,,,,,NE,8.2,124,,
9,,,,,,,,NNE,7.2,94,,
10,,,,,,,,NNE,6.4,64,,
11,,,,,,,,NNE,7,49,,
12,,,,,,,,NNE,6.5,51,,
13,,,,,,,,NNE,7.2,70,,
14,,,,,,,,NNE,7.2,107,,
15,,,,,,,,NNE,8.7,146,,
16,,,,,,,,NNE,6.4,174,,
17,,,,,,,,NNE,7.4,189,,
18,,,,,,,,N,6.5,186,,
19,,,,,,,,N,6.4,159,,
20,,,,,,,,N,5.8,125,,
21,,,,,,,,N,8.6,83,,
22,,,,,,,,NNW,7,50,,
23,,,,,,,,NNW,7.1,29,,
24,,,,,,,,NNW,6.7,32,,
最大,,,,,最多,平均,,最多,8.7,平均,平均,
平均,,,,,,,,NNE,7.1,110,,
2022/3/19,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,,,,,,,,NW,6.8,53,,
2,,,,,,,,NNW,5.4,95,,
3,,,,,,,,NW,3.1,138,,
4,,,,,,,,N,1.1,179,,
5,,,,,,,,NE,3,200,,
6,,,,,,,,N,1.7,205,,
7,,,,,,,,NW,0.8,192,,
8,,,,,,,,WSW,0.5,163,,
9,,,,,,,,SSE,2.4,125,,
10,,,,,,,,SSE,4.3,90,,
11,,,,,,,,SSE,4.5,63,,
12,,,,,,,,SSE,6.8,54,,
13,,,,,,,,SE,6.5,70,,
14,,,,,,,,SSE,3.9,103,,
15,,,,,,,,S,2.7,144,,
16,,,,,,,,S,4.4,182,,
17,,,,,,,,ESE,3.5,207,,
18,,,,,,,,N,5,211,,
19,,,,,,,,NNW,7.4,195,,
20,,,,,,,,NNW,12.7,160,,
21,,,,,,,,NNW,9,117,,
22,,,,,,,,NNE,5.1,73,,
23,,,,,,,,ENE,5.8,42,,
24,,,,,,,,NE,4.7,32,,
最大,,,,,最多,平均,,最多,12.7,平均,平均,
平均,,,,,,,,SSE,4.6,129,,
2022/3/20,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,,,,,,,,E,3.6,46,,
2,,,,,,,,E,4.4,74,,
3,,,,,,,,ESE,3.6,112,,
4,,,,,,,,ESE,1.3,151,,
5,,,,,,,,NW,0.9,183,,
6,,,,,,,,N,1.4,194,,
7,,,,,,,,NNW,1.3,184,,
8,,,,,,,,NNW,4.8,156,,
9,,,,,,,,NNW,6,121,,
10,,,,,,,,NNW,6.9,78,,
11,,,,,,,,NNW,6.2,44,,
12,,,,,,,,NNW,5.8,28,,
13,,,,,,,,N,4.5,34,,
14,,,,,,,,N,1.8,58,,
15,,,,,,,,ENE,2.2,94,,
16,,,,,,,,SE,2.5,137,,
17,,,,,,,,SE,1.5,172,,
18,,,,,,,,NE,2.6,191,,
19,,,,,,,,ESE,5.4,191,,
20,,,,,,,,E,4.9,169,,
21,,,,,,,,ENE,7.5,133,,
22,,,,,,,,ENE,7.2,96,,
23,,,,,,,,NE,5.1,60,,
24,,,,,,,,ENE,6.5,37,,
最大,,,,,最多,平均,,最多,7.5,平均,平均,
平均,,,,,,,,NNW,4.1,114,,
2022/3/21,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,,,,,,,,NE,5.5,31,,
2,,,,,,,,NE,5.6,48,,
3,,,,,,,,NE,5.2,86,,
4,,,,,,,,NNE,3.4,128,,
5,,,,,,,,NNE,3.3,164,,
6,,,,,,,,NNE,4,184,,
7,,,,,,,,NE,4.7,182,,
8,,,,,,,,NE,3.7,156,,
9,,,,,,,,ENE,3.4,122,,
10,,,,,,,,ENE,2.3,84,,
11,,,,,,,,ESE,2.2,48,,
12,,,,,,,,ESE,3.5,21,,
13,,,,,,,,ESE,3.4,12,,
14,,,,,,,,ESE,3.4,24,,
15,,,,,,,,ESE,2.7,56,,
16,,,,,,,,ESE,1.4,98,,
17,,,,,,,,SSE,1.8,141,,
18,,,,,,,,SSE,4.2,173,,
19,,,,,,,,ESE,7,182,,
20,,,,,,,,SE,6.8,171,,
21,,,,,,,,SE,5.6,148,,
22,,,,,,,,SE,5.9,119,,
23,,,,,,,,SE,5.3,90,,
24,,,,,,,,E,4.2,66,,
最大,,,,,最多,平均,,最多,7,平均,平均,
平均,,,,,,,,ESE,4.1,106,,
2022/3/22,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,,,,,,,,NNE,3.8,52,,
2,,,,,,,,NE,6,57,,
3,,,,,,,,NNE,5.4,78,,
4,,,,,,,,N,5.4,113,,
5,,,,,,,,NNE,5.8,151,,
6,,,,,,,,NNE,7.5,177,,
7,,,,,,,,NNE,7.2,181,,
8,,,,,,,,NNE,6.7,164,,
9,,,,,,,,NNE,5.2,136,,
10,,,,,,,,NNE,6,99,,
11,,,,,,,,NNE,6,61,,
12,,,,,,,,NNE,5,27,,
13,,,,,,,,N,4.5,7,,
14,,,,,,,,N,6.1,5,,
15,,,,,,,,NNE,6.9,25,,
16,,,,,,,,NNE,6.5,55,,
17,,,,,,,,NNE,6.3,94,,
18,,,,,,,,NNE,7.1,131,,
19,,,,,,,,NNE,5.6,154,,
20,,,,,,,,NNE,6.8,161,,
21,,,,,,,,NNE,7.4,149,,
22,,,,,,,,NNE,7.2,124,,
23,,,,,,,,NNE,6.7,99,,
24,,,,,,,,NNE,4.2,77,,
最大,,,,,最多,平均,,最多,7.5,平均,平均,
平均,,,,,,,,NNE,6.1,99,,
2022/3/23,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,,,,,,,,N,3.9,67,,
2,,,,,,,,N,5.3,69,,
3,,,,,,,,NNE,5,82,,
4,,,,,,,,N,4.9,103,,
5,,,,,,,,NNE,4.1,129,,
6,,,,,,,,N,5.3,158,,
7,,,,,,,,N,2.5,174,,
8,,,,,,,,NNE,2.9,171,,
9,,,,,,,,N,3.9,147,,
