産業分類階層,大分類,中分類,小分類,分類名,総数／事業所数（事業所）,総数／従業者数／総数（人）,総数／従業者数／男（人）,総数／従業者数／女（人）,総数／従業者数／うち常用雇用者／総数（人）,総数／従業者数／うち常用雇用者／男（人）,総数／従業者数／うち常用雇用者／女（人）,経営組織／個人／事業所数（事業所）,経営組織／個人／従業者数／総数（人）,経営組織／個人／従業者数／男（人）,経営組織／個人／従業者数／女（人）,経営組織／個人／従業者数／うち常用雇用者数／総数（人）,経営組織／個人／従業者数／うち常用雇用者数／男（人）,経営組織／個人／従業者数／うち常用雇用者数／女（人）,経営組織／法人／事業所数（事業所）,経営組織／法人／従業者数／総数（人）,経営組織／法人／従業者数／男（人）,経営組織／法人／従業者数／女（人）,経営組織／法人／従業者数／うち常用雇用者数／総数（人）,経営組織／法人／従業者数／うち常用雇用者数／男（人）,経営組織／法人／従業者数／うち常用雇用者数／女（人）,経営組織／法人／会社／事業所数（事業所）,経営組織／法人／会社／従業者数／総数（人）,経営組織／法人／会社／従業者数／男（人）,経営組織／法人／会社／従業者数／女（人）,経営組織／法人／会社／従業者数／うち常用雇用者数／総数（人）,経営組織／法人／会社／従業者数／うち常用雇用者数／男（人）,経営組織／法人／会社／従業者数／うち常用雇用者数／女（人）,経営組織／法人／会社／株式・有限・相互会社／事業所数（事業所）,経営組織／法人／会社／株式・有限・相互会社／従業者数／総数（人）,経営組織／法人／会社／株式・有限・相互会社／従業者数／男（人）,経営組織／法人／会社／株式・有限・相互会社／従業者数／女（人）,経営組織／法人／会社／株式・有限・相互会社／従業者数／うち常用雇用者数／総数（人）,経営組織／法人／会社／株式・有限・相互会社／従業者数／うち常用雇用者数／男（人）,経営組織／法人／会社／株式・有限・相互会社／従業者数／うち常用雇用者数／女（人）,経営組織／法人／会社／合名・合資会社／事業所数（事業所）,経営組織／法人／会社／合名・合資会社／従業者数／総数（人）,経営組織／法人／会社／合名・合資会社／従業者数／男（人）,経営組織／法人／会社／合名・合資会社／従業者数／女（人）,経営組織／法人／会社／合名・合資会社／従業者数／うち常用雇用者数／総数（人）,経営組織／法人／会社／合名・合資会社／従業者数／うち常用雇用者数／男（人）,経営組織／法人／会社／合名・合資会社／従業者数／うち常用雇用者数／女（人）,経営組織／法人／会社／合同会社／事業所数（事業所）,経営組織／法人／会社／合同会社／従業者数／総数（人）,経営組織／法人／会社／合同会社／従業者数／男（人）,経営組織／法人／会社／合同会社／従業者数／女（人）,経営組織／法人／会社／合同会社／従業者数／うち常用雇用者数／総数（人）,経営組織／法人／会社／合同会社／従業者数／うち常用雇用者数／男（人）,経営組織／法人／会社／合同会社／従業者数／うち常用雇用者数／女（人）,経営組織／法人／会社／外国の会社／事業所数（事業所）,経営組織／法人／会社／外国の会社／従業者数／総数（人）,経営組織／法人／会社／外国の会社／従業者数／男（人）,経営組織／法人／会社／外国の会社／従業者数／女（人）,経営組織／法人／会社／外国の会社／従業者数／うち常用雇用者数／総数（人）,経営組織／法人／会社／外国の会社／従業者数／うち常用雇用者数／男（人）,経営組織／法人／会社／外国の会社／従業者数／うち常用雇用者数／女（人）,経営組織／法人／会社以外の法人／事業所数（事業所）,経営組織／法人／会社以外の法人／従業者数／総数（人）,経営組織／法人／会社以外の法人／従業者数／男（人）,経営組織／法人／会社以外の法人／従業者数／女（人）,経営組織／法人／会社以外の法人／従業者数／うち常用雇用者数／総数（人）,経営組織／法人／会社以外の法人／従業者数／うち常用雇用者数／男（人）,経営組織／法人／会社以外の法人／従業者数／うち常用雇用者数／女（人）,経営組織／法人でない団体／事業所数（事業所）,経営組織／法人でない団体／従業者数／総数（人）,経営組織／法人でない団体／従業者数／男（人）,経営組織／法人でない団体／従業者数／女（人）,経営組織／法人でない団体／従業者数／うち常用雇用者数／総数（人）,経営組織／法人でない団体／従業者数／うち常用雇用者数／男（人）,経営組織／法人でない団体／従業者数／うち常用雇用者数／女（人）
3,E,28,284,電子回路製造業,222,4527,3312,1191,4137,3014,1100,13,43,24,17,27,11,15,209,4484,3288,1174,4110,3003,1085,209,4484,3288,1174,4110,3003,1085,209,4484,3288,1174,4110,3003,1085,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,28,285,ユニット部品製造業,37,577,442,135,467,352,115,3,5,3,2,1,-,1,34,572,439,133,466,352,114,34,572,439,133,466,352,114,34,572,439,133,466,352,114,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,28,289,その他の電子部品・デバイス・電子回路製造業,419,4868,3356,1506,4165,2805,1355,51,106,71,32,45,21,22,368,4762,3285,1474,4120,2784,1333,368,4762,3285,1474,4120,2784,1333,365,4746,3273,1470,4108,2775,1330,2,5,3,2,2,1,1,-,-,-,-,-,-,-,1,11,9,2,10,8,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,E,29,000,電気機械器具製造業,1948,41782,32910,8723,37944,29856,7939,201,435,304,131,177,88,89,1746,41342,32601,8592,37762,29763,7850,1746,41342,32601,8592,37762,29763,7850,1741,41313,32580,8584,37738,29746,7843,3,19,13,6,15,10,5,1,1,-,1,1,-,1,1,9,8,1,8,7,1,-,-,-,-,-,-,-,1,5,5,-,5,5,-
3,E,29,290,管理，補助的経済活動を行う事業所,110,4454,3305,1059,4149,3087,972,-,-,-,-,-,-,-,110,4454,3305,1059,4149,3087,972,110,4454,3305,1059,4149,3087,972,110,4454,3305,1059,4149,3087,972,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,29,291,発電用・送電用・配電用電気機械器具製造業,635,17584,14419,3157,16377,13445,2924,84,203,143,60,96,52,44,551,17381,14276,3097,16281,13393,2880,551,17381,14276,3097,16281,13393,2880,550,17377,14274,3095,16278,13392,2878,1,4,2,2,3,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,29,292,産業用電気機械器具製造業,212,3627,2637,981,3096,2210,877,25,47,31,16,10,3,7,187,3580,2606,965,3086,2207,870,187,3580,2606,965,3086,2207,870,185,3565,2595,961,3074,2198,867,2,15,11,4,12,9,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,29,293,民生用電気機械器具製造業,152,1939,1390,540,1688,1174,505,15,33,22,11,12,6,6,137,1906,1368,529,1676,1168,499,137,1906,1368,529,1676,1168,499,137,1906,1368,529,1676,1168,499,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,29,294,電球・電気照明器具製造業,222,2053,1405,635,1661,1096,552,30,61,46,15,21,11,10,191,1987,1354,620,1635,1080,542,191,1987,1354,620,1635,1080,542,191,1987,1354,620,1635,1080,542,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,5,5,-,5,5,-
3,E,29,295,電池製造業,19,207,150,57,178,127,51,-,-,-,-,-,-,-,19,207,150,57,178,127,51,19,207,150,57,178,127,51,18,206,150,56,177,127,50,-,-,-,-,-,-,-,1,1,-,1,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,29,296,電子応用装置製造業,233,6539,5365,1171,6087,5009,1075,9,14,10,4,5,1,4,224,6525,5355,1167,6082,5008,1071,224,6525,5355,1167,6082,5008,1071,224,6525,5355,1167,6082,5008,1071,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,29,297,電気計測器製造業,278,4408,3517,888,3879,3099,777,29,61,40,21,27,12,15,249,4347,3477,867,3852,3087,762,249,4347,3477,867,3852,3087,762,248,4338,3469,866,3844,3080,761,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,9,8,1,8,7,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,29,299,その他の電気機械器具製造業,87,971,722,235,829,609,206,9,16,12,4,6,3,3,78,955,710,231,823,606,203,78,955,710,231,823,606,203,78,955,710,231,823,606,203,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,E,30,000,情報通信機械器具製造業,510,21074,17045,4007,19911,16077,3812,29,78,46,32,40,16,24,481,20996,16999,3975,19871,16061,3788,481,20996,16999,3975,19871,16061,3788,476,20981,16987,3972,19861,16054,3785,3,8,6,2,5,3,2,2,7,6,1,5,4,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,30,300,管理，補助的経済活動を行う事業所,33,5245,4276,969,5090,4132,958,-,-,-,-,-,-,-,33,5245,4276,969,5090,4132,958,33,5245,4276,969,5090,4132,958,33,5245,4276,969,5090,4132,958,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,30,301,通信機械器具・同関連機械器具製造業,168,8606,7319,1268,8108,6909,1180,6,21,10,11,13,4,9,162,8585,7309,1257,8095,6905,1171,162,8585,7309,1257,8095,6905,1171,161,8583,7307,1257,8094,6904,1171,1,2,2,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,30,302,映像・音響機械器具製造業,157,3446,2521,922,3172,2303,866,15,42,24,18,21,8,13,142,3404,2497,904,3151,2295,853,142,3404,2497,904,3151,2295,853,141,3401,2495,903,3149,2294,852,-,-,-,-,-,-,-,1,3,2,1,2,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,30,303,電子計算機・同附属装置製造業,152,3777,2929,848,3541,2733,808,8,15,12,3,6,4,2,144,3762,2917,845,3535,2729,806,144,3762,2917,845,3535,2729,806,141,3752,2909,843,3528,2724,804,2,6,4,2,4,2,2,1,4,4,-,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,E,31,000,輸送用機械器具製造業,982,37211,31333,5857,35220,29809,5390,137,267,182,85,89,48,41,845,36944,31151,5772,35131,29761,5349,843,36913,31131,5761,35106,29747,5338,840,36886,31115,5750,35079,29731,5327,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,27,16,11,27,16,11,2,31,20,11,25,14,11,-,-,-,-,-,-,-
3,E,31,310,管理，補助的経済活動を行う事業所,99,6256,4608,1648,5889,4321,1568,-,-,-,-,-,-,-,99,6256,4608,1648,5889,4321,1568,99,6256,4608,1648,5889,4321,1568,99,6256,4608,1648,5889,4321,1568,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,31,311,自動車・同附属品製造業,555,20445,17896,2549,19421,17130,2291,101,190,129,61,59,30,29,454,20255,17767,2488,19362,17100,2262,453,20230,17753,2477,19337,17086,2251,450,20203,17737,2466,19310,17070,2240,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,27,16,11,27,16,11,1,25,14,11,25,14,11,-,-,-,-,-,-,-
3,E,31,312,鉄道車両・同部分品製造業,108,1868,1598,270,1674,1450,224,9,18,12,6,3,3,-,99,1850,1586,264,1671,1447,224,99,1850,1586,264,1671,1447,224,99,1850,1586,264,1671,1447,224,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,31,313,船舶製造・修理業，舶用機関製造業,52,739,605,126,648,532,108,5,12,8,4,6,2,4,47,727,597,122,642,530,104,47,727,597,122,642,530,104,47,727,597,122,642,530,104,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,31,314,航空機・同附属品製造業,71,7192,6089,1103,7037,5960,1077,6,13,10,3,7,5,2,65,7179,6079,1100,7030,5955,1075,64,7173,6073,1100,7030,5955,1075,64,7173,6073,1100,7030,5955,1075,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,6,6,-,-,-,-,-,-,-,-,-,-,-
3,E,31,315,産業用運搬車両・同部分品・附属品製造業,28,288,227,61,236,188,48,4,9,6,3,4,2,2,24,279,221,58,232,186,46,24,279,221,58,232,186,46,24,279,221,58,232,186,46,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,31,319,その他の輸送用機械器具製造業,69,423,310,100,315,228,74,12,25,17,8,10,6,4,57,398,293,92,305,222,70,57,398,293,92,305,222,70,57,398,293,92,305,222,70,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,E,32,000,その他の製造業,3643,27405,17675,9580,21405,13384,7874,942,1873,1263,602,615,282,328,2700,25531,16411,8978,20789,13101,7546,2698,25376,16299,8944,20634,12989,7512,2678,25314,16255,8929,20592,12961,7501,9,30,24,6,19,14,5,9,19,12,7,10,6,4,2,13,8,2,13,8,2,2,155,112,34,155,112,34,1,1,1,-,1,1,-
3,E,32,320,管理，補助的経済活動を行う事業所,65,1011,735,266,847,598,239,-,-,-,-,-,-,-,65,1011,735,266,847,598,239,65,1011,735,266,847,598,239,65,1011,735,266,847,598,239,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,32,321,貴金属・宝石製品製造業,524,2746,1710,1027,1996,1162,826,174,290,205,82,77,35,40,350,2456,1505,945,1919,1127,786,349,2310,1393,911,1773,1015,752,347,2305,1389,910,1770,1013,751,-,-,-,-,-,-,-,2,5,4,1,3,2,1,-,-,-,-,-,-,-,1,146,112,34,146,112,34,-,-,-,-,-,-,-
3,E,32,322,装身具・装飾品・ボタン・同関連品製造業（貴金属・宝石製を除く）,499,2580,1324,1245,1801,789,1002,173,310,197,110,86,31,53,326,2270,1127,1135,1715,758,949,326,2270,1127,1135,1715,758,949,324,2263,1123,1132,1710,756,946,2,7,4,3,5,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,32,323,時計・同部分品製造業,34,496,363,133,444,328,116,6,12,7,5,4,2,2,28,484,356,128,440,326,114,28,484,356,128,440,326,114,28,484,356,128,440,326,114,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,32,324,楽器製造業,78,428,317,111,308,227,81,29,60,47,13,26,18,8,49,368,270,98,282,209,73,49,368,270,98,282,209,73,49,368,270,98,282,209,73,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,32,325,がん具・運動用具製造業,399,5759,3674,2050,4935,3152,1748,80,190,120,70,62,29,33,319,5569,3554,1980,4873,3123,1715,319,5569,3554,1980,4873,3123,1715,314,5550,3541,1977,4855,3111,1712,1,3,3,-,2,2,-,2,3,2,1,3,2,1,2,13,8,2,13,8,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,32,326,ペン・鉛筆・絵画用品・その他の事務用品製造業,206,2041,1161,880,1693,917,776,49,139,75,64,66,22,44,157,1902,1086,816,1627,895,732,157,1902,1086,816,1627,895,732,154,1892,1077,815,1620,888,732,2,8,8,-,6,6,-,1,2,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,32,327,漆器製造業,33,95,60,35,52,29,23,21,35,25,10,8,4,4,12,60,35,25,44,25,19,12,60,35,25,44,25,19,12,60,35,25,44,25,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,32,328,畳等生活雑貨製品製造業,283,1141,670,471,708,354,354,132,264,185,79,85,42,43,151,877,485,392,623,312,311,151,877,485,392,623,312,311,148,867,478,389,618,309,309,3,10,7,3,5,3,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,32,329,他に分類されない製造業,1522,11108,7661,3362,8621,5828,2709,278,573,402,169,201,99,101,1243,10534,7258,3193,8419,5728,2608,1242,10525,7258,3193,8410,5728,2608,1237,10514,7251,3189,8406,5726,2606,1,2,2,-,1,1,-,4,9,5,4,3,1,2,-,-,-,-,-,-,-,1,9,-,-,9,-,-,1,1,1,-,1,1,-
1,F,00,000,電気・ガス・熱供給・水道業,397,21826,18784,2877,21436,18412,2859,-,-,-,-,-,-,-,395,21818,18779,2874,21429,18408,2856,394,21811,18772,2874,21422,18401,2856,393,21810,18771,2874,21421,18400,2856,-,-,-,-,-,-,-,1,1,1,-,1,1,-,-,-,-,-,-,-,-,1,7,7,-,7,7,-,2,8,5,3,7,4,3
2,F,33,000,電気業,125,9953,8659,1134,9750,8464,1126,-,-,-,-,-,-,-,125,9953,8659,1134,9750,8464,1126,124,9946,8652,1134,9743,8457,1126,123,9945,8651,1134,9742,8456,1126,-,-,-,-,-,-,-,1,1,1,-,1,1,-,-,-,-,-,-,-,-,1,7,7,-,7,7,-,-,-,-,-,-,-,-
3,F,33,330,管理，補助的経済活動を行う事業所,71,8013,7171,804,7902,7061,803,-,-,-,-,-,-,-,71,8013,7171,804,7902,7061,803,71,8013,7171,804,7902,7061,803,71,8013,7171,804,7902,7061,803,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,F,33,331,電気業,54,1940,1488,330,1848,1403,323,-,-,-,-,-,-,-,54,1940,1488,330,1848,1403,323,53,1933,1481,330,1841,1396,323,52,1932,1480,330,1840,1395,323,-,-,-,-,-,-,-,1,1,1,-,1,1,-,-,-,-,-,-,-,-,1,7,7,-,7,7,-,-,-,-,-,-,-,-
2,F,34,000,ガス業,35,7163,5887,1276,7094,5822,1272,-,-,-,-,-,-,-,35,7163,5887,1276,7094,5822,1272,35,7163,5887,1276,7094,5822,1272,35,7163,5887,1276,7094,5822,1272,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,F,34,340,管理，補助的経済活動を行う事業所,27,6895,5664,1231,6842,5613,1229,-,-,-,-,-,-,-,27,6895,5664,1231,6842,5613,1229,27,6895,5664,1231,6842,5613,1229,27,6895,5664,1231,6842,5613,1229,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,F,34,341,ガス業,8,268,223,45,252,209,43,-,-,-,-,-,-,-,8,268,223,45,252,209,43,8,268,223,45,252,209,43,8,268,223,45,252,209,43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,F,35,000,熱供給業,87,854,753,101,791,691,100,-,-,-,-,-,-,-,87,854,753,101,791,691,100,87,854,753,101,791,691,100,87,854,753,101,791,691,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,F,35,350,管理，補助的経済活動を行う事業所,7,362,298,64,350,286,64,-,-,-,-,-,-,-,7,362,298,64,350,286,64,7,362,298,64,350,286,64,7,362,298,64,350,286,64,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,F,35,351,熱供給業,80,492,455,37,441,405,36,-,-,-,-,-,-,-,80,492,455,37,441,405,36,80,492,455,37,441,405,36,80,492,455,37,441,405,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,F,36,000,水道業,150,3856,3485,366,3801,3435,361,-,-,-,-,-,-,-,148,3848,3480,363,3794,3431,358,148,3848,3480,363,3794,3431,358,148,3848,3480,363,3794,3431,358,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,8,5,3,7,4,3
3,F,36,360,管理，補助的経済活動を行う事業所,13,1087,939,148,1077,930,147,-,-,-,-,-,-,-,13,1087,939,148,1077,930,147,13,1087,939,148,1077,930,147,13,1087,939,148,1077,930,147,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,F,36,361,上水道業,43,963,898,65,947,882,65,-,-,-,-,-,-,-,41,955,893,62,940,878,62,41,955,893,62,940,878,62,41,955,893,62,940,878,62,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,8,5,3,7,4,3
3,F,36,362,工業用水道業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,F,36,363,下水道業,94,1806,1648,153,1777,1623,149,-,-,-,-,-,-,-,94,1806,1648,153,1777,1623,149,94,1806,1648,153,1777,1623,149,94,1806,1648,153,1777,1623,149,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,G,00,000,情報通信業,21935,849374,625571,217569,807707,592329,209170,323,742,480,254,289,138,148,21576,848493,625007,217263,807303,592129,208972,21328,835248,616188,212846,794570,583722,204655,20966,828285,611363,210844,788016,579203,202756,39,183,131,52,116,80,36,190,4883,3291,1482,4626,3115,1401,133,1897,1403,468,1812,1324,462,248,13245,8819,4417,12733,8407,4317,36,139,84,52,115,62,50
2,G,37,000,通信業,481,62918,46345,16409,62258,45761,16333,1,6,5,1,5,4,1,479,62908,46337,16407,62250,45755,16331,472,62740,46191,16385,62095,45621,16310,463,62623,46107,16352,61984,45542,16278,1,2,-,2,1,-,1,3,90,68,22,88,66,22,5,25,16,9,22,13,9,7,168,146,22,155,134,21,1,4,3,1,3,2,1
3,G,37,370,管理，補助的経済活動を行う事業所,3,135,111,24,133,109,24,-,-,-,-,-,-,-,3,135,111,24,133,109,24,3,135,111,24,133,109,24,3,135,111,24,133,109,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,G,37,371,固定電気通信業,245,28126,21485,6582,27748,21141,6548,1,6,5,1,5,4,1,244,28120,21480,6581,27743,21137,6547,242,28063,21428,6576,27689,21088,6542,236,27952,21346,6547,27582,21010,6513,-,-,-,-,-,-,-,3,90,68,22,88,66,22,3,21,14,7,19,12,7,2,57,52,5,54,49,5,-,-,-,-,-,-,-
3,G,37,372,移動電気通信業,55,30164,21280,8834,30038,21171,8817,-,-,-,-,-,-,-,55,30164,21280,8834,30038,21171,8817,55,30164,21280,8834,30038,21171,8817,55,30164,21280,8834,30038,21171,8817,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,G,37,373,電気通信に附帯するサービス業,178,4493,3469,969,4339,3340,944,-,-,-,-,-,-,-,177,4489,3466,968,4336,3338,943,172,4378,3372,951,4235,3253,927,169,4372,3370,947,4231,3252,924,1,2,-,2,1,-,1,-,-,-,-,-,-,-,2,4,2,2,3,1,2,5,111,94,17,101,85,16,1,4,3,1,3,2,1
2,G,38,000,放送業,307,22306,16282,6017,21805,15835,5963,1,1,1,-,-,-,-,306,22305,16281,6017,21805,15835,5963,302,16923,12482,4434,16427,12040,4380,301,16919,12480,4432,16423,12038,4378,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,4,2,2,4,2,2,4,5382,3799,1583,5378,3795,1583,-,-,-,-,-,-,-
3,G,38,380,管理，補助的経済活動を行う事業所,2,27,22,5,27,22,5,-,-,-,-,-,-,-,2,27,22,5,27,22,5,2,27,22,5,27,22,5,2,27,22,5,27,22,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,G,38,381,公共放送業（有線放送業を除く）,2,5355,3780,1575,5355,3780,1575,-,-,-,-,-,-,-,2,5355,3780,1575,5355,3780,1575,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,5355,3780,1575,5355,3780,1575,-,-,-,-,-,-,-
3,G,38,382,民間放送業（有線放送業を除く）,185,10532,8143,2382,10110,7761,2342,1,1,1,-,-,-,-,184,10531,8142,2382,10110,7761,2342,183,10507,8126,2374,10089,7748,2334,182,10503,8124,2372,10085,7746,2332,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,4,2,2,4,2,2,1,24,16,8,21,13,8,-,-,-,-,-,-,-
3,G,38,383,有線放送業,118,6392,4337,2055,6313,4272,2041,-,-,-,-,-,-,-,118,6392,4337,2055,6313,4272,2041,117,6389,4334,2055,6311,4270,2041,117,6389,4334,2055,6311,4270,2041,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,3,-,2,2,-,-,-,-,-,-,-,-
2,G,39,000,情報サービス業,11050,545183,419754,120942,523477,401890,117107,71,110,80,28,31,11,20,10965,545027,419648,120894,523406,401859,117067,10870,541237,417655,119106,519812,400026,115315,10668,537611,414879,118353,516402,397401,114627,18,121,88,33,80,60,20,93,1967,1516,373,1832,1429,325,91,1538,1172,347,1498,1136,343,95,3790,1993,1788,3594,1833,1752,14,46,26,20,40,20,20
3,G,39,390,管理，補助的経済活動を行う事業所,61,718,494,224,672,459,213,-,-,-,-,-,-,-,61,718,494,224,672,459,213,60,715,492,223,670,458,212,60,715,492,223,670,458,212,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,2,1,2,1,1,-,-,-,-,-,-,-
3,G,39,391,ソフトウェア業,8950,459159,365159,90270,442875,350919,88232,53,78,60,16,21,8,13,8894,459068,365091,90249,442842,350904,88214,8874,458745,364852,90168,442535,350679,88135,8733,455625,362389,89576,439575,348326,87593,14,34,24,10,20,13,7,73,1766,1387,333,1646,1311,289,54,1320,1052,249,1294,1029,246,20,323,239,81,307,225,79,3,13,8,5,12,7,5
3,G,39,392,情報処理・提供サービス業,2039,85306,54101,30448,79930,50512,28662,18,32,20,12,10,3,7,2010,85241,54063,30421,79892,50496,28640,1936,81777,52311,28715,76607,48889,26968,1875,81271,51998,28554,76157,48617,26822,4,87,64,23,60,47,13,20,201,129,40,186,118,36,37,218,120,98,204,107,97,74,3464,1752,1706,3285,1607,1672,11,33,18,15,28,13,15
2,G,40,000,インターネット附随サービス業,2325,74618,49344,24516,70496,45857,23890,29,65,46,16,23,16,5,2294,74549,49294,24500,70471,45839,23885,2269,74382,49176,24451,70347,45760,23840,2216,72511,48002,23778,68548,44649,23176,3,7,6,1,4,3,1,33,1709,1058,634,1675,1031,627,17,155,110,38,120,77,36,25,167,118,49,124,79,45,2,4,4,-,2,2,-
