産業分類階層,大分類,中分類,小分類,分類名,会社企業／総数／企業数（企業）,会社企業／総数／従業者数（人）,会社企業／単一事業所企業／企業数（企業）,会社企業／単一事業所企業／企業従業者数（人）,会社企業／複数事業所企業／企業数（企業）,会社企業／複数事業所企業／企業従業者数（人）,資本金階級／300万円未満／総数／企業数（企業）,資本金階級／300万円未満／総数／企業従業者数（人）,資本金階級／300万円未満／単一事業所企業／企業数（企業）,資本金階級／300万円未満／単一事業所企業／企業従業者数（人）,資本金階級／300万円未満／複数事業所企業／企業数（企業）,資本金階級／300万円未満／複数事業所企業／企業従業者数（人）,資本金階級／300万～500万円未満／総数／企業数（企業）,資本金階級／300万～500万円未満／総数／企業従業者数（人）,資本金階級／300万～500万円未満／単一事業所企業／企業数（企業）,資本金階級／300万～500万円未満／単一事業所企業／企業従業者数（人）,資本金階級／300万～500万円未満／複数事業所企業／企業数（企業）,資本金階級／300万～500万円未満／複数事業所企業／企業従業者数（人）,資本金階級／500万～1000万円未満／総数／企業数（企業）,資本金階級／500万～1000万円未満／総数／企業従業者数（人）,資本金階級／500万～1000万円未満／単一事業所企業／企業数（企業）,資本金階級／500万～1000万円未満／単一事業所企業／企業従業者数（人）,資本金階級／500万～1000万円未満／複数事業所企業／企業数（企業）,資本金階級／500万～1000万円未満／複数事業所企業／企業従業者数（人）,資本金階級／1000万～3000万円未満／総数／企業数（企業）,資本金階級／1000万～3000万円未満／総数／企業従業者数（人）,資本金階級／1000万～3000万円未満／単一事業所企業／企業数（企業）,資本金階級／1000万～3000万円未満／単一事業所企業／企業従業者数（人）,資本金階級／1000万～3000万円未満／複数事業所企業／企業数（企業）,資本金階級／1000万～3000万円未満／複数事業所企業／企業従業者数（人）,資本金階級／3000万～5000万円未満／総数／企業数（企業）,資本金階級／3000万～5000万円未満／総数／企業従業者数（人）,資本金階級／3000万～5000万円未満／単一事業所企業／企業数（企業）,資本金階級／3000万～5000万円未満／単一事業所企業／企業従業者数（人）,資本金階級／3000万～5000万円未満／複数事業所企業／企業数（企業）,資本金階級／3000万～5000万円未満／複数事業所企業／企業従業者数（人）,資本金階級／5000万～1億円未満／総数／企業数（企業）,資本金階級／5000万～1億円未満／総数／企業従業者数（人）,資本金階級／5000万～1億円未満／単一事業所企業／企業数（企業）,資本金階級／5000万～1億円未満／単一事業所企業／企業従業者数（人）,資本金階級／5000万～1億円未満／複数事業所企業／企業数（企業）,資本金階級／5000万～1億円未満／複数事業所企業／企業従業者数（人）,資本金階級／1億～3億円未満／総数／企業数（企業）,資本金階級／1億～3億円未満／総数／企業従業者数（人）,資本金階級／1億～3億円未満／単一事業所企業／企業数（企業）,資本金階級／1億～3億円未満／単一事業所企業／企業従業者数（人）,資本金階級／1億～3億円未満／複数事業所企業／企業数（企業）,資本金階級／1億～3億円未満／複数事業所企業／企業従業者数（人）,資本金階級／3億～10億円未満／総数／企業数（企業）,資本金階級／3億～10億円未満／総数／企業従業者数（人）,資本金階級／3億～10億円未満／単一事業所企業／企業数（企業）,資本金階級／3億～10億円未満／単一事業所企業／企業従業者数（人）,資本金階級／3億～10億円未満／複数事業所企業／企業数（企業）,資本金階級／3億～10億円未満／複数事業所企業／企業従業者数（人）,資本金階級／10億～50億円未満／総数／企業数（企業）,資本金階級／10億～50億円未満／総数／企業従業者数（人）,資本金階級／10億～50億円未満／単一事業所企業／企業数（企業）,資本金階級／10億～50億円未満／単一事業所企業／企業従業者数（人）,資本金階級／10億～50億円未満／複数事業所企業／企業数（企業）,資本金階級／10億～50億円未満／複数事業所企業／企業従業者数（人）,資本金階級／50億円以上／総数／企業数（企業）,資本金階級／50億円以上／総数／企業従業者数（人）,資本金階級／50億円以上／単一事業所企業／企業数（企業）,資本金階級／50億円以上／単一事業所企業／企業従業者数（人）,資本金階級／50億円以上／複数事業所企業／企業数（企業）,資本金階級／50億円以上／複数事業所企業／企業従業者数（人）
2,I,61,000,無店舗小売業,2769,49644,2460,14405,309,35239,256,962,241,837,15,125,774,3147,738,2654,36,493,333,1830,306,1423,27,407,974,10467,852,5793,122,4674,94,2227,70,1093,24,1134,93,4220,60,954,33,3266,49,11552,25,533,24,11019,23,4905,8,234,15,4671,7,4994,3,232,4,4762,2,4453,-,-,2,4453
3,I,61,611,通信販売・訪問販売小売業,2189,37626,1921,11482,268,26144,217,848,202,723,15,125,569,2261,538,1867,31,394,282,1606,257,1203,25,403,760,8105,652,4527,108,3578,77,1890,55,946,22,944,76,2644,48,817,28,1827,33,8630,16,348,17,8282,18,2802,8,234,10,2568,5,3546,2,211,3,3335,2,4453,-,-,2,4453
3,I,61,612,自動販売機による小売業,71,5787,59,288,12,5499,5,10,5,10,-,-,32,125,32,125,-,-,1,2,1,2,-,-,15,910,12,104,3,806,2,26,2,26,-,-,3,1044,2,7,1,1037,5,2720,-,-,5,2720,3,936,-,-,3,936,-,-,-,-,-,-,-,-,-,-,-,-
3,I,61,619,その他の無店舗小売業,509,6231,480,2635,29,3596,34,104,34,104,-,-,173,761,168,662,5,99,50,222,48,218,2,4,199,1452,188,1162,11,290,15,311,13,121,2,190,14,532,10,130,4,402,11,202,9,185,2,17,2,1167,-,-,2,1167,2,1448,1,21,1,1427,-,-,-,-,-,-
1,J,00,000,金融業，保険業,3897,778297,3179,30768,718,747529,246,925,228,720,18,205,952,3631,914,3181,38,450,247,1831,220,856,27,975,1014,12648,854,4623,160,8025,138,2788,107,564,31,2224,244,8695,187,1398,57,7297,291,16946,211,2673,80,14273,255,22408,167,4486,88,17922,156,27116,83,4075,73,23041,194,680430,52,7362,142,673068
2,J,62,000,銀行業,37,187109,9,637,28,186472,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,282,-,-,1,282,36,186827,9,637,27,186190
3,J,62,621,中央銀行,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,J,62,622,銀行（中央銀行を除く）,37,187109,9,637,28,186472,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,282,-,-,1,282,36,186827,9,637,27,186190
2,J,63,000,協同組織金融業,1,5087,-,-,1,5087,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,5087,-,-,1,5087
3,J,63,631,中小企業等金融業,1,5087,-,-,1,5087,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,5087,-,-,1,5087
3,J,63,632,農林水産金融業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,J,64,000,貸金業，クレジットカード業等非預金信用機関,565,69838,455,3221,110,66617,20,74,19,62,1,12,88,226,85,213,3,13,53,286,48,157,5,129,141,694,125,555,16,139,37,193,37,193,-,-,67,1104,56,406,11,698,51,5219,38,402,13,4817,35,8868,19,705,16,8163,29,5617,9,372,20,5245,28,47480,3,79,25,47401
3,J,64,641,貸金業,206,8336,182,1251,24,7085,3,9,3,9,-,-,9,22,9,22,-,-,13,44,13,44,-,-,47,268,42,242,5,26,27,98,27,98,-,-,43,634,38,155,5,479,28,654,25,316,3,338,11,197,9,160,2,37,9,572,5,147,4,425,6,5785,1,5,5,5780
3,J,64,642,質屋,198,687,184,593,14,94,14,56,13,44,1,12,77,202,74,189,3,13,34,123,31,106,3,17,66,247,59,195,7,52,2,13,2,13,-,-,1,37,1,37,-,-,2,5,2,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,J,64,643,クレジットカード業，割賦金融業,91,45896,41,779,50,45117,1,3,1,3,-,-,-,-,-,-,-,-,2,4,2,4,-,-,12,60,10,47,2,13,5,57,5,57,-,-,16,320,10,101,6,219,16,4538,6,59,10,4479,15,8270,6,503,9,7767,9,3354,-,-,9,3354,14,29285,-,-,14,29285
3,J,64,649,その他の非預金信用機関,70,14919,48,598,22,14321,2,6,2,6,-,-,2,2,2,2,-,-,4,115,2,3,2,112,16,119,14,71,2,48,3,25,3,25,-,-,7,113,7,113,-,-,5,22,5,22,-,-,9,401,4,42,5,359,11,1691,4,225,7,1466,8,12410,2,74,6,12336
2,J,65,000,金融商品取引業，商品先物取引業,968,77143,841,15077,127,62066,64,147,63,144,1,3,98,195,96,186,2,9,39,115,37,102,2,13,165,782,154,691,11,91,31,128,29,110,2,18,102,749,96,687,6,62,155,3005,137,1771,18,1234,129,4737,106,2730,23,2007,88,9547,56,3187,32,6360,60,57555,30,5286,30,52269
3,J,65,651,金融商品取引業,929,75374,814,14840,115,60534,59,136,58,133,1,3,94,182,92,173,2,9,37,113,35,100,2,13,156,745,146,656,10,89,31,128,29,110,2,18,101,748,95,686,6,62,152,2803,136,1763,16,1040,125,4568,104,2636,21,1932,78,8214,53,3115,25,5099,60,57555,30,5286,30,52269
3,J,65,652,商品先物取引業，商品投資顧問業,39,1769,27,237,12,1532,5,11,5,11,-,-,4,13,4,13,-,-,2,2,2,2,-,-,9,37,8,35,1,2,-,-,-,-,-,-,1,1,1,1,-,-,3,202,1,8,2,194,4,169,2,94,2,75,10,1333,3,72,7,1261,-,-,-,-,-,-
2,J,66,000,補助的金融業等,187,14797,116,1813,71,12984,7,51,5,25,2,26,6,5,6,5,-,-,8,41,5,6,3,35,31,1135,24,107,7,1028,9,54,7,25,2,29,12,2166,7,70,5,2096,16,1147,8,131,8,1016,59,4268,35,912,24,3356,22,3052,12,314,10,2738,10,2839,1,181,9,2658
3,J,66,661,補助的金融業，金融附帯業,137,10771,82,1405,55,9366,5,48,4,24,1,24,6,5,6,5,-,-,2,1,2,1,-,-,20,248,16,75,4,173,4,29,3,20,1,9,10,106,7,70,3,36,10,566,5,45,5,521,48,3951,27,746,21,3205,19,2974,9,236,10,2738,10,2839,1,181,9,2658
3,J,66,662,信託業,10,262,7,115,3,147,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,88,2,39,1,49,5,159,3,61,2,98,1,2,1,2,-,-,-,-,-,-,-,-
3,J,66,663,金融代理業,40,3764,27,293,13,3471,2,3,1,1,1,2,-,-,-,-,-,-,6,40,3,5,3,35,11,887,8,32,3,855,5,25,4,5,1,20,2,2060,-,-,2,2060,3,493,1,47,2,446,6,158,5,105,1,53,2,76,2,76,-,-,-,-,-,-,-,-
2,J,67,000,保険業（保険媒介代理業，保険サービス業を含む）,2139,424323,1758,10020,381,414303,155,653,141,489,14,164,760,3205,727,2777,33,428,147,1389,130,591,17,798,677,10037,551,3270,126,6767,61,2413,34,236,27,2177,63,4676,28,235,35,4441,69,7575,28,369,41,7206,32,4535,7,139,25,4396,16,8618,6,202,10,8416,59,380642,9,1179,50,379463
3,J,67,671,生命保険業,38,273213,9,939,29,272274,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,6,1,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,294,-,-,1,294,36,272913,8,933,28,271980
3,J,67,672,損害保険業,34,108645,5,401,29,108244,1,1,1,1,-,-,-,-,-,-,-,-,1,6,-,-,1,6,-,-,-,-,-,-,1,64,-,-,1,64,-,-,-,-,-,-,-,-,-,-,-,-,3,313,-,-,3,313,5,532,3,154,2,378,23,107729,1,246,22,107483
3,J,67,673,共済事業，少額短期保険業,35,598,29,376,6,222,-,-,-,-,-,-,2,3,2,3,-,-,-,-,-,-,-,-,2,30,2,30,-,-,1,1,1,1,-,-,3,36,3,36,-,-,19,349,16,227,3,122,5,128,2,28,3,100,2,47,2,47,-,-,-,-,-,-,-,-
3,J,67,674,保険媒介代理業,1956,36897,1670,7855,286,29042,145,627,133,477,12,150,746,3142,714,2728,32,414,140,1283,126,567,14,716,644,7647,529,2924,115,4723,53,1853,31,225,22,1628,55,3966,24,167,31,3799,44,6464,11,126,33,6338,24,4094,5,111,19,3983,7,7265,1,1,6,7264,-,-,-,-,-,-
3,J,67,675,保険サービス業,76,4970,45,449,31,4521,9,25,7,11,2,14,12,60,11,46,1,14,6,100,4,24,2,76,30,2354,19,310,11,2044,6,495,2,10,4,485,5,674,1,32,4,642,6,762,1,16,5,746,-,-,-,-,-,-,1,480,-,-,1,480,-,-,-,-,-,-
1,K,00,000,不動産業，物品賃貸業,31414,427418,29088,119825,2326,307593,1561,4475,1517,4102,44,373,9777,28556,9564,26831,213,1725,2760,9402,2646,8073,114,1329,12419,76555,11546,50256,873,26299,1390,16612,1190,7586,200,9026,1321,39071,1019,8117,302,30954,603,58058,383,6106,220,51952,208,43548,94,1476,114,42072,161,87401,37,1422,124,85979,64,57956,12,1357,52,56599
2,K,68,000,不動産取引業,8672,117579,7823,35315,849,82264,360,1090,347,990,13,100,2150,6550,2071,5912,79,638,835,3262,785,2749,50,513,3944,22513,3567,15772,377,6741,326,3903,267,2059,59,1844,333,12739,231,2451,102,10288,123,10230,70,1759,53,8471,45,10655,13,385,32,10270,46,28306,8,585,38,27721,17,15337,2,412,15,14925
3,K,68,681,建物売買業，土地売買業,2178,40899,1931,12484,247,28415,70,169,68,159,2,10,353,1154,342,1083,11,71,178,680,171,611,7,69,995,6142,921,4908,74,1234,143,1764,118,1135,25,629,177,3678,132,1600,45,2078,74,3844,45,1303,29,2541,24,2135,10,312,14,1823,28,9480,6,405,22,9075,14,10901,1,154,13,10747
3,K,68,682,不動産代理業・仲介業,6494,76680,5892,22831,602,53849,290,921,279,831,11,90,1797,5396,1729,4829,68,567,657,2582,614,2138,43,444,2949,16371,2646,10864,303,5507,183,2139,149,924,34,1215,156,9061,99,851,57,8210,49,6386,25,456,24,5930,21,8520,3,73,18,8447,18,18826,2,180,16,18646,3,4436,1,258,2,4178
2,K,69,000,不動産賃貸業・管理業,21428,225423,20320,77322,1108,148101,1154,3138,1129,2995,25,143,7346,20704,7225,19869,121,835,1827,5504,1774,4951,53,553,7973,44207,7584,30947,389,13260,971,7827,876,4888,95,2939,894,14865,761,5270,133,9595,432,39943,299,4095,133,35848,124,16925,68,731,56,16194,77,43962,25,673,52,43289,32,26060,10,945,22,25115
3,K,69,691,不動産賃貸業（貸家業，貸間業を除く）,6059,62477,5616,24922,443,37555,222,694,214,639,8,55,1498,4463,1462,4226,36,237,415,1232,406,1172,9,60,2668,13008,2519,10164,149,2844,389,2749,350,1807,39,942,376,4759,317,2104,59,2655,222,8492,158,2517,64,5975,70,4749,43,559,27,4190,52,8104,20,584,32,7520,21,13720,8,750,13,12970
3,K,69,692,貸家業，貸間業,8145,44224,7811,24358,334,19866,497,1267,488,1212,9,55,2873,7686,2824,7407,49,279,760,2301,732,1921,28,380,2923,11640,2796,9365,127,2275,359,1755,332,1410,27,345,312,2143,279,1227,33,916,120,2550,97,774,23,1776,29,1731,18,106,11,1625,8,2268,1,32,7,2236,8,10085,2,195,6,9890
3,K,69,693,駐車場業,843,11257,778,2955,65,8302,53,224,51,211,2,13,309,1069,305,1050,4,19,70,251,68,235,2,16,309,3189,287,1137,22,2052,31,778,23,86,8,692,28,557,17,56,11,501,13,1448,8,51,5,1397,4,2014,1,6,3,2008,8,1176,3,57,5,1119,2,475,-,-,2,475
3,K,69,694,不動産管理業,6381,107465,6115,25087,266,82378,382,953,376,933,6,20,2666,7486,2634,7186,32,300,582,1720,568,1623,14,97,2073,16370,1982,10281,91,6089,192,2545,171,1585,21,960,178,7406,148,1883,30,5523,77,27453,36,753,41,26700,21,8431,6,60,15,8371,9,32414,1,-,8,32414,1,1780,-,-,1,1780
2,K,70,000,物品賃貸業,1271,84185,903,6974,368,77211,46,245,40,115,6,130,273,1289,260,1037,13,252,98,636,87,373,11,263,477,9681,371,3400,106,6281,86,4834,40,591,46,4243,92,11453,25,382,67,11071,48,7885,14,252,34,7633,39,15968,13,360,26,15608,38,15133,4,164,34,14969,15,16559,-,-,15,16559
3,K,70,701,各種物品賃貸業,48,15030,26,379,22,14651,1,3,1,3,-,-,5,11,5,11,-,-,1,11,1,11,-,-,13,129,11,83,2,46,3,126,3,126,-,-,3,72,1,6,2,66,3,238,1,14,2,224,3,125,3,125,-,-,7,3701,-,-,7,3701,9,10614,-,-,9,10614
3,K,70,702,産業用機械器具賃貸業,481,24648,335,2440,146,22208,12,19,11,13,1,6,91,434,88,367,3,67,42,241,38,179,4,62,193,2304,157,1395,36,909,37,1284,11,109,26,1175,38,4493,8,92,30,4401,24,2171,8,161,16,2010,12,5989,3,36,9,5953,19,5928,2,47,17,5881,1,1636,-,-,1,1636
3,K,70,703,事務用機械器具賃貸業,58,6169,39,304,19,5865,1,2,1,2,-,-,8,26,7,24,1,2,5,14,5,14,-,-,19,233,17,155,2,78,3,39,2,27,1,12,6,1023,1,35,5,988,2,113,-,-,2,113,4,1378,1,7,3,1371,3,621,1,16,2,605,3,2696,-,-,3,2696
3,K,70,704,自動車賃貸業,121,12679,95,630,26,12049,7,11,7,11,-,-,25,73,25,73,-,-,8,17,8,17,-,-,39,279,35,203,4,76,4,25,4,25,-,-,7,2054,4,22,3,2032,10,1246,4,73,6,1173,9,3906,3,86,6,3820,6,3594,1,101,5,3493,1,1450,-,-,1,1450
3,K,70,705,スポーツ・娯楽用品賃貸業,19,149,16,124,3,25,1,2,-,-,1,2,3,14,3,14,-,-,2,7,2,7,-,-,9,104,7,81,2,23,1,8,1,8,-,-,3,14,3,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,K,70,709,その他の物品賃貸業,537,25271,388,3063,149,22208,24,208,20,86,4,122,141,731,132,548,9,183,40,346,33,145,7,201,200,6598,140,1449,60,5149,37,3330,19,296,18,3034,35,3797,8,213,27,3584,8,4097,1,4,7,4093,11,4570,3,106,8,4464,3,1289,-,-,3,1289,-,-,-,-,-,-
1,L,00,000,学術研究，専門・技術サービス業,19679,456692,17389,127087,2290,329605,1803,7015,1697,5768,106,1247,5387,20740,5145,18035,242,2705,1572,8254,1474,7060,98,1194,7383,75467,6561,47738,822,27729,730,23422,493,7655,237,15767,717,54299,404,10035,313,44264,411,61256,223,7029,188,54227,203,46524,109,4318,94,42206,143,35889,81,4337,62,31552,165,116432,88,9075,77,107357
2,L,71,000,学術・開発研究機関,291,12422,243,2390,48,10032,26,60,25,59,1,1,44,182,41,172,3,10,18,109,15,83,3,26,108,952,97,672,11,280,15,286,11,197,4,89,21,924,12,392,9,532,25,1178,18,472,7,706,12,235,11,212,1,23,6,262,3,99,3,163,5,8134,-,-,5,8134
3,L,71,711,自然科学研究所,227,11715,183,1721,44,9994,21,52,20,51,1,1,30,137,27,127,3,10,14,69,12,51,2,18,84,728,74,458,10,270,12,262,9,174,3,88,17,866,9,353,8,513,17,877,10,171,7,706,11,232,10,209,1,23,6,262,3,99,3,163,5,8134,-,-,5,8134
3,L,71,712,人文・社会科学研究所,63,706,60,669,3,37,5,8,5,8,-,-,14,45,14,45,-,-,4,40,3,32,1,8,24,224,23,214,1,10,2,23,2,23,-,-,4,58,3,39,1,19,8,301,8,301,-,-,1,3,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,L,72,000,専門サービス業（他に分類されないもの）,9470,204092,8585,64446,885,139646,1127,4233,1068,3405,59,828,2524,9124,2430,7995,94,1129,793,3876,749,3349,44,527,3079,27646,2812,18968,267,8678,312,6425,240,2704,72,3721,360,21481,246,5342,114,16139,226,18728,152,4429,74,14299,123,16689,84,2850,39,13839,104,9217,70,2736,34,6481,148,82231,88,9075,60,73156
3,L,72,721,法律事務所，特許事務所,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,L,72,722,公証人役場，司法書士事務所，土地家屋調査士事務所,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,L,72,723,行政書士事務所,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,L,72,724,公認会計士事務所，税理士事務所,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,L,72,725,社会保険労務士事務所,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,L,72,726,デザイン業,2350,17270,2202,12515,148,4755,208,864,191,679,17,185,902,3190,871,3018,31,172,213,1011,205,964,8,47,789,7456,725,5415,64,2041,43,973,33,569,10,404,32,2223,24,519,8,1704,6,421,5,382,1,39,1,110,1,110,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,L,72,727,著述・芸術家業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,L,72,728,経営コンサルタント業，純粋持株会社,3176,124190,2840,28402,336,95788,416,1319,398,1208,18,111,608,2162,585,1546,23,616,242,1163,228,871,14,292,986,7355,913,4661,73,2694,126,1589,109,1048,17,541,163,7614,119,2652,44,4962,126,8795,89,1908,37,6887,91,13398,71,2212,20,11186,90,4652,65,2097,25,2555,144,74495,87,9069,57,65426
3,L,72,729,その他の専門サービス業,3944,62632,3543,23529,401,39103,503,2050,479,1518,24,532,1014,3772,974,3431,40,341,338,1702,316,1514,22,188,1304,12835,1174,8892,130,3943,143,3863,98,1087,45,2776,165,11644,103,2171,62,9473,94,9512,58,2139,36,7373,31,3181,12,528,19,2653,14,4565,5,639,9,3926,4,7736,1,6,3,7730
2,L,73,000,広告業,2361,73646,1976,20304,385,53342,185,833,167,717,18,116,353,1565,330,1346,23,219,176,1031,159,821,17,210,1119,14336,964,8004,155,6332,125,4416,90,2041,35,2375,125,11130,61,2171,64,8959,66,10636,32,1802,34,8834,24,6284,11,1145,13,5139,15,6367,5,1194,10,5173,7,15793,-,-,7,15793
3,L,73,731,広告業,2361,73646,1976,20304,385,53342,185,833,167,717,18,116,353,1565,330,1346,23,219,176,1031,159,821,17,210,1119,14336,964,8004,155,6332,125,4416,90,2041,35,2375,125,11130,61,2171,64,8959,66,10636,32,1802,34,8834,24,6284,11,1145,13,5139,15,6367,5,1194,10,5173,7,15793,-,-,7,15793
2,L,74,000,技術サービス業（他に分類されないもの）,7538,166349,6566,39764,972,126585,464,1887,436,1585,28,302,2462,9859,2340,8512,122,1347,584,3229,550,2798,34,431,3070,32423,2681,19984,389,12439,276,12287,150,2705,126,9582,210,20725,84,2091,126,18634,93,30711,20,323,73,30388,44,23316,3,111,41,23205,18,20043,3,308,15,19735,5,10274,-,-,5,10274
3,L,74,741,獣医業,491,4352,441,3079,50,1273,56,452,52,304,4,148,278,2238,252,1778,26,460,64,572,55,392,9,180,45,732,38,342,7,390,5,63,4,30,1,33,1,2,1,2,-,-,1,34,-,-,1,34,1,24,-,-,1,24,-,-,-,-,-,-,-,-,-,-,-,-
3,L,74,742,土木建築サービス業,4903,86551,4344,24261,559,62290,292,958,275,875,17,83,1465,4827,1409,4376,56,451,342,1594,329,1510,13,84,2222,20544,1985,13657,237,6887,172,8197,99,1698,73,6499,140,12815,56,1399,84,11416,51,15011,5,107,46,14904,20,12238,1,-,19,12238,8,5755,1,35,7,5720,2,3979,-,-,2,3979
3,L,74,743,機械設計業,589,21369,497,3552,92,17817,30,96,29,95,1,1,191,559,179,475,12,84,39,193,37,178,2,15,223,2701,188,1662,35,1039,40,1588,23,486,17,1102,21,4246,8,67,13,4179,13,3555,7,99,6,3456,4,1855,1,33,3,1822,2,6288,1,229,1,6059,-,-,-,-,-,-
3,L,74,744,商品・非破壊検査業,168,9891,124,1362,44,8529,5,35,4,20,1,15,37,310,35,254,2,56,12,79,11,54,1,25,75,1425,57,690,18,735,16,466,8,71,8,395,10,876,4,182,6,694,6,6609,1,41,5,6568,1,7,-,-,1,7,-,-,-,-,-,-,-,-,-,-,-,-
3,L,74,745,計量証明業,107,4811,73,586,34,4225,4,29,3,6,1,23,16,53,16,53,-,-,10,93,8,54,2,39,55,1226,40,412,15,814,11,426,4,37,7,389,2,109,-,-,2,109,5,1804,1,23,4,1781,3,1070,-,-,3,1070,-,-,-,-,-,-,-,-,-,-,-,-
3,L,74,746,写真業,697,6417,611,2971,86,3446,39,151,36,123,3,28,299,1143,279,906,20,237,69,438,64,364,5,74,223,2290,190,1265,33,1025,15,479,5,69,10,410,11,616,4,57,7,559,3,210,-,-,3,210,2,272,-,-,2,272,1,514,-,-,1,514,-,-,-,-,-,-
3,L,74,749,その他の技術サービス業,583,32958,476,3953,107,29005,38,166,37,162,1,4,176,729,170,670,6,59,48,260,46,246,2,14,227,3505,183,1956,44,1549,17,1068,7,314,10,754,25,2061,11,384,14,1677,14,3488,6,53,8,3435,13,7850,1,78,12,7772,7,7486,1,44,6,7442,3,6295,-,-,3,6295
1,M,00,000,宿泊業，飲食サービス業,17429,1257676,13804,114087,3625,1143589,1549,15104,1323,9345,226,5759,6836,62861,5963,40149,873,22712,2254,28906,1834,13103,420,15803,3552,245625,2359,26557,1193,219068,382,49327,167,2124,215,47203,323,135234,112,2542,211,132692,175,301319,28,2847,147,298472,40,73421,8,570,32,72851,40,245707,5,889,35,244818,13,78617,2,644,11,77973
2,M,75,000,宿泊業,1058,133334,713,14198,345,119136,43,990,35,405,8,585,304,3959,255,2788,49,1171,82,2095,71,661,11,1434,371,14033,246,4449,125,9584,59,5809,27,449,32,5360,70,35235,27,953,43,34282,54,31405,12,2111,42,29294,10,3281,4,522,6,2759,13,23634,3,874,10,22760,4,12001,1,634,3,11367
3,M,75,751,旅館，ホテル,885,122528,603,13406,282,109122,36,955,28,370,8,585,244,3658,213,2583,31,1075,67,1968,57,548,10,1420,314,12506,214,4120,100,8386,52,5394,23,422,29,4972,59,34026,23,904,36,33122,47,30985,11,2110,36,28875,10,3281,4,522,6,2759,12,22614,3,874,9,21740,3,6338,1,634,2,5704
