産業分類階層,大分類,中分類,小分類,分類名,東京都／事業所数（事業所）,東京都／従業者数（人）,区部／事業所数（事業所）,区部／従業者数（人）,千代田区／事業所数（事業所）,千代田区／従業者数（人）,中央区／事業所数（事業所）,中央区／従業者数（人）,港区／事業所数（事業所）,港区／従業者数（人）,新宿区／事業所数（事業所）,新宿区／従業者数（人）,文京区／事業所数（事業所）,文京区／従業者数（人）,台東区／事業所数（事業所）,台東区／従業者数（人）,墨田区／事業所数（事業所）,墨田区／従業者数（人）,江東区／事業所数（事業所）,江東区／従業者数（人）,品川区／事業所数（事業所）,品川区／従業者数（人）,目黒区／事業所数（事業所）,目黒区／従業者数（人）,大田区／事業所数（事業所）,大田区／従業者数（人）,世田谷区／事業所数（事業所）,世田谷区／従業者数（人）,渋谷区／事業所数（事業所）,渋谷区／従業者数（人）,中野区／事業所数（事業所）,中野区／従業者数（人）,杉並区／事業所数（事業所）,杉並区／従業者数（人）,豊島区／事業所数（事業所）,豊島区／従業者数（人）,北区／事業所数（事業所）,北区／従業者数（人）,荒川区／事業所数（事業所）,荒川区／従業者数（人）,板橋区／事業所数（事業所）,板橋区／従業者数（人）,練馬区／事業所数（事業所）,練馬区／従業者数（人）,足立区／事業所数（事業所）,足立区／従業者数（人）,葛飾区／事業所数（事業所）,葛飾区／従業者数（人）,江戸川区／事業所数（事業所）,江戸川区／従業者数（人）,境界未定地域／事業所数（事業所）,境界未定地域／従業者数（人）,市部／事業所数（事業所）,市部／従業者数（人）,八王子市／事業所数（事業所）,八王子市／従業者数（人）,立川市／事業所数（事業所）,立川市／従業者数（人）,武蔵野市／事業所数（事業所）,武蔵野市／従業者数（人）,三鷹市／事業所数（事業所）,三鷹市／従業者数（人）,青梅市／事業所数（事業所）,青梅市／従業者数（人）,府中市／事業所数（事業所）,府中市／従業者数（人）,昭島市／事業所数（事業所）,昭島市／従業者数（人）,調布市／事業所数（事業所）,調布市／従業者数（人）,町田市／事業所数（事業所）,町田市／従業者数（人）,小金井市／事業所数（事業所）,小金井市／従業者数（人）,小平市／事業所数（事業所）,小平市／従業者数（人）,日野市／事業所数（事業所）,日野市／従業者数（人）,東村山市／事業所数（事業所）,東村山市／従業者数（人）,国分寺市／事業所数（事業所）,国分寺市／従業者数（人）,国立市／事業所数（事業所）,国立市／従業者数（人）,福生市／事業所数（事業所）,福生市／従業者数（人）,狛江市／事業所数（事業所）,狛江市／従業者数（人）,東大和市／事業所数（事業所）,東大和市／従業者数（人）,清瀬市／事業所数（事業所）,清瀬市／従業者数（人）,東久留米市／事業所数（事業所）,東久留米市／従業者数（人）,武蔵村山市／事業所数（事業所）,武蔵村山市／従業者数（人）,多摩市／事業所数（事業所）,多摩市／従業者数（人）,稲城市／事業所数（事業所）,稲城市／従業者数（人）,羽村市／事業所数（事業所）,羽村市／従業者数（人）,あきる野市／事業所数（事業所）,あきる野市／従業者数（人）,西東京市／事業所数（事業所）,西東京市／従業者数（人）,町村部／事業所数（事業所）,町村部／従業者数（人）,西多摩郡／事業所数（事業所）,西多摩郡／従業者数（人）,瑞穂町／事業所数（事業所）,瑞穂町／従業者数（人）,日の出町／事業所数（事業所）,日の出町／従業者数（人）,檜原村／事業所数（事業所）,檜原村／従業者数（人）,奥多摩町／事業所数（事業所）,奥多摩町／従業者数（人）,島部／事業所数（事業所）,島部／従業者数（人）,大島支庁／事業所数（事業所）,大島支庁／従業者数（人）,大島町／事業所数（事業所）,大島町／従業者数（人）,利島村／事業所数（事業所）,利島村／従業者数（人）,新島村／事業所数（事業所）,新島村／従業者数（人）,神津島村／事業所数（事業所）,神津島村／従業者数（人）,三宅支庁／事業所数（事業所）,三宅支庁／従業者数（人）,三宅村／事業所数（事業所）,三宅村／従業者数（人）,御蔵島村／事業所数（事業所）,御蔵島村／従業者数（人）,八丈支庁／事業所数（事業所）,八丈支庁／従業者数（人）,八丈町／事業所数（事業所）,八丈町／従業者数（人）,青ヶ島村／事業所数（事業所）,青ヶ島村／従業者数（人）,小笠原支庁／事業所数（事業所）,小笠原支庁／従業者数（人）,小笠原村／事業所数（事業所）,小笠原村／従業者数（人）
3,E,21,211,ガラス・同製品製造業,290,3980,252,3599,4,1559,3,103,1,21,2,4,5,16,12,41,39,520,57,263,11,49,1,1,14,181,4,10,-,-,3,10,-,-,5,34,7,24,8,48,10,286,3,5,11,127,20,82,32,215,-,-,38,381,5,21,-,-,1,1,2,3,4,58,1,2,4,212,5,17,3,14,-,-,1,2,1,1,-,-,1,1,-,-,1,1,-,-,1,3,1,1,-,-,2,19,1,2,-,-,2,17,1,1,1,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,21,212,セメント・同製品製造業,176,2596,104,1666,4,88,5,80,7,157,2,83,2,112,-,-,1,39,13,182,4,36,1,20,11,92,7,117,-,-,2,31,2,21,5,49,1,9,5,24,7,114,6,110,9,129,4,91,6,82,-,-,56,708,11,104,4,27,1,16,2,12,4,49,5,82,1,10,6,46,1,5,1,9,2,38,2,37,1,64,-,-,-,-,1,30,-,-,1,2,1,2,3,22,3,16,-,-,4,44,-,-,2,93,-,-,16,222,8,160,2,62,6,98,-,-,-,-,8,62,4,21,-,-,1,6,2,7,1,8,2,16,2,16,-,-,2,25,2,25,-,-,-,-,-,-
3,E,21,213,建設用粘土製品製造業（陶磁器製を除く）,3,6,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,1,3,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,21,214,陶磁器・同関連製品製造業,35,146,22,107,-,-,2,14,-,-,-,-,-,-,1,7,4,7,-,-,2,3,1,2,3,17,1,3,-,-,-,-,-,-,-,-,-,-,-,-,3,10,1,2,-,-,2,24,2,18,-,-,12,38,2,16,-,-,-,-,-,-,2,3,-,-,1,2,-,-,1,1,-,-,-,-,-,-,1,3,1,5,-,-,-,-,-,-,1,2,-,-,1,2,-,-,-,-,-,-,-,-,2,4,-,-,1,1,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1
3,E,21,215,耐火物製造業,10,190,9,184,-,-,1,67,1,90,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,13,-,-,-,-,1,4,2,9,-,-,1,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,21,216,炭素・黒鉛製品製造業,9,38,9,38,-,-,-,-,-,-,-,-,1,10,1,2,-,-,2,5,2,8,-,-,2,7,1,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,21,217,研磨材・同製品製造業,35,261,32,207,1,6,1,1,-,-,-,-,-,-,1,2,3,11,1,18,3,47,2,4,6,22,-,-,-,-,1,-,1,4,1,2,-,-,3,24,4,44,1,8,1,3,-,-,2,11,-,-,3,54,1,5,1,46,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,21,218,骨材・石工品等製造業,76,779,35,282,3,29,-,-,5,72,1,3,-,-,2,42,1,2,2,7,1,3,1,2,5,48,-,-,1,1,1,11,3,5,-,-,-,-,-,-,2,17,1,8,1,5,1,2,4,25,-,-,37,448,11,154,2,42,1,4,1,1,4,130,2,3,-,-,2,14,2,12,-,-,3,23,2,10,-,-,-,-,-,-,-,-,-,-,1,6,-,-,-,-,-,-,-,-,2,14,-,-,4,35,-,-,4,49,3,39,1,14,1,7,1,18,-,-,1,10,1,10,-,-,-,-,1,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,21,219,その他の窯業・土石製品製造業,46,513,33,316,4,17,3,31,-,-,1,2,5,11,2,3,-,-,2,50,1,115,-,-,1,4,-,-,-,-,1,4,1,1,1,3,3,6,1,3,2,16,-,-,1,26,1,1,3,23,-,-,10,68,4,28,-,-,-,-,-,-,3,28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,7,-,-,-,-,-,-,1,3,-,-,3,129,3,129,1,56,1,37,-,-,1,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,E,22,000,鉄鋼業,495,8045,441,7397,14,3066,21,291,13,228,2,3,2,6,4,18,50,371,48,741,9,28,2,21,87,640,2,8,-,-,-,-,5,29,6,130,9,88,7,27,18,841,4,6,29,270,34,118,75,467,-,-,44,519,6,28,1,18,1,2,2,12,16,121,1,4,4,42,2,20,2,14,-,-,1,4,1,5,1,1,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,6,2,235,1,3,-,-,10,129,10,129,9,121,1,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,22,220,管理，補助的経済活動を行う事業所,34,3336,34,3336,8,2887,10,180,3,134,1,1,1,5,1,14,3,16,3,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,69,1,7,-,-,1,2,-,-,-,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,22,221,製鉄業,5,52,4,48,-,-,2,40,1,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,4,-,-,-,-,-,-,-,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,22,222,製鋼・製鋼圧延業,1,145,1,145,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,145,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,22,223,製鋼を行わない鋼材製造業（表面処理鋼材を除く）,23,1342,20,1119,1,90,1,17,1,-,-,-,-,-,-,-,1,216,1,56,1,4,-,-,3,37,-,-,-,-,-,-,-,-,1,4,-,-,-,-,5,667,-,-,1,5,1,1,3,22,-,-,3,223,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,221,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,22,224,表面処理鋼材製造業,3,25,3,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,19,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,22,225,鉄素形材製造業,81,784,77,734,2,38,4,14,3,78,-,-,1,1,1,1,4,17,8,31,-,-,-,-,27,297,2,8,-,-,-,-,1,2,1,51,1,11,-,-,3,5,1,2,4,14,4,32,10,132,-,-,3,35,1,6,-,-,-,-,-,-,1,2,-,-,1,27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,15,1,15,1,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,22,229,その他の鉄鋼業,348,2361,302,1990,3,51,4,40,5,11,1,2,-,-,2,3,42,122,36,636,8,24,1,2,56,303,-,-,-,-,-,-,3,24,3,6,7,70,7,27,9,167,3,4,23,106,28,82,61,310,-,-,37,257,5,22,1,18,1,2,2,12,14,115,1,4,3,15,2,20,1,13,-,-,1,4,1,5,-,-,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,6,1,14,1,3,-,-,9,114,9,114,8,106,1,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,E,23,000,非鉄金属製造業,578,7909,490,6619,14,2912,3,18,7,552,8,98,3,8,19,66,57,184,13,193,32,422,8,48,96,553,9,48,2,6,2,80,1,2,7,36,13,63,25,83,42,294,11,261,39,224,49,182,28,188,2,98,82,1189,21,257,1,4,-,-,2,4,3,43,10,404,4,33,3,5,5,35,-,-,2,25,4,71,3,19,-,-,-,-,1,8,2,26,2,9,-,-,3,18,3,8,1,1,5,12,3,55,2,149,2,3,6,101,6,101,6,101,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,23,230,管理，補助的経済活動を行う事業所,40,1801,38,1767,5,731,2,15,5,548,2,44,-,-,1,19,-,-,-,-,4,247,1,2,3,14,-,-,-,-,-,-,-,-,2,8,1,6,1,1,4,11,2,11,2,8,-,-,2,10,1,92,2,34,-,-,-,-,-,-,-,-,1,33,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,23,231,非鉄金属第１次製錬・精製業,8,910,8,910,5,898,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-,1,4,1,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,23,232,非鉄金属第２次製錬・精製業（非鉄金属合金製造業を含む）,84,695,73,336,-,-,-,-,-,-,1,1,-,-,7,19,16,54,1,3,1,1,1,1,9,72,3,14,-,-,-,-,-,-,-,-,1,4,3,5,4,34,1,2,10,31,11,20,4,75,-,-,9,339,2,4,-,-,-,-,-,-,-,-,2,282,-,-,1,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,9,1,2,-,-,-,-,-,-,1,41,-,-,2,20,2,20,2,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,23,233,非鉄金属・同合金圧延業（抽伸，押出しを含む）,115,1920,106,1882,2,1127,-,-,-,-,1,15,1,5,4,9,18,50,5,121,7,23,2,5,17,92,1,2,-,-,-,-,-,-,1,3,2,20,6,16,7,76,3,165,7,73,15,49,7,31,-,-,8,32,2,9,-,-,-,-,1,3,-,-,-,-,2,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,5,-,-,-,-,-,-,-,-,1,2,1,2,-,-,-,-,1,6,1,6,1,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,23,234,電線・ケーブル製造業,74,885,45,522,2,156,-,-,1,2,-,-,1,2,-,-,3,6,1,10,7,79,3,24,12,82,3,23,-,-,-,-,-,-,1,1,2,7,-,-,4,53,2,66,2,6,1,5,-,-,-,-,28,357,9,159,1,4,-,-,-,-,-,-,2,70,1,19,-,-,4,32,-,-,1,21,1,1,1,6,-,-,-,-,1,8,1,24,-,-,-,-,-,-,-,-,1,1,3,9,-,-,-,-,2,3,1,6,1,6,1,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,23,235,非鉄金属素形材製造業,173,1283,149,854,-,-,1,3,-,-,-,-,-,-,3,5,12,54,4,31,8,54,1,16,42,247,-,-,2,6,1,78,1,2,1,3,5,18,9,38,17,97,3,17,14,64,14,64,11,57,-,-,22,360,3,43,-,-,-,-,-,-,1,4,4,49,1,3,2,5,-,-,-,-,-,-,2,69,2,13,-,-,-,-,-,-,-,-,1,4,-,-,2,9,2,6,-,-,-,-,1,47,1,108,-,-,2,69,2,69,2,69,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,23,239,その他の非鉄金属製造業,84,415,71,348,-,-,-,-,1,2,4,38,1,1,4,14,8,20,2,28,5,18,-,-,13,46,2,9,-,-,1,2,-,-,2,21,2,8,6,23,5,21,-,-,4,42,8,44,3,11,-,-,13,67,5,42,-,-,-,-,1,1,1,6,1,2,-,-,-,-,1,3,-,-,1,4,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,1,1,1,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,E,24,000,金属製品製造業,5559,40175,4788,34180,37,1684,51,819,68,427,34,377,56,422,190,890,548,2552,184,3918,220,2683,61,342,903,6081,55,258,19,212,26,158,26,121,44,301,98,507,270,1352,195,1588,56,334,520,2924,616,3371,511,2859,-,-,663,5293,151,1003,20,152,8,25,24,199,68,561,28,169,37,365,24,220,56,463,6,10,17,88,9,49,20,116,6,60,2,7,16,94,10,70,10,86,4,14,16,110,44,507,8,23,22,415,18,209,28,211,11,67,108,702,107,701,98,674,5,9,1,4,3,14,1,1,-,-,-,-,-,-,-,-,-,-,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-
3,E,24,240,管理，補助的経済活動を行う事業所,219,3673,207,3639,15,485,15,159,6,39,5,94,16,83,13,117,19,133,7,133,10,1459,-,-,17,163,4,15,2,4,2,7,-,-,5,12,4,25,14,99,7,461,6,35,13,32,18,64,9,20,-,-,12,34,3,14,-,-,-,-,-,-,3,5,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,5,-,-,1,7,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,24,241,ブリキ缶・その他のめっき板等製品製造業,33,271,32,269,1,16,-,-,1,8,1,6,1,4,4,34,8,53,-,-,-,-,-,-,1,9,-,-,-,-,-,-,-,-,1,14,-,-,1,2,-,-,-,-,2,26,5,56,6,41,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,24,242,洋食器・刃物・手道具・金物類製造業,594,3311,547,2951,3,31,7,30,6,61,3,15,3,6,56,188,78,321,26,232,20,75,6,32,39,346,2,6,2,5,1,2,4,22,7,34,10,57,41,188,24,157,6,40,74,334,74,453,55,316,-,-,40,332,4,5,1,1,-,-,3,16,1,58,1,2,1,4,4,16,7,51,3,3,1,6,-,-,3,44,2,50,-,-,1,2,-,-,1,42,-,-,2,18,1,1,1,3,2,6,-,-,-,-,1,4,7,28,7,28,6,26,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,24,243,暖房・調理等装置，配管工事用附属品製造業,167,1683,156,1586,3,24,5,451,4,38,3,42,1,5,3,21,8,64,4,39,9,99,-,-,37,325,3,21,1,1,2,5,1,8,3,15,5,65,14,106,6,31,2,26,10,56,16,88,16,56,-,-,10,90,2,6,-,-,-,-,-,-,1,3,-,-,-,-,-,-,2,11,-,-,-,-,-,-,-,-,-,-,1,6,1,41,-,-,1,1,-,-,1,5,1,17,-,-,-,-,-,-,-,-,-,-,1,7,1,7,-,-,-,-,-,-,1,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,24,244,建設用・建築用金属製品製造業（製缶板金業を含む）,1434,12056,1143,10379,8,1094,13,111,18,107,8,149,19,197,30,262,105,433,67,3139,28,178,11,64,235,1240,20,104,7,167,8,42,7,39,9,99,21,98,52,225,44,240,16,96,113,740,107,560,197,995,-,-,246,1459,68,436,12,64,4,9,6,27,25,182,17,81,11,48,8,29,14,148,-,-,6,23,2,13,5,19,2,7,-,-,7,24,2,14,2,3,3,13,5,16,10,35,5,13,6,55,9,52,14,129,3,19,45,218,45,218,41,210,3,6,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,24,245,金属素形材製品製造業,927,4878,789,3776,2,9,1,2,3,29,4,33,1,75,20,52,116,475,14,57,51,262,7,23,153,788,11,38,3,10,2,6,3,7,2,4,16,38,52,298,25,128,8,23,95,441,141,676,59,302,-,-,114,878,26,153,2,11,-,-,6,35,16,156,6,34,5,39,3,41,11,107,-,-,1,3,3,27,2,4,1,2,1,1,5,16,1,4,2,8,-,-,3,38,6,35,-,-,4,39,3,94,6,28,1,3,24,224,24,224,23,223,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,24,246,金属被覆・彫刻業，熱処理業（ほうろう鉄器を除く）,1067,8034,901,6076,2,9,6,32,8,35,6,25,6,21,50,172,87,537,21,139,42,285,18,119,198,1717,5,34,1,6,9,93,4,12,8,53,25,148,61,251,43,350,8,37,108,631,115,850,70,520,-,-,148,1846,28,310,4,74,-,-,8,119,11,72,2,42,14,126,5,81,14,91,2,4,3,23,4,9,6,34,1,1,-,-,1,9,1,24,3,31,-,-,2,29,23,396,2,7,5,299,3,21,3,13,3,31,18,112,17,111,17,111,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-
3,E,24,247,金属線製品製造業（ねじ類を除く）,112,487,106,463,-,-,1,11,1,3,-,-,2,3,3,5,12,43,15,42,7,39,-,-,9,44,-,-,-,-,1,1,-,-,1,1,3,18,8,53,3,8,2,20,15,90,10,37,13,45,-,-,5,20,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,5,-,-,-,-,-,-,1,7,-,-,-,-,-,-,-,-,-,-,1,4,1,4,-,-,-,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,24,248,ボルト・ナット・リベット・小ねじ・木ねじ等製造業,407,2370,374,2129,2,14,1,13,13,25,-,-,2,4,4,14,56,221,8,47,25,121,13,78,72,573,3,20,1,16,-,-,-,-,2,6,3,11,13,79,7,36,3,13,46,310,69,248,31,280,-,-,29,209,3,10,-,-,2,6,1,2,5,52,1,8,2,58,1,1,3,5,-,-,2,3,-,-,1,4,-,-,-,-,1,2,1,7,1,1,-,-,-,-,-,-,-,-,1,1,1,13,3,36,-,-,4,32,4,32,3,27,-,-,-,-,1,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,24,249,その他の金属製品製造業,599,3412,533,2912,1,2,2,10,8,82,4,13,5,24,7,25,59,272,22,90,28,165,6,26,142,876,7,20,2,3,1,2,7,33,6,63,11,47,14,51,36,177,5,44,44,264,61,339,55,284,-,-,58,423,16,66,1,2,2,10,-,-,6,33,1,2,3,88,3,52,2,44,1,3,4,30,-,-,3,11,-,-,-,-,-,-,4,16,-,-,-,-,2,3,1,11,-,-,3,8,2,29,2,5,2,10,8,77,8,77,8,77,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,E,25,000,はん用機械器具製造業,1382,18832,1149,13851,21,823,25,1112,35,1181,8,124,8,275,19,396,52,307,48,1918,88,1217,23,213,368,2938,28,415,8,98,4,20,11,31,19,216,29,145,31,273,55,406,17,103,87,557,48,359,117,724,-,-,216,4855,37,559,9,118,1,18,7,227,22,118,16,1169,8,46,9,169,20,246,4,275,7,166,4,19,9,404,3,8,-,-,1,16,3,27,2,14,3,14,10,52,12,86,3,5,10,44,6,718,2,19,8,318,17,126,17,126,13,82,3,39,-,-,1,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
