地域階層,地域コード,地域,産業分類階層,産業コード,産業小分類,事業所数,従業者数（送出者を除く）／総数（人）,従業者数（送出者を除く）／うち男（人）,個人業主及び無給家族従業者／総数（人）,個人業主及び無給家族従業者／うち男（人）,常用労働者／常用雇用者／正社員・正職員等／総数（人）,常用労働者／常用雇用者／正社員・正職員等／うち男（人）,常用労働者／常用雇用者／ﾊﾟｰﾄ・ｱﾙﾊﾞｲﾄ等／総数（人）,常用労働者／常用雇用者／ﾊﾟｰﾄ・ｱﾙﾊﾞｲﾄ等／うち男（人）,常用労働者／出向・派遣受入者／総数（人）,常用労働者／出向・派遣受入者／うち男（人）,臨時雇用者／総数（人）,臨時雇用者／うち男（人）,現金給与総額（万円）,原材料使用額等（万円）,製造品出荷額等／総額（万円）,製造品出荷額等／うち製造品出荷額（万円）,製造品出荷額等／うち加工賃収入額（万円）,付加価値額（29人以下は粗付加価値額）（万円）,粗付加価値額（万円）
2,13108,江東区,1,130,家具・装備品製造業,13,173,135,2,2,146,119,25,14,-,-,2,1,75027,226528,398835,213288,4321,159036,159593
2,13108,江東区,2,131,家具製造業,10,149,115,2,2,124,99,23,14,-,-,2,1,65739,196340,346372,160825,4321,138410,138967
2,13108,江東区,2,133,建具製造業,2,10,7,-,-,9,7,1,-,-,-,-,-,x,x,x,x,-,x,x
2,13108,江東区,2,139,その他の家具・装備品製造業,1,14,13,-,-,13,13,1,-,-,-,-,-,x,x,x,x,-,x,x
2,13108,江東区,1,140,パルプ・紙・紙加工品製造業,34,405,265,-,-,307,230,89,31,9,4,3,1,152539,441548,729353,438993,117156,266474,268784
2,13108,江東区,2,142,紙製造業,1,66,46,-,-,55,41,2,1,9,4,-,-,x,x,x,x,x,x,x
2,13108,江東区,2,143,加工紙製造業,2,28,18,-,-,22,18,6,-,-,-,-,-,x,x,x,x,x,x,x
2,13108,江東区,2,144,紙製品製造業,11,97,55,-,-,60,41,37,14,-,-,-,-,30575,55473,105463,82188,23275,46287,46287
2,13108,江東区,2,145,紙製容器製造業,14,139,88,-,-,105,75,34,13,-,-,3,1,50216,101853,197358,180005,17353,88429,88429
2,13108,江東区,2,149,その他のパルプ・紙・紙加工品製造業,6,75,58,-,-,65,55,10,3,-,-,-,-,31432,48001,108327,70360,24646,55295,55971
2,13108,江東区,1,150,印刷・同関連業,167,3135,2430,3,3,2689,2149,370,215,114,104,16,10,1565696,2742556,6532788,4302025,2073304,3278882,3523882
2,13108,江東区,2,151,印刷業,118,2711,2129,1,1,2329,1880,308,185,113,103,14,8,1408484,2626907,6143756,4192257,1794536,3025732,3270732
2,13108,江東区,2,152,製版業,8,105,82,-,-,103,81,3,2,-,-,-,-,45555,38914,128127,108619,19327,82622,82622
2,13108,江東区,2,153,製本業、印刷物加工業,41,319,219,2,2,257,188,59,28,1,1,2,2,111657,76735,260905,1149,259441,170528,170528
2,13108,江東区,1,160,化学工業,7,504,295,-,-,446,270,28,11,30,14,1,-,321102,776585,3511024,3453458,-,2420321,2538906
2,13108,江東区,2,162,無機化学工業製品製造業,2,37,32,-,-,35,30,1,1,1,1,-,-,x,x,x,x,-,x,x
2,13108,江東区,2,164,油脂加工製品・石けん・合成洗剤・界面活性剤・塗料製造業,2,44,33,-,-,35,29,9,4,-,-,1,-,x,x,x,x,-,x,x
2,13108,江東区,2,165,医薬品製造業,2,354,196,-,-,319,181,15,6,20,9,-,-,x,x,x,x,-,x,x
2,13108,江東区,2,166,化粧品・歯磨・その他の化粧用調整品製造業,1,69,34,-,-,57,30,3,-,9,4,-,-,x,x,x,x,-,x,x
2,13108,江東区,1,170,石油製品・石炭製品製造業,3,69,54,-,-,63,49,4,4,2,1,1,1,x,x,x,x,-,x,x
2,13108,江東区,2,174,舗装材料製造業,3,69,54,-,-,63,49,4,4,2,1,1,1,x,x,x,x,-,x,x
2,13108,江東区,1,180,プラスチック製品製造業（別掲を除く）,19,282,156,-,-,199,137,81,18,2,1,4,-,121578,385609,616572,426582,51787,205198,215930
2,13108,江東区,2,181,プラスチック板・棒・管・継手・異形押出製品製造業,2,50,22,-,-,28,19,22,3,-,-,-,-,x,x,x,x,-,x,x
2,13108,江東区,2,182,プラスチックフィルム・シート・床材・合成皮革製造業,1,14,5,-,-,8,4,6,1,-,-,-,-,x,x,x,x,x,x,x
2,13108,江東区,2,183,工業用プラスチック製品製造業,2,18,7,-,-,9,5,7,1,2,1,-,-,x,x,x,x,x,x,x
2,13108,江東区,2,184,発泡・強化プラスチック製品製造業,3,34,22,-,-,31,21,3,1,-,-,-,-,13662,35786,65702,49944,13408,27700,27700
2,13108,江東区,2,185,プラスチック成形材料製造業（廃プラスチックを含む）,2,38,30,-,-,38,30,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13108,江東区,2,189,その他のプラスチック製品製造業,9,128,70,-,-,85,58,43,12,-,-,4,-,50549,119594,239454,206394,30759,105755,111883
2,13108,江東区,1,190,ゴム製品製造業,6,58,40,-,-,44,36,14,4,-,-,2,1,27394,40261,81162,77292,3605,37872,37872
2,13108,江東区,2,193,ゴムベルト・ゴムホース・工業用ゴム製品製造業,6,58,40,-,-,44,36,14,4,-,-,2,1,27394,40261,81162,77292,3605,37872,37872
2,13108,江東区,1,200,なめし革・同製品・毛皮製造業,2,14,7,-,-,11,7,3,-,-,-,-,-,x,x,x,x,-,x,x
2,13108,江東区,2,207,袋物製造業,2,14,7,-,-,11,7,3,-,-,-,-,-,x,x,x,x,-,x,x
2,13108,江東区,1,210,窯業・土石製品製造業,22,385,313,-,-,305,265,61,30,24,23,6,5,230520,1378995,2358916,2318161,11721,900379,907882
2,13108,江東区,2,211,ガラス・同製品製造業,9,111,76,-,-,92,69,20,8,-,-,2,2,x,x,x,x,x,x,x
2,13108,江東区,2,212,セメント・同製品製造業,11,220,203,-,-,182,169,18,15,24,23,3,3,162844,1283332,2093775,2085388,-,746143,750477
2,13108,江東区,2,217,研磨材・同製品製造業,1,17,14,-,-,12,11,5,3,-,-,1,-,x,x,x,x,-,x,x
2,13108,江東区,2,219,その他の窯業・土石製品製造業,1,37,20,-,-,19,16,18,4,-,-,-,-,x,x,x,x,x,x,x
2,13108,江東区,1,220,鉄鋼業,14,285,246,-,-,274,242,10,4,1,-,3,3,125679,1211193,1608528,1461597,81752,348539,367257
2,13108,江東区,2,229,その他の鉄鋼業,14,285,246,-,-,274,242,10,4,1,-,3,3,125679,1211193,1608528,1461597,81752,348539,367257
2,13108,江東区,1,230,非鉄金属製造業,5,144,113,-,-,138,113,7,1,-,-,1,-,96770,449645,875401,793356,82045,430057,396492
2,13108,江東区,2,233,非鉄金属・同合金圧延業（抽伸、押出しを含む）,3,107,86,-,-,105,86,3,1,-,-,-,-,x,x,x,x,x,x,x
2,13108,江東区,2,234,電線・ケーブル製造業,1,11,4,-,-,7,4,4,-,-,-,1,-,x,x,x,-,x,x,x
2,13108,江東区,2,239,その他の非鉄金属製造業,1,26,23,-,-,26,23,-,-,-,-,-,-,x,x,x,-,x,x,x
2,13108,江東区,1,240,金属製品製造業,55,608,478,2,2,533,437,67,34,7,6,3,3,244795,722820,1264751,1086735,155355,472732,502443
2,13108,江東区,2,242,洋食器・刃物・手道具・金物類製造業,9,184,138,-,-,169,132,15,6,-,-,-,-,76165,381865,595834,592166,3308,168753,198548
2,13108,江東区,2,244,建設用・建築用金属製品製造業（製缶板金業を含む),25,289,241,1,1,256,223,26,12,7,6,2,2,120036,285471,514350,402498,89551,211981,211897
2,13108,江東区,2,245,金属素形材製品製造業,3,26,20,-,-,25,20,1,-,-,-,-,-,9990,19019,37964,36164,1800,17542,17542
2,13108,江東区,2,246,金属被覆・彫刻業、熱処理業（ほうろう鉄器を除く）,4,26,18,1,1,19,15,6,2,-,-,-,-,6629,2642,18493,8693,9800,14929,14929
2,13108,江東区,2,247,金属線製品製造業（ねじ類を除く),3,13,9,-,-,13,9,-,-,-,-,-,-,5108,10854,15180,5150,10030,4006,4006
2,13108,江東区,2,248,ボルト・ナット・リベット・小ねじ・木ねじ等製造業,4,26,19,-,-,18,15,8,4,-,-,-,-,7960,12040,27588,27588,-,14397,14397
2,13108,江東区,2,249,その他の金属製品製造業,7,44,33,-,-,33,23,11,10,-,-,1,1,18907,10929,55342,14476,40866,41124,41124
2,13108,江東区,1,250,はん用機械器具製造業,9,112,94,-,-,97,83,14,11,1,-,-,-,49531,121135,234069,152992,38996,105049,104647
2,13108,江東区,2,251,ボイラ・原動機製造業,1,18,15,-,-,15,13,3,2,-,-,-,-,x,x,x,-,x,x,x
2,13108,江東区,2,253,一般産業用機械・装置製造業,4,33,26,-,-,31,26,2,-,-,-,-,-,x,x,x,x,x,x,x
2,13108,江東区,2,259,その他のはん用機械・同部分品製造業,4,61,53,-,-,51,44,9,9,1,-,-,-,29580,85414,144813,103307,9425,55480,55078
2,13108,江東区,1,260,生産用機械器具製造業,17,224,170,1,1,146,110,28,13,49,46,-,-,90440,230721,444659,422713,17839,190972,201748
2,13108,江東区,2,262,建設機械・鉱山機械製造業,1,6,5,-,-,4,4,2,1,-,-,-,-,x,x,x,x,x,x,x
2,13108,江東区,2,264,生活関連産業用機械製造業,3,26,19,1,1,19,16,6,2,-,-,-,-,10934,12074,32091,19551,11824,18534,18534
2,13108,江東区,2,265,基礎素材産業用機械製造業,3,69,63,-,-,18,15,2,2,49,46,-,-,20157,128327,186535,186535,-,46760,57536
2,13108,江東区,2,266,金属加工機械製造業,1,7,4,-,-,5,4,2,-,-,-,-,-,x,x,x,x,x,x,x
2,13108,江東区,2,267,半導体・フラットパネルディスプレイ製造装置製造業,1,15,10,-,-,14,10,1,-,-,-,-,-,x,x,x,x,x,x,x
2,13108,江東区,2,269,その他の生産用機械・同部分品製造業,8,101,69,-,-,86,61,15,8,-,-,-,-,48140,76694,192394,191194,-,107148,107148
2,13108,江東区,1,270,業務用機械器具製造業,5,131,96,-,-,99,82,32,14,-,-,-,-,47852,177650,284359,258228,20974,96575,99031
2,13108,江東区,2,271,事務用機械器具製造業,1,7,5,-,-,7,5,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13108,江東区,2,273,計量器・測定器・分析機器・試験機・測量機械器具・理化学機械器具製造業,1,34,27,-,-,33,27,1,-,-,-,-,-,x,x,x,x,x,x,x
2,13108,江東区,2,274,医療用機械器具・医療用品製造業,3,90,64,-,-,59,50,31,14,-,-,-,-,x,x,x,x,x,x,x
2,13108,江東区,1,280,電子部品・デバイス・電子回路製造業,1,47,27,-,-,37,27,7,-,3,-,-,-,x,x,x,x,-,x,x
2,13108,江東区,2,282,電子部品製造業,1,47,27,-,-,37,27,7,-,3,-,-,-,x,x,x,x,-,x,x
2,13108,江東区,1,290,電気機械器具製造業,10,135,110,-,-,127,104,8,6,-,-,2,1,60141,157277,263747,224753,20198,95220,98658
2,13108,江東区,2,291,発電用・送電用・配電用電気機械器具製造業,5,90,74,-,-,86,72,4,2,-,-,-,-,38222,73515,139763,129926,3073,57977,61415
2,13108,江東区,2,292,産業用電気機械器具製造業,1,9,7,-,-,7,5,2,2,-,-,-,-,x,x,x,x,x,x,x
2,13108,江東区,2,293,民生用電気機械器具製造業,2,25,20,-,-,24,19,1,1,-,-,-,-,x,x,x,x,-,x,x
2,13108,江東区,2,294,電球・電気照明器具製造業,1,4,2,-,-,4,2,-,-,-,-,-,-,x,x,x,-,x,x,x
2,13108,江東区,2,297,電気計測器製造業,1,7,7,-,-,6,6,1,1,-,-,2,1,x,x,x,x,x,x,x
2,13108,江東区,1,300,情報通信機械器具製造業,2,33,24,-,-,24,21,9,3,-,-,-,-,x,x,x,x,-,x,x
2,13108,江東区,2,302,映像・音響機械器具製造業,1,22,13,-,-,13,10,9,3,-,-,-,-,x,x,x,x,-,x,x
2,13108,江東区,2,303,電子計算機・同附属装置製造業,1,11,11,-,-,11,11,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13108,江東区,1,310,輸送用機械器具製造業,8,146,126,-,-,129,114,9,4,8,8,-,-,75675,238549,429888,x,32107,124535,177079
2,13108,江東区,2,311,自動車・同附属品製造業,1,19,17,-,-,17,15,2,2,-,-,-,-,x,x,x,x,x,x,x
2,13108,江東区,2,312,鉄道車両・同部分品製造業,2,40,38,-,-,32,30,-,-,8,8,-,-,x,x,x,x,x,x,x
2,13108,江東区,2,313,船舶製造・修理業、舶用機関製造業,3,69,58,-,-,66,58,3,-,-,-,-,-,44368,205675,340111,336653,3458,71847,124391
2,13108,江東区,2,315,産業用運搬車両・同部分品・附属品製造業,1,6,5,-,-,6,5,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13108,江東区,2,319,その他の輸送用機械器具製造業,1,12,8,-,-,8,6,4,2,-,-,-,-,x,x,x,x,-,x,x
2,13108,江東区,1,320,その他の製造業,12,105,55,1,1,88,49,18,5,-,-,4,1,37614,88705,239517,212721,137,139944,139944
2,13108,江東区,2,321,貴金属・宝石製品製造業,2,15,3,-,-,15,3,2,-,-,-,-,-,x,x,x,x,-,x,x
2,13108,江東区,2,322,装身具・装飾品・ボタン・同関連品製造業（貴金属・宝石製を除く）,1,4,3,1,1,3,2,-,-,-,-,-,-,x,x,x,x,x,x,x
2,13108,江東区,2,325,がん具・運動用具製造業,1,10,4,-,-,8,4,2,-,-,-,-,-,x,x,x,x,-,x,x
2,13108,江東区,2,326,ペン・鉛筆・絵画用品・その他の事務用品製造業,1,7,4,-,-,4,3,3,1,-,-,1,-,x,x,x,x,-,x,x
2,13108,江東区,2,328,畳等生活雑貨製品製造業,2,18,8,-,-,18,8,-,-,-,-,-,-,x,x,x,x,x,x,x
2,13108,江東区,2,329,他に分類されない製造業,5,51,33,-,-,40,29,11,4,-,-,3,1,16480,58282,108752,92128,-,46731,46731
2,13109,品川区,0,000,総数,352,5678,4159,8,5,4764,3730,812,361,111,79,25,16,2513011,4732262,9705864,7869756,1281709,4486604,4640710
2,13109,品川区,1,090,食料品製造業,16,256,134,-,-,144,108,111,25,1,1,1,1,68150,163350,284503,283999,384,109206,112247
2,13109,品川区,2,091,畜産食料品製造業,2,84,48,-,-,40,37,44,11,-,-,-,-,x,x,x,x,-,x,x
2,13109,品川区,2,092,水産食料品製造業,3,35,25,-,-,28,21,7,4,-,-,1,1,15522,52619,86059,85939,-,30963,30963
2,13109,品川区,2,097,パン・菓子製造業,3,52,17,-,-,25,14,27,3,-,-,-,-,x,x,x,x,-,x,x
2,13109,品川区,2,099,その他の食料品製造業,8,85,44,-,-,51,36,33,7,1,1,-,-,18391,20792,56273,55889,384,30588,32853
2,13109,品川区,1,100,飲料・たばこ・飼料製造業,1,6,2,-,-,3,1,3,1,-,-,-,-,x,x,x,x,x,x,x
2,13109,品川区,2,101,清涼飲料製造業,1,6,2,-,-,3,1,3,1,-,-,-,-,x,x,x,x,x,x,x
2,13109,品川区,1,110,繊維工業,3,33,8,1,-,12,7,20,1,-,-,-,-,6472,3241,13361,10161,x,9371,9371
2,13109,品川区,2,112,織物業,1,14,-,1,-,3,-,10,-,-,-,-,-,x,x,x,x,-,x,x
2,13109,品川区,2,116,外衣・シャツ製造業（和式を除く）,2,19,8,-,-,9,7,10,1,-,-,-,-,x,x,x,x,x,x,x
2,13109,品川区,1,130,家具・装備品製造業,2,31,21,-,-,28,20,3,1,-,-,-,-,x,x,x,x,-,x,x
2,13109,品川区,2,131,家具製造業,2,31,21,-,-,28,20,3,1,-,-,-,-,x,x,x,x,-,x,x
2,13109,品川区,1,140,パルプ・紙・紙加工品製造業,6,59,47,-,-,39,34,20,13,-,-,-,-,18830,36281,84690,74947,8387,44837,44837
2,13109,品川区,2,145,紙製容器製造業,5,55,44,-,-,35,31,20,13,-,-,-,-,x,x,x,x,x,x,x
2,13109,品川区,2,149,その他のパルプ・紙・紙加工品製造業,1,4,3,-,-,4,3,-,-,-,-,-,-,x,x,x,x,x,x,x
2,13109,品川区,1,150,印刷・同関連業,56,736,556,1,1,655,514,69,34,11,7,3,3,296249,393794,976109,801654,167905,523758,539530
2,13109,品川区,2,151,印刷業,44,555,416,-,-,493,387,57,26,5,3,-,-,212042,326644,788378,699189,84033,415640,427882
2,13109,品川区,2,152,製版業,4,108,80,-,-,99,75,3,1,6,4,-,-,55869,58552,126022,102465,23557,58942,62472
2,13109,品川区,2,153,製本業、印刷物加工業,8,73,60,1,1,63,52,9,7,-,-,3,3,28338,8598,61709,-,60315,49176,49176
2,13109,品川区,1,160,化学工業,7,375,198,-,-,287,179,78,17,10,2,2,2,163587,415844,943090,827958,90870,449549,490325
2,13109,品川区,2,164,油脂加工製品・石けん・合成洗剤・界面活性剤・塗料製造業,1,18,12,-,-,15,11,3,1,-,-,-,-,x,x,x,x,x,x,x
2,13109,品川区,2,165,医薬品製造業,2,189,111,-,-,143,95,43,15,3,1,2,2,x,x,x,x,x,x,x
2,13109,品川区,2,166,化粧品・歯磨・その他の化粧用調整品製造業,4,168,75,-,-,129,73,32,1,7,1,-,-,65827,264981,609471,605145,-,304403,321395
2,13109,品川区,1,180,プラスチック製品製造業（別掲を除く）,36,534,363,2,-,420,310,121,62,3,2,2,1,220189,379484,792566,711168,44380,378508,383259
2,13109,品川区,2,181,プラスチック板・棒・管・継手・異形押出製品製造業,7,84,58,-,-,64,47,20,11,-,-,-,-,33749,53437,109878,105820,1178,52259,52259
2,13109,品川区,2,183,工業用プラスチック製品製造業,25,319,210,2,-,247,179,79,40,3,2,2,1,129338,262784,501876,429400,38338,221198,221659
2,13109,品川区,2,185,プラスチック成形材料製造業（廃プラスチックを含む）,1,5,3,-,-,3,2,2,1,-,-,-,-,x,x,x,x,x,x,x
2,13109,品川区,2,189,その他のプラスチック製品製造業,3,126,92,-,-,106,82,20,10,-,-,-,-,x,x,x,x,x,x,x
2,13109,品川区,1,190,ゴム製品製造業,4,34,21,-,-,30,20,4,1,-,-,-,-,16180,27918,57304,57067,200,27313,27313
2,13109,品川区,2,193,ゴムベルト・ゴムホース・工業用ゴム製品製造業,4,34,21,-,-,30,20,4,1,-,-,-,-,16180,27918,57304,57067,200,27313,27313
2,13109,品川区,1,200,なめし革・同製品・毛皮製造業,1,8,3,-,-,8,3,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13109,品川区,2,209,その他のなめし革製品製造業,1,8,3,-,-,8,3,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13109,品川区,1,210,窯業・土石製品製造業,7,112,84,1,1,88,68,11,5,12,10,-,-,59638,211419,340695,234399,7116,120260,124581
2,13109,品川区,2,211,ガラス・同製品製造業,3,19,12,1,1,15,11,3,-,-,-,-,-,x,x,x,x,x,x,x
2,13109,品川区,2,212,セメント・同製品製造業,1,16,14,-,-,5,4,-,-,11,10,-,-,x,x,x,x,-,x,x
2,13109,品川区,2,217,研磨材・同製品製造業,3,77,58,-,-,68,53,8,5,1,-,-,-,44447,128977,191530,92858,-,58479,62800
2,13109,品川区,1,220,鉄鋼業,1,10,8,-,-,6,4,4,4,-,-,-,-,x,x,x,-,x,x,x
2,13109,品川区,2,229,その他の鉄鋼業,1,10,8,-,-,6,4,4,4,-,-,-,-,x,x,x,-,x,x,x
2,13109,品川区,1,230,非鉄金属製造業,5,54,39,-,-,43,35,11,4,-,-,-,-,24335,31662,70538,57844,11780,35996,35996
2,13109,品川区,2,233,非鉄金属・同合金圧延業（抽伸、押出しを含む）,2,13,7,-,-,9,7,4,-,-,-,-,-,x,x,x,x,x,x,x
2,13109,品川区,2,235,非鉄金属素形材製造業,2,29,23,-,-,26,21,3,2,-,-,-,-,x,x,x,x,-,x,x
2,13109,品川区,2,239,その他の非鉄金属製造業,1,12,9,-,-,8,7,4,2,-,-,-,-,x,x,x,-,x,x,x
2,13109,品川区,1,240,金属製品製造業,47,501,361,2,2,411,322,85,36,3,1,2,1,193178,277450,677136,369799,300413,365037,370472
2,13109,品川区,2,242,洋食器・刃物・手道具・金物類製造業,1,8,4,-,-,8,4,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13109,品川区,2,243,暖房・調理等装置、配管工事用附属品製造業,1,8,5,-,-,5,2,3,3,-,-,-,-,x,x,x,x,-,x,x
2,13109,品川区,2,244,建設用・建築用金属製品製造業（製缶板金業を含む),6,45,37,-,-,42,35,3,2,-,-,1,-,16035,34959,75208,31946,36499,37269,37269
2,13109,品川区,2,245,金属素形材製品製造業,14,148,110,1,1,127,103,20,6,-,-,-,-,63174,88675,207278,206037,1080,109817,109817
2,13109,品川区,2,246,金属被覆・彫刻業、熱処理業（ほうろう鉄器を除く）,13,219,160,1,1,169,137,47,21,2,1,1,1,83359,69153,260112,1669,258443,171771,177206
2,13109,品川区,2,247,金属線製品製造業（ねじ類を除く),3,22,16,-,-,21,16,1,-,-,-,-,-,x,x,x,x,-,x,x
2,13109,品川区,2,248,ボルト・ナット・リベット・小ねじ・木ねじ等製造業,4,26,15,-,-,18,11,7,4,1,-,-,-,8297,15052,30873,30873,-,14649,14649
2,13109,品川区,2,249,その他の金属製品製造業,5,25,14,-,-,21,14,4,-,-,-,-,-,7977,3342,16395,12004,4391,12085,12085
2,13109,品川区,1,250,はん用機械器具製造業,19,387,316,-,-,365,302,22,14,3,3,1,1,211597,389876,842795,765046,37359,417423,421607
2,13109,品川区,2,251,ボイラ・原動機製造業,1,7,5,-,-,7,5,-,-,-,-,-,-,x,x,x,x,x,x,x
2,13109,品川区,2,252,ポンプ・圧縮機器製造業,6,64,51,-,-,56,44,8,7,-,-,-,-,30800,36080,91290,88662,1560,52389,52389
2,13109,品川区,2,253,一般産業用機械・装置製造業,4,47,30,-,-,40,29,7,1,-,-,-,-,x,x,x,x,x,x,x
2,13109,品川区,2,259,その他のはん用機械・同部分品製造業,8,269,230,-,-,262,224,7,6,3,3,1,1,152464,287823,626494,571506,15666,310370,314554
2,13109,品川区,1,260,生産用機械器具製造業,63,1024,808,-,-,949,765,74,43,1,-,5,3,491567,869776,1709331,1515325,100980,767551,790966
2,13109,品川区,2,262,建設機械・鉱山機械製造業,1,39,34,-,-,39,34,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13109,品川区,2,264,生活関連産業用機械製造業,10,166,129,-,-,162,127,4,2,-,-,-,-,83842,220417,446836,381769,3698,218497,214818
2,13109,品川区,2,265,基礎素材産業用機械製造業,5,193,141,-,-,184,135,9,6,-,-,1,1,x,x,x,x,-,x,x
2,13109,品川区,2,266,金属加工機械製造業,21,204,151,-,-,167,129,36,22,1,-,1,1,78569,115147,266105,172117,77624,142256,142256
2,13109,品川区,2,267,半導体・フラットパネルディスプレイ製造装置製造業,5,112,88,-,-,110,87,2,1,-,-,2,1,74570,100124,188215,186639,566,81909,81462
2,13109,品川区,2,269,その他の生産用機械・同部分品製造業,21,310,265,-,-,287,253,23,12,-,-,1,-,149281,322937,624232,603277,19092,266076,283679
2,13109,品川区,1,270,業務用機械器具製造業,17,317,239,1,1,288,222,28,16,-,-,2,1,151468,198819,407856,310898,24753,194164,194577
2,13109,品川区,2,271,事務用機械器具製造業,2,15,13,-,-,13,12,2,1,-,-,-,-,x,x,x,-,x,x,x
2,13109,品川区,2,272,サービス用・娯楽用機械器具製造業,2,119,90,-,-,115,89,4,1,-,-,2,1,x,x,x,x,-,x,x
2,13109,品川区,2,273,計量器・測定器・分析機器・試験機・測量機械器具・理化学機械器具製造業,7,86,69,-,-,74,60,12,9,-,-,-,-,40033,49478,108189,90619,5056,54362,54362
2,13109,品川区,2,274,医療用機械器具・医療用品製造業,4,68,49,1,1,62,44,5,4,-,-,-,-,30324,20693,75272,62579,6107,51023,51023
2,13109,品川区,2,275,光学機械器具・レンズ製造業,2,29,18,-,-,24,17,5,1,-,-,-,-,x,x,x,x,x,x,x
2,13109,品川区,1,280,電子部品・デバイス・電子回路製造業,13,180,129,-,-,163,120,17,9,-,-,-,-,73707,123382,255369,202629,8584,121720,124869
2,13109,品川区,2,282,電子部品製造業,5,55,34,-,-,47,31,8,3,-,-,-,-,16016,14504,40076,40076,-,23679,23679
2,13109,品川区,2,284,電子回路製造業,2,49,38,-,-,48,37,1,1,-,-,-,-,x,x,x,x,x,x,x
2,13109,品川区,2,285,ユニット部品製造業,1,20,18,-,-,18,16,2,2,-,-,-,-,x,x,x,x,x,x,x
2,13109,品川区,2,289,その他の電子部品・デバイス・電子回路製造業,5,56,39,-,-,50,36,6,3,-,-,-,-,30594,16057,70440,49443,8234,50994,50994
2,13109,品川区,1,290,電気機械器具製造業,26,492,369,-,-,406,337,64,24,22,8,4,1,239983,689648,1209750,1117368,44794,449843,487952
2,13109,品川区,2,291,発電用・送電用・配電用電気機械器具製造業,15,327,274,-,-,304,261,15,7,8,6,1,1,171691,375811,721132,685663,18336,298976,319599
2,13109,品川区,2,292,産業用電気機械器具製造業,1,16,10,-,-,14,9,2,1,-,-,-,-,x,x,x,x,-,x,x
2,13109,品川区,2,293,民生用電気機械器具製造業,2,13,5,-,-,8,5,5,-,-,-,3,-,x,x,x,x,x,x,x
2,13109,品川区,2,294,電球・電気照明器具製造業,5,87,40,-,-,40,30,33,8,14,2,-,-,31309,41816,105478,76130,1194,55054,60150
2,13109,品川区,2,296,電子応用装置製造業,1,12,10,-,-,10,8,2,2,-,-,-,-,x,x,x,x,x,x,x
2,13109,品川区,2,297,電気計測器製造業,2,37,30,-,-,30,24,7,6,-,-,-,-,x,x,x,x,x,x,x
2,13109,品川区,1,300,情報通信機械器具製造業,2,21,15,-,-,19,14,2,1,-,-,-,-,x,x,x,x,-,x,x
2,13109,品川区,2,302,映像・音響機械器具製造業,1,14,11,-,-,12,10,2,1,-,-,-,-,x,x,x,x,-,x,x
2,13109,品川区,2,303,電子計算機・同附属装置製造業,1,7,4,-,-,7,4,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13109,品川区,1,310,輸送用機械器具製造業,11,429,390,-,-,335,302,51,45,45,45,-,-,213403,371798,736393,264902,414194,327756,338496
