固定資産台帳（H29.3.31現在）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
財産番号,財産枝番,資産名称,所在地,地目名称,設置場所,補助科目名称,会計名称,目的別資産区分,資産区分,償却対象区分,リース・PFI区分,売却可能区分,資産用途,資産構造,耐用年数,稼働年数,単価,数量,単位,面積,取得年度,取得日,売却・除却年度,売却・除却日,摘要,取得価額,期首簿価,減価償却累計額,評価増減等累計,除売却累計,当期取得額,当期減価償却額,当期評価増減等,当期除売却,期末簿価,予備1,予備2,予備3,予備4,予備5
公建4204,0,小梅児童遊園便所,向島1-33-3,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,38,4,,12.34,,,平成24年度,2013/3/31,,,,"10,245,000","9,415,155","1,106,460",0,0,0,"276,615",0,0,"9,138,540",,,,,4272_0
公建4214,0,もみじばし児童遊園便所,本所4-8-6,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,24,27,,6.6,,,平成元年度,1990/1/1,,,,"4,839,180",1,"4,839,179",0,0,0,0,0,0,1,,,,,248_0
公建4222,0,露伴児童遊園便所,墨田区東向島1-7-11,,,その他（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,38,2,,2.68,平方メートル,2.68,平成26年度,2015/3/1,,,,"13,461,000","13,097,553","726,894",0,0,0,"363,447",0,0,"12,734,106",,,,,249_1
公建4226,0,隅田児童遊園便所,墨田4-23-12,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,24,27,,3.8,平方メートル,3.8,平成元年度,1990/1/1,,,,"5,409,120",1,"5,409,119",0,0,0,0,0,0,1,,,,,250_0
公建4226,2,隅田児童遊園便所,墨田4-23-12,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,38,4,,4.46,平方メートル,4.46,平成24年度,2013/3/31,,,,"5,892,000","5,414,748","636,336",0,0,0,"159,084",0,0,"5,255,664",,,,,4275_0
公建4231,0,とらばし児童遊園便所,京島1-21-9,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,24,27,,2.25,,,平成元年度,1990/1/1,,,,"3,378,340",1,"3,378,339",0,0,0,0,0,0,1,,,,,251_0
公建4232,0,さくら児童遊園便所,堤通1-18-20,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,38,8,,9.98,,,平成20年度,2009/1/1,,,,"12,250,000","9,934,750","2,646,000",0,0,0,"330,750",0,0,"9,604,000",,,,,252_0
公建4235,0,あすなろ児童遊園便所,東向島1-34-5,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,24,50,,7.2,,,昭和41年度,1966/11/1,,,,"2,234,400",1,"2,234,399",0,0,0,0,0,0,1,,,,,253_0
公建4236,0,たちばな児童遊園便所,立花3-21-16,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,24,37,,5.28,,,昭和54年度,1980/2/1,,,,"2,563,100",1,"2,563,099",0,0,0,0,0,0,1,,,,,254_0
公建4237,0,すずかけ児童遊園便所,東向島5-39-8,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,24,36,,4.92,,,昭和55年度,1981/3/1,,,,"3,429,000",1,"3,428,999",0,0,0,0,0,0,1,,,,,255_0
公建4244,0,こでまり児童遊園便所,東向島5-24-1,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,24,41,,5.76,,,昭和50年度,1976/3/1,,,,"2,361,600",1,"2,361,599",0,0,0,0,0,0,1,,,,,256_0
公建4246,0,さくらんぼ児童遊園便所,向島5-38-7,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,24,40,,5.76,,,昭和51年度,1976/12/1,,,,"1,867,980",1,"1,867,979",0,0,0,0,0,0,1,,,,,257_0
公建4256,0,なつめ公園便所,東向島6-40-2,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,24,41,,5.76,,,昭和50年度,1975/11/1,,,,"2,236,960",1,"2,236,959",0,0,0,0,0,0,1,,,,,236_0
公建4257,0,ささのは児童遊園便所,亀沢4-18-8,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,24,26,,14.08,,,平成2年度,1991/1/1,,,,"7,901,300",1,"7,901,299",0,0,0,0,0,0,1,,,,,258_0
公建4259,0,かつら児童遊園便所,墨田3-36-13,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,24,15,,5.76,,,平成13年度,2002/3/1,,,,"7,607,250","3,134,194","4,792,560",0,0,0,"319,504",0,0,"2,814,690",,,,,259_0
公建4264,0,けやき児童遊園便所,八広1-7-4,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,便所,鉄筋ｺﾝｸﾘｰﾄ,38,1,,6.86,平方メートル,6.86,平成27年度,2016/3/31,,,,"10,957,720","11,808,720","295,858",0,0,0,"295,858","-851,000",0,"10,661,862",,,,,公有財産台帳
公建4266,0,とちのき児童遊園便所,緑2-8-12,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,24,41,,5.76,,,昭和50年度,1976/3/1,,,,"2,361,600",1,"2,361,599",0,0,0,0,0,0,1,,,,,261_0
公建4267,0,立川第二児童遊園便所,立川3-15-6,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,便所,鉄筋ｺﾝｸﾘｰﾄ,38,1,,8.02,平方メートル,8.02,平成27年度,2016/3/8,,,,"13,087,000","13,087,000","353,349",0,0,0,"353,349",0,0,"12,733,651",,,,,公有財産台帳
公建4269,0,本四三ｯ目児童遊園便所,本所4-1-4,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,24,39,,6.96,,,昭和52年度,1978/3/1,,,,"2,322,750",1,"2,322,749",0,0,0,0,0,0,1,,,,,263_0
公建4271,0,請地児童遊園便所,向島4-12-11,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,24,38,,0,,,昭和53年度,1978/12/1,平成28年度,2017/3/1,,0,1,0,0,0,0,0,0,1,0,,,,,264_0
公建4271,2,請地児童遊園便所,向島4-12-11,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,便所,鉄骨造,31,0,,0,平方メートル,7.58,平成28年度,2017/3/1,,,伝票番号：0035248,"14,511,485",0,0,0,0,"14,511,485",0,0,0,"14,511,485",,,,,
公建4273,0,八広第一児童遊園便所,八広5-7-6,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,24,37,,6.96,,,昭和54年度,1979/4/1,,,,"2,130,000",1,"2,129,999",0,0,0,0,0,0,1,,,,,265_0
公建4275,0,墨田二丁目児童遊園便所,墨田2-42-4,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,24,36,,6.96,,,昭和55年度,1980/4/1,,,,"2,349,500",1,"2,349,499",0,0,0,0,0,0,1,,,,,266_0
公建4276,0,隅田第二児童遊園便所,墨田4-8-14,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,24,35,,4.92,,,昭和56年度,1982/1/1,,,,"1,742,200",1,"1,742,199",0,0,0,0,0,0,1,,,,,267_0
公建4277,0,六軒児童遊園便所,立花3-18-12,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,24,35,,5.76,平方メートル,5.76,昭和56年度,1981/4/1,,,,"1,672,760",1,"1,672,759",0,0,0,0,0,0,1,,,,,268_0
公建4277,2,六軒児童遊園便所,立花3-18-12,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,24,4,,2.5,平方メートル,2.5,平成24年度,2013/3/31,,,,"13,561,000","11,852,314","2,278,248",0,0,0,"569,562",0,0,"11,282,752",,,,,4276_0
公建4278,0,亀沢第一児童遊園便所,亀沢2-13-7,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,24,35,,5.28,,,昭和56年度,1981/10/1,,,,"1,736,000",1,"1,735,999",0,0,0,0,0,0,1,,,,,269_0
公建4279,0,墨田第三児童遊園便所,墨田2-17-6,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,24,34,,4.48,,,昭和57年度,1982/12/1,,,,"1,726,920",1,"1,726,919",0,0,0,0,0,0,1,,,,,270_0
公建4282,0,両国第一児童遊園便所,両国4-36-16,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,24,34,,4.92,,,昭和57年度,1982/4/1,,,,"2,029,500",1,"2,029,499",0,0,0,0,0,0,1,,,,,271_0
公建4283,0,ごあずま児童遊園便所,八広4-36-24,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,24,34,,4.92,,,昭和57年度,1983/3/1,,,,"1,932,330",1,"1,932,329",0,0,0,0,0,0,1,,,,,272_0
公建4284,0,八広つるかめ児童遊園便所,八広4-28-6,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,24,34,,4.92,,,昭和57年度,1982/12/1,,,,"1,968,000",1,"1,967,999",0,0,0,0,0,0,1,,,,,273_0
公建4285,0,立花第一児童遊園便所,立花4-9-6,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,24,34,,4.48,,,昭和57年度,1983/3/1,,,,"1,694,940",1,"1,694,939",0,0,0,0,0,0,1,,,,,274_0
公建4286,0,東墨田第一公園便所,東墨田2-1-16,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,24,33,,4.48,,,昭和58年度,1983/10/1,,,,"1,746,250",1,"1,746,249",0,0,0,0,0,0,1,,,,,237_0
公建4287,0,隅田西児童遊園便所,墨田3-31-2,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,24,32,,4.48,,,昭和59年度,1985/3/1,,,,"1,817,500",1,"1,817,499",0,0,0,0,0,0,1,,,,,275_0
公建4288,0,押上第二児童遊園便所,押上3-57-3,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,24,32,,4.92,,,昭和59年度,1984/11/1,,,,"2,037,500",1,"2,037,499",0,0,0,0,0,0,1,,,,,276_0
公建4289,0,隅田東児童遊園便所,墨田4-52-12,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,24,32,,4.92,,,昭和59年度,1985/3/1,,,,"2,087,500",1,"2,087,499",0,0,0,0,0,0,1,,,,,277_0
公建4292,0,墨田第六児童遊園便所,墨田2-20-15,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,24,31,,4.92,,,昭和60年度,1985/5/1,,,,"1,512,000",1,"1,511,999",0,0,0,0,0,0,1,,,,,278_0
公建4301,0,法恩寺橋際公衆便所,太平1-1-1,,,その他（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,24,26,,15.28,平方メートル,15.28,平成2年度,1990/7/1,,,,"764,500",1,"764,499",0,0,0,0,0,0,1,,,,,280_0
公建4302,0,枕橋際公衆便所,向島1-1-4,,,その他（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,38,13,,30,平方メートル,30,平成15年度,2003/8/1,,,,"2,750,000","1,859,000","965,250",0,0,0,"74,250",0,0,"1,784,750",,,,,281_0
公建4305,0,錦糸公園内公衆便所,錦糸4-15-5,,,その他（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,便所,鉄筋ｺﾝｸﾘｰﾄ,38,13,,39.68,平方メートル,39.68,平成15年度,2003/4/1,,,,"35,776,000","20,820,800","10,945,152",0,0,0,"965,952","4,976,000",0,"24,830,848",,,,,282_0
公建4306,0,まち歩きﾄｲﾚ言問橋,向島2-1-66,,,その他（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,38,5,,37.22,平方メートル,37.22,平成23年度,2012/3/1,,,,"37,820,000","33,735,440","5,105,700",0,0,0,"1,021,140",0,0,"32,714,300",,,,,283_0
公建4308,0,東京都慰霊堂北側公衆便所,横網2-3-17,,,その他（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,38,29,,17.98,平方メートル,17.98,昭和62年度,1988/2/1,,,,"13,759,800","3,357,408","10,773,906",0,0,0,"371,514",0,0,"2,985,894",,,,,284_0
公建4309,0,東京都慰霊堂南側公衆便所,横網2-3-30,,,その他（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,38,31,,27.1,平方メートル,27.1,昭和60年度,1986/3/1,,,,"13,327,600","2,532,250","11,155,195",0,0,0,"359,845",0,0,"2,172,405",,,,,285_0
公建4310,0,永倉公衆便所,亀沢4-11-1,,,その他（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,38,30,,10.16,平方メートル,10.16,昭和61年度,1987/3/1,,,,"7,354,180","1,595,882","5,956,860",0,0,0,"198,562",0,0,"1,397,320",,,,,286_0
公建4313,0,まち歩きﾄｲﾚ業平橋,東駒形4-15-18,,,その他（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,38,5,,49.39,平方メートル,49.39,平成23年度,2012/3/1,,,,"42,525,000","37,932,300","5,740,875",0,0,0,"1,148,175",0,0,"36,784,125",,,,,288_0
公建4314,0,江東橋際公衆便所,江東橋1-8-2,,,その他（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,38,21,,22.89,平方メートル,22.89,平成7年度,1996/3/1,,,,"18,553,700","8,534,720","10,519,929",0,0,0,"500,949",0,0,"8,033,771",,,,,289_0
公建4315,0,菊川橋際公衆便所,江東橋5-1-11,,,その他（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,34,47,,11.35,平方メートル,11.35,昭和44年度,1970/1/1,,,,"5,768,000",1,"5,767,999",0,0,0,0,0,0,1,,,,,290_0
公建4316,0,栗原橋際公衆便所,横川5-7-1,,,その他（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,38,20,,11.44,平方メートル,11.44,平成8年度,1996/6/1,,,,"22,440,000","10,928,280","12,117,600",0,0,0,"605,880",0,0,"10,322,400",,,,,291_0
公建4317,0,三之橋際公衆便所,立川4-19-14,,,その他（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,24,17,,11.44,平方メートル,11.44,平成11年度,1999/4/1,,,,"10,896,590","3,574,094","7,780,152",0,0,0,"457,656",0,0,"3,116,438",,,,,292_0
公建4319,0,新辻橋際公衆便所,江東橋5-11-1,,,その他（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,38,16,,11.17,平方メートル,11.17,平成12年度,2000/5/1,,,,"24,420,000","14,529,900","10,549,440",0,0,0,"659,340",0,0,"13,870,560",,,,,293_0
公建4320,0,横川橋際公衆便所,本所4-30-1,,,その他（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,31,27,,15.28,平方メートル,15.28,平成元年度,1990/3/1,,,,"11,988,800","1,702,420","10,682,010",0,0,0,"395,630",0,0,"1,306,790",,,,,294_0
公建4321,0,柳島橋際公衆便所,業平5-7-8,,,その他（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,31,26,,5.67,平方メートル,5.67,平成2年度,1991/2/1,,,,"10,197,000","1,784,475","8,749,026",0,0,0,"336,501",0,0,"1,447,974",,,,,295_0
公建4321,2,柳島橋際公衆便所,業平5-7-8,,,その他（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,38,4,,1.4,平方メートル,1.4,平成24年度,2013/3/31,,,,"4,835,000","4,443,365","522,180",0,0,0,"130,545",0,0,"4,312,820",,,,,4277_0
公建4322,0,錦糸堀公園内公衆便所,江東橋4-17-8,,,その他（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,24,13,,15.84,平方メートル,15.84,平成15年度,2004/3/1,,,,"13,268,460","6,581,160","7,244,575",0,0,0,"557,275",0,0,"6,023,885",,,,,296_0
公建4323,0,錦糸町駅前公衆便所,江東橋3-14-1,,,その他（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,38,13,,49.42,平方メートル,49.42,平成15年度,2003/4/1,,,,"45,045,000","30,450,420","15,810,795",0,0,0,"1,216,215",0,0,"29,234,205",,,,,297_0
公建4324,0,緑町公園内公衆便所,亀沢2-7-12,,,その他（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,24,18,,0,平方メートル,0,平成10年度,1998/7/1,平成28年度,2016/11/1,,0,"4,227,287",0,0,0,0,0,0,"4,227,287",0,,,,,298_0
公建4324,2,緑町公園公衆便所,亀沢2-7-7,,,公園（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,便所,鉄筋ｺﾝｸﾘｰﾄ,38,0,,0,平方メートル,13.65,平成28年度,2016/11/16,,,伝票番号：0013326,"16,276,570",0,0,0,0,"16,276,570",0,0,0,"16,276,570",,,,,
公建4325,0,江東橋公園内公衆便所,江東橋2-4-3,,,その他（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,38,12,,11.1,平方メートル,11.1,平成16年度,2005/1/1,,,,"10,599,750","7,451,627","3,434,316",0,0,0,"286,193",0,0,"7,165,434",,,,,299_0
公建4327,0,東武橋際公衆便所,向島1-32-12,,,その他（公共建物）,区一般会計,生活インフラ・国土保全,行政財産,償却対象,一括,売却不可資産,,,38,5,,26.91,平方メートル,26.91,平成23年度,2012/3/1,,,,"37,748,000","33,671,216","5,095,980",0,0,0,"1,019,196",0,0,"32,652,020",,,,,300_0
