"資産名称","施設名称","施設類型","所在地","補助科目名称","数量","単位","取得年度","取得価額","減価償却累計額","当期減価償却額","期末簿価","経度","緯度","分類"
"改修_鷺宮区民活動センター　女子トイレ","鷺宮区民活動センター","A28_区民活動センター","鷺宮3-22-5","建物付属設備","1","式","平成29年度","28080000","9406800","1881360","18673200","139.639785640592","35.7234334241724","固定資産台帳_事業用資産_建物等_資産別"
"整備_鷺宮図書館","鷺宮図書館","A02_図書館","鷺宮3-22-5","建物","696.7","平方メートル","昭和47年度","356194000","356193999","0","1","139.639785640592","35.7234334241724","固定資産台帳_事業用資産_建物等_資産別"
"整備_鷺宮小学校　校舎・園舎","鷺宮小学校","A07_小学校","鷺宮3-31-4","建物","850.6","平方メートル","昭和34年度","103764000","103763999","0","1","139.639094860312","35.7240892789056","固定資産台帳_事業用資産_建物等_資産別"
"整備_鷺宮小学校　校舎・園舎","鷺宮小学校","A07_小学校","鷺宮3-31-4","建物","1407.7","平方メートル","昭和35年度","159297000","159296999","0","1","139.639094860312","35.7240892789056","固定資産台帳_事業用資産_建物等_資産別"
"整備_鷺宮小学校　校舎・園舎","鷺宮小学校","A07_小学校","鷺宮3-31-4","建物","853.9","平方メートル","昭和42年度","147575000","147574999","0","1","139.639094860312","35.7240892789056","固定資産台帳_事業用資産_建物等_資産別"
"整備_鷺宮小学校　校舎・園舎","鷺宮小学校","A07_小学校","鷺宮3-31-4","建物","1086.3","平方メートル","昭和48年度","146425000","146424999","0","1","139.639094860312","35.7240892789056","固定資産台帳_事業用資産_建物等_資産別"
"整備_鷺宮小学校　給食室","鷺宮小学校","A07_小学校","鷺宮3-31-4","建物","22.9","平方メートル","昭和55年度","11893000","11892999","0","1","139.639094860312","35.7240892789056","固定資産台帳_事業用資産_建物等_資産別"
"整備_鷺宮小学校　給食室","鷺宮小学校","A07_小学校","鷺宮3-31-4","建物","5.1","平方メートル","昭和55年度","2442000","2441999","0","1","139.639094860312","35.7240892789056","固定資産台帳_事業用資産_建物等_資産別"
"整備_鷺宮小学校　体育館","鷺宮小学校","A07_小学校","鷺宮3-31-4","建物","573.5","平方メートル","昭和43年度","29062000","29061999","0","1","139.639094860312","35.7240892789056","固定資産台帳_事業用資産_建物等_資産別"
"整備_鷺宮小学校　ポンプ室","鷺宮小学校","A07_小学校","鷺宮3-31-4","建物","4.6","平方メートル","昭和34年度","404000","403999","0","1","139.639094860312","35.7240892789056","固定資産台帳_事業用資産_建物等_資産別"
"整備_鷺宮小学校　倉庫・物置","鷺宮小学校","A07_小学校","鷺宮3-31-4","建物","22.6","平方メートル","昭和44年度","1591000","1590999","0","1","139.639094860312","35.7240892789056","固定資産台帳_事業用資産_建物等_資産別"
"整備_鷺宮小学校　倉庫・物置","鷺宮小学校","A07_小学校","鷺宮3-31-4","建物","26.5","平方メートル","昭和49年度","1700000","1699999","0","1","139.639094860312","35.7240892789056","固定資産台帳_事業用資産_建物等_資産別"
"整備_鷺宮小学校　脱衣室・更衣室","鷺宮小学校","A07_小学校","鷺宮3-31-4","建物","48.8","平方メートル","昭和49年度","4371000","4370999","0","1","139.639094860312","35.7240892789056","固定資産台帳_事業用資産_建物等_資産別"
"整備_鷺宮小学校　ポンプ室","鷺宮小学校","A07_小学校","鷺宮3-31-4","建物","9","平方メートル","昭和53年度","1129000","1128999","0","1","139.639094860312","35.7240892789056","固定資産台帳_事業用資産_建物等_資産別"
"整備_鷺宮小学校　倉庫・物置","鷺宮小学校","A07_小学校","鷺宮3-31-4","建物","8.4","平方メートル","昭和54年度","1027000","1026999","0","1","139.639094860312","35.7240892789056","固定資産台帳_事業用資産_建物等_資産別"
"改修_鷺宮小学校　揚水ポンプ取替","鷺宮小学校","A07_小学校","鷺宮3-31-4","建物付属設備","1","式","平成19年度","976000","975999","60511","1","139.639094860312","35.7240892789056","固定資産台帳_事業用資産_建物等_資産別"
"改修_鷺宮小学校　プールろ過機","鷺宮小学校","A07_小学校","鷺宮3-31-4","建物付属設備","1","式","平成21年度","6609240","6609239","0","1","139.639094860312","35.7240892789056","固定資産台帳_事業用資産_建物等_資産別"
"整備_鷺宮小学校開放用詰所　便所","鷺宮小学校開放用詰所","B01_学校開放用施設","鷺宮3-31-4","建物","2.8","平方メートル","平成13年度","234000","162162","7722","71838","139.639094860312","35.7240892789056","固定資産台帳_事業用資産_建物等_資産別"
"改修_鷺宮小学校　体育館耐震補強","鷺宮小学校","A07_小学校","鷺宮3-31-4","建物","1","式","平成21年度","61983000","24173370","1859490","37809630","139.639094860312","35.7240892789056","固定資産台帳_事業用資産_建物等_資産別"
"改修_鷺宮小学校　校舎耐震補強（実施設計委託費用含む）","鷺宮小学校","A07_小学校","鷺宮3-31-4","建物","1","式","平成25年度","125106520","24771087","2752343","100335433","139.639094860312","35.7240892789056","固定資産台帳_事業用資産_建物等_資産別"
"改修_鷺宮小学校　給食室照明器具","鷺宮小学校","A07_小学校","鷺宮3-31-4","建物付属設備","1","式","平成26年度","1125360","603192","75399","522168","139.639094860312","35.7240892789056","固定資産台帳_事業用資産_建物等_資産別"
"改修_鷺宮小学校　給食室冷房化その他","鷺宮小学校","A07_小学校","鷺宮3-31-4","工作物","1","式","平成27年度","15120000","7091280","1013040","8028720","139.639094860312","35.7240892789056","固定資産台帳_事業用資産_建物等_資産別"
"改修_鷺宮小学校　特別支援学級整備","鷺宮小学校","A07_小学校","鷺宮3-31-4","建物","1","式","平成28年度","44443000","5866476","977746","38576524","139.639094860312","35.7240892789056","固定資産台帳_事業用資産_建物等_資産別"
"改修_鷺宮小学校　照明器具","鷺宮小学校","A07_小学校","鷺宮3-31-4","建物付属設備","1","式","平成29年度","7553000","2530255","506051","5022745","139.639094860312","35.7240892789056","固定資産台帳_事業用資産_建物等_資産別"
"改修_鷺宮小学校　防火シャッター","鷺宮小学校","A07_小学校","鷺宮3-31-4","建物付属設備","1","式","平成29年度","2068000","1292500","258500","775500","139.639094860312","35.7240892789056","固定資産台帳_事業用資産_建物等_資産別"
"改修_鷺宮小学校　校舎照明器具（第二期）","鷺宮小学校","A07_小学校","鷺宮3-31-4","建物付属設備","0","","平成30年度","9072000","2431296","607824","6640704","139.639094860312","35.7240892789056","固定資産台帳_事業用資産_建物等_資産別"
"整備_鷺宮児童館","鷺宮児童館","A13_児童館","鷺宮3-40-13","建物","439.3","平方メートル","昭和50年度","122847000","122846999","0","1","139.642148415706","35.7245616387762","固定資産台帳_事業用資産_建物等_資産別"
"改修_鷺宮児童館　耐震","鷺宮児童館","A13_児童館","鷺宮3-40-13","建物","1","式","平成21年度","22306000","6379516","490732","15926484","139.642148415706","35.7245616387762","固定資産台帳_事業用資産_建物等_資産別"
"改修_鷺宮児童館　照明器具","鷺宮児童館","A13_児童館","鷺宮3-40-13","建物付属設備","1","式","平成27年度","1234286","578879","82697","655407","139.642148415706","35.7245616387762","固定資産台帳_事業用資産_建物等_資産別"
"整備_鷺宮六丁目アパート　住宅","鷺宮六丁目アパート","A32_区営住宅","鷺宮6-14","建物","1438.5","平方メートル","昭和57年度","221620000","195025600","4875640","26594400","139.630165431268","35.7250688740603","固定資産台帳_事業用資産_建物等_資産別"
"整備_鷺宮六丁目アパート　集会所・会議室","鷺宮六丁目アパート","A32_区営住宅","鷺宮6-14","建物","38.5","平方メートル","昭和57年度","8646000","7608480","190212","1037520","139.630165431268","35.7250688740603","固定資産台帳_事業用資産_建物等_資産別"
"整備_鷺六高齢者会館","鷺六高齢者会館","A17_高齢者会館","鷺宮6-25-8","建物","202.4","平方メートル","昭和57年度","60469000","53212720","1330318","7256280","139.630146263929","35.7256524782606","固定資産台帳_事業用資産_建物等_資産別"
"改修_鷺六高齢者会館　電気設備","鷺六高齢者会館","A17_高齢者会館","鷺宮6-25-8","建物付属設備","1","式","平成28年度","4776840","1920288","320048","2856552","139.630146263929","35.7256524782606","固定資産台帳_事業用資産_建物等_資産別"
"改修_鷺六高齢者会館　トイレ","鷺六高齢者会館","A17_高齢者会館","鷺宮6-25-8","建物付属設備","0","","平成30年度","23382000","6266376","1566594","17115624","139.630146263929","35.7256524782606","固定資産台帳_事業用資産_建物等_資産別"
"整備_白鷺高齢者会館","白鷺高齢者会館","A17_高齢者会館","白鷺2-8-5","建物","348.3","平方メートル","昭和63年度","125541000","93904668","2761902","31636332","139.635874564324","35.7186309066159","固定資産台帳_事業用資産_建物等_資産別"
"改修_白鷺高齢者会館　トイレ","白鷺高齢者会館","A17_高齢者会館","白鷺2-8-5","建物付属設備","0","","平成30年度","7808145","2092580","523145","5715565","139.635874564324","35.7186309066159","固定資産台帳_事業用資産_建物等_資産別"
"改修_白鷺高齢者会館　照明設備","白鷺高齢者会館","A17_高齢者会館","白鷺2-8-5","建物付属設備","0","","平成30年度","11270055","3020372","755093","8249683","139.635874564324","35.7186309066159","固定資産台帳_事業用資産_建物等_資産別"
"整備_特別養護老人ホームしらさぎホーム","特養老人ホームしらさぎホーム","C03_介護保険施設（特別養護老人ホーム","白鷺2-51-5","建物","4638.23","平方メートル","平成6年度","3257109881","2006379676","71656417","1250730205","139.632032245668","35.7200813265781","固定資産台帳_事業用資産_建物等_資産別"
