"ページURL","分類","第1分類","第2分類","開催日時","ページタイトル","問い合わせ先1","問い合わせ先電話番号1","問い合わせ先ファックス番号1","問い合わせ先2","問い合わせ先電話番号2","問い合わせ先ファックス番号2","問い合わせ先3","問い合わせ先電話番号3","問い合わせ先ファックス番号3","問い合わせ先4","問い合わせ先電話番号4","問い合わせ先ファックス番号4","問い合わせ先5","問い合わせ先電話番号5","問い合わせ先ファックス番号5","問い合わせ先6","問い合わせ先電話番号6","問い合わせ先ファックス番号6","問い合わせ先フリー入力","内容","対象","開催日詳細","ところ","定員","費用","申し込み","持ち物","その他","関連資料URL1","関連資料タイトル1","関連資料URL2","関連資料タイトル2","関連資料URL3","関連資料タイトル3","関連資料URL4","関連資料タイトル4","関連資料URL5","関連資料タイトル5","関連リンクURL1","関連リンクタイトル1","関連リンクURL2","関連リンクタイトル2","関連リンクURL3","関連リンクタイトル3","関連リンクURL4","関連リンクタイトル4","関連リンクURL5","関連リンクタイトル5","緯度","経度",
"https://www.city.minato.tokyo.jp/kouhou/event/240808-kokoronokenko.html","008009000000","港区イベントカレンダー","地区指定なし","2024年8月8日から2024年8月26日","こころの健康相談（精神保健福祉相談）","","","","","","","","","","","","","","","","","","","","こころの病気（アルコール依存症を含む）や認知症の早期発見・早期治療・対応の仕方等について、精神科医師が相談に応じます。","区内在住・在勤者","8月8日（木曜）・8月16日（金曜）・8月26日（月曜）
※時間はお問い合わせください。","みなと保健所","","","電話で、みなと保健所健康推進課地域保健係
電話：03-6400-0084
または各総合支所区民課保健福祉係へ。
芝地区総合支所区民課保健福祉係
電話：03-3578-3161
麻布地区総合支所区民課保健福祉係
電話：03-5114-8822
赤坂地区総合支所区民課保健福祉係
電話：03-5413-7276
高輪地区総合支所区民課保健福祉係
電話：03-5421-7085
芝浦港南地区総合支所区民課保健福祉係
電話：03-6400-0022
※保育あり（4カ月から就学前。各日1週間前までに、お申し出ください）","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240720-natsuyasumikikakuten.html","008009000000","港区イベントカレンダー","地区指定なし","2024年7月20日から2024年9月29日","郷土歴史館 夏休み企画展「〈おとなも学べる〉発見！探検！江戸のまち～江戸時代の地図で港区めぐり～」","","","","","","","","","","","","","","","","","","","郷土歴史館
電話：03-6450-2107
","","どなたでも","※8月15日（木曜）、9月19日（木曜）は休館","郷土歴史館2階特別展示室","","大人200円、高校生以下100円（常設展とのセット券　大人400円、高校生以下100円）
※区内在住・在学の小・中学生、高校生、区内在住の65歳以上の人および障害者とその介助者の観覧料は無料です。証明できるものをお持ちください。
※8月11日（日曜・祝日）は、区民無料公開日です。区内在住であることを証明できるものをお持ちください。","当日直接会場へ","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240820-pcnyumon.html","008009000000","港区イベントカレンダー","地区指定なし","2024年8月20日から2024年8月23日","いまさら聞けない「パソコン入門」講座","","","","","","","","","","","","","","","","","","","","","18歳以上の都内在住・在勤・在学で、全4回参加できる人","（金曜・全4回）午後5時30分から午後8時10分","都立芝商業高等学校（海岸一丁目8番25号）","20人（抽選）","1,000円（受講料）","郵送で、往復はがきに講座名・氏名（ふりがな）・郵便番号・住所・年齢・電話番号を明記の上、7月16日（火曜）までに、都立芝商業高等学校へ。電子申請（関連リンク参照）からも申し込めます。
電話：03-3431-0760","","","","","","","","","","","","","https://www.syougai.metro.tokyo.lg.jp/sesaku/kaihou/koukaidenshi.html","電子申請（外部サイトへリンク）","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240730-selfmanagement.html","008001002000","港区イベントカレンダー","芝地区","2024年7月30日","合氣道師範が教える心と身体のセルフマネジメント術","","","","","","","","","","","","","","","","","","","","姿勢と呼吸を整え、心身ともにリラックスする方法を学びましょう。","おおむね50歳以上の区民","午前10時から午前11時30分","神明いきいきプラザ","20人（抽選）","","電話または直接、7月15日（月曜・祝日）までに、神明いきいきプラザへ。当選者のみ、7月17日（水曜）以降に電話で連絡します。
電話：03-3436-2500","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240803-hiroshigemachiaruki.html","008001002000","港区イベントカレンダー","芝地区","2024年8月3日","広重の見た港区～歌川広重の錦絵をまち歩きの視点で眺めると～","","","","","","","","","","","","","","","","","","","","","おおむね50歳以上の区民","午前10時から午前11時30分","三田いきいきプラザ","30人（抽選）","","電話または直接、7月21日（日曜）までに、三田いきいきプラザへ。当選者のみ、7月22日（月曜）以降に電話で連絡します。
電話：03-3452-9421","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240730-harimassage.html","008009002000","港区イベントカレンダー","地区指定なし","2024年7月30日から2024年8月7日","はり・マッサージサービス","","","","","","","","","","","","","","","","","","","","","65歳以上の区民","（1）7月30日（火曜）・7月31日（水曜）
（2）8月6日（火曜）・8月7日（水曜）","（1）飯倉いきいきプラザ
（2）神明いきいきプラザ","60人（申込順）","1,000円（利用料）","電話で、7月8日 （月曜）午後5時までに、各いきいきプラザへ。
（1）電話：03-3583-6366
（2）電話：03-3436-2500","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240725-shisei.html","008002002000","港区イベントカレンダー","麻布地区","2024年7月25日","「姿勢のいい街 麻布」いい姿勢で歩く動く教室","","","","","","","","","","","","","","","","","","","","","60歳以上の区民","午前10時から午前11時30分","西麻布いきいきプラザ","20人（抽選）","","電話または直接、7月11日（木曜）までに、西麻布いきいきプラザへ。
電話：03-3486-9166","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240714-okinawasanshin.html","008004002000","港区イベントカレンダー","高輪地区","2024年7月14日","沖縄三線と琉球舞踊鑑賞会","","","","","","","","","","","","","","","","","","","","","60歳以上の区民","午後2時から午後3時","豊岡いきいきプラザ","25人（抽選）","","電話または直接、7月11日（木曜）までに、豊岡いきいきプラザへ。当選者のみ、7月12日（金曜） 以降に電話で連絡します。
電話：03-3453-1591","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240802-shogaishapckyoshitsu.html","008009003000","港区イベントカレンダー","地区指定なし","2024年8月2日から2024年8月23日","障害者のためのパソコン教室　金曜4回コース「タブレット入門～基本を学ぼう～」","","","","","","","","","","","","","","","","","","","","","18歳以上で、次のいずれかに該当する区民
（1）身体障害者手帳・愛の手帳・精神障害者保健福祉手帳のいずれかを所持
（2）難病により障害支援区分認定を受けていること","（毎週金曜・全4回）午前10時45分から午後0時15分","障害保健福祉センター","10人（抽選）","","電話・ファックスまたはメールで、講座名・氏名・連絡先を7月16日（火曜）までに、障害保健福祉センターへ。申し込みの際、身体状況の確認をすることがあります。手話通訳・介助が必要な人は、ご相談ください。障害者手帳をお持ちの人で公共交通機関の利用が困難な人は、巡回送迎バスを利用できます。
電話：03-5439-2511　ファックス：03-5439-2514
メール：minato-chi@yuai.or.jp","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240729-shizentohito.html","008009001000","港区イベントカレンダー","地区指定なし","2024年7月29日から2024年7月30日","郷土歴史館・東京海洋大学連携事業夏休み学習会-東京湾　自然と人-「南極の探検・研究、いまむかし」","","","","","","","","","","","","","","","","","","","郷土歴史館
電話：03-6450-2107
","","小学4年生から小学6年生、中学1年生（保護者同伴可）
※2日とも参加必須","（1）7月29日（月曜）午後1時30分から午後3時30分
（2）7月30日（火曜）午後1時30分から午後3時30分","（1）郷土歴史館
（2）東京海洋大学マリンサイエンスミュージアム（港南四丁目5番7号）","15人（抽選）
※保育あり（4カ月から就学前、3人。申込時にお申し出ください）","","郷土歴史館ホームページから、7月7日（日曜）までに、お申し込みください。","","","","","","","","","","","","","https://www.minato-rekishi.com/","郷土歴史館ホームページ（外部サイトへリンク）","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240827-kokoronokenko.html","008009001000","港区イベントカレンダー","地区指定なし","2024年8月27日","児童精神科医による相談（こころの健康相談）","","","","","","","","","","","","","","","","","","","","","区内在住・在勤者の18歳以下のお子さんとその保護者","※時間はお問い合わせください。","みなと保健所","","","電話で、みなと保健所健康推進課地域保健係
電話：03-6400-0084
または各総合支所区民課保健福祉係へ。
芝地区総合支所区民課保健福祉係
電話：03-3578-3161
麻布地区総合支所区民課保健福祉係
電話：03-5114-8822
赤坂地区総合支所区民課保健福祉係
電話：03-5413-7276
高輪地区総合支所区民課保健福祉係
電話：03-5421-7085
芝浦港南地区総合支所区民課保健福祉係
電話：03-6400-0022
※保育あり（4カ月から就学前。8月6日（火曜）までにお申し出ください）","","","","","","","","","","","","","","","","","","","","","","","","",
