"設置","施設名","郵便番号","所在地","経度","緯度","座標系","電話番号","定員"
"営利法人","このえ洗足池保育園","145-0063","大田区南千束３－３３－７","139.687307","35.599934","JGD2011","03-6421-9384","53"
"社福法人","上池台保育園","145-0064","大田区上池台５－１１－１７","139.700639","35.592515","JGD2011","03-3727-2997","130"
"営利法人","ポピンズナーサリースクール長原","145-0064","大田区上池台１－１６－７","139.697042","35.602253","JGD2011","03-5754-2130","60"
"営利法人","はぐはぐキッズ洗足池","145-0064","大田区上池台２－２６－７","139.69262","35.598731","JGD2011","03-6425-8795","80"
"営利法人","さくらさくみらい長原","145-0064","大田区上池台１－５－２","139.699928","35.60187","JGD2011","03-6426-8440","63"
"社福法人","小池保育園","145-0064","大田区上池台４－２３－９","139.701091","35.597037","JGD2011","03-3729-4616","124"
"営利法人","グローバルキッズ上池台園","145-0064","大田区上池台５－５－１２","139.702305","35.595482","JGD2011","03-6425-6816","60"
"営利法人","このえ長原保育園","145-0064","大田区上池台１－４５－８","139.699916","35.600925","JGD2011","03-6451-7970","80"
"区市町村","雪谷保育園","145-0065","大田区東雪谷３－６－１","139.69089","35.594512","JGD2011","03-3726-1583","132"
"営利法人","さくらさくみらい　石川台","145-0065","大田区東雪谷２－１０－７","139.683538","35.596167","JGD2011","03-3728-5306","66"
"営利法人","ベネッセ　雪が谷大塚保育園","145-0066","大田区南雪谷３－１１－２０","139.686654","35.591924","JGD2011","03-5754-4571","60"
"営利法人","太陽の子南雪谷保育園","145-0066","大田区南雪谷４－１４－１","139.68408","35.588857","JGD2011","03-5754-0561","56"
"営利法人","うれしい保育園南雪谷","145-0066","大田区南雪谷３－１１－９","139.687265","35.591765","JGD2011","03-6425-2021","48"
"営利法人","にじいろ保育園南雪谷","145-0066","大田区南雪谷５－１０－１２","139.687213","35.588749","JGD2011","03-6421-9483","62"
"営利法人","アスクゆきがや保育園","145-0067","大田区雪谷大塚町９－１３－３０１","139.679897","35.591376","JGD2011","03-5754-7881","60"
"区市町村","田園調布二丁目保育園","145-0071","大田区田園調布２－１７－２","139.672861","35.595415","JGD2011","03-3722-0071","124"
"他の法人","認可保育所Bambini","145-0071","大田区田園調布１－５０－６","139.670131","35.591079","JGD2011","03-3722-1771","83"
"区市町村","田園調布保育園","145-0072","大田区田園調布本町７－１５","139.677103","35.587249","JGD2011","03-3721-8654","86"
"社福法人","北嶺町保育園","145-0073","大田区北嶺町１９－１３","139.687268","35.587421","JGD2011","03-3729-3132","117"
"社福法人","北嶺町第二保育園","145-0073","大田区北嶺町２８－７","139.68626","35.586233","JGD2011","03-3748-8301","60"
"営利法人","チェリッシュ桜坂保育園","145-0073","大田区北嶺町３７－２９","139.680411","35.586361","JGD2011","03-6451-7805","48"
"営利法人","クオリスキッズくがはら保育園","145-0074","大田区東嶺町２８－４","139.685669","35.580931","JGD2011","03-5748-0303","80"
"区市町村","わかば保育園","145-0076","大田区田園調布南８－２３","139.674057","35.579803","JGD2011","03-3759-0292","135"
"区市町村","仲池上保育園","146-0081","大田区仲池上１－２１－１６","139.697859","35.586188","JGD2011","03-3751-0081","128"
"営利法人","ベネッセ西馬込保育園","146-0081","大田区仲池上１－８－２","139.701028","35.588607","JGD2011","03-5700-7266","64"
"営利法人","天才キッズクラブ楽学館仲池上","146-0081","大田区仲池上１－２５－４","139.697164","35.586524","JGD2011","03-6410-3030","87"
"営利法人","森の保育園","146-0081","大田区仲池上１－３１－１３","139.69534","35.58721","JGD2011","03-3754-2525","58"
"区市町村","池上第三保育園","146-0082","大田区池上５－１５－２２","139.70587","35.571446","JGD2011","03-3755-6443","131"
"社福法人","桐里保育園","146-0082","大田区池上１－１３－３","139.708211","35.579367","JGD2011","03-3754-1600","82"
"社福法人","あっぷる池上保育園","146-0082","大田区池上３－２９－１１","139.701745","35.574259","JGD2011","03-3752-3528","108"
"他の法人","ケンパ池上保育園","146-0082","大田区池上４－２５－９","139.704265","35.574804","JGD2011","03-5747-4520","60"
"社福法人","池上長尾保育園","146-0082","大田区池上８－２５－６","139.698516","35.567291","JGD2011","03-3759-9302","128"
"営利法人","マミーズエンジェル池上駅前保育園","146-0082","大田区池上７－１－１","139.701001","35.572585","JGD2011","03-3753-8188","90"
"営利法人","池上どろんこ保育園","146-0082","大田区池上１－１９－３２","139.708636","35.577106","JGD2011","03-6410-2221","67"
"営利法人","ベネッセ池上保育園","146-0082","大田区池上３－１３－４","139.702368","35.575448","JGD2011","03-5700-7277","64"
"営利法人","クオリスキッズいけがみ保育園","146-0082","大田区池上６－２７－２５","139.704684","35.568977","JGD2011","03-5700-7570","59"
"営利法人","アスク池上保育園","146-0082","大田区池上８－１－３","139.698246","35.572257","JGD2011","03-5748-5821","60"
"区市町村","千鳥保育園","146-0083","大田区千鳥１－１－２５","139.690977","35.574174","JGD2011","03-3753-1001","123"
"社福法人","千鳥さくら保育園","146-0083","大田区千鳥２－２８－１１","139.693175","35.568999","JGD2011","03-3750-4983","130"
"営利法人","グローバルキッズ千鳥町園","146-0083","大田区千鳥１－２４－５","139.69293","35.571916","JGD2011","03-6715-5862","54"
"社福法人","鵜の木いまいずみ保育園","146-0084","大田区南久が原２－３０－５","139.68517","35.574949","JGD2011","03-3756-0505","60"
"営利法人","アスクみなみ久が原","146-0084","大田区南久が原１－２４－１６","139.686872","35.57461","JGD2011","03-5741-7077","60"
"区市町村","久が原保育園","146-0085","大田区久が原２－１６－１７","139.695448","35.581983","JGD2011","03-3751-0085","95"
"社福法人","久が原ハーモニー保育園","146-0085","大田区久が原１－１－９","139.692087","35.58741","JGD2011","03-3752-2982","76"
"営利法人","アスク久が原保育園","146-0085","大田区久が原２－２３－１０","139.69927","35.580681","JGD2011","03-5747-3090","90"
"営利法人","みらいく久が原園","146-0085","大田区久が原４－２５－２","139.693118","35.579503","JGD2011","03-6410-4195","39"
"社福法人","多摩堤保育園","146-0091","大田区鵜の木３－１１－１３","139.67879","35.577554","JGD2011","03-3750-5461","121"
"営利法人","アスクうのき保育園","146-0091","大田区鵜の木２－３４－２０","139.679165","35.573954","JGD2011","03-5741-2208","70"
"営利法人","さくらさくみらい　久が原","146-0091","大田区鵜の木１－５－１２","139.683031","35.577354","JGD2011","03-6715-4239","72"
"営利法人","グローバルキッズ鵜の木園","146-0091","大田区鵜の木２－３６－１０","139.67817","35.574776","JGD2011","03-6459-8108","39"
"営利法人","さくらさくみらい　鵜の木","146-0091","大田区鵜の木１－１６－１４","139.682045","35.574813","JGD2011","03-6715-5977","62"
"営利法人","このえ鵜の木保育園","146-0091","大田区鵜の木２－１６－５　パインズ・アーク","139.679976","35.57569","JGD2011","03-6451-9578","64"
"営利法人","にじいろ保育園鵜の木","146-0091","大田区鵜の木３－３５－１３","139.676421","35.575404","JGD2011","03-6715-2682","86"
"社福法人","丸子ベビー保育園","146-0092","大田区下丸子３－２１－１７","139.684717","35.568655","JGD2011","03-3756-0469","60"
"区市町村","下丸子保育園","146-0092","大田区下丸子２－２０－１５","139.68764","35.564409","JGD2011","03-3757-1431","139"
"営利法人","キッズラボ下丸子園","146-0092","大田区下丸子４－６－１９","139.682779","35.571633","JGD2011","03-6715-0300","46"
"営利法人","グローバルキッズ武蔵新田園","146-0092","大田区下丸子１－１７－１５","139.690336","35.566408","JGD2011","03-6459-8616","69"
"区市町村","矢口第二保育園","146-0093","大田区矢口２－２１－１６－１０１","139.689609","35.561662","JGD2011","03-3759-4300","77"
"他の法人","今泉保育園","146-0093","大田区矢口２－２６－１７","139.694506","35.562537","JGD2011","03-3758-0074","100"
"社福法人","おひさま保育園","146-0093","大田区矢口３－３４－１２","139.690198","35.559154","JGD2011","03-5741-3900","80"
"営利法人","こどもヶ丘保育園武蔵新田園","146-0093","大田区矢口１－１６－１９","139.692133","35.567411","JGD2011","03-6459-8384","40"
"営利法人","キッズラボ蓮沼園","146-0094","大田区東矢口３－５－６","139.707679","35.563678","JGD2011","03-6424-5073","40"
"社福法人","多摩川保育園","146-0095","大田区多摩川２－２４－６３","139.702308","35.556054","JGD2011","03-3758-3166","118"
"営利法人","にじいろ保育園矢口渡","146-0095","大田区多摩川１－３４－５","139.699172","35.560412","JGD2011","03-6451-9561","63"
"営利法人","キッズラボ矢口渡駅前園","146-0095","大田区多摩川１－７－１６","139.69931","35.563197","JGD2011","03-6459-8152","69"
"区市町村","池尻保育園","154-0001","世田谷区池尻２－３－１１","139.682442","35.646634","JGD2011","03-3410-6730","110"
"社福法人","池尻かもめ保育園","154-0001","世田谷区池尻２－５－８","139.680275","35.646536","JGD2011","03-5433-1311","125"
"営利法人","わらべうた三宿保育園","154-0001","世田谷区池尻３－２３－２　２階","139.679761","35.648508","JGD2011","03-3424-1422","35"
"社福法人","世田谷はっと保育園","154-0002","世田谷区下馬４－１－８","139.677792","35.633371","JGD2011","03-3414-0810","153"
"区市町村","下馬保育園","154-0002","世田谷区下馬５－３２－１１","139.682697","35.636913","JGD2011","03-3412-9839","103"
"社福法人","下馬鳩ぽっぽ保育園","154-0002","世田谷区下馬３－１４－９","139.675401","35.635957","JGD2011","03-5432-4681","130"
"社福法人","おともだち保育園","154-0002","世田谷区下馬２－２１－１１","139.67582","35.640145","JGD2011","03-3422-2232","190"
"社福法人","おともだち・ララ保育園","154-0002","世田谷区下馬２－２５－１２","139.678556","35.641551","JGD2011","03-3410-5258","90"
"他の法人","天使の詩保育園","154-0002","世田谷区下馬６－５１－１８","139.681756","35.630924","JGD2011","03-5431-5015","75"
"区市町村","駒沢保育園","154-0003","世田谷区野沢４－２２－２","139.665324","35.633646","JGD2011","03-3418-4031","91"
"社福法人","もみの木保育園太子堂","154-0004","世田谷区太子堂１－１２－１８","139.673231","35.643762","JGD2011","03-5787-6333","126"
"区市町村","太子堂保育園","154-0004","世田谷区太子堂５－２４－２７","139.665882","35.648969","JGD2011","03-3414-3565","90"
"社福法人","鳩ぽっぽ保育園","154-0004","世田谷区太子堂１－１５－５","139.674328","35.641967","JGD2011","03-3411-0333","80"
"社福法人","太子堂なごみ保育園","154-0004","世田谷区太子堂２－３－１０","139.673476","35.647364","JGD2011","03-3422-7530","112"
"他の法人","昭和ナースリー","154-0004","世田谷区太子堂１－１３－２１","139.673803","35.643587","JGD2011","03-3411-6200","33"
"社福法人","三宿の杜なごみ保育園","154-0004","世田谷区太子堂３－２７－２４","139.668879","35.650475","JGD2011","03-3414-7531","32"
