年度,事業所番号,事業所等 名称,事業所等 所在地,事業所等 延床面積(m2),二酸化炭素排出量（燃料等）(t-CO2),二酸化炭素排出量（上下水道）(t-CO2),組織体制の整備 重点対策(1),組織体制の整備 重点対策(2),組織体制の整備 重点対策(3),組織体制の整備 重点対策(4),組織体制の整備 その他対策(1),組織体制の整備 その他対策(2),組織体制の整備 その他対策(3),組織体制の整備 その他対策(4),エネルギー等の使用状況の把握 重点対策(1),エネルギー等の使用状況の把握 重点対策(2),エネルギー等の使用状況の把握 重点対策(3),エネルギー等の使用状況の把握 その他対策(1),エネルギー等の使用状況の把握 その他対策(2),エネルギー等の使用状況の把握 その他対策(3),運用対策 重点対策(1),運用対策 重点対策(2),運用対策 重点対策(3),運用対策 重点対策(4),運用対策 重点対策(5),運用対策 重点対策(6),運用対策 重点対策(7),運用対策 重点対策(8),運用対策 重点対策(9),運用対策 その他対策(1),運用対策 その他対策(2),運用対策 その他対策(3),運用対策 その他対策(4),運用対策 その他対策(5),運用対策 その他対策(6),運用対策 その他対策(7),運用対策 その他対策(8),運用対策 その他対策(9),設備保守対策 重点対策(1),設備保守対策 重点対策(2),設備保守対策 重点対策(3),設備保守対策 重点対策(4),設備保守対策 その他対策(1),設備保守対策 その他対策(2),設備保守対策 その他対策(3),設備保守対策 その他対策(4),設備導入対策 重点対策(1),設備導入対策 重点対策(2),設備導入対策 重点対策(3),設備導入対策 重点対策(4),設備導入対策 その他対策(1),設備導入対策 その他対策(2),設備導入対策 その他対策(3),設備導入対策 その他対策(4)
2016,0413,東京都写真美術館,東京都目黒区三田1丁目13-3,7500,964,0,A205　取組内容や点検体制の定期的改善,,,,A202　温暖化対策推進担当の配置,A203　具体的な取組目標と内容の設定,A204　取組状況の点検体制の構築,A213　推進担当者の知識向上・内部還元,B106　過去のデータによる傾向の把握,,,B101　自ら入手可能な情報に基づく把握,B104　設備ごとに詳細に把握,B105　エネルギー使用量の前年度比較,C123　温湿度の適正管理,C115　事務用機器を業務終了時に停止,,,,,,,,C101　空室・不在時等のこまめな消灯,C104　採光を利用した消灯の実施,C107　空調機スイッチに空調範囲を表示,C109　空室・不在時等の空調停止,C112　季節に応じた外気導入量の適正化,C116　個人用端末の不用・離席時の停止,C126　事務用機器の台数見直し・集約化,C129　季節に応じた温度設定の見直し,,D101　ランプ等の定期的な清掃・交換,D103　中央熱源機器等の定期点検の実施,D105　換気フィルターの清掃・点検,D107　ボイラ等の空気比の調整,D102　セントラル空調のフィルター清掃,D104　空調フィルターの清掃・点検,D106　ボイラ等の定期点検の実施,D108　その他設備の定期的な保守・点検,E103　高効率照明器具の採用（屋内）,E114　高効率パッケージの採用,,,E101　高効率照明ランプの採用（屋内）,E102　蛍光灯へ電子安定器採用（屋内）,E122　給湯の温水配管の保温の実施,
2016,0414,東京ウィメンズプラザ,東京都渋谷区神宮前5-53-67,4566,94,3,A205　取組内容や点検体制の定期的改善,,,,A204　取組状況の点検体制の構築,,,,B106　過去のデータによる傾向の把握,,,B105　エネルギー使用量の前年度比較,,,C123　温湿度の適正管理,C115　事務用機器を業務終了時に停止,CB10　余熱利用による早めの空調停止,,,,,,,C101　空室・不在時等のこまめな消灯,C106　冷暖房温度を都の推奨値へ変更,C109　空室・不在時等の空調停止,C110　余熱利用による早めの空調停止,C116　個人用端末の不用・離席時の停止,C129　季節に応じた温度設定の見直し,CB01　空室・不在時等のこまめな消灯,CB09　空室・不在時等の空調停止,,D101　ランプ等の定期的な清掃・交換,D105　換気フィルターの清掃・点検,,,D104　空調フィルターの清掃・点検,,,,E109　空調の冷温水配管の保温の実施,,,,E101　高効率照明ランプの採用（屋内）,,,
2016,0415,旅券課池袋分室,東京都豊島区東池袋3-1-3,557,34,0,A502　ビルで設置する推進体制への協力,,,,A501　ビル所有者の対策や要請に協力,,,,B106　過去のデータによる傾向の把握,,,B101　自ら入手可能な情報に基づく把握,,,C115　事務用機器を業務終了時に停止,,,,,,,,,C101　空室・不在時等のこまめな消灯,,,,,,,,,,,,,,,,,,,,,,,,
2016,0416,旅券課有楽町分室,東京都千代田区有楽町2-10-1,1173,41,0,A502　ビルで設置する推進体制への協力,,,,A501　ビル所有者の対策や要請に協力,,,,B106　過去のデータによる傾向の把握,,,B101　自ら入手可能な情報に基づく把握,,,C115　事務用機器を業務終了時に停止,,,,,,,,,C101　空室・不在時等のこまめな消灯,,,,,,,,,,,,,,,,,,,,,,,,
2016,0417,旅券課立川分室,東京都立川市曙町2-1-1,795,20,0,A502　ビルで設置する推進体制への協力,,,,A501　ビル所有者の対策や要請に協力,,,,B106　過去のデータによる傾向の把握,,,B101　自ら入手可能な情報に基づく把握,,,C113　中間期における外気冷房の実施,,,,,,,,,C101　空室・不在時等のこまめな消灯,,,,,,,,,,,,,,,,,,,,,,,,
2016,0419,計量検定所,東京都江東区新砂三丁目3番41号,4353,185,1,,,,,A206　所内の温室効果ガス排出量を集計,,,,,,,,,,C115　事務用機器を業務終了時に停止,,,,,,,,,C101　空室・不在時等のこまめな消灯,,,,,,,,,D101　ランプ等の定期的な清掃・交換,D103　中央熱源機器等の定期点検の実施,D105　換気フィルターの清掃・点検,,D102　セントラル空調のフィルター清掃,D104　空調フィルターの清掃・点検,D106　ボイラ等の定期点検の実施,D108　その他設備の定期的な保守・点検,E103　高効率照明器具の採用（屋内）,E114　高効率パッケージの採用,,,E105　照明用人感センサの採用,E129　全熱交換器の導入,E120　ヒートポンプ式給湯器等の導入,E141　太陽光発電設備の導入
2016,0420,計量検定所タクシーメーター港南検査場,東京都港区港南五丁目1番26号,1185,23,0,,,,,A206　所内の温室効果ガス排出量を集計,,,,,,,,,,C115　事務用機器を業務終了時に停止,,,,,,,,,C101　空室・不在時等のこまめな消灯,,,,,,,,,D101　ランプ等の定期的な清掃・交換,D105　換気フィルターの清掃・点検,,,D102　セントラル空調のフィルター清掃,D104　空調フィルターの清掃・点検,D106　ボイラ等の定期点検の実施,D108　その他設備の定期的な保守・点検,E103　高効率照明器具の採用（屋内）,E114　高効率パッケージの採用,,,E129　全熱交換器の導入,E120　ヒートポンプ式給湯器等の導入,,
2016,0421,トーキョーワンダーサイトレジデンス,東京都墨田区立川二丁目14番7号,759,16,0,,,,,A203　具体的な取組目標と内容の設定,A206　所内の温室効果ガス排出量を集計,,,,,,,,,,,,,,,,,,C101　空室・不在時等のこまめな消灯,C109　空室・不在時等の空調停止,C114　事務用機器を省エネモードに設定,,,,,,,D101　ランプ等の定期的な清掃・交換,,,,D104　空調フィルターの清掃・点検,,,,,,,,E101　高効率照明ランプの採用（屋内）,,,
2016,0422,リニューアル準備室(旧神田保育園仮園舎),東京都千代田区神田淡路町二丁目12番,1236,4,0,,,,,A206　所内の温室効果ガス排出量を集計,,,,B103　時間的に詳細に把握,,,,,,CB48　水道メータ等で漏水の有無の点検,,,,,,,,,C101　空室・不在時等のこまめな消灯,CB01　空室・不在時等のこまめな消灯,,,,,,,,,,,,,,,,,,,,,,,
2016,0500,東部都営住宅建設事務所,東京都江東区亀戸2丁目11,605,0,0,,,,,,,,,,,,,,,,,,,,,,,,C101　空室・不在時等のこまめな消灯,,,,,,,,,D101　ランプ等の定期的な清掃・交換,,,,,,,,,,,,,,,
2016,0501,明石町倉庫,東京都中央区明石町13-10,101,0,0,,,,,A206　所内の温室効果ガス排出量を集計,,,,B106　過去のデータによる傾向の把握,,,B105　エネルギー使用量の前年度比較,,,,,,,,,,,,C101　空室・不在時等のこまめな消灯,C501　個室等不使用箇所のこまめな消灯,,,,,,,,,,,,,,,,E103　高効率照明器具の採用（屋内）,,,,E101　高効率照明ランプの採用（屋内）,,,
2016,0502,白鬚東第三駐車場,東京都墨田区堤通2丁目8-6及び8,2199,31,0,,,,,A203　具体的な取組目標と内容の設定,A206　所内の温室効果ガス排出量を集計,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,0503,白鬚東交通ビル駐車場,東京都墨田区堤通2丁目1-27,3611,37,1,,,,,A203　具体的な取組目標と内容の設定,A206　所内の温室効果ガス排出量を集計,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,0504,西大久保地区施設建築物(賃貸床事務所・店舗),東京都新宿区大久保3丁目10-1,55,0,0,,,,,A203　具体的な取組目標と内容の設定,A206　所内の温室効果ガス排出量を集計,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,0505,鮫洲分室,東京都品川区東大井1丁目12-20,862,29,0,A205　取組内容や点検体制の定期的改善,,,,A203　具体的な取組目標と内容の設定,A206　所内の温室効果ガス排出量を集計,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,0506,東部住宅建設事務所,東京都千代田区外神田1-1-6,1870,73,0,,,,,A203　具体的な取組目標と内容の設定,A206　所内の温室効果ガス排出量を集計,,,,,,,,,C105　昼休み時の消灯の実施,C113　中間期における外気冷房の実施,C123　温湿度の適正管理,C115　事務用機器を業務終了時に停止,,,,,,C101　空室・不在時等のこまめな消灯,,,,,,,,,,,,,,,,,,,,,,,,
2016,0507,白鬚東第一駐車場,東京都墨田区堤通2丁目3-3及び4,695,0,0,,,,,A203　具体的な取組目標と内容の設定,A206　所内の温室効果ガス排出量を集計,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,0508,白鬚東第二駐車場,東京都墨田区堤通2丁目7-12,2185,15,0,,,,,A203　具体的な取組目標と内容の設定,A206　所内の温室効果ガス排出量を集計,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,0510,第二市街地整備事務所,東京都中野区中野1-2-5,2934,92,0,,,,,,,,,,,,,,,C113　中間期における外気冷房の実施,,,,,,,,,,,,,,,,,,D105　換気フィルターの清掃・点検,,,,,,,,,,,,,,,
2016,0513,建設発生土再利用センター,東京都江東区青海3丁目地先 中央防波堤内側埋立地,16187,1192,1,A208　組織横断的な推進体制の整備,,,,A203　具体的な取組目標と内容の設定,,,,B106　過去のデータによる傾向の把握,,,B105　エネルギー使用量の前年度比較,,,C105　昼休み時の消灯の実施,C902　作業順序に適した機器の配置,,,,,,,,C101　空室・不在時等のこまめな消灯,C102　照明スイッチに点灯範囲を表示,C120　外灯等の点灯時間の季節別管理,C905　生産設備電流電圧の日常的な記録,,,,,,D205　換気フィルターの清掃・点検,,,,D204　空調フィルターの清掃・点検,,,,,,,,,,,
2016,0514,篠崎駅東部地区事務所,東京都江戸川区篠崎町1丁目32番3号,240,1,0,,,,,A206　所内の温室効果ガス排出量を集計,,,,B106　過去のデータによる傾向の把握,,,B105　エネルギー使用量の前年度比較,,,C105　昼休み時の消灯の実施,C113　中間期における外気冷房の実施,C123　温湿度の適正管理,C115　事務用機器を業務終了時に停止,,,,,,C101　空室・不在時等のこまめな消灯,C106　冷暖房温度を都の推奨値へ変更,C501　個室等不使用箇所のこまめな消灯,,,,,,,D101　ランプ等の定期的な清掃・交換,,,,,,,,E103　高効率照明器具の採用（屋内）,,,,E101　高効率照明ランプの採用（屋内）,,,
2016,0515,東京都第二市街地整備事務所汐留地区事務所,東京都港区東新橋2-15-2,225,1,0,,,,,,,,,,,,,,,C113　中間期における外気冷房の実施,,,,,,,,,,,,,,,,,,D105　換気フィルターの清掃・点検,,,,,,,,,,,,,,,
2016,0516,瑞江駅西部地区事務所,東京都江戸川区東瑞江1丁目32番3号,219,4,0,,,,,A206　所内の温室効果ガス排出量を集計,,,,B106　過去のデータによる傾向の把握,,,B105　エネルギー使用量の前年度比較,,,C105　昼休み時の消灯の実施,C113　中間期における外気冷房の実施,C123　温湿度の適正管理,C115　事務用機器を業務終了時に停止,,,,,,C101　空室・不在時等のこまめな消灯,C106　冷暖房温度を都の推奨値へ変更,C501　個室等不使用箇所のこまめな消灯,,,,,,,D101　ランプ等の定期的な清掃・交換,,,,,,,,E103　高効率照明器具の採用（屋内）,,,,E101　高効率照明ランプの採用（屋内）,,,
2016,0517,第一市街地整備事務所・第五建設事務所合同庁舎,東京都江東区東陽7-3-5,4363,14,0,,,,,A206　所内の温室効果ガス排出量を集計,,,,B106　過去のデータによる傾向の把握,B107　主要設備の使用状況の把握,,B105　エネルギー使用量の前年度比較,,,C105　昼休み時の消灯の実施,C113　中間期における外気冷房の実施,C123　温湿度の適正管理,C115　事務用機器を業務終了時に停止,,,,,,C101　空室・不在時等のこまめな消灯,C106　冷暖房温度を都の推奨値へ変更,C501　個室等不使用箇所のこまめな消灯,,,,,,,D101　ランプ等の定期的な清掃・交換,D105　換気フィルターの清掃・点検,,,D104　空調フィルターの清掃・点検,D108　その他設備の定期的な保守・点検,,,E103　高効率照明器具の採用（屋内）,E114　高効率パッケージの採用,,,E101　高効率照明ランプの採用（屋内）,E130　全熱交換器の導入,,
