ID,住所（都道府県名）,住所（市区町村名）,住所（それ以降の住所）,設置者・運営会社,緯度,経度,拠点名,カテゴリ,駐車料金,営業時間,定休日,使用可否,使用可否でその他の場合,充電器数（充電器台数合計）,充電器数（使用できない台数）,充電器数（急速充電器数）,"充電器数（普通（200V）
充電器数）","充電器数（普通（100V）
充電器数）",利用料金（急速充電器料金）,利用料金（普通充電器200V料金）,利用料金（普通充電器100V料金）,現地調査_利用制限（急速充電器）,現地調査_利用制限（普通充電器）,型式（急速充電器）,型式（普通（200V）充電器）,型式（普通（100V）充電器）,設置年数,充電規格（急速充電器）,急速充電器コネクタ数（1台あたり）,普通充電器200Vコネクタ数（1台あたり）,普通充電器100Vコネクタ数（1台あたり）,出力（急速充電器）,出力（普通（200V）充電器）,出力（普通（100V）充電器）,メーカー（急速充電器）,メーカー（普通（200V/）充電器）,メーカー（普通（100V）充電器）,周辺情報,周辺看板の有無,周知箇所（敷地外）,周知箇所（敷地入口・入口付近）,周知箇所（敷地内・敷地内誘導看板）,周知箇所（機器周辺）,駐車スペースの制限,その他の制限
411,東京都,町田市,小川5-9-7,トヨタ西東京カローラ株式会社,35.523697,139.468668,トヨタ西東京カローラ町田南店,ディーラー,無料,10:00～18:30,火曜日、第二水曜日,可,,1,0,0,1,0,設備無し,会員カードをお持ちの方はプランによる,設備無し,設備無し,最大利用時間1時間／利用時にはスタッフまで,設備無し,TI-GSEV2D,設備無し,不明,なし,0,1,0,設備無し,200V/16A,設備無し,設備無し,株式会社豊田自動織機,設備無し,コンビニエンスストア,あり,0,1,0,0,情報無し,情報無し
412,東京都,町田市,小川6-24-2,トヨタモビリティ東京株式会社,35.518502,139.472545,トヨタモビリティ東京 町田小川北店,ディーラー,無料,10:00～18:00,火曜日,可,,1,0,0,1,0,設備無し,1時間550円/ＰHV充電サポート・NCS会員は契約料金,設備無し,設備無し,最大利用時間1時間／利用時にはスタッフまで,設備無し,TI-GSEV2D,設備無し,不明,なし,0,1,0,設備無し,200V/16A,設備無し,設備無し,株式会社豊田自動織機,設備無し,スーパー,あり,0,1,0,0,情報無し,情報無し
413,東京都,町田市,小川6-24-1,トヨタモビリティ東京株式会社,35.5181186,139.4726972,トヨタモビリティ東京 町田小川南店,ディーラー,無料,10:00～18:00,火曜日,可,,1,0,0,1,0,設備無し,1時間550円/ＰHV充電サポート・NCS会員は契約料金,設備無し,設備無し,最大利用時間1時間／利用時にはスタッフまで,設備無し,TI-GSEV2D,設備無し,不明,なし,0,1,0,設備無し,200V/16A,設備無し,設備無し,株式会社豊田自動織機,設備無し,スーパー,あり,0,1,0,0,情報無し,情報無し
414,東京都,町田市,大蔵町794-1,トヨタモビリティ東京株式会社,35.587887,139.468466,トヨタモビリティ東京 鶴川店,ディーラー,無料,10:00～18:00,火曜日,可,,1,0,0,1,0,設備無し,【会員】無料 【会員以外】1時間500円（充電受付時間/10:00～17:00）,設備無し,設備無し,最大利用時間1時間／利用時にはスタッフまで,設備無し,TI-GSEV2D,設備無し,不明,なし,0,1,0,設備無し,200V/16A,設備無し,設備無し,株式会社豊田自動織機,設備無し,スーパー,あり,0,1,0,0,情報無し,情報無し
415,東京都,町田市,本町田1700-83,トヨタ西東京カローラ株式会社,35.558346,139.433484,トヨタ西東京カローラ 町田店,ディーラー,無料,10:00～18:30,火曜日、第二水曜日,可,,1,0,0,1,0,設備無し,会員カードをお持ちの方はプランによる,設備無し,設備無し,最大利用時間1時間／利用時にはスタッフまで,設備無し,TI-GSEV2D,設備無し,不明,なし,0,1,0,設備無し,200V/16A,設備無し,設備無し,株式会社豊田自動織機,設備無し,ドラッグストア、コインランドリー,あり,0,1,0,0,情報無し,情報無し
416,東京都,町田市,野津田町1104,トヨタモビリティ東京株式会社,35.588909,139.456654,トヨタモビリティ東京 町田鶴川店,ディーラー,無料,10:00～18:00,火曜日,可,,1,0,0,1,0,設備無し,不明,設備無し,設備無し,現地特記事項無し,設備無し,TI-GSEV2D,設備無し,不明,なし,0,1,0,設備無し,200V/16A,設備無し,設備無し,株式会社豊田自動織機,設備無し,コンビニエンスストア,あり,0,1,0,0,情報無し,情報無し
417,東京都,調布市,国領町1-26-1,トヨタモビリティ東京株式会社,35.652507,139.55434,トヨタモビリティ東京 調布国領店,ディーラー,無料,10:00～18:00,火曜日,可,,1,0,0,1,0,設備無し,1時間550円/ＰHV充電サポート・NCS会員は契約料金,設備無し,設備無し,最大利用時間1時間／利用時にはスタッフまで,設備無し,TI-GSEV2D,設備無し,不明,なし,0,1,0,設備無し,200V/16A,設備無し,設備無し,株式会社豊田自動織機,設備無し,コンビニエンスストア,あり,0,0,0,1,情報無し,情報無し
418,東京都,調布市,西つつじケ丘1-25-1,トヨタモビリティ東京株式会社,35.658099,139.57022,トヨタモビリティ東京 調布つつじヶ丘店,ディーラー,無料,10:00～18:00,火曜日,可,,1,0,0,1,0,設備無し,1時間550円/ＰHV充電サポート・NCS会員は契約料金,設備無し,設備無し,最大利用時間1時間／利用時にはスタッフまで,設備無し,TI-GSEV2D,設備無し,不明,なし,0,1,0,設備無し,200V/16A,設備無し,設備無し,株式会社豊田自動織機,設備無し,飲食店、リサイクルショップ,あり,0,1,0,0,情報無し,情報無し
419,東京都,調布市,飛田給1-34-18,トヨタモビリティ東京株式会社,35.663467,139.524106,トヨタモビリティ東京 調布飛田給店,ディーラー,無料,10:00～18:00,火曜日,可,,1,0,0,1,0,設備無し,1時間550円/ＰHV充電サポート・NCS会員は契約料金,設備無し,設備無し,最大利用時間1時間／利用時にはスタッフまで,設備無し,TI-GSEV2D,設備無し,不明,なし,0,1,0,設備無し,200V/16A,設備無し,設備無し,株式会社豊田自動織機,設備無し,スーパー、スタジアム,あり,0,1,0,0,情報無し,情報無し
420,東京都,東村山市,青葉町2-41-1,トヨタモビリティ東京株式会社,35.764854,139.49241,トヨタモビリティ東京 東村山青葉店,ディーラー,無料,10:00～18:00,火曜日,可,,1,0,0,1,0,設備無し,1時間550円/ＰHV充電サポート・NCS会員は契約料金,設備無し,設備無し,最大利用時間1時間／利用時にはスタッフまで,設備無し,TI-GSEV2D,設備無し,不明,なし,0,1,0,設備無し,200V/16A,設備無し,設備無し,株式会社豊田自動織機,設備無し,コンビニエンスストア、カー用品店,あり,0,1,0,0,情報無し,情報無し
421,東京都,東村山市,美住町2-2-2,トヨタモビリティ東京株式会社,35.752686,139.463966,トヨタモビリティ東京 東村山美住町店,ディーラー,無料,10:00～18:00,火曜日,可,,1,0,0,1,0,設備無し,1時間550円/ＰHV充電サポート・NCS会員は契約料金,設備無し,設備無し,最大利用時間1時間／利用時にはスタッフまで,設備無し,TI-GSEV2D,設備無し,不明,なし,0,1,0,設備無し,200V/16A,設備無し,設備無し,株式会社豊田自動織機,設備無し,コンビニエンスストア,あり,0,1,1,0,情報無し,情報無し
422,東京都,東大和市,桜が丘2-252,トヨタモビリティ東京株式会社,35.737471,139.417112,トヨタモビリティ東京 東大和店,ディーラー,無料,10:00～18:00,火曜日,可,,1,0,0,1,0,設備無し,1時間550円/ＰHV充電サポート・NCS会員は契約料金,設備無し,設備無し,最大利用時間1時間／利用時にはスタッフまで,設備無し,TI-GSEV2D,設備無し,不明,なし,0,1,0,設備無し,200V/16A,設備無し,設備無し,株式会社豊田自動織機,設備無し,コンビニエンスストア、飲食店,あり,0,1,0,0,情報無し,情報無し
423,東京都,日野市,旭ケ丘6-11-4,トヨタ西東京カローラ株式会社,35.659945,139.362787,トヨタ西東京カローラ豊田店,ディーラー,無料,10:00～18:30,火曜日、第二水曜日,可,,1,0,0,1,0,設備無し,会員カードをお持ちの方はプランによる,設備無し,設備無し,最大利用時間1時間／利用時にはスタッフまで,設備無し,TI-GSEV2D,設備無し,不明,なし,0,1,0,設備無し,200V/16A,設備無し,設備無し,株式会社豊田自動織機,設備無し,コンビニエンスストア,あり,0,1,0,0,情報無し,情報無し
424,東京都,日野市,多摩平6-25-7,トヨタ西東京カローラ株式会社,35.673097,139.383036,トヨタ西東京カローラ日野店,ディーラー,無料,10:00～18:30,火曜日、第二水曜日,可,,1,0,0,1,0,設備無し,会員カードをお持ちの方はプランによる,設備無し,設備無し,最大利用時間1時間／利用時にはスタッフまで,設備無し,TI-GSEV2D,設備無し,不明,なし,0,1,0,設備無し,200V/16A,設備無し,設備無し,株式会社豊田自動織機,設備無し,コンビニエンスストア,あり,0,1,0,0,情報無し,情報無し
425,東京都,日野市,多摩平6-9-6,トヨタモビリティ東京株式会社,35.672338,139.380894,トヨタモビリティ東京 日野多摩平店,ディーラー,無料,10:00～18:00,火曜日,可,,1,0,0,1,0,設備無し,1時間550円/ＰHV充電サポート・NCS会員は契約料金,設備無し,設備無し,最大利用時間1時間／利用時にはスタッフまで,設備無し,TI-GSEV2D,設備無し,不明,なし,0,1,0,設備無し,200V/16A,設備無し,設備無し,株式会社豊田自動織機,設備無し,コンビニエンスストア,あり,0,1,0,0,情報無し,情報無し
426,東京都,日野市,日野1543-1,中央自動車工業,35.677814,139.407602,中央自動車工業,その他,無料,9:00～19:00,日曜日,可,,1,0,0,1,0,設備無し,1日預かり充電3000円など状況により変わる。,設備無し,設備無し,現地特記事項無し,設備無し,DNC321K,設備無し,不明,なし,0,1,0,設備無し,200V/50・60Hz/20A,設備無し,設備無し,Panasonic,設備無し,コンビニエンスストア,あり,0,0,1,0,情報無し,情報無し
427,東京都,日野市,万願寺4-11-1,トヨタモビリティ東京株式会社,35.670228,139.41744,トヨタモビリティ東京 日野万願寺店,ディーラー,無料,10:00～18:00,火曜日,可,,1,0,0,1,0,設備無し,1時間550円/ＰHV充電サポート・NCS会員は契約料金,設備無し,設備無し,最大利用時間1時間／利用時にはスタッフまで,設備無し,TI-GSEV2D,設備無し,不明,なし,0,1,0,設備無し,200V/16A,設備無し,設備無し,株式会社豊田自動織機,設備無し,飲食店,あり,0,1,0,0,情報無し,情報無し
428,東京都,八王子市,小比企町539-1,ネッツトヨタ多摩株式会社,35.640625,139.317313,ネッツトヨタ多摩八王子西店,ディーラー,無料,10:00～18:45,火曜日、一部水曜日,可,,1,0,0,1,0,設備無し,カードのプランにより異なるためカード発行元に確認,設備無し,設備無し,最大利用時間1時間／利用時にはスタッフまで,設備無し,TI-GSEV2D,設備無し,不明,なし,0,1,0,設備無し,200V/16A,設備無し,設備無し,株式会社豊田自動織機,設備無し,カー用品店,あり,0,1,0,0,情報無し,情報無し
429,東京都,八王子市,上川町3822-5,有限会社オートボディーニシムラ,35.707364,139.242745,有限会社オートボディーニシムラ,その他,無料,9:00～18:00,日曜日、祝日,可,,1,0,0,1,0,設備無し,未定,設備無し,設備無し,現地特記事項無し,設備無し,DNC321K,設備無し,不明,なし,0,1,0,設備無し,200V/50・60Hz/5W以下,設備無し,設備無し,Panasonic,設備無し,なし,あり,0,1,0,0,情報無し,情報無し
