大分類,中分類,小分類,施設ID,名称,緯度,経度,住所1,住所2,住所3,電話番号,FAX番号,リンク（テキスト）,リンク（URL）,備考
施設マップ,健幸処MAP,【運動】地域介護予防教室,411,今日より明日へ～元気アップ体操～,35.6342657,139.4376845,〒206-0041,東京都多摩市愛宕2-5-2愛宕2丁目集会所,,042-338-6924,,詳しくはこちら,http://www.city.tama.lg.jp/0000002281.html,
施設マップ,健幸処MAP,【運動】地域介護予防教室,508,若葉の会,35.6149121,139.4372334,〒206-0031,東京都多摩市豊ヶ丘4-2-7,豊ヶ丘4丁目集会所,042-338-6924,,詳しくはこちら,http://www.city.tama.lg.jp/0000002281.html,
施設マップ,健幸処MAP,【運動】うんどう教室,412,乞田・貝取ふれあい広場公園うんどう教室,35.63091228,139.4345821,〒206-0014,東京都多摩市乞田810-2乞田・貝取ふれあい広場公園,,042-338-6924,,詳しくはこちら,http://www.city.tama.lg.jp/0000004261.html,
施設マップ,健幸処MAP,【運動】うんどう教室,413,豊ヶ丘南公園うんどう教室,35.6162089,139.4340394,〒206-0031,東京都多摩市豊ヶ丘5-12豊ヶ丘南公園,,042-338-6924,,詳しくはこちら,http://www.city.tama.lg.jp/0000004261.html,
施設マップ,健幸処MAP,【運動】健康遊具のある公園,414,貝取北公園,35.62315888,139.4412593,〒206-0012,,,042-338-6837,,,,
施設マップ,健幸処MAP,【運動】健康遊具のある公園,415,鶴牧西公園,35.61792036,139.415147,〒206-0034,東京都多摩市鶴牧2-18,,042-338-6837,,,,
施設マップ,健幸処MAP,【運動】健康遊具のある公園,416,豊ヶ丘南公園,35.61593198,139.4339938,〒206-0031,東京都多摩市豊ヶ丘5-12,,042-338-6837,,,,
施設マップ,健幸処MAP,【運動】健康遊具のある公園,417,乞田・貝取ふれあい広場公園,35.63092536,139.4349496,〒206-0014,東京都多摩市乞田810-2,,042-338-6837,,,,
施設マップ,健幸処MAP,【運動】運動施設,418,多摩市立総合体育館,35.6435225,139.4362186,〒206-0003,東京都多摩市東寺方588-1,,042-374-2313,,詳しくはこちら,http://www.city.tama.lg.jp/0000002753.html,
施設マップ,健幸処MAP,【運動】運動施設,419,多摩市立武道館,35.62549075,139.4589148,〒206-0024,東京都多摩市諏訪4-9,,042-371-8421,,詳しくはこちら,http://www.city.tama.lg.jp/0000000965.html,
施設マップ,健幸処MAP,【運動】運動施設,420,多摩市立陸上競技場,35.6249675,139.4603096,〒206-0024,東京都多摩市諏訪4-9,,042-337-7665,,詳しくはこちら,http://www.city.tama.lg.jp/0000002707.html,
施設マップ,健幸処MAP,【運動】運動施設,421,多摩市立温水プール（アクアブルー多摩）,35.61228157,139.4137493,〒206-0032,東京都多摩市南野3-15-2,,042-338-7667,,詳しくはこちら,http://www.city.tama.lg.jp/0000004102.html,
施設マップ,健幸処MAP,【運動】運動施設,422,関戸公園野球場,35.6502751,139.4592678,〒206-0011,東京都多摩市関戸3丁目2番23地先（多摩川敷地内）,,042-374-2313,,詳しくはこちら（外部リンク）,http://tama-sports.com/baseball_field/#link1,
施設マップ,健幸処MAP,【運動】運動施設,423,諏訪南公園野球場,35.61954842,139.4534108,〒206-0024,東京都多摩市諏訪5-14-1,,042-374-2313,,詳しくはこちら（外部リンク）,http://tama-sports.com/baseball_field/#link2,
施設マップ,健幸処MAP,【運動】運動施設,424,貝取南公園野球場,35.61665975,139.4388103,〒206-0012,東京都多摩市貝取4-13,,042-374-2313,,詳しくはこちら（外部リンク）,http://tama-sports.com/baseball_field/#link3,
施設マップ,健幸処MAP,【運動】運動施設,425,諏訪北公園野球場,35.62814533,139.4528633,〒206-0024,東京都多摩市諏訪3-11,,042-374-2313,,詳しくはこちら（外部リンク）,http://tama-sports.com/baseball_field/#link4,
施設マップ,健幸処MAP,【運動】運動施設,426,一本杉公園野球場,35.60777835,139.432196,〒206-0032,東京都多摩市南野2-14-1,,042-374-2313,,詳しくはこちら（外部リンク）,http://tama-sports.com/baseball_field/#link5,
施設マップ,健幸処MAP,【運動】運動施設,427,宝野公園球技場,35.61542527,139.4242096,〒206-0033,東京都多摩市落合5-5,,042-374-2313,,詳しくはこちら（外部リンク）,http://tama-sports.com/playing_field/#link1,
施設マップ,健幸処MAP,【運動】運動施設,428,諏訪南公園球技場,35.62022634,139.453627,〒206-0024,東京都多摩市諏訪5-14-1,,042-374-2313,,詳しくはこちら（外部リンク）,http://tama-sports.com/playing_field/#link2,
施設マップ,健幸処MAP,【運動】運動施設,429,貝取南公園球技場,35.6164864,139.438082,〒206-0012,東京都多摩市貝取4-13,,042-374-2313,,詳しくはこちら（外部リンク）,http://tama-sports.com/playing_field/#link3,
施設マップ,健幸処MAP,【運動】運動施設,430,和田公園球技場,35.64057188,139.4295815,〒206-0001,東京都多摩市和田795,,042-374-2313,,詳しくはこちら（外部リンク）,http://tama-sports.com/playing_field/#link4,
施設マップ,健幸処MAP,【運動】運動施設,431,一ノ宮公園球技場,35.65576323,139.4428615,〒206-0002,東京都多摩市一ノ宮1049番地先（多摩川敷地内）,,042-374-2313,,詳しくはこちら（外部リンク）,http://tama-sports.com/playing_field/#link5,
施設マップ,健幸処MAP,【運動】運動施設,432,一本杉公園庭球場,35.60915654,139.4323448,〒206-0032,東京都多摩市南野2-14-1,,042-374-2313,,詳しくはこちら（外部リンク）,http://tama-sports.com/tennis_field/#link1,
施設マップ,健幸処MAP,【運動】運動施設,433,永山南公園庭球場,35.6220085,139.4489984,〒206-0025,東京都多摩市永山4-7-12,,042-374-2313,,詳しくはこちら（外部リンク）,http://tama-sports.com/tennis_field/#link2,
施設マップ,健幸処MAP,【運動】運動施設,435,一ノ宮公園庭球場,35.65637046,139.4416903,〒206-0002,東京都多摩市一ノ宮1049番地先（多摩川敷地内）,,042-374-2313,,詳しくはこちら（外部リンク）,http://tama-sports.com/tennis_field/#link3,
施設マップ,健幸処MAP,【運動】運動施設,437,諏訪北公園庭球場,35.62882744,139.4524043,〒206-0024,東京都多摩市諏訪3-11,,042-374-2313,,詳しくはこちら（外部リンク）,http://tama-sports.com/tennis_field/#link4,
施設マップ,健幸処MAP,【運動】運動施設,438,奈良原公園庭球場,35.61311133,139.4209727,〒206-0034,東京都多摩市鶴牧4-4,,042-374-2313,,詳しくはこちら（外部リンク）,http://tama-sports.com/tennis_field/#link5,
施設マップ,健幸処MAP,【運動】運動施設,440,貝取北公園庭球場,35.62340531,139.4413003,〒206-0012,東京都多摩市貝取2-1-1,,042-374-2313,,詳しくはこちら（外部リンク）,http://tama-sports.com/tennis_field/#link6,
施設マップ,健幸処MAP,【運動】運動施設,441,連光寺公園庭球場,35.63531572,139.4636542,〒206-0021,東京都多摩市連光寺5-8-6,,042-374-2313,,詳しくはこちら（外部リンク）,http://tama-sports.com/tennis_field/#link7,
施設マップ,健幸処MAP,【運動】運動施設,443,愛宕東公園庭球場,35.63365078,139.4365359,〒206-0041,東京都多摩市愛宕1-66,,042-374-2313,,詳しくはこちら（外部リンク）,http://tama-sports.com/tennis_field/#link8,
施設マップ,健幸処MAP,【運動】運動施設,445,多摩東公園庭球場,35.62380053,139.4600792,〒206-0024,東京都多摩市諏訪4-9,,042-374-2313,,詳しくはこちら（外部リンク）,http://tama-sports.com/tennis_field/#link9,
施設マップ,健幸処MAP,【食事】野菜メニュー店,436,桜ケ丘 鳥はな,35.65181826,139.4464782,〒206-0011,東京都多摩市関戸1-1-5 ザ・スクエア1F,,042-372-0390,,詳しくはこちら,http://www.city.tama.lg.jp/0000004829.html,
施設マップ,健幸処MAP,【食事】野菜メニュー店,442,とんかつ 三九三,35.65179603,139.446263,〒206-0011,東京都多摩市関戸1-1-5 ザ・スクエア1F,,042-376-3039,,詳しくはこちら,http://www.city.tama.lg.jp/0000004829.html,
施設マップ,健幸処MAP,【食事】野菜メニュー店,447,スパゲティ食堂 ドナ,35.651009,139.4477712,〒206-0011,東京都多摩市関戸1-10-10 京王聖蹟桜ヶ丘SC1F,,042-310-6977,,詳しくはこちら,http://www.city.tama.lg.jp/0000004829.html,
施設マップ,健幸処MAP,【食事】野菜メニュー店,448,北海道ラーメン 特一番,35.65028414,139.4479428,〒206-0011,東京都多摩市関戸1-11-5 森ビル1F,,042-375-7812,,詳しくはこちら,http://www.city.tama.lg.jp/0000004829.html,
施設マップ,健幸処MAP,【食事】野菜メニュー店,449,味道楽 留萌,35.65023183,139.4477389,〒206-0011,東京都多摩市関戸1-11-5 森ビル2F,,042-337-7082,,詳しくはこちら,http://www.city.tama.lg.jp/0000004829.html,
施設マップ,健幸処MAP,【食事】野菜メニュー店,509,日高屋　多摩センター店,35.62401,139.423409,〒206-0033,東京都多摩市落合1-41-1,,042-338-2206,,詳しくはこちら,http://www.city.tama.lg.jp/0000004829.html,
施設マップ,健幸処MAP,【食事】野菜メニュー店,451,季節料理 さの字,35.65028679,139.4489205,〒206-0011,東京都多摩市関戸2-24-10,,042-337-5288,,詳しくはこちら,http://www.city.tama.lg.jp/0000004829.html,
施設マップ,健幸処MAP,【食事】野菜メニュー店,452,コーヒーハウス  ケトルドラム,35.65026172,139.4489587,〒206-0011,東京都多摩市関戸2-24-10,,042-374-6929,,詳しくはこちら,http://www.city.tama.lg.jp/0000004829.html,
施設マップ,健幸処MAP,【食事】野菜メニュー店,453,なかたに,35.6499852,139.4492815,〒206-0011,東京都多摩市関戸2-39-15 桜ビル203,,,,詳しくはこちら,http://www.city.tama.lg.jp/0000004829.html,
施設マップ,健幸処MAP,【食事】野菜メニュー店,455,居酒屋 一平,35.65017902,139.4489472,〒206-0011,東京都多摩市関戸2-39-9,,042-372-9548,,詳しくはこちら,http://www.city.tama.lg.jp/0000004829.html,
施設マップ,健幸処MAP,【食事】野菜メニュー店,456,レストラン 神谷,35.6494527,139.4489923,〒206-0011,東京都多摩市関戸4-5-4,,042-375-7833,,詳しくはこちら,http://www.city.tama.lg.jp/0000004829.html,
施設マップ,健幸処MAP,【食事】野菜メニュー店,457,イタリア料理 ウブリアーコ,35.64985499,139.448143,〒206-0011,東京都多摩市関戸4-4-1 ハイマ-ト第二聖蹟桜ヶ丘1F,,042-337-6309,,詳しくはこちら,http://www.city.tama.lg.jp/0000004829.html,
施設マップ,健幸処MAP,【食事】野菜メニュー店,458,カフェ れすと なな,35.64979405,139.4467589,〒206-0011,東京都多摩市関戸4-72関戸公民館 ヴィ-タ7F,,042-400-1578,,詳しくはこちら,http://www.city.tama.lg.jp/0000004829.html,
施設マップ,健幸処MAP,【食事】野菜メニュー店,459,唄えるカントリーPUB 田子作,35.6506243,139.4452779,〒206-0002,東京都多摩市一ノ宮2-11-20 桜ヶ丘ハイツ2F,,042-373-4932,,詳しくはこちら,http://www.city.tama.lg.jp/0000004829.html,
施設マップ,健幸処MAP,【食事】野菜メニュー店,461,もつ鮮華 まる権,35.65104204,139.4427834,〒206-0002,東京都多摩市一ノ宮1-23-2 西栄ビル102,,042-376-6655,,詳しくはこちら,http://www.city.tama.lg.jp/0000004829.html,
施設マップ,健幸処MAP,【食事】野菜メニュー店,462,焼肉 権左エ門,35.651069,139.4426927,〒206-0002,東京都多摩市一ノ宮1-23-5 カワヴェ-ル桜ヶ丘101,,042-389-2901,,詳しくはこちら,http://www.city.tama.lg.jp/0000004829.html,
施設マップ,健幸処MAP,【食事】野菜メニュー店,463,ラーメン 天天館,35.65122108,139.4414588,〒206-0002,東京都多摩市一の宮1-24-2,,042-338-1738,,詳しくはこちら,http://www.city.tama.lg.jp/0000004829.html,
施設マップ,健幸処MAP,【食事】野菜メニュー店,464,小平うどん 聖蹟桜ヶ丘店,35.6511022,139.4399318,〒206-0002,東京都多摩市一ノ宮4-20-24 1F,,042-316-9490,,詳しくはこちら,http://www.city.tama.lg.jp/0000004829.html,
施設マップ,健幸処MAP,【食事】野菜メニュー店,465,カフェ ピンクララタマ 聖蹟桜ヶ丘,35.650518,139.4434951,〒206-0002,東京都多摩市一ノ宮3-5-24 1F ,,070-5543-3268,,詳しくはこちら,http://www.city.tama.lg.jp/0000004829.html,
施設マップ,健幸処MAP,【食事】野菜メニュー店,466,旭鮨総本店 聖蹟桜ヶ丘本館,35.64714708,139.4465557,〒206-0013,東京都多摩市桜ヶ丘4-35-2,,042-374-2403,,詳しくはこちら,http://www.city.tama.lg.jp/0000004829.html,
施設マップ,健幸処MAP,【食事】野菜メニュー店,467,大村庵,35.64837865,139.4517913,〒206-0011,東京都多摩市関戸4-12-8,,042-375-6055,,詳しくはこちら,http://www.city.tama.lg.jp/0000004829.html,
施設マップ,健幸処MAP,【食事】野菜メニュー店,468,銀龍,35.64151856,139.4513337,〒206-0011,東京都多摩市関戸5-9-11,,042-338-3386,,詳しくはこちら,http://www.city.tama.lg.jp/0000004829.html,
施設マップ,健幸処MAP,【食事】野菜メニュー店,469,聖ヶ丘 増田屋,35.6334733,139.4636747,〒206-0021,東京都多摩市連光寺6-25-17,,042-375-2161,,詳しくはこちら,http://www.city.tama.lg.jp/0000004829.html,
施設マップ,健幸処MAP,【食事】野菜メニュー店,470,中華 揚子江,35.62942973,139.455238,〒206-0023,東京都多摩市馬引沢2-13-12-103,,042-389-5288,,詳しくはこちら,http://www.city.tama.lg.jp/0000004829.html,
施設マップ,健幸処MAP,【食事】野菜メニュー店,471,やみつき味 辛子堂,35.62770146,139.4561384,〒206-0023,東京都多摩市馬引沢2-17-13 パレ・ド-ル小形102,,042-375-6070,,詳しくはこちら,http://www.city.tama.lg.jp/0000004829.html,
施設マップ,健幸処MAP,【食事】野菜メニュー店,473,そば酒房 はなわ,35.63198114,139.4472168,〒206-0025,東京都多摩市永山1-8-17-102,,042-338-6261,,詳しくはこちら,http://www.city.tama.lg.jp/0000004829.html,
施設マップ,健幸処MAP,【食事】野菜メニュー店,474,多摩永山情報教育センター内食堂,35.62852292,139.4511469,〒206-0024,東京都多摩市諏訪2-5-1,,042-338-0602,,詳しくはこちら,http://www.city.tama.lg.jp/0000004829.html,
施設マップ,健幸処MAP,【食事】野菜メニュー店,475,広島風お好み焼 一番,35.62914993,139.4483266,〒206-0025,東京都多摩市永山1-4 グリナ-ド永山4F,,042-373-4741,,詳しくはこちら,http://www.city.tama.lg.jp/0000004829.html,
施設マップ,健幸処MAP,【食事】野菜メニュー店,476,きっちん空,35.62355701,139.4379238,〒206-0012,東京都多摩市貝取1-47-9,,042-316-9927,,詳しくはこちら,http://www.city.tama.lg.jp/0000004829.html,
施設マップ,健幸処MAP,【食事】野菜メニュー店,477,イタリアン居酒屋 Ne ma re ,35.62998774,139.442287,〒206-0012,東京都多摩市貝取1-14-8 神田ハイツ101,,042-357-0818,,詳しくはこちら,http://www.city.tama.lg.jp/0000004829.html,
施設マップ,健幸処MAP,【食事】野菜メニュー店,478,木の香,35.6329183,139.4407103,〒206-0014,東京都多摩市乞田1140,,042-376-6085,,詳しくはこちら,http://www.city.tama.lg.jp/0000004829.html,
