単独・本所・支所の別階層,単独・本所・支所の別コード,単独・本所・支所の別,産業分類階層,大分類,中分類,産業分類名,従業者規模階層,従業者規模コード,従業者規模,民営事業所／総数／事業所数（事業所）,民営事業所／総数／別経営の事業所からの出向・派遣従業者規模0人／事業所数（事業所）,民営事業所／総数／別経営の事業所からの出向・派遣従業者規模1～4人／事業所数（事業所）,民営事業所／総数／別経営の事業所からの出向・派遣従業者規模5～9人／事業所数（事業所）,民営事業所／総数／別経営の事業所からの出向・派遣従業者規模10～29人／事業所数（事業所）,民営事業所／総数／別経営の事業所からの出向・派遣従業者規模30～49人／事業所数（事業所）,民営事業所／総数／別経営の事業所からの出向・派遣従業者規模50人以上／事業所数（事業所）,民営事業所／個人／事業所数（事業所）,民営事業所／個人／別経営の事業所からの出向・派遣従業者規模0人／事業所数（事業所）,民営事業所／個人／別経営の事業所からの出向・派遣従業者規模1～4人／事業所数（事業所）,民営事業所／個人／別経営の事業所からの出向・派遣従業者規模5～9人／事業所数（事業所）,民営事業所／個人／別経営の事業所からの出向・派遣従業者規模10～29人／事業所数（事業所）,民営事業所／個人／別経営の事業所からの出向・派遣従業者規模30～49人／事業所数（事業所）,民営事業所／個人／別経営の事業所からの出向・派遣従業者規模50人以上／事業所数（事業所）,民営事業所／法人／総数／事業所数（事業所）,民営事業所／法人／総数／別経営の事業所からの出向・派遣従業者規模0人／事業所数（事業所）,民営事業所／法人／総数／別経営の事業所からの出向・派遣従業者規模1～4人／事業所数（事業所）,民営事業所／法人／総数／別経営の事業所からの出向・派遣従業者規模5～9人／事業所数（事業所）,民営事業所／法人／総数／別経営の事業所からの出向・派遣従業者規模10～29人／事業所数（事業所）,民営事業所／法人／総数／別経営の事業所からの出向・派遣従業者規模30～49人／事業所数（事業所）,民営事業所／法人／総数／別経営の事業所からの出向・派遣従業者規模50人以上／事業所数（事業所）,民営事業所／法人／会社／総数／事業所数（事業所）,民営事業所／法人／会社／総数／別経営の事業所からの出向・派遣従業者規模0人／事業所数（事業所）,民営事業所／法人／会社／総数／別経営の事業所からの出向・派遣従業者規模1～4人／事業所数（事業所）,民営事業所／法人／会社／総数／別経営の事業所からの出向・派遣従業者規模5～9人／事業所数（事業所）,民営事業所／法人／会社／総数／別経営の事業所からの出向・派遣従業者規模10～29人／事業所数（事業所）,民営事業所／法人／会社／総数／別経営の事業所からの出向・派遣従業者規模30～49人／事業所数（事業所）,民営事業所／法人／会社／総数／別経営の事業所からの出向・派遣従業者規模50人以上／事業所数（事業所）,民営事業所／法人／会社／株式・有限・相互会社／事業所数（事業所）,民営事業所／法人／会社／株式・有限・相互会社／別経営の事業所からの出向・派遣従業者規模0人／事業所数（事業所）,民営事業所／法人／会社／株式・有限・相互会社／別経営の事業所からの出向・派遣従業者規模1～4人／事業所数（事業所）,民営事業所／法人／会社／株式・有限・相互会社／別経営の事業所からの出向・派遣従業者規模5～9人／事業所数（事業所）,民営事業所／法人／会社／株式・有限・相互会社／別経営の事業所からの出向・派遣従業者規模10～29人／事業所数（事業所）,民営事業所／法人／会社／株式・有限・相互会社／別経営の事業所からの出向・派遣従業者規模30～49人／事業所数（事業所）,民営事業所／法人／会社／株式・有限・相互会社／別経営の事業所からの出向・派遣従業者規模50人以上／事業所数（事業所）,民営事業所／法人／会社／合名・合資会社／事業所数（事業所）,民営事業所／法人／会社／合名・合資会社／別経営の事業所からの出向・派遣従業者規模0人／事業所数（事業所）,民営事業所／法人／会社／合名・合資会社／別経営の事業所からの出向・派遣従業者規模1～4人／事業所数（事業所）,民営事業所／法人／会社／合名・合資会社／別経営の事業所からの出向・派遣従業者規模5～9人／事業所数（事業所）,民営事業所／法人／会社／合名・合資会社／別経営の事業所からの出向・派遣従業者規模10～29人／事業所数（事業所）,民営事業所／法人／会社／合名・合資会社／別経営の事業所からの出向・派遣従業者規模30～49人／事業所数（事業所）,民営事業所／法人／会社／合名・合資会社／別経営の事業所からの出向・派遣従業者規模50人以上／事業所数（事業所）,民営事業所／法人／会社／合同会社／事業所数（事業所）,民営事業所／法人／会社／合同会社／別経営の事業所からの出向・派遣従業者規模0人／事業所数（事業所）,民営事業所／法人／会社／合同会社／別経営の事業所からの出向・派遣従業者規模1～4人／事業所数（事業所）,民営事業所／法人／会社／合同会社／別経営の事業所からの出向・派遣従業者規模5～9人／事業所数（事業所）,民営事業所／法人／会社／合同会社／別経営の事業所からの出向・派遣従業者規模10～29人／事業所数（事業所）,民営事業所／法人／会社／合同会社／別経営の事業所からの出向・派遣従業者規模30～49人／事業所数（事業所）,民営事業所／法人／会社／合同会社／別経営の事業所からの出向・派遣従業者規模50人以上／事業所数（事業所）,民営事業所／法人／会社／外国の会社／事業所数（事業所）,民営事業所／法人／会社／外国の会社／別経営の事業所からの出向・派遣従業者規模0人／事業所数（事業所）,民営事業所／法人／会社／外国の会社／別経営の事業所からの出向・派遣従業者規模1～4人／事業所数（事業所）,民営事業所／法人／会社／外国の会社／別経営の事業所からの出向・派遣従業者規模5～9人／事業所数（事業所）,民営事業所／法人／会社／外国の会社／別経営の事業所からの出向・派遣従業者規模10～29人／事業所数（事業所）,民営事業所／法人／会社／外国の会社／別経営の事業所からの出向・派遣従業者規模30～49人／事業所数（事業所）,民営事業所／法人／会社／外国の会社／別経営の事業所からの出向・派遣従業者規模50人以上／事業所数（事業所）,民営事業所／法人／会社以外の法人／事業所数（事業所）,民営事業所／法人／会社以外の法人／別経営の事業所からの出向・派遣従業者規模0人／事業所数（事業所）,民営事業所／法人／会社以外の法人／別経営の事業所からの出向・派遣従業者規模1～4人／事業所数（事業所）,民営事業所／法人／会社以外の法人／別経営の事業所からの出向・派遣従業者規模5～9人／事業所数（事業所）,民営事業所／法人／会社以外の法人／別経営の事業所からの出向・派遣従業者規模10～29人／事業所数（事業所）,民営事業所／法人／会社以外の法人／別経営の事業所からの出向・派遣従業者規模30～49人／事業所数（事業所）,民営事業所／法人／会社以外の法人／別経営の事業所からの出向・派遣従業者規模50人以上／事業所数（事業所）,民営事業所／法人でない団体／事業所数（事業所）,民営事業所／法人でない団体／別経営の事業所からの出向・派遣従業者規模0人／事業所数（事業所）,民営事業所／法人でない団体／別経営の事業所からの出向・派遣従業者規模1～4人／事業所数（事業所）,民営事業所／法人でない団体／別経営の事業所からの出向・派遣従業者規模5～9人／事業所数（事業所）,民営事業所／法人でない団体／別経営の事業所からの出向・派遣従業者規模10～29人／事業所数（事業所）,民営事業所／法人でない団体／別経営の事業所からの出向・派遣従業者規模30～49人／事業所数（事業所）,民営事業所／法人でない団体／別経営の事業所からの出向・派遣従業者規模50人以上／事業所数（事業所）
1,1,単独事業所,2,E,14,パルプ・紙・紙加工品製造業,1,5,50～99人,6,6,-,-,-,-,-,-,-,-,-,-,-,-,6,6,-,-,-,-,-,6,6,-,-,-,-,-,6,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,E,14,パルプ・紙・紙加工品製造業,1,6,100～299人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,E,14,パルプ・紙・紙加工品製造業,1,7,300人以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,E,14,パルプ・紙・紙加工品製造業,1,8,出向・派遣従業者のみ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,E,15,印刷・同関連業,0,0,総数,6257,6149,83,16,6,2,1,1074,1072,2,-,-,-,-,5183,5077,81,16,6,2,1,5172,5066,81,16,6,2,1,5152,5046,81,16,6,2,1,18,18,-,-,-,-,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,11,11,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,E,15,印刷・同関連業,1,1,1～4人,3902,3877,20,3,2,-,-,1037,1035,2,-,-,-,-,2865,2842,18,3,2,-,-,2863,2840,18,3,2,-,-,2848,2825,18,3,2,-,-,14,14,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,E,15,印刷・同関連業,1,2,5～9人,1353,1339,14,-,-,-,-,31,31,-,-,-,-,-,1322,1308,14,-,-,-,-,1321,1307,14,-,-,-,-,1316,1302,14,-,-,-,-,4,4,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,E,15,印刷・同関連業,1,3,10～29人,802,772,23,7,-,-,-,6,6,-,-,-,-,-,796,766,23,7,-,-,-,793,763,23,7,-,-,-,793,763,23,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,E,15,印刷・同関連業,1,4,30～49人,120,104,11,2,2,1,-,-,-,-,-,-,-,-,120,104,11,2,2,1,-,119,103,11,2,2,1,-,119,103,11,2,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,E,15,印刷・同関連業,1,5,50～99人,60,45,11,3,-,1,-,-,-,-,-,-,-,-,60,45,11,3,-,1,-,57,42,11,3,-,1,-,57,42,11,3,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,E,15,印刷・同関連業,1,6,100～299人,13,12,-,-,1,-,-,-,-,-,-,-,-,-,13,12,-,-,1,-,-,12,11,-,-,1,-,-,12,11,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,E,15,印刷・同関連業,1,7,300人以上,1,-,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,1,1,-,-,-,-,-,1,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,E,15,印刷・同関連業,1,8,出向・派遣従業者のみ,6,-,4,1,1,-,-,-,-,-,-,-,-,-,6,-,4,1,1,-,-,6,-,4,1,1,-,-,6,-,4,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,E,16,化学工業,0,0,総数,450,407,35,5,1,1,1,23,22,1,-,-,-,-,427,385,34,5,1,1,1,424,383,33,5,1,1,1,423,382,33,5,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,2,1,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,E,16,化学工業,1,1,1～4人,198,185,12,1,-,-,-,22,21,1,-,-,-,-,176,164,11,1,-,-,-,174,163,10,1,-,-,-,173,162,10,1,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,1,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,E,16,化学工業,1,2,5～9人,113,107,6,-,-,-,-,1,1,-,-,-,-,-,112,106,6,-,-,-,-,112,106,6,-,-,-,-,112,106,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,E,16,化学工業,1,3,10～29人,98,90,8,-,-,-,-,-,-,-,-,-,-,-,98,90,8,-,-,-,-,97,89,8,-,-,-,-,97,89,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,E,16,化学工業,1,4,30～49人,20,17,1,2,-,-,-,-,-,-,-,-,-,-,20,17,1,2,-,-,-,20,17,1,2,-,-,-,20,17,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,E,16,化学工業,1,5,50～99人,11,7,2,2,-,-,-,-,-,-,-,-,-,-,11,7,2,2,-,-,-,11,7,2,2,-,-,-,11,7,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,E,16,化学工業,1,6,100～299人,3,1,1,-,1,-,-,-,-,-,-,-,-,-,3,1,1,-,1,-,-,3,1,1,-,1,-,-,3,1,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,E,16,化学工業,1,7,300人以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,E,16,化学工業,1,8,出向・派遣従業者のみ,7,-,5,-,-,1,1,-,-,-,-,-,-,-,7,-,5,-,-,1,1,7,-,5,-,-,1,1,7,-,5,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,E,17,石油製品・石炭製品製造業,0,0,総数,11,10,1,-,-,-,-,1,1,-,-,-,-,-,10,9,1,-,-,-,-,10,9,1,-,-,-,-,10,9,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,E,17,石油製品・石炭製品製造業,1,1,1～4人,6,6,-,-,-,-,-,1,1,-,-,-,-,-,5,5,-,-,-,-,-,5,5,-,-,-,-,-,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,E,17,石油製品・石炭製品製造業,1,2,5～9人,1,1,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,1,1,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,E,17,石油製品・石炭製品製造業,1,3,10～29人,3,3,-,-,-,-,-,-,-,-,-,-,-,-,3,3,-,-,-,-,-,3,3,-,-,-,-,-,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,E,17,石油製品・石炭製品製造業,1,4,30～49人,1,-,1,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,1,-,1,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,E,17,石油製品・石炭製品製造業,1,5,50～99人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,E,17,石油製品・石炭製品製造業,1,6,100～299人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,E,17,石油製品・石炭製品製造業,1,7,300人以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,E,17,石油製品・石炭製品製造業,1,8,出向・派遣従業者のみ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,E,18,プラスチック製品製造業（別掲を除く）,0,0,総数,1716,1689,22,2,2,1,-,444,443,1,-,-,-,-,1272,1246,21,2,2,1,-,1272,1246,21,2,2,1,-,1269,1243,21,2,2,1,-,2,2,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,E,18,プラスチック製品製造業（別掲を除く）,1,1,1～4人,1078,1073,5,-,-,-,-,418,417,1,-,-,-,-,660,656,4,-,-,-,-,660,656,4,-,-,-,-,657,653,4,-,-,-,-,2,2,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,E,18,プラスチック製品製造業（別掲を除く）,1,2,5～9人,375,369,5,-,-,1,-,23,23,-,-,-,-,-,352,346,5,-,-,1,-,352,346,5,-,-,1,-,352,346,5,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,E,18,プラスチック製品製造業（別掲を除く）,1,3,10～29人,228,219,8,-,1,-,-,3,3,-,-,-,-,-,225,216,8,-,1,-,-,225,216,8,-,1,-,-,225,216,8,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,E,18,プラスチック製品製造業（別掲を除く）,1,4,30～49人,23,20,2,1,-,-,-,-,-,-,-,-,-,-,23,20,2,1,-,-,-,23,20,2,1,-,-,-,23,20,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,E,18,プラスチック製品製造業（別掲を除く）,1,5,50～99人,9,7,-,1,1,-,-,-,-,-,-,-,-,-,9,7,-,1,1,-,-,9,7,-,1,1,-,-,9,7,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,E,18,プラスチック製品製造業（別掲を除く）,1,6,100～299人,1,1,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,1,1,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,E,18,プラスチック製品製造業（別掲を除く）,1,7,300人以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,E,18,プラスチック製品製造業（別掲を除く）,1,8,出向・派遣従業者のみ,2,-,2,-,-,-,-,-,-,-,-,-,-,-,2,-,2,-,-,-,-,2,-,2,-,-,-,-,2,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,E,19,ゴム製品製造業,0,0,総数,604,598,5,1,-,-,-,193,192,1,-,-,-,-,411,406,4,1,-,-,-,411,406,4,1,-,-,-,410,405,4,1,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,E,19,ゴム製品製造業,1,1,1～4人,388,387,1,-,-,-,-,185,184,1,-,-,-,-,203,203,-,-,-,-,-,203,203,-,-,-,-,-,202,202,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,E,19,ゴム製品製造業,1,2,5～9人,137,136,-,1,-,-,-,8,8,-,-,-,-,-,129,128,-,1,-,-,-,129,128,-,1,-,-,-,129,128,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,E,19,ゴム製品製造業,1,3,10～29人,75,71,4,-,-,-,-,-,-,-,-,-,-,-,75,71,4,-,-,-,-,75,71,4,-,-,-,-,75,71,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,E,19,ゴム製品製造業,1,4,30～49人,2,2,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-,-,-,2,2,-,-,-,-,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,E,19,ゴム製品製造業,1,5,50～99人,2,2,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-,-,-,2,2,-,-,-,-,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,E,19,ゴム製品製造業,1,6,100～299人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,E,19,ゴム製品製造業,1,7,300人以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,E,19,ゴム製品製造業,1,8,出向・派遣従業者のみ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,E,20,なめし革・同製品・毛皮製造業,0,0,総数,1726,1716,9,-,1,-,-,932,931,1,-,-,-,-,794,785,8,-,1,-,-,793,784,8,-,1,-,-,790,781,8,-,1,-,-,1,1,-,-,-,-,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,E,20,なめし革・同製品・毛皮製造業,1,1,1～4人,1305,1301,3,-,1,-,-,890,889,1,-,-,-,-,415,412,2,-,1,-,-,414,411,2,-,1,-,-,411,408,2,-,1,-,-,1,1,-,-,-,-,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,E,20,なめし革・同製品・毛皮製造業,1,2,5～9人,267,264,3,-,-,-,-,40,40,-,-,-,-,-,227,224,3,-,-,-,-,227,224,3,-,-,-,-,227,224,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,E,20,なめし革・同製品・毛皮製造業,1,3,10～29人,135,133,2,-,-,-,-,2,2,-,-,-,-,-,133,131,2,-,-,-,-,133,131,2,-,-,-,-,133,131,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,E,20,なめし革・同製品・毛皮製造業,1,4,30～49人,15,14,1,-,-,-,-,-,-,-,-,-,-,-,15,14,1,-,-,-,-,15,14,1,-,-,-,-,15,14,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,E,20,なめし革・同製品・毛皮製造業,1,5,50～99人,4,4,-,-,-,-,-,-,-,-,-,-,-,-,4,4,-,-,-,-,-,4,4,-,-,-,-,-,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,E,20,なめし革・同製品・毛皮製造業,1,6,100～299人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,E,20,なめし革・同製品・毛皮製造業,1,7,300人以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,E,20,なめし革・同製品・毛皮製造業,1,8,出向・派遣従業者のみ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,E,21,窯業・土石製品製造業,0,0,総数,564,538,17,4,5,-,-,175,175,-,-,-,-,-,389,363,17,4,5,-,-,388,362,17,4,5,-,-,384,358,17,4,5,-,-,3,3,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-
