産業分類階層,大分類,中分類,小分類,小分類の内訳,産業分類名称,資本金階級階層,資本金階級コード,資本金階級名称,総数（決算月）／会社企業数,総数（決算月）／企業事業所数（事業所）,1月決算／会社企業数,1月決算／企業事業所数（事業所）,2月決算／会社企業数,2月決算／企業事業所数（事業所）,3月決算／会社企業数,3月決算／企業事業所数（事業所）,4月決算／会社企業数,4月決算／企業事業所数（事業所）,5月決算／会社企業数,5月決算／企業事業所数（事業所）,6月決算／会社企業数,6月決算／企業事業所数（事業所）,7月決算／会社企業数,7月決算／企業事業所数（事業所）,8月決算／会社企業数,8月決算／企業事業所数（事業所）,9月決算／会社企業数,9月決算／企業事業所数（事業所）,10月決算／会社企業数,10月決算／企業事業所数（事業所）,11月決算／会社企業数,11月決算／企業事業所数（事業所）,12月決算／会社企業数,12月決算／企業事業所数（事業所）
4,D,06,064,000,建築工事業（木造建築工事業を除く）,1,07,資本金1億～3億円未満,64,254,1,1,2,18,29,159,3,3,1,1,3,11,5,7,3,4,6,16,-,-,1,3,6,23
4,D,06,064,000,建築工事業（木造建築工事業を除く）,1,08,資本金3億～10億円未満,29,301,-,-,2,12,21,258,-,-,-,-,1,9,-,-,-,-,3,51,-,-,-,-,1,9
4,D,06,064,000,建築工事業（木造建築工事業を除く）,1,09,資本金10億～50億円未満,17,454,-,-,-,-,15,441,-,-,-,-,-,-,-,-,-,-,1,9,-,-,-,-,-,-
4,D,06,064,000,建築工事業（木造建築工事業を除く）,1,10,資本金50億円以上,11,707,1,37,-,-,9,669,-,-,-,-,-,-,1,37,-,-,-,-,-,-,-,-,-,-
4,D,06,064,000,建築工事業（木造建築工事業を除く）,9,91,（再掲）資本金1000万円以下,2353,2417,65,66,182,187,379,393,186,192,222,228,227,236,177,187,211,214,292,299,112,112,73,73,170,170
4,D,06,064,000,建築工事業（木造建築工事業を除く）,9,92,（再掲）資本金5000万円以下,3141,3385,91,94,248,262,532,624,235,252,290,314,289,305,244,265,289,304,380,398,136,142,99,102,236,245
4,D,06,064,000,建築工事業（木造建築工事業を除く）,9,93,（再掲）資本金1億円以下,3273,3800,99,107,252,283,568,774,243,264,294,320,298,323,254,281,296,330,396,435,143,175,104,111,251,312
4,D,06,064,000,建築工事業（木造建築工事業を除く）,9,94,（再掲）資本金3億円以下,3301,3906,99,107,253,284,587,866,243,264,295,321,298,323,255,283,298,333,397,436,143,175,104,111,252,316
4,D,06,065,000,木造建築工事業,0,00,総数（資本金階級）,1706,2597,54,55,124,217,250,564,126,135,139,373,164,178,151,156,162,162,194,238,90,256,49,51,153,156
4,D,06,065,000,木造建築工事業,1,01,資本金300万円未満,36,36,1,1,1,1,1,1,-,-,4,4,5,5,4,4,6,6,2,2,5,5,3,3,3,3
4,D,06,065,000,木造建築工事業,1,02,資本金300万～500万円未満,614,616,17,17,55,55,86,86,47,47,50,50,53,54,58,58,63,63,70,70,30,30,21,22,60,60
4,D,06,065,000,木造建築工事業,1,03,資本金500万～1000万円未満,213,216,3,3,14,14,30,30,19,20,24,25,22,22,13,13,23,23,27,28,15,15,4,4,15,15
4,D,06,065,000,木造建築工事業,1,04,資本金1000万～3000万円未満,731,771,31,32,47,50,109,117,56,58,52,52,78,89,67,72,68,68,88,97,37,37,16,16,66,69
4,D,06,065,000,木造建築工事業,1,05,資本金3000万～5000万円未満,41,58,1,1,5,5,7,21,2,2,5,7,3,4,7,7,1,1,3,14,-,-,3,3,4,4
4,D,06,065,000,木造建築工事業,1,06,資本金5000万～1億円未満,27,181,1,1,1,86,7,68,2,8,2,3,3,4,2,2,1,1,2,2,2,2,1,1,2,2
4,D,06,065,000,木造建築工事業,1,07,資本金1億～3億円未満,9,90,-,-,1,6,3,55,-,-,1,1,-,-,-,-,-,-,2,25,-,-,1,2,1,1
4,D,06,065,000,木造建築工事業,1,08,資本金3億～10億円未満,6,186,-,-,-,-,5,175,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,D,06,065,000,木造建築工事業,1,09,資本金10億～50億円未満,3,408,-,-,-,-,1,10,-,-,1,231,-,-,-,-,-,-,-,-,1,167,-,-,-,-
4,D,06,065,000,木造建築工事業,1,10,資本金50億円以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,D,06,065,000,木造建築工事業,9,91,（再掲）資本金1000万円以下,1454,1483,49,50,111,113,195,200,114,116,123,124,144,148,132,137,148,148,166,173,78,78,42,43,130,131
4,D,06,065,000,木造建築工事業,9,92,（再掲）資本金5000万円以下,1647,1723,54,55,122,125,236,271,124,127,136,139,164,178,150,155,161,161,190,211,88,88,48,49,149,152
4,D,06,065,000,木造建築工事業,9,93,（再掲）資本金1億円以下,1670,1967,54,55,124,217,243,378,126,135,138,142,164,178,151,156,162,162,193,237,89,89,49,51,151,154
4,D,06,065,000,木造建築工事業,9,94,（再掲）資本金3億円以下,1672,2020,54,55,124,217,244,430,126,135,138,142,164,178,151,156,162,162,194,238,89,89,49,51,151,154
4,D,06,066,000,建築リフォーム工事業,0,00,総数（資本金階級）,2158,2807,56,60,154,178,373,756,138,145,174,185,210,226,157,178,200,227,238,269,100,124,62,66,174,217
4,D,06,066,000,建築リフォーム工事業,1,01,資本金300万円未満,118,121,6,7,12,12,17,17,9,9,9,10,12,12,7,7,14,14,10,11,5,5,5,5,10,10
4,D,06,066,000,建築リフォーム工事業,1,02,資本金300万～500万円未満,721,731,16,16,52,53,111,112,57,58,60,60,70,71,66,68,75,75,83,83,42,44,22,22,53,55
4,D,06,066,000,建築リフォーム工事業,1,03,資本金500万～1000万円未満,229,238,7,8,19,19,37,39,12,12,32,32,20,23,19,20,17,18,23,24,11,12,10,10,18,18
4,D,06,066,000,建築リフォーム工事業,1,04,資本金1000万～3000万円未満,866,949,19,19,63,69,151,170,51,55,69,78,95,99,60,66,85,101,110,116,38,45,24,28,75,77
4,D,06,066,000,建築リフォーム工事業,1,05,資本金3000万～5000万円未満,68,119,5,6,5,5,19,32,5,7,3,3,9,12,2,11,5,13,5,10,2,3,1,1,6,13
4,D,06,066,000,建築リフォーム工事業,1,06,資本金5000万～1億円未満,49,174,3,4,1,18,17,68,4,4,1,2,3,6,3,6,2,4,4,6,2,15,-,-,8,40
4,D,06,066,000,建築リフォーム工事業,1,07,資本金1億～3億円未満,24,200,-,-,1,1,15,175,-,-,-,-,-,-,-,-,2,2,3,19,-,-,-,-,2,2
4,D,06,066,000,建築リフォーム工事業,1,08,資本金3億～10億円未満,7,146,-,-,-,-,6,143,-,-,-,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-
4,D,06,066,000,建築リフォーム工事業,1,09,資本金10億～50億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,D,06,066,000,建築リフォーム工事業,1,10,資本金50億円以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,D,06,066,000,建築リフォーム工事業,9,91,（再掲）資本金1000万円以下,1771,1839,46,48,130,132,275,283,119,124,161,165,184,191,142,150,177,194,208,212,88,93,56,59,144,148
4,D,06,066,000,建築リフォーム工事業,9,92,（再掲）資本金5000万円以下,2028,2254,55,59,152,176,345,388,135,142,173,183,208,219,154,172,198,225,234,249,100,124,62,66,165,203
4,D,06,066,000,建築リフォーム工事業,9,93,（再掲）資本金1億円以下,2067,2489,56,60,152,176,362,573,138,145,174,185,209,223,157,178,199,226,238,269,100,124,62,66,172,215
4,D,06,066,000,建築リフォーム工事業,9,94,（再掲）資本金3億円以下,2079,2595,56,60,153,177,371,676,138,145,174,185,209,223,157,178,200,227,238,269,100,124,62,66,172,215
3,D,07,000,000,職別工事業（設備工事業を除く）,0,00,総数（資本金階級）,10844,13070,360,451,761,902,1624,2478,875,962,1032,1118,1001,1088,871,954,964,1076,1134,1371,478,506,321,341,816,1029
3,D,07,000,000,職別工事業（設備工事業を除く）,1,01,資本金300万円未満,416,421,11,11,25,25,49,49,42,42,45,45,38,38,21,21,43,44,45,47,18,18,19,20,36,37
3,D,07,000,000,職別工事業（設備工事業を除く）,1,02,資本金300万～500万円未満,4390,4479,135,138,353,364,615,623,387,398,439,448,426,432,380,389,372,378,453,460,239,243,144,145,342,356
3,D,07,000,000,職別工事業（設備工事業を除く）,1,03,資本金500万～1000万円未満,1261,1294,46,48,98,102,181,186,118,123,136,137,107,111,102,102,134,137,139,140,53,56,40,42,76,77
3,D,07,000,000,職別工事業（設備工事業を除く）,1,04,資本金1000万～3000万円未満,3688,4129,141,166,237,276,585,687,285,321,367,412,366,391,327,356,353,394,415,465,149,159,103,117,278,301
3,D,07,000,000,職別工事業（設備工事業を除く）,1,05,資本金3000万～5000万円未満,353,559,13,21,28,45,80,136,16,18,25,42,33,51,27,47,32,55,40,59,11,17,8,9,35,54
3,D,07,000,000,職別工事業（設備工事業を除く）,1,06,資本金5000万～1億円未満,220,683,8,30,10,14,56,244,19,26,12,26,16,33,8,19,25,51,25,127,5,10,1,1,30,98
3,D,07,000,000,職別工事業（設備工事業を除く）,1,07,資本金1億～3億円未満,66,380,2,5,7,37,28,194,4,30,-,-,5,22,2,16,3,15,4,32,-,-,2,3,8,36
3,D,07,000,000,職別工事業（設備工事業を除く）,1,08,資本金3億～10億円未満,24,224,1,29,1,15,12,128,-,-,-,-,-,-,-,-,1,1,4,31,-,-,-,-,4,11
3,D,07,000,000,職別工事業（設備工事業を除く）,1,09,資本金10億～50億円未満,10,162,-,-,1,1,6,106,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,55
3,D,07,000,000,職別工事業（設備工事業を除く）,1,10,資本金50億円以上,4,139,-,-,1,23,3,116,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,D,07,000,000,職別工事業（設備工事業を除く）,9,91,（再掲）資本金1000万円以下,9100,9504,296,322,674,712,1301,1356,785,822,932,966,875,905,780,813,847,884,975,1021,446,462,284,298,669,703
3,D,07,000,000,職別工事業（設備工事業を除く）,9,92,（再掲）資本金5000万円以下,10211,11110,351,395,746,818,1534,1754,860,920,1017,1090,979,1041,861,924,944,1030,1104,1194,473,499,315,334,779,860
3,D,07,000,000,職別工事業（設備工事業を除く）,9,93,（再掲）資本金1億円以下,10366,11771,355,418,757,862,1583,2017,870,957,1024,1110,987,1058,866,949,961,1073,1119,1302,475,503,316,336,801,942
3,D,07,000,000,職別工事業（設備工事業を除く）,9,94,（再掲）資本金3億円以下,10400,11998,356,419,758,863,1598,2164,871,958,1024,1110,991,1078,867,950,962,1074,1121,1330,475,503,317,337,806,966
4,D,07,071,000,大工工事業,0,00,総数（資本金階級）,682,753,12,14,55,58,104,110,56,59,71,80,53,55,46,48,54,66,74,80,31,34,24,32,63,65
4,D,07,071,000,大工工事業,1,01,資本金300万円未満,16,16,1,1,2,2,4,4,1,1,1,1,-,-,-,-,1,1,1,1,1,1,-,-,4,4
4,D,07,071,000,大工工事業,1,02,資本金300万～500万円未満,263,269,5,5,23,23,45,46,24,24,32,35,19,19,20,20,17,18,27,27,14,14,12,12,22,23
4,D,07,071,000,大工工事業,1,03,資本金500万～1000万円未満,88,90,-,-,12,12,13,13,7,7,9,9,8,8,5,5,6,7,11,11,6,7,2,2,6,6
4,D,07,071,000,大工工事業,1,04,資本金1000万～3000万円未満,264,306,4,4,15,18,39,42,22,24,26,31,25,27,20,22,25,31,34,40,10,12,10,18,29,30
4,D,07,071,000,大工工事業,1,05,資本金3000万～5000万円未満,9,12,1,2,3,3,1,1,1,2,-,-,1,1,-,-,1,2,1,1,-,-,-,-,-,-
4,D,07,071,000,大工工事業,1,06,資本金5000万～1億円未満,9,16,1,2,-,-,2,4,1,1,1,2,-,-,-,-,4,7,-,-,-,-,-,-,-,-
4,D,07,071,000,大工工事業,1,07,資本金1億～3億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,D,07,071,000,大工工事業,1,08,資本金3億～10億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,D,07,071,000,大工工事業,1,09,資本金10億～50億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,D,07,071,000,大工工事業,1,10,資本金50億円以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,D,07,071,000,大工工事業,9,91,（再掲）資本金1000万円以下,589,629,8,8,48,49,93,96,50,51,66,74,48,49,44,45,46,52,69,73,30,33,24,32,53,55
4,D,07,071,000,大工工事業,9,92,（再掲）資本金5000万円以下,644,704,12,14,55,58,103,109,55,58,69,78,53,55,45,47,51,63,74,80,31,34,24,32,61,63
4,D,07,071,000,大工工事業,9,93,（再掲）資本金1億円以下,649,709,12,14,55,58,104,110,56,59,69,78,53,55,45,47,54,66,74,80,31,34,24,32,61,63
4,D,07,071,000,大工工事業,9,94,（再掲）資本金3億円以下,649,709,12,14,55,58,104,110,56,59,69,78,53,55,45,47,54,66,74,80,31,34,24,32,61,63
4,D,07,072,000,とび・土工・コンクリート工事業,0,00,総数（資本金階級）,1224,1810,37,57,85,105,215,560,102,115,126,142,114,132,82,109,103,122,156,223,49,51,28,30,67,82
4,D,07,072,000,とび・土工・コンクリート工事業,1,01,資本金300万円未満,45,46,-,-,3,3,5,5,6,6,3,3,2,2,-,-,3,3,8,8,3,3,4,5,1,1
4,D,07,072,000,とび・土工・コンクリート工事業,1,02,資本金300万～500万円未満,430,435,10,12,36,36,64,64,39,40,42,42,52,52,30,31,37,38,52,52,26,26,10,10,26,26
4,D,07,072,000,とび・土工・コンクリート工事業,1,03,資本金500万～1000万円未満,155,160,4,4,12,12,20,21,17,17,23,23,12,14,13,13,21,22,15,15,6,6,4,5,8,8
4,D,07,072,000,とび・土工・コンクリート工事業,1,04,資本金1000万～3000万円未満,425,492,18,29,26,31,79,94,36,43,54,63,35,41,32,33,36,42,59,64,13,15,8,8,19,19
4,D,07,072,000,とび・土工・コンクリート工事業,1,05,資本金3000万～5000万円未満,63,108,2,3,4,6,16,25,1,1,2,4,11,18,4,14,6,17,8,10,1,1,1,1,7,8
4,D,07,072,000,とび・土工・コンクリート工事業,1,06,資本金5000万～1億円未満,37,160,2,5,2,5,12,80,2,3,2,7,1,4,2,3,-,-,9,36,-,-,-,-,3,15
4,D,07,072,000,とび・土工・コンクリート工事業,1,07,資本金1億～3億円未満,16,113,1,4,2,12,8,62,1,5,-,-,-,-,1,15,-,-,2,13,-,-,-,-,1,2
4,D,07,072,000,とび・土工・コンクリート工事業,1,08,資本金3億～10億円未満,9,99,-,-,-,-,6,83,-,-,-,-,-,-,-,-,-,-,2,23,-,-,-,-,1,2
4,D,07,072,000,とび・土工・コンクリート工事業,1,09,資本金10億～50億円未満,1,9,-,-,-,-,1,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,D,07,072,000,とび・土工・コンクリート工事業,1,10,資本金50億円以上,3,116,-,-,-,-,3,116,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,D,07,072,000,とび・土工・コンクリート工事業,9,91,（再掲）資本金1000万円以下,969,1021,27,38,74,78,139,143,94,99,115,121,98,106,71,73,91,97,124,128,46,47,23,25,46,46
4,D,07,072,000,とび・土工・コンクリート工事業,9,92,（再掲）資本金5000万円以下,1139,1303,36,53,81,88,189,229,101,110,125,136,113,131,80,92,103,122,147,161,49,51,27,29,64,77
4,D,07,072,000,とび・土工・コンクリート工事業,9,93,（再掲）資本金1億円以下,1165,1464,37,57,85,105,199,313,102,115,126,142,113,131,82,109,103,122,152,186,49,51,27,29,65,79
4,D,07,072,000,とび・土工・コンクリート工事業,9,94,（再掲）資本金3億円以下,1174,1532,37,57,85,105,207,369,102,115,126,142,113,131,82,109,103,122,153,198,49,51,27,29,65,79
4,D,07,073,000,鉄骨・鉄筋工事業,0,00,総数（資本金階級）,410,594,11,14,18,27,70,162,36,42,35,40,26,33,34,39,42,50,53,73,16,20,14,14,36,45
4,D,07,073,000,鉄骨・鉄筋工事業,1,01,資本金300万円未満,12,13,-,-,-,-,2,2,2,2,2,2,-,-,-,-,-,-,2,3,1,1,1,1,2,2
4,D,07,073,000,鉄骨・鉄筋工事業,1,02,資本金300万～500万円未満,148,156,4,4,6,8,23,24,10,11,11,11,12,12,13,13,17,17,24,25,6,8,7,7,13,14
4,D,07,073,000,鉄骨・鉄筋工事業,1,03,資本金500万～1000万円未満,44,48,2,2,2,3,8,9,6,6,7,8,1,1,4,4,2,2,6,7,-,-,1,1,3,3
4,D,07,073,000,鉄骨・鉄筋工事業,1,04,資本金1000万～3000万円未満,154,196,4,7,9,11,25,32,14,17,13,16,10,11,14,16,22,29,15,24,9,11,5,5,15,19
4,D,07,073,000,鉄骨・鉄筋工事業,1,05,資本金3000万～5000万円未満,14,29,1,1,1,5,3,4,2,3,1,2,2,8,1,2,-,-,3,4,-,-,-,-,-,-
4,D,07,073,000,鉄骨・鉄筋工事業,1,06,資本金5000万～1億円未満,10,18,-,-,-,-,1,2,1,2,1,1,1,1,1,3,1,2,1,2,-,-,-,-,2,4
4,D,07,073,000,鉄骨・鉄筋工事業,1,07,資本金1億～3億円未満,5,42,-,-,-,-,4,39,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3
4,D,07,073,000,鉄骨・鉄筋工事業,1,08,資本金3億～10億円未満,2,18,-,-,-,-,1,11,-,-,-,-,-,-,-,-,-,-,1,7,-,-,-,-,-,-
4,D,07,073,000,鉄骨・鉄筋工事業,1,09,資本金10億～50億円未満,3,39,-,-,-,-,3,39,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,D,07,073,000,鉄骨・鉄筋工事業,1,10,資本金50億円以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,D,07,073,000,鉄骨・鉄筋工事業,9,91,（再掲）資本金1000万円以下,337,381,10,13,15,19,51,56,32,36,31,35,21,22,30,32,38,42,45,54,16,20,14,14,31,35
4,D,07,073,000,鉄骨・鉄筋工事業,9,92,（再掲）資本金5000万円以下,378,452,11,14,18,27,61,71,35,41,35,40,26,33,32,35,41,48,51,65,16,20,14,14,35,42
4,D,07,073,000,鉄骨・鉄筋工事業,9,93,（再掲）資本金1億円以下,384,465,11,14,18,27,64,78,35,41,35,40,26,33,33,38,42,50,51,65,16,20,14,14,35,42
4,D,07,073,000,鉄骨・鉄筋工事業,9,94,（再掲）資本金3億円以下,387,502,11,14,18,27,66,112,35,41,35,40,26,33,33,38,42,50,51,65,16,20,14,14,36,45
4,D,07,074,000,石工・れんが・タイル・ブロック工事業,0,00,総数（資本金階級）,614,671,22,31,37,37,101,126,58,58,57,57,57,57,51,55,63,64,66,69,22,23,18,18,50,63
4,D,07,074,000,石工・れんが・タイル・ブロック工事業,1,01,資本金300万円未満,19,19,-,-,-,-,3,3,1,1,2,2,-,-,2,2,4,4,4,4,-,-,-,-,-,-
4,D,07,074,000,石工・れんが・タイル・ブロック工事業,1,02,資本金300万～500万円未満,273,274,10,10,19,19,42,42,25,25,24,24,29,29,28,29,27,27,26,26,9,9,9,9,23,23
4,D,07,074,000,石工・れんが・タイル・ブロック工事業,1,03,資本金500万～1000万円未満,94,95,5,5,9,9,15,15,9,9,8,8,9,9,5,5,13,13,10,10,5,6,4,4,3,3
4,D,07,074,000,石工・れんが・タイル・ブロック工事業,1,04,資本金1000万～3000万円未満,188,202,5,5,8,8,32,38,22,22,20,20,19,19,14,14,16,17,20,22,8,8,5,5,21,26
4,D,07,074,000,石工・れんが・タイル・ブロック工事業,1,05,資本金3000万～5000万円未満,15,20,1,1,-,-,6,11,1,1,1,1,-,-,1,1,1,1,3,3,-,-,-,-,1,1
4,D,07,074,000,石工・れんが・タイル・ブロック工事業,1,06,資本金5000万～1億円未満,10,44,1,10,-,-,3,17,-,-,1,1,-,-,1,4,2,2,1,2,-,-,-,-,2,10
4,D,07,074,000,石工・れんが・タイル・ブロック工事業,1,07,資本金1億～3億円未満,1,1,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,D,07,074,000,石工・れんが・タイル・ブロック工事業,1,08,資本金3億～10億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,D,07,074,000,石工・れんが・タイル・ブロック工事業,1,09,資本金10億～50億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,D,07,074,000,石工・れんが・タイル・ブロック工事業,1,10,資本金50億円以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,D,07,074,000,石工・れんが・タイル・ブロック工事業,9,91,（再掲）資本金1000万円以下,544,553,20,20,35,35,87,89,51,51,51,51,56,56,48,49,58,59,59,60,21,22,16,16,40,43
4,D,07,074,000,石工・れんが・タイル・ブロック工事業,9,92,（再掲）資本金5000万円以下,591,616,21,21,36,36,99,111,58,58,55,55,57,57,51,55,61,62,64,67,22,23,18,18,48,53
4,D,07,074,000,石工・れんが・タイル・ブロック工事業,9,93,（再掲）資本金1億円以下,599,654,22,31,36,36,101,126,58,58,56,56,57,57,51,55,63,64,64,67,22,23,18,18,50,63
4,D,07,074,000,石工・れんが・タイル・ブロック工事業,9,94,（再掲）資本金3億円以下,600,655,22,31,37,37,101,126,58,58,56,56,57,57,51,55,63,64,64,67,22,23,18,18,50,63
4,D,07,075,000,左官工事業,0,00,総数（資本金階級）,478,487,21,21,38,38,59,60,37,37,45,46,54,55,37,37,42,42,46,46,16,16,17,17,50,54
4,D,07,075,000,左官工事業,1,01,資本金300万円未満,9,9,1,1,1,1,2,2,1,1,-,-,2,2,-,-,1,1,-,-,-,-,-,-,1,1
4,D,07,075,000,左官工事業,1,02,資本金300万～500万円未満,251,256,9,9,23,23,33,33,14,14,28,29,28,29,18,18,22,22,26,26,10,10,12,12,29,32
4,D,07,075,000,左官工事業,1,03,資本金500万～1000万円未満,55,55,3,3,4,4,10,10,5,5,4,4,4,4,4,4,4,4,9,9,2,2,1,1,5,5
4,D,07,075,000,左官工事業,1,04,資本金1000万～3000万円未満,133,133,6,6,10,10,10,10,15,15,12,12,17,17,13,13,14,14,10,10,4,4,4,4,13,13
4,D,07,075,000,左官工事業,1,05,資本金3000万～5000万円未満,7,9,-,-,-,-,2,3,-,-,1,1,-,-,1,1,1,1,1,1,-,-,-,-,1,2
4,D,07,075,000,左官工事業,1,06,資本金5000万～1億円未満,4,4,1,1,-,-,-,-,1,1,-,-,-,-,1,1,-,-,-,-,-,-,-,-,1,1
4,D,07,075,000,左官工事業,1,07,資本金1億～3億円未満,1,1,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,D,07,075,000,左官工事業,1,08,資本金3億～10億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,D,07,075,000,左官工事業,1,09,資本金10億～50億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,D,07,075,000,左官工事業,1,10,資本金50億円以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,D,07,075,000,左官工事業,9,91,（再掲）資本金1000万円以下,428,433,16,16,37,37,55,55,34,34,43,44,50,51,34,34,38,38,41,41,16,16,16,16,44,47
4,D,07,075,000,左官工事業,9,92,（再掲）資本金5000万円以下,457,464,20,20,38,38,57,58,35,35,45,46,51,52,36,36,42,42,46,46,16,16,17,17,50,54
4,D,07,075,000,左官工事業,9,93,（再掲）資本金1億円以下,459,466,20,20,38,38,57,58,36,36,45,46,51,52,37,37,42,42,46,46,16,16,17,17,50,54
4,D,07,075,000,左官工事業,9,94,（再掲）資本金3億円以下,460,467,20,20,38,38,57,58,37,37,45,46,51,52,37,37,42,42,46,46,16,16,17,17,50,54
4,D,07,076,000,板金・金物工事業,0,00,総数（資本金階級）,410,520,10,10,28,29,61,147,38,39,39,42,43,47,41,41,33,34,46,48,20,21,16,16,17,26
4,D,07,076,000,板金・金物工事業,1,01,資本金300万円未満,17,17,1,1,-,-,2,2,3,3,2,2,3,3,-,-,1,1,3,3,1,1,-,-,-,-
4,D,07,076,000,板金・金物工事業,1,02,資本金300万～500万円未満,191,195,4,4,15,16,25,25,20,21,21,22,20,21,20,20,14,14,19,19,13,13,10,10,7,7
4,D,07,076,000,板金・金物工事業,1,03,資本金500万～1000万円未満,62,64,1,1,4,4,8,8,7,7,9,9,9,11,6,6,6,6,6,6,2,2,-,-,4,4
4,D,07,076,000,板金・金物工事業,1,04,資本金1000万～3000万円未満,115,122,4,4,8,8,21,22,7,7,7,9,10,11,15,15,12,13,15,16,4,5,5,5,5,5
4,D,07,076,000,板金・金物工事業,1,05,資本金3000万～5000万円未満,7,10,-,-,1,1,2,4,1,1,-,-,-,-,-,-,-,-,3,4,-,-,-,-,-,-
4,D,07,076,000,板金・金物工事業,1,06,資本金5000万～1億円未満,1,28,-,-,-,-,1,28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,D,07,076,000,板金・金物工事業,1,07,資本金1億～3億円未満,1,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,10
4,D,07,076,000,板金・金物工事業,1,08,資本金3億～10億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,D,07,076,000,板金・金物工事業,1,09,資本金10億～50億円未満,1,57,-,-,-,-,1,57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,D,07,076,000,板金・金物工事業,1,10,資本金50億円以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,D,07,076,000,板金・金物工事業,9,91,（再掲）資本金1000万円以下,370,380,8,8,27,28,53,54,36,37,38,40,42,46,39,39,32,32,40,40,20,21,13,13,15,15
4,D,07,076,000,板金・金物工事業,9,92,（再掲）資本金5000万円以下,392,408,10,10,28,29,58,61,38,39,39,42,42,46,41,41,33,34,46,48,20,21,15,15,16,16
4,D,07,076,000,板金・金物工事業,9,93,（再掲）資本金1億円以下,394,446,10,10,28,29,59,89,38,39,39,42,42,46,41,41,33,34,46,48,20,21,15,15,17,26
4,D,07,076,000,板金・金物工事業,9,94,（再掲）資本金3億円以下,394,446,10,10,28,29,59,89,38,39,39,42,42,46,41,41,33,34,46,48,20,21,15,15,17,26
4,D,07,077,000,塗装工事業,0,00,総数（資本金階級）,1477,1736,51,55,111,113,202,269,123,150,153,167,137,168,121,129,116,119,146,193,87,91,45,46,95,126
