産業分類階層,大分類,中分類,小分類,分類名,総数／総数／企業等数（企業等）,総数／総数／事業所数（事業所）,総数／総数／企業従業者数（人）,総数／単一事業所企業／企業等数（企業等）,総数／単一事業所企業／事業所数（事業所）,総数／単一事業所企業／企業従業者数（人）,総数／複数事業所企業／企業等数（企業等）,総数／複数事業所企業／事業所数（事業所）,総数／複数事業所企業／企業従業者数（人）,個人経営／総数／企業等数（企業等）,個人経営／総数／事業所数（事業所）,個人経営／総数／企業従業者数（人）,個人経営／単一事業所企業／企業等数（企業等）,個人経営／単一事業所企業／事業所数（事業所）,個人経営／単一事業所企業／企業従業者数（人）,個人経営／複数事業所企業／企業等数（企業等）,個人経営／複数事業所企業／事業所数（事業所）,個人経営／複数事業所企業／企業従業者数（人）,会社企業／総数／企業等数（企業等）,会社企業／総数／事業所数（事業所）,会社企業／総数／企業従業者数（人）,会社企業／単一事業所企業／企業等数（企業等）,会社企業／単一事業所企業／事業所数（事業所）,会社企業／単一事業所企業／企業従業者数（人）,会社企業／複数事業所企業／企業等数（企業等）,会社企業／複数事業所企業／事業所数（事業所）,会社企業／複数事業所企業／企業従業者数（人）,会社企業／資本金階級／300万円未満／総数／企業等数（企業等）,会社企業／資本金階級／300万円未満／総数／事業所数（事業所）,会社企業／資本金階級／300万円未満／総数／企業従業者数（人）,会社企業／資本金階級／300万円未満／単一事業所企業／企業等数（企業等）,会社企業／資本金階級／300万円未満／単一事業所企業／事業所数（事業所）,会社企業／資本金階級／300万円未満／単一事業所企業／企業従業者数（人）,会社企業／資本金階級／300万円未満／複数事業所企業／企業等数（企業等）,会社企業／資本金階級／300万円未満／複数事業所企業／事業所数（事業所）,会社企業／資本金階級／300万円未満／複数事業所企業／企業従業者数（人）,会社企業／資本金階級／300万～500万円未満／総数／企業等数（企業等）,会社企業／資本金階級／300万～500万円未満／総数／事業所数（事業所）,会社企業／資本金階級／300万～500万円未満／総数／企業従業者数（人）,会社企業／資本金階級／300万～500万円未満／単一事業所企業／企業等数（企業等）,会社企業／資本金階級／300万～500万円未満／単一事業所企業／事業所数（事業所）,会社企業／資本金階級／300万～500万円未満／単一事業所企業／企業従業者数（人）,会社企業／資本金階級／300万～500万円未満／複数事業所企業／企業等数（企業等）,会社企業／資本金階級／300万～500万円未満／複数事業所企業／事業所数（事業所）,会社企業／資本金階級／300万～500万円未満／複数事業所企業／企業従業者数（人）,会社企業／資本金階級／500万～1000万円未満／総数／企業等数（企業等）,会社企業／資本金階級／500万～1000万円未満／総数／事業所数（事業所）,会社企業／資本金階級／500万～1000万円未満／総数／企業従業者数（人）,会社企業／資本金階級／500万～1000万円未満／単一事業所企業／企業等数（企業等）,会社企業／資本金階級／500万～1000万円未満／単一事業所企業／事業所数（事業所）,会社企業／資本金階級／500万～1000万円未満／単一事業所企業／企業従業者数（人）,会社企業／資本金階級／500万～1000万円未満／複数事業所企業／企業等数（企業等）,会社企業／資本金階級／500万～1000万円未満／複数事業所企業／事業所数（事業所）,会社企業／資本金階級／500万～1000万円未満／複数事業所企業／企業従業者数（人）,会社企業／資本金階級／1000万～3000万円未満／総数／企業等数（企業等）,会社企業／資本金階級／1000万～3000万円未満／総数／事業所数（事業所）,会社企業／資本金階級／1000万～3000万円未満／総数／企業従業者数（人）,会社企業／資本金階級／1000万～3000万円未満／単一事業所企業／企業等数（企業等）,会社企業／資本金階級／1000万～3000万円未満／単一事業所企業／事業所数（事業所）,会社企業／資本金階級／1000万～3000万円未満／単一事業所企業／企業従業者数（人）,会社企業／資本金階級／1000万～3000万円未満／複数事業所企業／企業等数（企業等）,会社企業／資本金階級／1000万～3000万円未満／複数事業所企業／事業所数（事業所）,会社企業／資本金階級／1000万～3000万円未満／複数事業所企業／企業従業者数（人）,会社企業／資本金階級／3000万～5000万円未満／総数／企業等数（企業等）,会社企業／資本金階級／3000万～5000万円未満／総数／事業所数（事業所）,会社企業／資本金階級／3000万～5000万円未満／総数／企業従業者数（人）,会社企業／資本金階級／3000万～5000万円未満／単一事業所企業／企業等数（企業等）,会社企業／資本金階級／3000万～5000万円未満／単一事業所企業／事業所数（事業所）,会社企業／資本金階級／3000万～5000万円未満／単一事業所企業／企業従業者数（人）,会社企業／資本金階級／3000万～5000万円未満／複数事業所企業／企業等数（企業等）,会社企業／資本金階級／3000万～5000万円未満／複数事業所企業／事業所数（事業所）,会社企業／資本金階級／3000万～5000万円未満／複数事業所企業／企業従業者数（人）,会社企業／資本金階級／5000万～1億円未満／総数／企業等数（企業等）,会社企業／資本金階級／5000万～1億円未満／総数／事業所数（事業所）,会社企業／資本金階級／5000万～1億円未満／総数／企業従業者数（人）,会社企業／資本金階級／5000万～1億円未満／単一事業所企業／企業等数（企業等）,会社企業／資本金階級／5000万～1億円未満／単一事業所企業／事業所数（事業所）,会社企業／資本金階級／5000万～1億円未満／単一事業所企業／企業従業者数（人）,会社企業／資本金階級／5000万～1億円未満／複数事業所企業／企業等数（企業等）,会社企業／資本金階級／5000万～1億円未満／複数事業所企業／事業所数（事業所）,会社企業／資本金階級／5000万～1億円未満／複数事業所企業／企業従業者数（人）,会社企業／資本金階級／1億～3億円未満／総数／企業等数（企業等）,会社企業／資本金階級／1億～3億円未満／総数／事業所数（事業所）,会社企業／資本金階級／1億～3億円未満／総数／企業従業者数（人）,会社企業／資本金階級／1億～3億円未満／単一事業所企業／企業等数（企業等）,会社企業／資本金階級／1億～3億円未満／単一事業所企業／事業所数（事業所）,会社企業／資本金階級／1億～3億円未満／単一事業所企業／企業従業者数（人）,会社企業／資本金階級／1億～3億円未満／複数事業所企業／企業等数（企業等）,会社企業／資本金階級／1億～3億円未満／複数事業所企業／事業所数（事業所）,会社企業／資本金階級／1億～3億円未満／複数事業所企業／企業従業者数（人）,会社企業／資本金階級／3億～10億円未満／総数／企業等数（企業等）,会社企業／資本金階級／3億～10億円未満／総数／事業所数（事業所）,会社企業／資本金階級／3億～10億円未満／総数／企業従業者数（人）,会社企業／資本金階級／3億～10億円未満／単一事業所企業／企業等数（企業等）,会社企業／資本金階級／3億～10億円未満／単一事業所企業／事業所数（事業所）,会社企業／資本金階級／3億～10億円未満／単一事業所企業／企業従業者数（人）,会社企業／資本金階級／3億～10億円未満／複数事業所企業／企業等数（企業等）,会社企業／資本金階級／3億～10億円未満／複数事業所企業／事業所数（事業所）,会社企業／資本金階級／3億～10億円未満／複数事業所企業／企業従業者数（人）,会社企業／資本金階級／10億～50億円未満／総数／企業等数（企業等）,会社企業／資本金階級／10億～50億円未満／総数／事業所数（事業所）,会社企業／資本金階級／10億～50億円未満／総数／企業従業者数（人）,会社企業／資本金階級／10億～50億円未満／単一事業所企業／企業等数（企業等）,会社企業／資本金階級／10億～50億円未満／単一事業所企業／事業所数（事業所）,会社企業／資本金階級／10億～50億円未満／単一事業所企業／企業従業者数（人）,会社企業／資本金階級／10億～50億円未満／複数事業所企業／企業等数（企業等）,会社企業／資本金階級／10億～50億円未満／複数事業所企業／事業所数（事業所）,会社企業／資本金階級／10億～50億円未満／複数事業所企業／企業従業者数（人）,会社企業／資本金階級／50億円以上／総数／企業等数（企業等）,会社企業／資本金階級／50億円以上／総数／事業所数（事業所）,会社企業／資本金階級／50億円以上／総数／企業従業者数（人）,会社企業／資本金階級／50億円以上／単一事業所企業／企業等数（企業等）,会社企業／資本金階級／50億円以上／単一事業所企業／事業所数（事業所）,会社企業／資本金階級／50億円以上／単一事業所企業／企業従業者数（人）,会社企業／資本金階級／50億円以上／複数事業所企業／企業等数（企業等）,会社企業／資本金階級／50億円以上／複数事業所企業／事業所数（事業所）,会社企業／資本金階級／50億円以上／複数事業所企業／企業従業者数（人）,会社以外の法人／総数／企業等数（企業等）,会社以外の法人／総数／事業所数（事業所）,会社以外の法人／総数／企業従業者数（人）,会社以外の法人／単一事業所企業／企業等数（企業等）,会社以外の法人／単一事業所企業／事業所数（事業所）,会社以外の法人／単一事業所企業／企業従業者数（人）,会社以外の法人／複数事業所企業／企業等数（企業等）,会社以外の法人／複数事業所企業／事業所数（事業所）,会社以外の法人／複数事業所企業／企業従業者数（人）
3,I,60,602,じゅう器小売業,1468,1933,8205,1345,1345,3759,123,588,4446,719,730,1403,709,709,1353,10,21,50,744,1198,6767,631,631,2371,113,567,4396,47,79,595,46,46,144,1,33,451,299,319,1046,277,277,789,22,42,257,75,88,312,69,69,229,6,19,83,234,376,2175,202,202,1027,32,174,1148,10,60,474,5,5,67,5,55,407,11,98,945,5,5,45,6,93,900,3,27,236,-,-,-,3,27,236,1,34,248,-,-,-,1,34,248,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,5,35,5,5,35,-,-,-
3,I,60,603,医薬品・化粧品小売業,4121,11993,95454,3033,3033,14193,1088,8960,81261,1109,1134,3223,1084,1084,2961,25,50,262,2989,10825,91760,1937,1937,11062,1052,8888,80698,165,219,1227,135,135,595,30,84,632,1307,1908,11271,994,994,5454,313,914,5817,360,545,3462,246,246,1492,114,299,1970,758,2324,16578,442,442,2855,316,1882,13723,76,693,5766,27,27,256,49,666,5510,52,720,7518,8,8,31,44,712,7487,16,908,9240,1,1,2,15,907,9238,10,967,8585,2,2,16,8,965,8569,8,1892,23236,-,-,-,8,1892,23236,2,62,848,1,1,6,1,61,842,23,34,471,12,12,170,11,22,301
3,I,60,604,農耕用品小売業,99,132,1047,90,90,321,9,42,726,41,42,122,40,40,115,1,2,7,56,66,281,49,49,196,7,17,85,1,1,2,1,1,2,-,-,-,25,26,70,24,24,67,1,2,3,9,10,51,7,7,33,2,3,18,19,27,147,15,15,83,4,12,64,2,2,11,2,2,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,24,644,1,1,10,1,23,634
3,I,60,605,燃料小売業,1097,4066,40626,871,871,4673,226,3195,35953,230,232,608,228,228,599,2,4,9,856,3811,39873,634,634,4033,222,3177,35840,11,15,115,10,10,38,1,5,77,264,274,1132,251,251,1002,13,23,130,79,83,482,75,75,418,4,8,64,375,912,9051,263,263,2121,112,649,6930,42,300,2703,10,10,80,32,290,2623,31,1302,16045,6,6,285,25,1296,15760,12,703,7927,-,-,-,12,703,7927,5,150,1931,-,-,-,5,150,1931,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,23,145,9,9,41,2,14,104
3,I,60,606,書籍・文房具小売業,3078,5143,60422,2773,2773,22605,305,2370,37817,1300,1317,6589,1282,1282,6329,18,35,260,1735,3755,51662,1462,1462,15641,273,2293,36021,138,144,1711,131,131,1597,7,13,114,789,845,9283,740,740,8119,49,105,1164,157,172,1738,141,141,1457,16,31,281,460,1033,11342,346,346,2881,114,687,8461,42,287,5534,21,21,270,21,266,5264,41,590,10505,14,14,614,27,576,9891,4,299,3352,2,2,73,2,297,3279,4,110,4926,-,-,-,4,110,4926,1,112,1574,-,-,-,1,112,1574,-,-,-,-,-,-,-,-,-,43,71,2171,29,29,635,14,42,1536
3,I,60,607,スポーツ用品・がん具・娯楽用品・楽器小売業,1592,3729,35834,1327,1327,4129,265,2402,31705,640,646,1207,634,634,1175,6,12,32,950,3075,34605,693,693,2954,257,2382,31651,41,45,173,37,37,144,4,8,29,299,359,1292,268,268,854,31,91,438,99,125,631,86,86,405,13,39,226,330,661,4292,232,232,1194,98,429,3098,23,172,1532,11,11,80,12,161,1452,34,540,7533,8,8,114,26,532,7419,10,556,5843,1,1,4,9,555,5839,6,223,7382,-,-,-,6,223,7382,3,66,1181,-,-,-,3,66,1181,3,159,3467,1,1,8,2,158,3459,2,8,22,-,-,-,2,8,22
4,I,60,60A,スポーツ用品小売業,777,1646,17012,656,656,1919,121,990,15093,292,296,567,288,288,547,4,8,20,485,1350,16445,368,368,1372,117,982,15073,23,26,73,20,20,58,3,6,15,150,167,513,136,136,409,14,31,104,49,63,287,46,46,176,3,17,111,172,320,2098,127,127,580,45,193,1518,10,64,742,6,6,27,4,58,715,18,255,3070,3,3,13,15,252,3057,4,41,501,1,1,4,3,40,497,4,197,6384,-,-,-,4,197,6384,3,66,1181,-,-,-,3,66,1181,1,74,1097,-,-,-,1,74,1097,-,-,-,-,-,-,-,-,-
4,I,60,60B,がん具・娯楽用品小売業,506,1061,8892,409,409,1226,97,652,7666,238,240,430,236,236,418,2,4,12,267,815,8440,173,173,808,94,642,7632,11,12,68,10,10,54,1,2,14,89,126,563,77,77,269,12,49,294,27,33,197,23,23,143,4,10,54,87,240,1605,48,48,248,39,192,1357,5,7,67,3,3,36,2,4,31,11,260,3812,2,2,34,9,258,3778,2,58,878,-,-,-,2,58,878,1,13,937,-,-,-,1,13,937,-,-,-,-,-,-,-,-,-,1,1,8,1,1,8,-,-,-,1,6,22,-,-,-,1,6,22
4,I,60,60C,楽器小売業,309,1022,9930,262,262,984,47,760,8946,110,110,210,110,110,210,-,-,-,198,910,9720,152,152,774,46,758,8946,7,7,32,7,7,32,-,-,-,60,66,216,55,55,176,5,11,40,23,29,147,17,17,86,6,12,61,71,101,589,57,57,366,14,44,223,8,101,723,2,2,17,6,99,706,5,25,651,3,3,67,2,22,584,4,457,4464,-,-,-,4,457,4464,1,13,61,-,-,-,1,13,61,-,-,-,-,-,-,-,-,-,1,84,2362,-,-,-,1,84,2362,1,2,-,-,-,-,1,2,-
3,I,60,608,写真機・時計・眼鏡小売業,1182,4066,30732,994,994,2806,188,3072,27926,451,454,836,448,448,812,3,6,24,728,3609,29880,543,543,1978,185,3066,27902,42,47,132,38,38,94,4,9,38,303,348,1094,275,275,803,28,73,291,78,90,307,67,67,229,11,23,78,196,484,2862,127,127,616,69,357,2246,25,317,1565,12,12,87,13,305,1478,16,203,1775,3,3,41,13,200,1734,7,1183,6015,1,1,61,6,1182,5954,5,222,1708,-,-,-,5,222,1708,1,280,2839,-,-,-,1,280,2839,2,274,10339,-,-,-,2,274,10339,3,3,16,3,3,16,-,-,-
3,I,60,609,他に分類されない小売業,8833,13307,70584,7898,7898,23880,935,5409,46704,5010,5102,10575,4903,4903,10010,107,199,565,3789,8120,58788,2976,2976,13606,813,5144,45182,213,245,975,187,187,658,26,58,317,1475,1677,6605,1315,1315,4802,160,362,1803,389,468,2198,338,338,1513,51,130,685,1136,1874,11963,870,870,4922,266,1004,7041,114,468,4373,63,63,726,51,405,3647,63,493,5065,21,21,238,42,472,4827,27,587,6655,6,6,35,21,581,6620,15,599,7998,1,1,55,14,598,7943,6,1094,8896,-,-,-,6,1094,8896,-,-,-,-,-,-,-,-,-,34,85,1221,19,19,264,15,66,957
4,I,60,60D,花・植木小売業,2116,2818,12194,1887,1887,6111,229,931,6083,1287,1326,3448,1238,1238,3185,49,88,263,826,1489,8717,646,646,2897,180,843,5820,42,47,203,36,36,119,6,11,84,427,506,2191,367,367,1480,60,139,711,94,114,534,78,78,353,16,36,181,180,433,2861,116,116,720,64,317,2141,9,32,252,5,5,53,4,27,199,8,56,398,4,4,19,4,52,379,1,191,1682,-,-,-,1,191,1682,1,15,206,-,-,-,1,15,206,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,29,3,3,29,-,-,-
4,I,60,60E,ペット・ペット用品小売業,442,787,4955,379,379,1220,63,408,3735,225,226,513,223,223,507,2,3,6,217,561,4442,156,156,713,61,405,3729,12,12,37,12,12,37,-,-,-,78,90,370,71,71,252,7,19,118,13,13,84,13,13,84,-,-,-,64,118,764,38,38,215,26,80,549,12,19,120,5,5,53,7,14,67,3,76,1285,-,-,-,3,76,1285,2,178,1475,-,-,-,2,178,1475,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,I,60,60F,中古品小売業（他に分類されないもの）,1178,1865,10667,997,997,2655,181,868,8012,700,722,1417,673,673,1263,27,49,154,465,1119,9030,320,320,1370,145,799,7660,36,55,219,26,26,100,10,29,119,139,176,752,113,113,449,26,63,303,53,60,274,44,44,136,9,16,138,132,187,1057,104,104,501,28,83,556,14,166,1472,5,5,23,9,161,1449,9,37,583,5,5,40,4,32,543,3,51,598,-,-,-,3,51,598,2,224,2500,-,-,-,2,224,2500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,24,220,4,4,22,9,20,198
4,I,60,60G,他に分類されないその他の小売業,5097,7837,42768,4635,4635,13894,462,3202,28874,2798,2828,5197,2769,2769,5055,29,59,142,2281,4951,36599,1854,1854,8626,427,3097,27973,123,131,516,113,113,402,10,18,114,831,905,3292,764,764,2621,67,141,671,229,281,1306,203,203,940,26,78,366,760,1136,7281,612,612,3486,148,524,3795,79,251,2529,48,48,597,31,203,1932,43,324,2799,12,12,179,31,312,2620,21,167,2900,6,6,35,15,161,2865,12,360,5292,1,1,55,11,359,5237,6,1094,8896,-,-,-,6,1094,8896,-,-,-,-,-,-,-,-,-,18,58,972,12,12,213,6,46,759
2,I,61,000,無店舗小売業,3180,5407,63425,2825,2825,14448,355,2582,48977,498,499,976,496,496,954,2,3,22,2656,4787,58845,2310,2310,13335,346,2477,45510,271,279,1210,261,261,964,10,18,246,761,792,2883,734,734,2597,27,58,286,303,344,2205,281,281,1133,22,63,1072,906,1920,18726,781,781,5161,125,1139,13565,96,171,3182,72,72,1045,24,99,2137,83,305,5765,52,52,1198,31,253,4567,41,452,10781,18,18,386,23,434,10395,20,96,3252,9,9,230,11,87,3022,10,175,5696,4,4,362,6,171,5334,3,16,3371,-,-,-,3,16,3371,26,121,3604,19,19,159,7,102,3445
3,I,61,611,通信販売・訪問販売小売業,2523,4219,46381,2223,2223,11846,300,1996,34535,290,291,633,288,288,611,2,3,22,2218,3867,44671,1922,1922,11122,296,1945,33549,237,245,1049,227,227,803,10,18,246,605,634,2271,583,583,2036,22,51,235,269,305,1941,249,249,959,20,56,982,758,1722,16254,650,650,4185,108,1072,12069,78,127,2575,58,58,930,20,69,1645,70,206,3557,44,44,1095,26,162,2462,28,267,6131,13,13,288,15,254,5843,17,47,1687,9,9,230,8,38,1457,8,82,4188,4,4,362,4,78,3826,3,16,3371,-,-,-,3,16,3371,15,61,1077,13,13,113,2,48,964
3,I,61,612,自動販売機による小売業,199,495,8966,182,182,486,17,313,8480,126,126,180,126,126,180,-,-,-,73,369,8786,56,56,306,17,313,8480,4,4,9,4,4,9,-,-,-,27,28,81,26,26,78,1,2,3,2,2,6,2,2,6,-,-,-,20,42,1134,17,17,144,3,25,990,1,1,10,1,1,10,-,-,-,5,89,2087,2,2,9,3,87,2078,7,178,4582,1,1,47,6,177,4535,2,18,835,-,-,-,2,18,835,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,61,619,その他の無店舗小売業,458,693,8078,420,420,2116,38,273,5962,82,82,163,82,82,163,-,-,-,365,551,5388,332,332,1907,33,219,3481,30,30,152,30,30,152,-,-,-,129,130,531,125,125,483,4,5,48,32,37,258,30,30,168,2,7,90,128,156,1338,114,114,832,14,42,506,17,43,597,13,13,105,4,30,492,8,10,121,6,6,94,2,4,27,6,7,68,4,4,51,2,3,17,1,31,730,-,-,-,1,31,730,2,93,1508,-,-,-,2,93,1508,-,-,-,-,-,-,-,-,-,11,60,2527,6,6,46,5,54,2481
1,J,00,000,金融業，保険業,4914,29447,828852,4018,4018,37821,896,25429,791031,335,337,648,333,333,641,2,4,7,4262,26520,765869,3467,3467,34267,795,23053,731602,290,309,1200,274,274,927,16,35,273,1092,1148,4187,1053,1053,3664,39,95,523,266,291,1239,252,252,920,14,39,319,1146,1677,13145,994,994,6830,152,683,6315,162,320,3091,129,129,916,33,191,2175,249,532,7572,201,201,1460,48,331,6112,251,1001,19195,183,183,2096,68,818,17099,262,898,25309,170,170,4296,92,728,21013,161,1847,40554,79,79,4688,82,1768,35866,195,18058,645355,58,58,8165,137,18000,637190,317,2590,62335,218,218,2913,99,2372,59422
2,J,62,000,銀行業,42,3863,187870,10,10,578,32,3853,187292,-,-,-,-,-,-,-,-,-,41,3815,182817,10,10,578,31,3805,182239,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,287,-,-,-,1,3,287,36,3796,182351,9,9,567,27,3787,181784,1,48,5053,-,-,-,1,48,5053
3,J,62,621,中央銀行,1,48,5053,-,-,-,1,48,5053,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,48,5053,-,-,-,1,48,5053
3,J,62,622,銀行（中央銀行を除く）,41,3815,182817,10,10,578,31,3805,182239,-,-,-,-,-,-,-,-,-,41,3815,182817,10,10,578,31,3805,182239,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,287,-,-,-,1,3,287,36,3796,182351,9,9,567,27,3787,181784,-,-,-,-,-,-,-,-,-
2,J,63,000,協同組織金融業,64,1603,38738,17,17,666,47,1586,38072,-,-,-,-,-,-,-,-,-,1,103,4979,-,-,-,1,103,4979,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,103,4979,-,-,-,1,103,4979,63,1500,33759,17,17,666,46,1483,33093
3,J,63,631,中小企業等金融業,59,1552,34902,14,14,628,45,1538,34274,-,-,-,-,-,-,-,-,-,1,103,4979,-,-,-,1,103,4979,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,103,4979,-,-,-,1,103,4979,58,1449,29923,14,14,628,44,1435,29295
3,J,63,632,農林水産金融業,5,51,3836,3,3,38,2,48,3798,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,51,3836,3,3,38,2,48,3798
2,J,64,000,貸金業，クレジットカード業等非預金信用機関,786,2290,76427,659,659,4539,127,1631,71888,104,105,204,103,103,199,1,2,5,626,2061,73590,509,509,3981,117,1552,69609,29,31,110,27,27,69,2,4,41,98,100,258,96,96,246,2,4,12,59,64,216,54,54,183,5,10,33,165,185,842,150,150,667,15,35,175,41,41,305,40,40,282,1,1,23,72,94,1314,62,62,418,10,32,896,51,139,5237,38,38,341,13,101,4896,37,223,10726,21,21,888,16,202,9838,27,197,4214,8,8,367,19,189,3847,35,968,50285,9,9,508,26,959,49777,56,124,2633,47,47,359,9,77,2274
3,J,64,641,貸金業,236,392,10132,206,206,1151,30,186,8981,4,4,10,4,4,10,-,-,-,231,386,10105,202,202,1141,29,184,8964,3,4,38,2,2,9,1,2,29,12,12,29,12,12,29,-,-,-,14,14,52,14,14,52,-,-,-,62,66,340,59,59,311,3,7,29,26,26,107,26,26,107,-,-,-,52,67,896,47,47,196,5,20,700,28,40,1842,23,23,212,5,17,1630,12,26,608,8,8,62,4,18,546,7,30,514,3,3,140,4,27,374,9,94,5632,4,4,11,5,90,5621,1,2,17,-,-,-,1,2,17
3,J,64,642,質屋,330,357,1061,308,308,875,22,49,186,99,100,190,98,98,185,1,2,5,228,254,857,207,207,676,21,47,181,17,18,62,16,16,50,1,2,12,86,88,229,84,84,217,2,4,12,40,45,148,36,36,124,4,9,24,74,88,321,64,64,220,10,24,101,4,4,25,4,4,25,-,-,-,1,1,37,1,1,37,-,-,-,2,2,3,2,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,14,3,3,14,-,-,-
3,J,64,643,クレジットカード業，割賦金融業,105,976,48918,61,61,1550,44,915,47368,1,1,4,1,1,4,-,-,-,96,967,48841,52,52,1473,44,915,47368,2,2,4,2,2,4,-,-,-,-,-,-,-,-,-,-,-,-,3,3,5,3,3,5,-,-,-,14,15,91,13,13,70,1,2,21,7,7,144,7,7,144,-,-,-,14,21,313,9,9,117,5,12,196,17,93,3386,9,9,120,8,84,3266,15,181,9705,6,6,580,9,175,9125,6,79,2311,-,-,-,6,79,2311,16,562,32878,3,3,433,13,559,32445,8,8,73,8,8,73,-,-,-
3,J,64,649,その他の非預金信用機関,115,565,16316,84,84,963,31,481,15353,-,-,-,-,-,-,-,-,-,71,454,13787,48,48,691,23,406,13096,7,7,6,7,7,6,-,-,-,-,-,-,-,-,-,-,-,-,2,2,11,1,1,2,1,1,9,15,16,90,14,14,66,1,2,24,4,4,29,3,3,6,1,1,23,5,5,68,5,5,68,-,-,-,4,4,6,4,4,6,-,-,-,10,16,413,7,7,246,3,9,167,14,88,1389,5,5,227,9,83,1162,10,312,11775,2,2,64,8,310,11711,44,111,2529,36,36,272,8,75,2257
2,J,65,000,金融商品取引業，商品先物取引業,1077,2294,84875,947,947,15666,130,1347,69209,4,4,23,4,4,23,-,-,-,1022,2239,84771,892,892,15562,130,1347,69209,84,84,224,83,83,223,1,1,1,128,129,219,127,127,219,1,2,-,55,55,138,54,54,137,1,1,1,184,191,853,176,176,799,8,15,54,38,50,495,35,35,193,3,15,302,104,108,1034,101,101,723,3,7,311,124,139,2508,112,112,1330,12,27,1178,125,182,4134,100,100,2359,25,82,1775,91,256,9826,58,58,3923,33,198,5903,58,1001,65127,29,29,5588,29,972,59539,51,51,81,51,51,81,-,-,-
3,J,65,651,金融商品取引業,1020,2187,82163,906,906,14639,114,1281,67524,4,4,23,4,4,23,-,-,-,965,2132,82059,851,851,14535,114,1281,67524,77,77,210,76,76,209,1,1,1,122,122,208,122,122,208,-,-,-,50,50,127,49,49,126,1,1,1,173,179,815,166,166,763,7,13,52,36,48,481,34,34,190,2,14,291,103,107,1031,100,100,720,3,7,311,121,132,2284,111,111,1330,10,21,954,120,175,3907,97,97,2203,23,78,1704,79,204,7685,53,53,3131,26,151,4554,57,1000,65127,28,28,5588,29,972,59539,51,51,81,51,51,81,-,-,-
