産業分類階層,大分類,中分類,小分類,分類名,総数／事業所数（事業所）,総数／従業者数／総数（人）,総数／従業者数／男（人）,総数／従業者数／女（人）,総数／従業者数／うち常用雇用者／総数（人）,総数／従業者数／うち常用雇用者／男（人）,総数／従業者数／うち常用雇用者／女（人）,民営の合計／事業所数（事業所）,民営の合計／従業者数／民営の合計（人）,民営の合計／従業者数／男（人）,民営の合計／従業者数／女（人）,民営の合計／従業者数／うち常用雇用者／民営の合計（人）,民営の合計／従業者数／うち常用雇用者／男（人）,民営の合計／従業者数／うち常用雇用者／女（人）,民営／個人／事業所数（事業所）,民営／個人／従業者数／総数（人）,民営／個人／従業者数／男（人）,民営／個人／従業者数／女（人）,民営／個人／従業者数／うち常用雇用者数／総数（人）,民営／個人／従業者数／うち常用雇用者数／男（人）,民営／個人／従業者数／うち常用雇用者数／女（人）,民営／法人／事業所数（事業所）,民営／法人／従業者数／総数（人）,民営／法人／従業者数／男（人）,民営／法人／従業者数／女（人）,民営／法人／従業者数／うち常用雇用者数／総数（人）,民営／法人／従業者数／うち常用雇用者数／男（人）,民営／法人／従業者数／うち常用雇用者数／女（人）,民営／法人／会社／事業所数（事業所）,民営／法人／会社／従業者数／総数（人）,民営／法人／会社／従業者数／男（人）,民営／法人／会社／従業者数／女（人）,民営／法人／会社／従業者数／うち常用雇用者数／総数（人）,民営／法人／会社／従業者数／うち常用雇用者数／男（人）,民営／法人／会社／従業者数／うち常用雇用者数／女（人）,民営／法人／会社／株式・有限・相互会社／事業所数（事業所）,民営／法人／会社／株式・有限・相互会社／従業者数／総数（人）,民営／法人／会社／株式・有限・相互会社／従業者数／男（人）,民営／法人／会社／株式・有限・相互会社／従業者数／女（人）,民営／法人／会社／株式・有限・相互会社／従業者数／うち常用雇用者数／総数（人）,民営／法人／会社／株式・有限・相互会社／従業者数／うち常用雇用者数／男（人）,民営／法人／会社／株式・有限・相互会社／従業者数／うち常用雇用者数／女（人）,民営／法人／会社／合名・合資会社／事業所数（事業所）,民営／法人／会社／合名・合資会社／従業者数／総数（人）,民営／法人／会社／合名・合資会社／従業者数／男（人）,民営／法人／会社／合名・合資会社／従業者数／女（人）,民営／法人／会社／合名・合資会社／従業者数／うち常用雇用者数／総数（人）,民営／法人／会社／合名・合資会社／従業者数／うち常用雇用者数／男（人）,民営／法人／会社／合名・合資会社／従業者数／うち常用雇用者数／女（人）,民営／法人／会社／合同会社／事業所数（事業所）,民営／法人／会社／合同会社／従業者数／総数（人）,民営／法人／会社／合同会社／従業者数／男（人）,民営／法人／会社／合同会社／従業者数／女（人）,民営／法人／会社／合同会社／従業者数／うち常用雇用者数／総数（人）,民営／法人／会社／合同会社／従業者数／うち常用雇用者数／男（人）,民営／法人／会社／合同会社／従業者数／うち常用雇用者数／女（人）,民営／法人／会社／外国の会社／事業所数（事業所）,民営／法人／会社／外国の会社／従業者数／総数（人）,民営／法人／会社／外国の会社／従業者数／男（人）,民営／法人／会社／外国の会社／従業者数／女（人）,民営／法人／会社／外国の会社／従業者数／うち常用雇用者数／総数（人）,民営／法人／会社／外国の会社／従業者数／うち常用雇用者数／男（人）,民営／法人／会社／外国の会社／従業者数／うち常用雇用者数／女（人）,民営／法人／会社以外の法人／事業所数（事業所）,民営／法人／会社以外の法人／従業者数／総数（人）,民営／法人／会社以外の法人／従業者数／男（人）,民営／法人／会社以外の法人／従業者数／女（人）,民営／法人／会社以外の法人／従業者数／うち常用雇用者数／総数（人）,民営／法人／会社以外の法人／従業者数／うち常用雇用者数／男（人）,民営／法人／会社以外の法人／従業者数／うち常用雇用者数／女（人）,民営／法人でない団体／事業所数（事業所）,民営／法人でない団体／従業者数／総数（人）,民営／法人でない団体／従業者数／男（人）,民営／法人でない団体／従業者数／女（人）,民営／法人でない団体／従業者数／うち常用雇用者数／総数（人）,民営／法人でない団体／従業者数／うち常用雇用者数／男（人）,民営／法人でない団体／従業者数／うち常用雇用者数／女（人）,国・地方公共団体の合計／事業所数（事業所）,国・地方公共団体の合計／従業者数（人）,国・地方公共団体の合計／従業者数／男（人）,国・地方公共団体の合計／従業者数／女（人）,国・地方公共団体の合計／従業者数／うち常用雇用者（人）,国・地方公共団体の合計／従業者数／うち常用雇用者／男（人）,国・地方公共団体の合計／従業者数／うち常用雇用者／女（人）,国・地方公共団体／国／事業所数（事業所）,国・地方公共団体／国／従業者数（人）,国・地方公共団体／国／従業者数／男（人）,国・地方公共団体／国／従業者数／女（人）,国・地方公共団体／国／従業者数／うち常用雇用者（人）,国・地方公共団体／国／従業者数／うち常用雇用者／男（人）,国・地方公共団体／国／従業者数／うち常用雇用者／女（人）,国・地方公共団体／地方公共団体の合計／事業所数（事業所）,国・地方公共団体／地方公共団体の合計／業者数（人）,国・地方公共団体／地方公共団体の合計／従業者数／男（人）,国・地方公共団体／地方公共団体の合計／従業者数／女（人）,国・地方公共団体／地方公共団体の合計／従業者数／うち常用雇用者（人）,国・地方公共団体／地方公共団体の合計／従業者数／うち常用雇用者／男（人）,国・地方公共団体／地方公共団体の合計／従業者数／うち常用雇用者／女（人）,国・地方公共団体／地方公共団体／都道府県／事業所数（事業所）,国・地方公共団体／地方公共団体／都道府県／業者数（人）,国・地方公共団体／地方公共団体／都道府県／従業者数／男（人）,国・地方公共団体／地方公共団体／都道府県／従業者数／女（人）,国・地方公共団体／地方公共団体／都道府県／従業者数／うち常用雇用者（人）,国・地方公共団体／地方公共団体／都道府県／従業者数／うち常用雇用者／男（人）,国・地方公共団体／地方公共団体／都道府県／従業者数／うち常用雇用者／女（人）,国・地方公共団体／地方公共団体／区市町村／事業所数（事業所）,国・地方公共団体／地方公共団体／区市町村／業者数（人）,国・地方公共団体／地方公共団体／区市町村／従業者数／男（人）,国・地方公共団体／地方公共団体／区市町村／従業者数／女（人）,国・地方公共団体／地方公共団体／区市町村／従業者数／うち常用雇用者（人）,国・地方公共団体／地方公共団体／区市町村／従業者数／うち常用雇用者／男（人）,国・地方公共団体／地方公共団体／区市町村／従業者数／うち常用雇用者／女（人）,国・地方公共団体／地方公共団体／一部事務組合等／事業所数（事業所）,国・地方公共団体／地方公共団体／一部事務組合等／業者数（人）,国・地方公共団体／地方公共団体／一部事務組合等／従業者数／男（人）,国・地方公共団体／地方公共団体／一部事務組合等／従業者数／女（人）,国・地方公共団体／地方公共団体／一部事務組合等／従業者数／うち常用雇用者（人）,国・地方公共団体／地方公共団体／一部事務組合等／従業者数／うち常用雇用者／男（人）,国・地方公共団体／地方公共団体／一部事務組合等／従業者数／うち常用雇用者／女（人）
3,E,17,172,潤滑油・グリース製造業（石油精製業によらないもの）,12,234,190,44,203,166,37,12,234,190,44,203,166,37,-,-,-,-,-,-,-,12,234,190,44,203,166,37,12,234,190,44,203,166,37,12,234,190,44,203,166,37,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,17,173,コークス製造業,2,94,77,17,94,77,17,2,94,77,17,94,77,17,-,-,-,-,-,-,-,2,94,77,17,94,77,17,2,94,77,17,94,77,17,2,94,77,17,94,77,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,17,174,舗装材料製造業,31,323,273,50,292,245,47,31,323,273,50,292,245,47,-,-,-,-,-,-,-,30,306,260,46,275,232,43,30,306,260,46,275,232,43,30,306,260,46,275,232,43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,17,13,4,17,13,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,17,179,その他の石油製品・石炭製品製造業,5,14,8,6,8,4,4,5,14,8,6,8,4,4,1,4,1,3,1,-,1,4,10,7,3,7,4,3,4,10,7,3,7,4,3,4,10,7,3,7,4,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,E,18,000,プラスチック製品製造業（別掲を除く）,2336,22736,15092,7644,18502,12072,6430,2336,22736,15092,7644,18502,12072,6430,447,1020,598,422,429,151,278,1889,21716,14494,7222,18073,11921,6152,1889,21716,14494,7222,18073,11921,6152,1885,21642,14440,7202,18004,11869,6135,2,7,3,4,3,2,1,2,67,51,16,66,50,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,18,180,管理，補助的経済活動を行う事業所,120,2929,2299,630,2609,2033,576,120,2929,2299,630,2609,2033,576,-,-,-,-,-,-,-,120,2929,2299,630,2609,2033,576,120,2929,2299,630,2609,2033,576,120,2929,2299,630,2609,2033,576,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,18,181,プラスチック板・棒・管・継手・異形押出製品製造業,284,1819,1175,644,1332,822,510,284,1819,1175,644,1332,822,510,70,140,91,49,49,19,30,214,1679,1084,595,1283,803,480,214,1679,1084,595,1283,803,480,214,1679,1084,595,1283,803,480,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,18,182,プラスチックフィルム・シート・床材・合成皮革製造業,373,3648,2412,1236,3018,1950,1068,373,3648,2412,1236,3018,1950,1068,102,246,132,114,109,35,74,271,3402,2280,1122,2909,1915,994,271,3402,2280,1122,2909,1915,994,270,3399,2278,1121,2906,1913,993,1,3,2,1,3,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,18,183,工業用プラスチック製品製造業,647,5929,3850,2079,4752,2998,1754,647,5929,3850,2079,4752,2998,1754,111,257,152,105,121,43,78,536,5672,3698,1974,4631,2955,1676,536,5672,3698,1974,4631,2955,1676,536,5672,3698,1974,4631,2955,1676,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,18,184,発泡・強化プラスチック製品製造業,127,1542,1036,506,1308,869,439,127,1542,1036,506,1308,869,439,15,34,19,15,15,5,10,112,1508,1017,491,1293,864,429,112,1508,1017,491,1293,864,429,112,1508,1017,491,1293,864,429,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,18,185,プラスチック成形材料製造業（廃プラスチックを含む）,81,578,411,167,432,318,114,81,578,411,167,432,318,114,28,81,45,36,35,13,22,53,497,366,131,397,305,92,53,497,366,131,397,305,92,53,497,366,131,397,305,92,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,18,189,その他のプラスチック製品製造業,704,6291,3909,2382,5051,3082,1969,704,6291,3909,2382,5051,3082,1969,121,262,159,103,100,36,64,583,6029,3750,2279,4951,3046,1905,583,6029,3750,2279,4951,3046,1905,580,5958,3698,2260,4885,2996,1889,1,4,1,3,-,-,-,2,67,51,16,66,50,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,E,19,000,ゴム製品製造業,780,11146,8366,2780,9747,7330,2417,780,11146,8366,2780,9747,7330,2417,193,409,248,161,161,53,108,587,10737,8118,2619,9586,7277,2309,587,10737,8118,2619,9586,7277,2309,586,10735,8117,2618,9586,7277,2309,1,2,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,19,190,管理，補助的経済活動を行う事業所,38,1840,1448,392,1759,1392,367,38,1840,1448,392,1759,1392,367,-,-,-,-,-,-,-,38,1840,1448,392,1759,1392,367,38,1840,1448,392,1759,1392,367,38,1840,1448,392,1759,1392,367,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,19,191,タイヤ・チューブ製造業,9,4044,3517,527,3954,3432,522,9,4044,3517,527,3954,3432,522,-,-,-,-,-,-,-,9,4044,3517,527,3954,3432,522,9,4044,3517,527,3954,3432,522,9,4044,3517,527,3954,3432,522,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,19,192,ゴム製・プラスチック製履物・同附属品製造業,61,300,188,112,219,129,90,61,300,188,112,219,129,90,22,42,24,18,14,4,10,39,258,164,94,205,125,80,39,258,164,94,205,125,80,39,258,164,94,205,125,80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,19,193,ゴムベルト・ゴムホース・工業用ゴム製品製造業,560,4148,2683,1465,3191,1984,1207,560,4148,2683,1465,3191,1984,1207,149,320,193,127,130,41,89,411,3828,2490,1338,3061,1943,1118,411,3828,2490,1338,3061,1943,1118,411,3828,2490,1338,3061,1943,1118,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,19,199,その他のゴム製品製造業,112,814,530,284,624,393,231,112,814,530,284,624,393,231,22,47,31,16,17,8,9,90,767,499,268,607,385,222,90,767,499,268,607,385,222,89,765,498,267,607,385,222,1,2,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,E,20,000,なめし革・同製品・毛皮製造業,1890,9571,5863,3708,6548,3685,2863,1890,9571,5863,3708,6548,3685,2863,940,1982,1204,778,686,263,423,950,7589,4659,2930,5862,3422,2440,949,7586,4657,2929,5860,3421,2439,945,7572,4647,2925,5850,3415,2435,1,4,4,-,3,3,-,3,10,6,4,7,3,4,-,-,-,-,-,-,-,1,3,2,1,2,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,20,200,管理，補助的経済活動を行う事業所,12,194,153,41,167,128,39,12,194,153,41,167,128,39,1,1,1,-,-,-,-,11,193,152,41,167,128,39,11,193,152,41,167,128,39,11,193,152,41,167,128,39,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,20,201,なめし革製造業,100,555,421,134,364,279,85,100,555,421,134,364,279,85,40,106,75,31,52,35,17,60,449,346,103,312,244,68,60,449,346,103,312,244,68,60,449,346,103,312,244,68,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,20,202,工業用革製品製造業（手袋を除く）,12,64,38,26,50,26,24,12,64,38,26,50,26,24,6,10,6,4,4,-,4,6,54,32,22,46,26,20,6,54,32,22,46,26,20,6,54,32,22,46,26,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,20,203,革製履物用材料・同附属品製造業,222,779,489,290,445,251,194,222,779,489,290,445,251,194,139,273,173,100,83,35,48,83,506,316,190,362,216,146,83,506,316,190,362,216,146,82,504,315,189,361,216,145,-,-,-,-,-,-,-,1,2,1,1,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,20,204,革製履物製造業,346,2728,1828,900,2158,1404,754,346,2728,1828,900,2158,1404,754,145,300,193,107,108,46,62,201,2428,1635,793,2050,1358,692,201,2428,1635,793,2050,1358,692,199,2421,1630,791,2045,1355,690,1,4,4,-,3,3,-,1,3,1,2,2,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,20,205,革製手袋製造業,2,16,6,10,15,5,10,2,16,6,10,15,5,10,-,-,-,-,-,-,-,2,16,6,10,15,5,10,2,16,6,10,15,5,10,2,16,6,10,15,5,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,20,206,かばん製造業,303,1544,849,695,1062,508,554,303,1544,849,695,1062,508,554,149,358,200,158,148,57,91,154,1186,649,537,914,451,463,154,1186,649,537,914,451,463,154,1186,649,537,914,451,463,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,20,207,袋物製造業,670,2860,1578,1282,1793,831,962,670,2860,1578,1282,1793,831,962,337,706,412,294,225,70,155,333,2154,1166,988,1568,761,807,332,2151,1164,987,1566,760,806,331,2146,1160,986,1562,757,805,-,-,-,-,-,-,-,1,5,4,1,4,3,1,-,-,-,-,-,-,-,1,3,2,1,2,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,20,208,毛皮製造業,5,18,11,7,13,7,6,5,18,11,7,13,7,6,3,7,4,3,3,1,2,2,11,7,4,10,6,4,2,11,7,4,10,6,4,2,11,7,4,10,6,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,20,209,その他のなめし革製品製造業,218,813,490,323,481,246,235,218,813,490,323,481,246,235,120,221,140,81,63,19,44,98,592,350,242,418,227,191,98,592,350,242,418,227,191,98,592,350,242,418,227,191,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,E,21,000,窯業・土石製品製造業,872,11602,9065,2537,9856,7667,2189,872,11602,9065,2537,9856,7667,2189,177,368,227,141,126,51,75,693,11231,8836,2395,9727,7614,2113,692,11230,8836,2394,9726,7614,2112,686,11214,8824,2390,9717,7608,2109,3,8,7,1,2,2,-,1,1,1,-,-,-,-,2,7,4,3,7,4,3,1,1,-,1,1,-,1,2,3,2,1,3,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,21,210,管理，補助的経済活動を行う事業所,55,3014,2365,649,2783,2169,614,55,3014,2365,649,2783,2169,614,-,-,-,-,-,-,-,55,3014,2365,649,2783,2169,614,55,3014,2365,649,2783,2169,614,55,3014,2365,649,2783,2169,614,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,21,211,ガラス・同製品製造業,347,3192,2297,895,2616,1876,740,347,3192,2297,895,2616,1876,740,109,232,134,98,75,26,49,237,2960,2163,797,2541,1850,691,237,2960,2163,797,2541,1850,691,233,2950,2156,794,2534,1846,688,1,2,2,-,-,-,-,1,1,1,-,-,-,-,2,7,4,3,7,4,3,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,21,212,セメント・同製品製造業,204,3129,2660,469,2605,2204,401,204,3129,2660,469,2605,2204,401,3,5,5,-,2,2,-,201,3124,2655,469,2603,2202,401,200,3123,2655,468,2602,2202,400,200,3123,2655,468,2602,2202,400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,21,213,建設用粘土製品製造業（陶磁器製を除く）,4,56,29,27,54,27,27,4,56,29,27,54,27,27,1,2,2,-,1,1,-,3,54,27,27,53,26,27,3,54,27,27,53,26,27,3,54,27,27,53,26,27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,21,214,陶磁器・同関連製品製造業,47,182,127,55,122,82,40,47,182,127,55,122,82,40,10,15,9,6,2,-,2,37,167,118,49,120,82,38,37,167,118,49,120,82,38,37,167,118,49,120,82,38,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,21,215,耐火物製造業,10,182,153,29,158,132,26,10,182,153,29,158,132,26,4,5,4,1,1,-,1,5,174,147,27,154,130,24,5,174,147,27,154,130,24,5,174,147,27,154,130,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,2,1,3,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,21,216,炭素・黒鉛製品製造業,9,35,22,13,20,11,9,9,35,22,13,20,11,9,1,2,2,-,1,1,-,8,33,20,13,19,10,9,8,33,20,13,19,10,9,8,33,20,13,19,10,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,21,217,研磨材・同製品製造業,49,441,325,116,357,257,100,49,441,325,116,357,257,100,9,25,13,12,14,5,9,40,416,312,104,343,252,91,40,416,312,104,343,252,91,39,413,310,103,343,252,91,1,3,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,E,21,218,骨材・石工品等製造業,89,821,671,150,668,556,112,89,821,671,150,668,556,112,17,36,27,9,13,9,4,72,785,644,141,655,547,108,72,785,644,141,655,547,108,71,782,641,141,653,545,108,1,3,3,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
