"施設情報／No.","施設情報／事業所名","施設情報／法人名","施設情報／区市町村","施設情報／電話","施設情報／担当者名","施設情報／ホームページ","施設情報／Email","販売・受注可能な作業／製品・サービスの内容／内容","販売・受注可能な作業／分類","販売・受注可能な作業／提供可能総量／最小","販売・受注可能な作業／提供可能総量／最大","販売・受注可能な作業／納期","販売・受注可能な作業／販売・契約参考単価","販売・受注可能な作業／納品方法","受注実績／東京都","受注実績／官公庁(東京都以外)","受注実績／その他(民間企業等)","受注実績／（活用例等）"
"296","むつみ工房","特定非営利活動法人むつみ福祉会","渋谷区","03-5351-9395","赤澤","https://mutsumi-kobo.com","mutsumi_kobo@iris.ocn.ne.jp","オリパラ応援タオル","生活用品","1枚","100枚","3日間","1000円","自力での納品可","無","有","有","シブヤフォントを使用したオリンピックパラリンピック応援タオルです。業者によりプリント済の製品なので即納可能です。"
"297","ローランズプラス2","一般社団法人ローランズプラス","渋谷区","03-6434-0607","佐藤","https://www.floran-jp.com/harajuku/","info@floran-jp.com","生花アレンジメント","その他","1","未定","4日","3000円～","自力での納品可","無","有","有","開店のお祝いやお誕生日など様々なシーンにお使い頂けます。詳細は、HPからご確認頂けます。数量が多い場合は事前にご相談下さい。"
"298","ローランズプラス2","一般社団法人ローランズプラス","渋谷区","03-6434-0607","佐藤","https://www.floran-jp.com/harajuku/","info@floran-jp.com","観葉植物","その他","1","未定","4日","10000円～","自力での納品可","無","無","有","ギフト以外に、ご自宅への配送も承っております。詳細はHPからご確認頂けます。"
"299","ローランズプラス2","一般社団法人ローランズプラス","渋谷区","03-6434-0607","佐藤","https://www.floran-jp.com/harajuku/","info@floran-jp.com","生花・造花のコサージュ","その他","5","未定","7日","１つ1000円～","自力での納品可","無","無","有","パーティーなどイベント用のコサージュを一つひとつ丁寧に心を込めておつくりします。"
"300","ローランズプラス2","一般社団法人ローランズプラス","渋谷区","03-6434-0607","佐藤","https://www.floran-jp.com/harajuku/","info@floran-jp.com","ドライフルーツギフトセット","食品","5","10","4日","９８０円","自力での納品可","無","無","有","ドライフルーツと季節のドライフラワーが入ったギフトセットです。"
"301","ワークささはた","特定非営利活動法人あさのはネットワーク","渋谷区","03-3376-8924","菱木","http://worksasahata.com/","sasahata-1@asanoha-net.com","チラシ・DM等封入作業(宛名シール・バルク分含む）","封入・封緘","3000部","100000部封入点数にもよる","2点封入・封緘2週間","6円(封入物によって変動有）","発注元による回収希望","無","無","有",""
"302","ワークささはた","特定非営利活動法人あさのはネットワーク","渋谷区","03-3376-8924","菱木","http://worksasahata.com/","sasahata-1@asanoha-net.com","チラシ折り・シール貼りホチキス留","その他","3000部","100000部","10日","1円～","発注元による回収希望","無","無","有",""
"303","ワークささはた","特定非営利活動法人あさのはネットワーク","渋谷区","03-3376-8924","菱木","http://worksasahata.com/","sasahata-1@asanoha-net.com","ビルの共有部分オフイス内清掃","清掃","100m2","300m2","1年間","15円/m2～応相談","自力での納品可","無","無","有",""
"304","ワークささはた","特定非営利活動法人あさのはネットワーク","渋谷区","03-3376-8924","菱木","http://worksasahata.com/","sasahata-1@asanoha-net.com","トイレ清掃","清掃","100m2","500m2","1年間","50円/m2","自力での納品可","無","有","有",""
"305","ワークセンターひかわ","ＮＰＯ法人渋谷神宮前","渋谷区","03-6712-5120","野崎克己","http://www.workcenter-hikawa.org/","hikawa@workcenter-hikawa.org","ダイレクトメール等","封入・封緘","相談","10000","１０日","１部/５円～","自力での納品可","無","有","有","単価は量と納期によります。"
"306","ワークセンターひかわ","ＮＰＯ法人渋谷神宮前","渋谷区","03-6712-5120","野崎克己","http://www.workcenter-hikawa.org/","hikawa@workcenter-hikawa.org","清掃・除草","清掃","相談","相談","相談","相談","自力での納品可","無","有","有","基本的には車で道具を運べる所です。"
"307","ワークセンターひかわ","ＮＰＯ法人渋谷神宮前","渋谷区","03-6712-5120","野崎克己","http://www.workcenter-hikawa.org/","hikawa@workcenter-hikawa.org","缶バッジ製造","その他","相談","相談","相談","１個/４５０円～","自力での納品可","無","有","有","単価は量と納期によります。"
"308","コロニーもみじやま支援センター","社会福祉法人東京コロニー","中野区","03-5318-9952","","http://colony.gr.jp/momijiyama/","asou@tocolo.or.jp","封入・封緘・区分、シール貼","封入・封緘","10000","20000","内容により1日～1箇月","丁合一点0.5～1.00円、封緘一点1.00～1.50","自力での納品可","無","有","有","DM封入、封緘、シール貼や。封緘機・折り機・結束機・計数機を備え、短納期や多量の仕事にも対応可能。Ｐマーク取得済。"
"309","コロニーもみじやま支援センター","社会福祉法人東京コロニー","中野区","03-5318-9952","","http://colony.gr.jp/momijiyama/","asou@tocolo.or.jp","葉物野菜栽培・販売","食品","1","10","２営業日","100ｇひと袋で150円","自力での納品可","無","無","有","直売店舗で販売しています。定期的な納品にも対応可。栽培品種についてもご相談に乗ることができます。"
"310","コロニーもみじやま支援センター","社会福祉法人東京コロニー","中野区","03-5318-9952","","http://colony.gr.jp/momijiyama/","asou@tocolo.or.jp","組み紐・和紙製品作成","生活用品","1","20","常時在庫量を大幅に超える場合は要相談","随時/店舗販売","発注元による回収希望","有","無","有","直売店舗で常時販売。その他、中野区福祉売店やKURUMIRUでも販売しています。"
"311","コロニーもみじやま支援センター","社会福祉法人東京コロニー","中野区","03-5318-9952","","http://colony.gr.jp/momijiyama/","asou@tocolo.or.jp","箱組立作業","箱・袋詰め","50","1000","5営業日","一工程あたり￥1","自力での納品可","無","無","有","紙什器・パッケージなどの組立"
"312","コロニー中野","社会福祉法人東京コロニー","中野区","03-3953-3541","満富","https://www.tocolo.or.jp/","mitutomi@tocolo.or.jp","プリザーブドフラワー","生活用品","1","60（コサージュ）","1.5ヶ月","800～10000円","自力での納品可","有","有","有","KURUMIRUや中野区福祉売店に納品。季節に合わせた商品をそろえ、ECサイトにて注文も受けております。式典用のコサージュ等、まとまった量でも受注可能です。"
"313","コロニー中野","社会福祉法人東京コロニー","中野区","03-3953-3541","満富","https://www.tocolo.or.jp/","mitutomi@tocolo.or.jp","バスボム","生活用品","1","50","1ヶ月","300～500円","自力での納品可","有","有","有","KURUMIRUや中野区福祉売店に納品。ECサイトでも注文を受けております。企業のノベルティとしても（年末年始挨拶等）ご注文をいただいております。"
"314","コロニー中野","社会福祉法人東京コロニー","中野区","03-3953-3541","満富","https://www.tocolo.or.jp/","mitutomi@tocolo.or.jp","天然酵母パン・焼き菓子","食品","1","約200人分（20万円相当）","2.5日（事前予約が必要）","120～250円","自力での納品可","無","有","有","身体に優しい材料で作った商品です。中野区福祉売店にも納品しています。昼食やイベントの出張販売を行っています。キッチンカーもあります。"
"315","ひまわり作業所","社会福祉法人済美会","杉並区","03-3333-9724","","https://www.seibikai.com/","hmshouan@pluto.plala.or.jp","刺繍製品","生活用品","","","在庫状況による","200～1500円/個","自力での納品可","無","無","無","コースター、ティッシュケース、ブックカバー、ランチョンマットがあります。数量や納期はご相談ください。"
"316","ひまわり作業所","社会福祉法人済美会","杉並区","03-3333-9724","","https://www.seibikai.com/","hmshouan@pluto.plala.or.jp","食パン","食品","","15斤","1週間","330円/斤","自力での納品可","無","無","有","木曜及び金曜のみ対応可能です。自前の店舗で販売している他、保育園の給食用にも提供しています。"
"317","ひまわり作業所","社会福祉法人済美会","杉並区","03-3333-9724","","https://www.seibikai.com/","hmshouan@pluto.plala.or.jp","クッキー","食品","","3個入り50袋","1～2週間","100～120円/袋","自力での納品可","無","無","有","１袋3個入りですが、変更可能です。数種類の味があります。イベントの記念品にも活用いただいています。"
"318","ひまわり作業所","社会福祉法人済美会","杉並区","03-3333-9724","","https://www.seibikai.com/","hmshouan@pluto.plala.or.jp","印刷物の封入・封緘","封入・封緘","","10000部","2日","1円/1工程","自力での納品可","無","無","有","ＤＭ業者やポスティング業者から日常的に受注しており、宛名シール貼りなども可能です。"
"319","ワークショップ・かたつむり","社会福祉法人かたつむり会","杉並区","03-3381-4278","森","http://www.jcpa.net/kata/","kata@jcpa.net","ＤＭ封入・折込","封入・封緘","１０００枚","10000枚","３日","２円/１工程","自力での納品可","無","有","有",""
"320","ワークショップ・かたつむり","社会福祉法人かたつむり会","杉並区","03-3381-4278","森","http://www.jcpa.net/kata/","kata@jcpa.net","データ入力(住所録・アンケート等)","データ入力","２０件","２００件","５日","５円／１項目","自力での納品可","無","無","有",""
"321","ワークショップ・かたつむり","社会福祉法人かたつむり会","杉並区","03-3381-4278","森","http://www.jcpa.net/kata/","kata@jcpa.net","名刺印刷","印刷","１００枚","１０００枚","５日","モノクロ片面１０枚１３０円カラー１８０円","自力での納品可","無","無","有",""
"322","ワークショップ・かたつむり","社会福祉法人かたつむり会","杉並区","03-3381-4278","森","http://www.jcpa.net/kata/","kata@jcpa.net","ポスター・チラシ・ハガキ印刷","印刷","１００枚","１０００枚","５日","モノクロ片面１０枚１0０円カラー20０円","自力での納品可","無","無","有",""
