地域階層,地域コード,地域,産業分類階層,産業コード,産業小分類,事業所数,従業者数（送出者を除く）／総数（人）,従業者数（送出者を除く）／うち男（人）,個人業主及び無給家族従業者／総数（人）,個人業主及び無給家族従業者／うち男（人）,常用労働者／常用雇用者／正社員・正職員等／総数（人）,常用労働者／常用雇用者／正社員・正職員等／うち男（人）,常用労働者／常用雇用者／パート・アルバイト等／総数（人）,常用労働者／常用雇用者／パート・アルバイト等／うち男（人）,常用労働者／出向・派遣受入者／総数（人）,常用労働者／出向・派遣受入者／うち男（人）,臨時雇用者／総数（人）,臨時雇用者／うち男（人）,現金給与総額（万円）,原材料使用額等（万円）,製造品出荷額等／総額（万円）,製造品出荷額等／うち製造品出荷額（万円）,製造品出荷額等／うち加工賃収入額（万円）,付加価値額（29人以下は粗付加価値額）（万円）,粗付加価値額（万円）
2,13108,江東区,1,320,その他の製造業,12,111,63,1,1,91,58,19,4,-,-,3,2,42168,80727,217048,191595,108,126258,126258
2,13108,江東区,2,321,貴金属・宝石製品製造業,2,31,16,-,-,22,14,9,2,-,-,-,-,x,x,x,x,-,x,x
2,13108,江東区,2,322,装身具・装飾品・ボタン・同関連品製造業（貴金属・宝石製を除く）,1,4,3,1,1,3,2,-,-,-,-,-,-,x,x,x,x,x,x,x
2,13108,江東区,2,325,がん具・運動用具製造業,1,10,4,-,-,8,4,2,-,-,-,-,-,x,x,x,x,-,x,x
2,13108,江東区,2,326,ペン・鉛筆・絵画用品・その他の事務用品製造業,1,6,3,-,-,4,3,2,-,-,-,1,-,x,x,x,x,-,x,x
2,13108,江東区,2,328,畳等生活雑貨製品製造業,2,18,8,-,-,18,8,-,-,-,-,-,-,x,x,x,x,x,x,x
2,13108,江東区,2,329,他に分類されない製造業,5,42,29,-,-,36,27,6,2,-,-,2,2,13176,50182,89451,69162,-,36360,36360
2,13109,品川区,0,000,総数,322,5216,3796,8,6,4322,3353,784,356,124,97,32,25,2309136,4588918,9400327,7404666,1466211,4428566,4486897
2,13109,品川区,1,090,食料品製造業,15,226,124,-,-,133,95,97,27,3,3,-,-,68623,144430,285102,216750,944,129180,130988
2,13109,品川区,2,091,畜産食料品製造業,3,63,40,-,-,37,31,31,8,2,2,-,-,26075,37276,88669,84647,-,47169,47644
2,13109,品川区,2,092,水産食料品製造業,3,34,24,-,-,26,18,8,6,-,-,-,-,12337,52548,87059,33921,-,31954,31954
2,13109,品川区,2,097,パン・菓子製造業,3,55,16,-,-,28,15,27,1,-,-,-,-,12680,22225,43976,43976,-,20140,20140
2,13109,品川区,2,099,その他の食料品製造業,6,74,44,-,-,42,31,31,12,1,1,-,-,17531,32381,65398,54206,944,29917,31250
2,13109,品川区,1,100,飲料・たばこ・飼料製造業,1,6,2,-,-,3,1,3,1,-,-,-,-,x,x,x,x,x,x,x
2,13109,品川区,2,101,清涼飲料製造業,1,6,2,-,-,3,1,3,1,-,-,-,-,x,x,x,x,x,x,x
2,13109,品川区,1,110,繊維工業,3,34,8,1,-,11,7,22,1,-,-,-,-,6915,3254,14356,11156,3200,10280,10280
2,13109,品川区,2,112,織物業,1,15,-,1,-,2,-,12,-,-,-,-,-,x,x,x,x,x,x,x
2,13109,品川区,2,116,外衣・シャツ製造業（和式を除く）,2,19,8,-,-,9,7,10,1,-,-,-,-,x,x,x,x,x,x,x
2,13109,品川区,1,130,家具・装備品製造業,2,28,18,-,-,24,18,2,-,2,-,-,-,x,x,x,x,-,x,x
2,13109,品川区,2,131,家具製造業,2,28,18,-,-,24,18,2,-,2,-,-,-,x,x,x,x,-,x,x
2,13109,品川区,1,140,パルプ・紙・紙加工品製造業,6,55,42,-,-,31,26,24,16,-,-,-,-,19875,36745,86918,76706,8776,46461,46461
2,13109,品川区,2,145,紙製容器製造業,5,51,39,-,-,27,23,24,16,-,-,-,-,x,x,x,x,x,x,x
2,13109,品川区,2,149,その他のパルプ・紙・紙加工品製造業,1,4,3,-,-,4,3,-,-,-,-,-,-,x,x,x,x,x,x,x
2,13109,品川区,1,150,印刷・同関連業,52,678,513,1,1,582,453,90,55,5,4,5,2,289723,369583,889863,714981,168799,469273,482726
2,13109,品川区,2,151,印刷業,42,575,431,-,-,497,383,75,46,3,2,3,-,248705,358114,803496,682677,116182,399923,413376
2,13109,品川区,2,152,製版業,3,43,35,-,-,40,33,1,-,2,2,-,-,20018,7667,41823,32304,9519,31626,31626
2,13109,品川区,2,153,製本業、印刷物加工業,7,60,47,1,1,45,37,14,9,-,-,2,2,21000,3802,44544,-,43098,37724,37724
2,13109,品川区,1,160,化学工業,6,389,201,-,-,316,191,64,6,9,4,5,5,161304,564340,1153765,1036543,108936,527477,548396
2,13109,品川区,2,164,油脂加工製品・石けん・合成洗剤・界面活性剤・塗料製造業,1,25,16,-,-,21,15,4,1,-,-,-,-,x,x,x,x,x,x,x
2,13109,品川区,2,165,医薬品製造業,2,188,111,-,-,160,104,23,4,5,3,5,5,x,x,x,x,x,x,x
2,13109,品川区,2,166,化粧品・歯磨・その他の化粧用調整品製造業,3,176,74,-,-,135,72,37,1,4,1,-,-,71969,278870,628786,624574,-,324771,325036
2,13109,品川区,1,180,プラスチック製品製造業（別掲を除く）,34,431,282,1,-,348,246,85,40,2,1,-,-,162461,347807,691095,523899,x,315054,318513
2,13109,品川区,2,181,プラスチック板・棒・管・継手・異形押出製品製造業,7,89,63,-,-,70,51,19,12,-,-,-,-,29718,66972,107015,99049,6886,37077,37077
2,13109,品川区,2,183,工業用プラスチック製品製造業,24,302,191,1,-,241,168,63,27,2,1,-,-,111544,246869,494997,340925,151256,226942,230401
2,13109,品川区,2,185,プラスチック成形材料製造業（廃プラスチックを含む）,1,5,3,-,-,3,2,2,1,-,-,-,-,x,x,x,x,x,x,x
2,13109,品川区,2,189,その他のプラスチック製品製造業,2,35,25,-,-,34,25,1,-,-,-,-,-,x,x,x,x,x,x,x
2,13109,品川区,1,190,ゴム製品製造業,3,40,24,-,-,31,20,8,4,1,-,-,-,17871,21487,64967,54016,546,40287,40287
2,13109,品川区,2,193,ゴムベルト・ゴムホース・工業用ゴム製品製造業,3,40,24,-,-,31,20,8,4,1,-,-,-,17871,21487,64967,54016,546,40287,40287
2,13109,品川区,1,200,なめし革・同製品・毛皮製造業,1,8,3,-,-,8,3,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13109,品川区,2,209,その他のなめし革製品製造業,1,8,3,-,-,8,3,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13109,品川区,1,210,窯業・土石製品製造業,5,75,61,1,1,44,33,13,12,17,15,-,-,36138,196513,308651,220150,6021,105995,105995
2,13109,品川区,2,211,ガラス・同製品製造業,2,15,9,1,1,13,8,1,-,-,-,-,-,x,x,x,x,x,x,x
2,13109,品川区,2,212,セメント・同製品製造業,1,18,16,-,-,1,1,-,-,17,15,-,-,x,x,x,x,-,x,x
2,13109,品川区,2,217,研磨材・同製品製造業,2,42,36,-,-,30,24,12,12,-,-,-,-,x,x,x,x,x,x,x
2,13109,品川区,1,220,鉄鋼業,1,11,9,-,-,7,5,4,4,-,-,-,-,x,x,x,-,x,x,x
2,13109,品川区,2,229,その他の鉄鋼業,1,11,9,-,-,7,5,4,4,-,-,-,-,x,x,x,-,x,x,x
2,13109,品川区,1,230,非鉄金属製造業,5,51,35,-,-,42,33,9,2,-,-,-,-,22255,31081,64184,52374,11010,30651,30651
2,13109,品川区,2,233,非鉄金属・同合金圧延業（抽伸、押出しを含む）,3,18,10,-,-,14,10,4,-,-,-,-,-,x,x,x,x,x,x,x
2,13109,品川区,2,235,非鉄金属素形材製造業,1,23,18,-,-,22,18,1,-,-,-,-,-,x,x,x,x,-,x,x
2,13109,品川区,2,239,その他の非鉄金属製造業,1,10,7,-,-,6,5,4,2,-,-,-,-,x,x,x,-,x,x,x
2,13109,品川区,1,240,金属製品製造業,47,534,371,3,3,425,322,104,45,2,1,1,1,198420,251875,662016,358499,288670,376121,380658
2,13109,品川区,2,243,暖房・調理等装置、配管工事用附属品製造業,1,8,5,-,-,5,2,3,3,-,-,-,-,x,x,x,x,-,x,x
2,13109,品川区,2,244,建設用・建築用金属製品製造業（製缶板金業を含む),5,45,36,-,-,41,34,4,2,-,-,-,-,14495,38598,71722,41052,23537,30671,30671
2,13109,品川区,2,245,金属素形材製品製造業,17,174,125,2,2,153,116,19,7,-,-,-,-,68802,106903,255516,241815,5987,137852,137852
2,13109,品川区,2,246,金属被覆・彫刻業、熱処理業（ほうろう鉄器を除く）,13,229,157,1,1,167,131,60,24,1,1,1,1,89935,69994,257531,1393,256138,169758,174295
2,13109,品川区,2,247,金属線製品製造業（ねじ類を除く),2,19,14,-,-,17,14,2,-,-,-,-,-,x,x,x,x,-,x,x
2,13109,品川区,2,248,ボルト・ナット・リベット・小ねじ・木ねじ等製造業,4,29,17,-,-,21,12,7,5,1,-,-,-,8625,13688,29674,29674,-,14802,14802
2,13109,品川区,2,249,その他の金属製品製造業,5,30,17,-,-,21,13,9,4,-,-,-,-,7499,2726,16240,13232,3008,12513,12513
2,13109,品川区,1,250,はん用機械器具製造業,15,335,271,-,-,319,263,16,9,3,2,-,-,198000,399101,808423,741320,34834,378731,383024
2,13109,品川区,2,251,ボイラ・原動機製造業,1,8,5,-,-,8,5,-,-,-,-,-,-,x,x,x,-,x,x,x
2,13109,品川区,2,252,ポンプ・圧縮機器製造業,5,57,44,-,-,54,41,3,3,-,-,-,-,25807,33619,86587,85478,-,50596,50596
2,13109,品川区,2,253,一般産業用機械・装置製造業,4,50,30,-,-,39,26,11,4,-,-,-,-,x,x,x,x,x,x,x
2,13109,品川区,2,259,その他のはん用機械・同部分品製造業,5,220,192,-,-,218,191,2,2,3,2,-,-,143737,296850,611497,566215,14705,289517,293810
2,13109,品川区,1,260,生産用機械器具製造業,57,808,642,-,-,738,602,69,40,1,-,8,6,431337,852874,1690095,1531756,105144,782728,780189
2,13109,品川区,2,262,建設機械・鉱山機械製造業,1,43,38,-,-,42,37,1,1,-,-,-,-,x,x,x,x,-,x,x
2,13109,品川区,2,264,生活関連産業用機械製造業,9,158,129,-,-,153,126,5,3,-,-,4,3,79327,181817,355486,349300,3766,160045,161458
2,13109,品川区,2,265,基礎素材産業用機械製造業,5,24,18,-,-,24,18,-,-,-,-,1,1,11543,30175,61542,47450,-,29224,29224
2,13109,品川区,2,266,金属加工機械製造業,19,211,154,-,-,171,130,39,24,1,-,1,1,85503,129122,288218,185760,72400,147977,147977
2,13109,品川区,2,267,半導体・フラットパネルディスプレイ製造装置製造業,4,107,83,-,-,102,81,5,2,-,-,2,1,x,x,x,x,x,x,x
2,13109,品川区,2,269,その他の生産用機械・同部分品製造業,19,265,220,-,-,246,210,19,10,-,-,-,-,145388,368188,720752,689681,27373,332345,329361
2,13109,品川区,1,270,業務用機械器具製造業,14,292,228,1,1,262,210,29,17,-,-,11,11,145117,184896,518242,400961,29121,308569,310598
2,13109,品川区,2,271,事務用機械器具製造業,2,14,12,-,-,12,11,2,1,-,-,-,-,x,x,x,x,x,x,x
2,13109,品川区,2,272,サービス用・娯楽用機械器具製造業,1,139,105,-,-,134,104,5,1,-,-,11,11,x,x,x,x,-,x,x
2,13109,品川区,2,273,計量器・測定器・分析機器・試験機・測量機械器具・理化学機械器具製造業,7,94,78,-,-,79,67,15,11,-,-,-,-,40810,48160,116642,100891,4087,63410,63410
2,13109,品川区,2,274,医療用機械器具・医療用品製造業,3,34,25,1,1,28,21,5,3,-,-,-,-,14427,9077,34637,22328,6093,24127,24127
2,13109,品川区,2,275,光学機械器具・レンズ製造業,1,11,8,-,-,9,7,2,1,-,-,-,-,x,x,x,x,x,x,x
2,13109,品川区,1,280,電子部品・デバイス・電子回路製造業,11,156,108,-,-,139,98,13,6,4,4,-,-,67767,121652,247256,199499,8668,118298,118658
2,13109,品川区,2,282,電子部品製造業,4,34,19,-,-,30,18,4,1,-,-,-,-,x,x,x,x,-,x,x
2,13109,品川区,2,284,電子回路製造業,1,47,36,-,-,43,32,-,-,4,4,-,-,x,x,x,x,-,x,x
2,13109,品川区,2,289,その他の電子部品・デバイス・電子回路製造業,6,75,53,-,-,66,48,9,5,-,-,-,-,39949,59831,143890,106459,8668,79775,79775
2,13109,品川区,1,290,電気機械器具製造業,23,474,362,-,-,404,333,56,27,14,2,2,-,228861,519242,881346,812900,31286,342014,345289
2,13109,品川区,2,291,発電用・送電用・配電用電気機械器具製造業,16,345,284,-,-,326,272,18,12,1,-,-,-,171628,345350,601049,561191,12013,233316,237232
2,13109,品川区,2,293,民生用電気機械器具製造業,1,8,5,-,-,8,5,-,-,-,-,2,-,x,x,x,x,x,x,x
2,13109,品川区,2,294,電球・電気照明器具製造業,3,75,37,-,-,30,24,32,11,13,2,-,-,23629,31668,69996,61025,1375,33136,35946
2,13109,品川区,2,296,電子応用装置製造業,1,11,9,-,-,9,7,2,2,-,-,-,-,x,x,x,x,x,x,x
2,13109,品川区,2,297,電気計測器製造業,2,35,27,-,-,31,25,4,2,-,-,-,-,x,x,x,x,x,x,x
2,13109,品川区,1,300,情報通信機械器具製造業,2,23,19,-,-,22,18,1,1,-,-,-,-,x,x,x,x,-,x,x
2,13109,品川区,2,301,通信機械器具・同関連機械器具製造業,1,16,15,-,-,15,14,1,1,-,-,-,-,x,x,x,x,-,x,x
2,13109,品川区,2,303,電子計算機・同附属装置製造業,1,7,4,-,-,7,4,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13109,品川区,1,310,輸送用機械器具製造業,10,484,426,-,-,374,337,56,35,61,61,-,-,186550,416424,766884,221454,481446,318233,324970
2,13109,品川区,2,311,自動車・同附属品製造業,6,124,89,-,-,100,80,26,11,-,-,-,-,49718,51722,169121,138714,30407,105209,109027
2,13109,品川区,2,312,鉄道車両・同部分品製造業,3,348,326,-,-,262,246,30,24,61,61,-,-,x,x,x,x,x,x,x
2,13109,品川区,2,313,船舶製造・修理業、舶用機関製造業,1,12,11,-,-,12,11,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13109,品川区,1,320,その他の製造業,9,78,47,-,-,59,39,19,8,-,-,-,-,35825,96342,185507,165911,3209,82562,82562
2,13109,品川区,2,321,貴金属・宝石製品製造業,1,19,10,-,-,13,8,6,2,-,-,-,-,x,x,x,x,-,x,x
2,13109,品川区,2,328,畳等生活雑貨製品製造業,3,25,14,-,-,21,13,4,1,-,-,-,-,x,x,x,x,-,x,x
2,13109,品川区,2,329,他に分類されない製造業,5,34,23,-,-,25,18,9,5,-,-,-,-,16864,51920,85260,81355,3209,30871,30871
2,13110,目黒区,0,000,総数,122,2478,1694,6,5,1955,1483,459,168,79,59,8,3,1152245,2281940,4391392,3694088,281131,1924505,1972778
2,13110,目黒区,1,090,食料品製造業,15,484,235,1,1,263,171,165,24,55,39,-,-,174752,185745,625091,590318,28937,398939,407255
2,13110,目黒区,2,092,水産食料品製造業,1,14,6,-,-,6,4,8,2,-,-,-,-,x,x,x,x,-,x,x
2,13110,目黒区,2,094,調味料製造業,1,26,16,-,-,10,8,16,8,-,-,-,-,x,x,x,x,x,x,x
2,13110,目黒区,2,097,パン・菓子製造業,9,403,200,-,-,233,151,115,10,55,39,-,-,149113,149191,495044,491021,-,312237,320553
2,13110,目黒区,2,099,その他の食料品製造業,4,41,13,1,1,14,8,26,4,-,-,-,-,x,x,x,x,x,x,x
2,13110,目黒区,1,110,繊維工業,2,9,2,-,-,8,2,1,-,-,-,-,-,x,x,x,x,x,x,x
2,13110,目黒区,2,116,外衣・シャツ製造業（和式を除く）,1,5,1,-,-,5,1,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13110,目黒区,2,119,その他の繊維製品製造業,1,4,1,-,-,3,1,1,-,-,-,-,-,x,x,x,-,x,x,x
2,13110,目黒区,1,130,家具・装備品製造業,3,40,23,-,-,38,22,2,1,-,-,1,-,19189,38103,92339,86704,x,50249,50249
2,13110,目黒区,2,131,家具製造業,1,4,3,-,-,3,2,1,1,-,-,-,-,x,x,x,x,x,x,x
2,13110,目黒区,2,139,その他の家具・装備品製造業,2,36,20,-,-,35,20,1,-,-,-,1,-,x,x,x,x,x,x,x
2,13110,目黒区,1,140,パルプ・紙・紙加工品製造業,3,14,9,1,1,11,8,2,-,-,-,-,-,3143,6453,11122,9631,-,4323,4323
2,13110,目黒区,2,145,紙製容器製造業,3,14,9,1,1,11,8,2,-,-,-,-,-,3143,6453,11122,9631,-,4323,4323
2,13110,目黒区,1,150,印刷・同関連業,8,68,47,-,-,63,45,5,2,-,-,-,-,26137,36721,84541,73206,11333,44277,44277
2,13110,目黒区,2,151,印刷業,6,55,40,-,-,53,39,2,1,-,-,-,-,x,x,x,x,x,x,x
2,13110,目黒区,2,152,製版業,2,13,7,-,-,10,6,3,1,-,-,-,-,x,x,x,-,x,x,x
2,13110,目黒区,1,160,化学工業,5,68,40,-,-,46,32,15,3,8,6,-,-,35066,63597,182489,145756,21497,110084,110084
2,13110,目黒区,2,165,医薬品製造業,3,35,18,-,-,12,9,15,3,8,6,-,-,x,x,x,x,x,x,x
2,13110,目黒区,2,169,その他の化学工業,2,33,22,-,-,34,23,-,-,-,-,-,-,x,x,x,x,x,x,x
2,13110,目黒区,1,180,プラスチック製品製造業（別掲を除く）,7,52,35,-,-,37,30,15,5,-,-,-,-,17995,13521,44423,39321,5102,28613,28613
2,13110,目黒区,2,181,プラスチック板・棒・管・継手・異形押出製品製造業,2,10,9,-,-,8,7,2,2,-,-,-,-,x,x,x,x,x,x,x
2,13110,目黒区,2,183,工業用プラスチック製品製造業,3,17,14,-,-,14,11,3,3,-,-,-,-,7129,7263,19924,15542,4382,11723,11723
2,13110,目黒区,2,184,発泡・強化プラスチック製品製造業,2,25,12,-,-,15,12,10,-,-,-,-,-,x,x,x,x,x,x,x
2,13110,目黒区,1,210,窯業・土石製品製造業,1,23,17,-,-,19,14,4,3,-,-,-,-,x,x,x,x,-,x,x
2,13110,目黒区,2,212,セメント・同製品製造業,1,23,17,-,-,19,14,4,3,-,-,-,-,x,x,x,x,-,x,x
2,13110,目黒区,1,230,非鉄金属製造業,2,26,19,-,-,21,14,5,5,-,-,-,-,x,x,x,x,x,x,x
2,13110,目黒区,2,234,電線・ケーブル製造業,1,7,2,-,-,7,2,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13110,目黒区,2,235,非鉄金属素形材製造業,1,19,17,-,-,14,12,5,5,-,-,-,-,x,x,x,x,x,x,x
2,13110,目黒区,1,240,金属製品製造業,19,341,262,2,1,286,235,55,28,-,-,3,2,132789,329295,564136,331149,158797,213637,227952
2,13110,目黒区,2,242,洋食器・刃物・手道具・金物類製造業,2,8,6,-,-,8,6,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13110,目黒区,2,244,建設用・建築用金属製品製造業（製缶板金業を含む),2,94,83,-,-,80,76,14,7,-,-,-,-,x,x,x,x,x,x,x
2,13110,目黒区,2,245,金属素形材製品製造業,4,44,29,-,-,35,27,9,2,-,-,-,-,16806,28593,45665,45614,51,15807,15807
2,13110,目黒区,2,246,金属被覆・彫刻業、熱処理業（ほうろう鉄器を除く）,8,149,105,-,-,119,87,30,18,-,-,1,-,58418,56542,156607,-,156607,92494,97873
2,13110,目黒区,2,248,ボルト・ナット・リベット・小ねじ・木ねじ等製造業,2,42,37,2,1,40,37,2,1,-,-,2,2,x,x,x,x,-,x,x
2,13110,目黒区,2,249,その他の金属製品製造業,1,4,2,-,-,4,2,-,-,-,-,-,-,x,x,x,x,x,x,x
2,13110,目黒区,1,250,はん用機械器具製造業,9,175,145,-,-,169,143,6,2,-,-,-,-,91408,110213,245208,179284,2594,123834,124999
2,13110,目黒区,2,252,ポンプ・圧縮機器製造業,2,31,23,-,-,31,23,-,-,-,-,-,-,x,x,x,x,x,x,x
2,13110,目黒区,2,253,一般産業用機械・装置製造業,4,82,69,-,-,80,68,2,1,-,-,-,-,44829,67611,142710,111168,-,69537,69537
2,13110,目黒区,2,259,その他のはん用機械・同部分品製造業,3,62,53,-,-,58,52,4,1,-,-,-,-,x,x,x,x,x,x,x
2,13110,目黒区,1,260,生産用機械器具製造業,12,284,231,-,-,243,209,33,15,8,7,-,-,162678,279632,546969,534487,10954,228858,248525
2,13110,目黒区,2,264,生活関連産業用機械製造業,3,36,33,-,-,35,33,1,-,-,-,-,-,20447,38606,62502,62502,-,22125,22125
2,13110,目黒区,2,265,基礎素材産業用機械製造業,1,110,95,-,-,97,87,6,1,7,7,-,-,x,x,x,x,-,x,x
2,13110,目黒区,2,266,金属加工機械製造業,5,117,84,-,-,93,72,23,12,1,-,-,-,74444,13752,51913,43372,7013,22754,35311
2,13110,目黒区,2,269,その他の生産用機械・同部分品製造業,3,21,19,-,-,18,17,3,2,-,-,-,-,x,x,x,x,x,x,x
2,13110,目黒区,1,270,業務用機械器具製造業,8,186,144,-,-,155,120,31,24,-,-,-,-,84246,110030,232294,187102,2016,109108,113828
2,13110,目黒区,2,272,サービス用・娯楽用機械器具製造業,1,7,5,-,-,6,4,1,1,-,-,-,-,x,x,x,x,-,x,x
2,13110,目黒区,2,273,計量器・測定器・分析機器・試験機・測量機械器具・理化学機械器具製造業,6,175,136,-,-,145,113,30,23,-,-,-,-,x,x,x,x,x,x,x
2,13110,目黒区,2,275,光学機械器具・レンズ製造業,1,4,3,-,-,4,3,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13110,目黒区,1,280,電子部品・デバイス・電子回路製造業,5,75,55,-,-,81,67,7,1,1,1,-,-,45467,69490,162398,157080,5318,81118,85702
2,13110,目黒区,2,282,電子部品製造業,1,16,9,-,-,10,8,6,1,-,-,-,-,x,x,x,x,-,x,x
2,13110,目黒区,2,284,電子回路製造業,1,37,32,-,-,50,45,-,-,1,1,-,-,x,x,x,x,-,x,x
2,13110,目黒区,2,289,その他の電子部品・デバイス・電子回路製造業,3,22,14,-,-,21,14,1,-,-,-,-,-,x,x,x,x,x,x,x
2,13110,目黒区,1,290,電気機械器具製造業,11,259,208,1,1,218,181,42,28,1,1,4,1,132285,262858,437705,266341,20201,160354,162580
2,13110,目黒区,2,291,発電用・送電用・配電用電気機械器具製造業,9,244,197,1,1,203,170,42,28,1,1,-,-,x,x,x,x,x,x,x
2,13110,目黒区,2,297,電気計測器製造業,1,4,1,-,-,4,1,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13110,目黒区,2,299,その他の電気機械器具製造業,1,11,10,-,-,11,10,-,-,-,-,4,1,x,x,x,x,x,x,x
2,13110,目黒区,1,300,情報通信機械器具製造業,2,48,39,-,-,38,34,6,1,4,4,-,-,x,x,x,x,-,x,x
2,13110,目黒区,2,301,通信機械器具・同関連機械器具製造業,1,41,34,-,-,32,29,5,1,4,4,-,-,x,x,x,x,-,x,x
2,13110,目黒区,2,303,電子計算機・同附属装置製造業,1,7,5,-,-,6,5,1,-,-,-,-,-,x,x,x,x,-,x,x
2,13110,目黒区,1,310,輸送用機械器具製造業,3,33,26,-,-,29,25,4,1,-,-,-,-,11455,16381,35956,32577,3251,18125,18125
2,13110,目黒区,2,311,自動車・同附属品製造業,2,16,11,-,-,14,10,2,1,-,-,-,-,x,x,x,x,x,x,x
2,13110,目黒区,2,312,鉄道車両・同部分品製造業,1,17,15,-,-,15,15,2,-,-,-,-,-,x,x,x,x,x,x,x
2,13110,目黒区,1,320,その他の製造業,7,293,157,1,1,230,131,61,25,2,1,-,-,165766,548454,806370,745422,1484,252668,245390
2,13110,目黒区,2,321,貴金属・宝石製品製造業,3,231,123,1,1,186,101,43,21,2,1,-,-,136844,492059,679881,630971,1000,190437,180419
2,13110,目黒区,2,322,装身具・装飾品・ボタン・同関連品製造業（貴金属・宝石製を除く）,1,34,16,-,-,21,14,13,2,-,-,-,-,x,x,x,x,-,x,x
2,13110,目黒区,2,329,他に分類されない製造業,3,28,18,-,-,23,16,5,2,-,-,-,-,x,x,x,x,x,x,x
2,13111,大田区,0,000,総数,1207,19736,14586,22,19,16099,13073,3394,1375,385,270,144,60,8893359,21351190,40430356,32594968,5367071,17364766,17767604
2,13111,大田区,1,090,食料品製造業,51,1406,697,2,2,653,486,719,188,32,21,10,5,431110,2276098,3331139,3176720,44948,950733,994818
2,13111,大田区,2,091,畜産食料品製造業,1,58,40,-,-,20,19,29,15,9,6,-,-,x,x,x,x,-,x,x
2,13111,大田区,2,092,水産食料品製造業,11,147,49,-,-,62,43,85,6,-,-,-,-,36935,102274,167001,148440,x,59932,59932
2,13111,大田区,2,094,調味料製造業,1,16,11,-,-,16,11,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13111,大田区,2,096,精穀・製粉業,1,85,74,-,-,76,67,2,1,7,6,-,-,x,x,x,x,x,x,x
2,13111,大田区,2,097,パン・菓子製造業,14,503,242,1,1,225,161,264,73,13,7,7,4,143885,264329,577392,548422,25989,286719,290888
2,13111,大田区,2,099,その他の食料品製造業,23,597,281,1,1,254,185,339,93,3,2,3,1,175649,436459,874503,772456,335,416165,421691
2,13111,大田区,1,100,飲料・たばこ・飼料製造業,3,83,52,-,-,57,46,26,6,-,-,9,3,37753,106051,341416,335876,x,214233,212046
2,13111,大田区,2,101,清涼飲料製造業,1,18,15,-,-,18,15,-,-,-,-,2,-,x,x,x,x,x,x,x
2,13111,大田区,2,103,茶・コーヒー製造業（清涼飲料を除く）,1,36,17,-,-,16,13,20,4,-,-,-,-,x,x,x,x,-,x,x
2,13111,大田区,2,104,製氷業,1,29,20,-,-,23,18,6,2,-,-,7,3,x,x,x,x,-,x,x
2,13111,大田区,1,110,繊維工業,13,168,87,2,2,122,73,43,11,1,1,2,-,67554,68070,178594,79403,92586,103744,105458
2,13111,大田区,2,116,外衣・シャツ製造業（和式を除く）,3,19,2,-,-,10,2,9,-,-,-,2,-,2897,107,4212,-,4212,3800,3800
