"ゴミの分類
番号","データ
提出組織",地区名,ゴミの品目,分別区分1,分別区分2,分別区分3,分別区分4,"粗大ごみ
回収料金",備考
389,あきる野市,全域,計量ばかり(不燃ごみ専用袋に入らないもの),粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
390,あきる野市,全域,軽量ブロック,処理不能,,,,,市では処理ができないため、ご購入の店舗に処理を依頼してください。
391,あきる野市,全域,ケーブル（オーディオ、パソコン接続用）,使用済み電子機器,,,,,品物に「あきる野市」と表示し、バケツやダンボール箱などに入れてください。大きさ、重さの制限はありません。
392,あきる野市,全域,ゲーム機,使用済み電子機器,,,,,品物に「あきる野市」と表示し、バケツやダンボール箱などに入れてください。大きさ、重さの制限はありません。
393,あきる野市,全域,設置型ゲーム機,使用済み電子機器,,,,,品物に「あきる野市」と表示し、バケツやダンボール箱などに入れてください。大きさ、重さの制限はありません。
394,あきる野市,全域,携帯型ゲーム機,使用済み電子機器,,,,,品物に「あきる野市」と表示し、バケツやダンボール箱などに入れてください。大きさ、重さの制限はありません。
395,あきる野市,全域,ハンドヘルドゲーム（ミニ電子ゲーム）,使用済み電子機器,,,,,品物に「あきる野市」と表示し、バケツやダンボール箱などに入れてください。大きさ、重さの制限はありません。
396,あきる野市,全域,ハイテク系トレンドトイ,使用済み電子機器,,,,,品物に「あきる野市」と表示し、バケツやダンボール箱などに入れてください。大きさ、重さの制限はありません。
397,あきる野市,全域,ゲームソフト,可燃ごみ,,,,,
398,あきる野市,全域,消しゴム,可燃ごみ,,,,,
399,あきる野市,全域,化粧品びん（中身を出す）,びん類,,,,,ラベル類はそのままでも大丈夫です。中を良く洗ってください。
400,あきる野市,全域,化粧品容器（プラスチック製）,可燃ごみ,,,,,
401,あきる野市,全域,化粧品容器（金属製）,缶・金属類,,,,,金属類は、汚れをできるだけ落としてください。水を切ってから出してください。
402,あきる野市,全域,下駄,可燃ごみ,,,,,
403,あきる野市,全域,下駄箱,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
404,あきる野市,全域,毛玉取り（電池は有害ごみ）,不燃ごみ,,,,,
405,あきる野市,全域,毛玉取り（充電式）,有害ごみ,,,,,「充電池が取り外せない製品群」扱い。充電池が取り外せない家電類だけを一つの袋に入れ、他の有害ごみと混交しないでください。（有害ごみの種類ごとに袋を分ける。）
406,あきる野市,全域,ケチャップの容器（プラスチック容器）,可燃ごみ,,,,,
407,あきる野市,全域,血圧計（水銀を含むもの）,有害ごみ,,,,,水銀、鉛等の有害な金属を含むものだけを一つの袋に入れ、他の有害ごみと混交しないでください。（有害ごみの種類ごとに袋を分ける。）
408,あきる野市,全域,血圧計（電子血圧計を除く、水銀を含まないもの）,不燃ごみ,,,,,
409,あきる野市,全域,ケミカルライト,可燃ごみ,,,,,
410,あきる野市,全域,健康器具,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
411,あきる野市,全域,健康器具（50cm四方以下サイズかつ5㎏以下のもの。足踏み機など。）,不燃ごみ,,,,,
412,あきる野市,全域,健康器具（いずれかの辺が50cmを超える、又は5㎏を超えるもの。ぶら下がり健康器やシットアップベンチ等）,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
413,あきる野市,全域,建築廃材,処理不能,,,,,市では処理ができないもののため、廃棄物事業者に直接ご依頼ください。
414,あきる野市,全域,原付バイク,処理不能,,,,,市では処理ができないため、ご購入の店舗、またはリサイクル事業者に処理を依頼してください。
415,あきる野市,全域,碁石,不燃ごみ,,,,,
416,あきる野市,全域,高圧洗浄機,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
417,あきる野市,全域,耕運機（エンジンは処理不能）,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
418,あきる野市,全域,広告紙,紙類・布類,,,,,雑誌類扱い。ひもで十字に縛ってください。（ひもの素材は問いません）※粘着テープなどで束ねたものは回収できません。
419,あきる野市,全域,コート,紙類・布類,,,,,布類扱い。ひもで十字に縛ってください。（ひもの素材は問いません）※粘着テープなどで束ねたものは回収できません。下着、靴下は可燃ごみになります。
420,あきる野市,全域,コード（延長コードを含む）（巻きの直径50cm、重さ5kg以下）,使用済み電子機器,,,,,品物に「あきる野市」と表示し、バケツやダンボール箱などに入れてください。大きさ、重さの制限はありません。
421,あきる野市,全域,コードリール（コードを除き、プラスチック製のもの）,可燃ごみ,,,,,
422,あきる野市,全域,コードリール（コードを除き、金属製のもの）,缶・金属類,,,,,金属類は、汚れをできるだけ落としてください。水を切ってから出してください。
423,あきる野市,全域,コードレス家電（小型家電に含まれないもの）,有害ごみ,,,,,「充電池が取り外せない製品群」扱い。充電池が取り外せない家電類だけを一つの袋に入れ、他の有害ごみと混交しないでください。（有害ごみの種類ごとに袋を分ける。）
424,あきる野市,全域,コードレス家電（小型家電に含まれるもの）,使用済み電子機器,,,,,品物に「あきる野市」と表示し、バケツやダンボール箱などに入れてください。大きさ、重さの制限はありません。
425,あきる野市,全域,コーヒーメーカー（不燃ごみ専用袋に入り、口がしばれるもの）,不燃ごみ,,,,,
426,あきる野市,全域,コーヒーメーカー（不燃ごみ専用袋に入らないもの）,使用済み電子機器,,,,,品物に「あきる野市」と表示し、バケツやダンボール箱などに入れてください。大きさ、重さの制限はありません。
427,あきる野市,全域,ござ,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
428,あきる野市,全域,こたつ,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
429,あきる野市,全域,こたつ板,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
430,あきる野市,全域,こたつ掛け布団,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
431,あきる野市,全域,こたつ掛け毛布,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
432,あきる野市,全域,こたつ敷き,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
433,あきる野市,全域,こたつの電熱器具（不燃ごみ専用袋に入り、口がしばれるもの）,不燃ごみ,,,,,
434,あきる野市,全域,こたつの電熱器具（不燃ごみ専用袋に入らないもの）,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
